5111	9.991519063
5702	9.990489616
2873	9.990345178
51497	9.979530986
865	9.967292617
25793	9.966455624
2260	9.915931589
5605	9.914153082
6892	9.836385477
10922	9.834904125
64210	9.816337333
23191	9.766709380
5692	9.754048325
7284	9.687822644
4967	9.646699408
6271	9.644970144
23157	9.619246229
8933	9.569957211
28992	9.561869200
54910	9.546100950
7171	9.474333366
79444	9.447745595
1327	9.446894061
9911	9.436352823
6774	9.436234225
537	9.435523315
595	9.433279749
55144	9.431024279
9670	9.422991018
65990	9.420582279
7332	9.411235439
3597	9.404085117
8861	9.399571674
10981	9.398722443
5460	9.365079593
5435	9.344650234
64710	9.321008434
8417	9.318740667
527	9.310939888
80212	9.299555899
7520	9.253070146
6252	9.231539500
55215	9.211421577
8668	9.207804488
53635	9.188451803
7037	9.165134420
1059	9.159944116
2997	9.154616660
3693	9.148643793
1487	9.145876218
10542	9.093191049
762	9.059563209
6633	9.056198915
10519	9.054738271
3611	9.049138815
26227	9.023989518
475	8.999574600
3460	8.981807307
10576	8.980808909
23433	8.959666705
7376	8.955021463
387082	8.954426689
55666	8.947960493
2014	8.946514356
1509	8.932036910
529	8.901224795
7534	8.888038875
1410	8.883704476
64847	8.878387637
6611	8.859674261
8682	8.857929801
10726	8.838404427
10856	8.829462536
23370	8.821748441
7572	8.814735565
54976	8.814435182
7086	8.797114080
10382	8.789061120
2159	8.781784951
22913	8.770691960
2317	8.766719533
4904	8.736742773
4320	8.691008971
8495	8.677202032
7327	8.661543506
9133	8.643438779
476	8.641227849
10980	8.613822192
57819	8.608183076
51024	8.591285285
3336	8.583060082
1687	8.570118581
4924	8.562947405
79036	8.543785845
3329	8.539553216
1969	8.537422331
1464	8.523806230
1953	8.515614734
8507	8.509563919
5050	8.494768599
10522	8.472550556
5442	8.457025271
6418	8.431939151
27301	8.428244598
3781	8.419896515
59286	8.416461181
54820	8.414855236
8663	8.389595379
55884	8.384449725
1994	8.377309447
6746	8.363030935
23165	8.347502247
23420	8.322356553
408050	8.322356553
4684	8.308794694
22859	8.299019530
10112	8.292412793
4000	8.267172163
5073	8.259148018
10457	8.246355669
2296	8.238237495
4915	8.226945307
22822	8.223327867
8314	8.217126233
10121	8.191491944
5585	8.190265256
25	8.190130666
55055	8.186846178
10498	8.161528721
11047	8.154480279
5230	8.149182286
10093	8.146606023
6886	8.145815456
488	8.135809418
10073	8.134611724
826	8.133582687
4323	8.093708066
10391	8.082841224
23555	8.078448775
10330	8.073688428
81	8.059852224
26574	8.054856519
55738	8.038095044
8815	8.037091092
1397	8.034234036
4150	8.031003673
7153	8.011655122
2534	8.002648570
23659	7.988937305
4589	7.976311407
6748	7.972055429
6697	7.971664664
23385	7.969861936
1981	7.965403625
7917	7.959445126
23478	7.952195733
3386	7.948986474
56616	7.935115414
5580	7.934726603
5434	7.925798148
2009	7.918775147
10482	7.904921354
10970	7.903201181
894	7.886297247
913	7.851699729
10652	7.822284625
83714	7.813111440
10456	7.802476856
10487	7.800733130
5928	7.789328408
166	7.774132698
8733	7.760480301
2995	7.758368860
9341	7.737966793
55660	7.729493519
5591	7.724859171
5027	7.721250971
573	7.719776858
81493	7.717785867
26037	7.705868993
54812	7.687019138
51022	7.679604430
1266	7.664341548
23474	7.654116787
7337	7.638121131
10906	7.622730185
997	7.604743519
1968	7.593051264
5695	7.581466705
3281	7.575837340
8871	7.557990841
768	7.555861482
50807	7.546742832
23705	7.541029948
8775	7.529530705
960	7.506932502
1175	7.497600195
2644	7.489642688
58528	7.480434499
23683	7.476878118
11214	7.439830246
8470	7.423958267
26986	7.418073086
80823	7.413727842
7453	7.401450227
55568	7.397701212
5911	7.395601128
387522	7.391324236
7335	7.391324236
9844	7.388786677
4650	7.386010268
10155	7.377723791
4215	7.358644891
3312	7.332808637
999	7.329012397
5476	7.324423276
10256	7.273256495
5786	7.263046046
54704	7.255409764
5330	7.241300010
3069	7.230770418
3856	7.216353645
28964	7.215211591
4059	7.212412019
5445	7.207216222
7133	7.205735083
4176	7.205693238
4435	7.200949077
3609	7.197746372
4037	7.192654425
63827	7.185153331
7247	7.165083606
813	7.162765201
6484	7.160195255
3600	7.152526055
11186	7.128742393
55187	7.123978560
23321	7.121305900
23303	7.109277260
23367	7.073698721
10527	7.065269314
4211	7.056772672
22861	7.055418636
22974	6.995394923
25915	6.984858285
5226	6.978769342
80351	6.963938293
6124	6.960308338
10084	6.958378384
57175	6.956653443
26012	6.937425536
9826	6.907202185
11135	6.897957541
5732	6.894013204
8513	6.889989735
51700	6.889699916
3925	6.880025282
6285	6.869988050
3624	6.865950457
6638	6.862051199
55240	6.856679114
7507	6.838380479
427	6.829550522
871	6.826662192
1488	6.804377056
55890	6.791956571
51690	6.779416019
5797	6.769234415
10916	6.736742773
23534	6.732185522
10094	6.723827822
10087	6.719294182
8522	6.715433923
5688	6.710767904
3135	6.709466793
5170	6.682438063
3159	6.676046992
3735	6.661742770
11248	6.661583352
1020	6.658486340
821	6.656197667
790	6.641303900
5355	6.638121131
1294	6.624555874
7150	6.623824677
79065	6.616651482
51495	6.613857891
9882	6.600395494
6386	6.595063706
8887	6.584459099
5245	6.580308541
1499	6.576230011
3229	6.570054026
4772	6.553400707
6003	6.548090813
3831	6.529236806
7184	6.520597463
5480	6.511844276
291	6.500257947
8601	6.498502554
1366	6.496645192
7707	6.490609279
55201	6.487422323
3983	6.476357568
8718	6.441819622
26960	6.440524294
5707	6.439734602
7167	6.429784072
3612	6.420719562
374291	6.420262121
55643	6.419942199
3592	6.419827998
4326	6.418664861
4258	6.404900777
26173	6.398265852
1174	6.384723469
9124	6.382245020
3958	6.380844035
4218	6.377703065
5310	6.377185221
10096	6.367502216
10197	6.364074141
6598	6.358902838
2550	6.358525889
54977	6.356231588
6272	6.350275814
25776	6.344996102
26	6.340083800
2787	6.340045789
8607	6.313560369
348	6.297948775
63875	6.295454849
1642	6.287383966
1958	6.285888281
2539	6.283896446
6734	6.273126150
55146	6.273028416
55139	6.269912505
4296	6.263810734
10653	6.253459208
28954	6.246432260
2734	6.242452147
56005	6.241693818
29775	6.238042108
79156	6.237982006
3673	6.219898809
4242	6.193548677
695	6.182289229
7094	6.181549757
1889	6.165744652
7881	6.162626237
54998	6.151971078
4756	6.146338285
71	6.145876218
10574	6.140849689
54810	6.134753851
9601	6.133700844
3431	6.125008229
3815	6.119483658
8892	6.114243119
54442	6.107282242
22941	6.094517140
81848	6.090240777
1893	6.085646263
6626	6.084473536
22920	6.078427964
26502	6.076724887
1453	6.066158537
3182	6.064986761
2036	6.062592451
9244	6.061460262
2263	6.059264431
30000	6.059115119
3420	6.056100068
2746	6.055201592
4881	6.054019623
3131	6.049781233
79077	6.042287384
1725	6.032452024
782	6.026770515
6580	6.022971822
967	6.018797722
55160	6.016698540
29109	6.016193358
83658	6.014142589
754	6.009918779
4125	6.001313554
28513	5.998751030
4259	5.992465582
9296	5.992226626
79098	5.977381950
832	5.977085228
23051	5.973630188
6314	5.967405412
4627	5.957582012
51004	5.941452512
1460	5.936276439
3066	5.934532328
23214	5.931843835
2767	5.923104806
5583	5.901245552
3636	5.900333168
10920	5.891198276
4729	5.876390064
4174	5.876076527
4087	5.870194140
9223	5.865465910
10529	5.864123481
288	5.859913257
30008	5.838649969
81688	5.823891370
2313	5.823613521
4350	5.823555658
2597	5.821736917
7162	5.811684740
65264	5.803304410
7317	5.786078683
2206	5.782047797
6191	5.768265428
87	5.767573163
8538	5.761552423
367	5.754502138
10551	5.746637760
55540	5.746414866
51552	5.741324413
64787	5.737273707
55339	5.734724521
1975	5.733533105
6727	5.732969147
5141	5.710460098
6051	5.708728855
1215	5.707146078
5365	5.702348897
7089	5.699665432
9900	5.699043841
7050	5.685795594
3931	5.670927709
2678	5.669626817
6571	5.662341109
1200	5.657577319
7110	5.644740094
5753	5.642179456
4670	5.641912796
5704	5.639179465
2950	5.635824367
5524	5.633651767
2781	5.631899148
6445	5.624738866
114897	5.624592467
55680	5.600637836
391	5.589999287
30846	5.583659109
841	5.578231599
8800	5.577902837
6602	5.576721350
51205	5.575706528
100	5.571638395
51763	5.567255126
2971	5.559689272
3547	5.539824076
6357	5.528033896
9650	5.517469416
10611	5.517183564
11130	5.508974664
9552	5.501386235
10419	5.496454443
6827	5.494660059
3956	5.492737980
1611	5.488330498
