Entrez Gene id	Prediction confidence (1 for BKZ HDFs)
79109	0.546321
8546	0.546269
79050	0.546261
1908	0.54624
8725	0.546067
57099	0.546057
1398	0.546052
6845	0.546032
7277	0.546012
8729	0.546009
1453	0.545969
2309	0.545923
336	0.545899
9255	0.545839
164	0.545834
7629	0.545768
6612	0.545669
10381	0.545664
3725	0.545617
26508	0.54558
9047	0.545574
11059	0.545544
11340	0.54554
22905	0.545342
7528	0.545342
4738	0.545339
8518	0.545334
1399	0.545314
9487	0.545299
51227	0.545298
7529	0.54528
4800	0.545233
4950	0.54521
9894	0.54515
49856	0.545133
54462	0.545117
64968	0.545038
51176	0.544961
8859	0.544948
841	0.544641
7704	0.544543
11135	0.544526
3663	0.544516
8797	0.544492
51495	0.544251
3265	0.544213
301	0.544207
51194	0.544052
2065	0.544027
10432	0.544014
8453	0.543909
204	0.543879
5071	0.543852
1891	0.543735
54206	0.5437
64919	0.543679
6776	0.543678
3054	0.543585
9091	0.543585
1906	0.543466
6416	0.543306
2992	0.543127
7170	0.54311
4548	0.543052
860	0.54305
84651	0.542853
3945	0.542842
190	0.54282
6714	0.542778
9604	0.54275
1387	0.542739
23435	0.542719
11108	0.542677
10857	0.542665
8772	0.542632
6457	0.542567
6093	0.542544
5279	0.542529
4735	0.542518
6279	0.542451
10126	0.542229
7266	0.542166
581	0.542135
55802	0.541927
933	0.541894
2113	0.541872
673	0.541828
165918	0.541786
835	0.54175
815	0.541721
23032	0.541715
2194	0.541701
1487	0.541678
3609	0.541617
6853	0.541469
3480	0.541434
25814	0.541308
7052	0.541202
1759	0.541162
4661	0.541146
8907	0.541057
3925	0.541052
56144	0.541043
226	0.541
6897	0.540912
1107	0.54088
5055	0.540846
1808	0.540639
7280	0.54054
8853	0.540523
23309	0.540337
84060	0.540266
9638	0.540254
64780	0.540175
64754	0.540096
6777	0.540064
4867	0.540015
7078	0.539983
7048	0.539921
10038	0.539891
8349	0.539874
2064	0.539751
960	0.539698
10642	0.53965
2580	0.539603
57144	0.539538
984	0.539376
862	0.539374
5584	0.53937
54814	0.539077
5871	0.539072
10006	0.539065
11036	0.539061
5241	0.539058
8660	0.539055
11269	0.539
10477	0.53887
7105	0.538848
57761	0.538835
6285	0.538834
29760	0.538786
7846	0.538786
409	0.538746
10951	0.538745
79797	0.538739
55737	0.538417
5216	0.538333
3001	0.538333
90	0.538316
9672	0.538253
1020	0.5382
5655	0.538171
84445	0.538149
372	0.538119
3875	0.538114
642393	0.538055
3987	0.537915
5148	0.537856
1390	0.537832
7431	0.537736
1719	0.537727
5976	0.537622
51631	0.537592
6502	0.537537
1029	0.537526
58190	0.537523
8569	0.537461
4914	0.537457
9129	0.537382
10392	0.537314
28514	0.537307
3693	0.537193
2885	0.537111
55285	0.537103
675	0.537084
9261	0.537004
26747	0.536887
23542	0.536831
10891	0.536674
57142	0.53666
151636	0.536629
6016	0.536604
7025	0.536582
182	0.53657
7345	0.53657
488	0.536569
7039	0.536556
64426	0.536526
8498	0.536516
64400	0.536463
55692	0.536438
54550	0.536415
921	0.536407
7417	0.536382
2036	0.536324
55512	0.536314
7260	0.536117
7037	0.536072
9159	0.536052
6895	0.536021
6477	0.535908
348	0.535857
7083	0.535821
51224	0.535818
6670	0.535703
9219	0.535441
27243	0.535435
4666	0.535405
9869	0.5354
3949	0.535387
10018	0.535345
466	0.535303
5602	0.535288
926	0.535156
55885	0.535142
3094	0.5351
51649	0.5351
10490	0.535036
26225	0.535015
23235	0.53501
3329	0.534948
54541	0.534926
5140	0.534779
8607	0.534628
57669	0.534587
25788	0.534516
26155	0.534512
6850	0.534391
9414	0.534386
4982	0.53436
2176	0.534265
6242	0.534258
4204	0.534159
1386	0.534159
4804	0.534127
3717	0.534123
5518	0.534092
2290	0.533981
2539	0.533967
7533	0.533895
27429	0.533879
1828	0.533848
7159	0.533802
10458	0.533797
11183	0.533782
9967	0.533779
7041	0.533751
11284	0.533748
7326	0.533726
117145	0.533723
274	0.533695
11321	0.533647
23551	0.53359
2690	0.533583
9584	0.533503
7813	0.533424
6601	0.533371
23164	0.533346
7456	0.533343
930	0.533314
1856	0.533213
27130	0.533169
10600	0.533109
6727	0.53306
7518	0.533033
23048	0.533
3164	0.532981
2623	0.532874
4968	0.532851
6299	0.532825
2001	0.532785
658	0.532736
11329	0.532632
5604	0.53261
4155	0.532578
5601	0.532538
4084	0.532528
974	0.532509
10015	0.532471
51119	0.532389
51651	0.532389
6597	0.532368
5159	0.532348
7186	0.53233
10019	0.532294
2551	0.532252
914	0.532227
3661	0.532142
5339	0.531899
8655	0.531884
50944	0.531846
192111	0.531819
10788	0.531805
7046	0.531639
8721	0.531478
7419	0.5314
8452	0.531362
91442	0.531351
80349	0.5313
8470	0.53129
22984	0.531213
6196	0.53118
476	0.531128
54442	0.531082
11083	0.53101
6892	0.530993
5894	0.530986
8337	0.530747
839	0.530692
4216	0.530667
811	0.530536
60492	0.53047
7392	0.530427
54472	0.530358
10054	0.530348
6778	0.530307
28964	0.53023
80228	0.530058
814	0.530057
52	0.529991
54344	0.529952
4086	0.529877
55715	0.52985
6602	0.529799
6452	0.529759
27	0.52975
5291	0.529694
2814	0.52964
4605	0.529638
4860	0.52959
23624	0.529471
23644	0.529361
6303	0.529201
10401	0.529145
29844	0.52908
5590	0.52907
8625	0.529032
54715	0.528905
4335	0.528885
9131	0.528856
23774	0.528724
4233	0.528622
9531	0.528595
5906	0.528588
5877	0.528512
8476	0.52851
79571	0.528474
4089	0.528389
2815	0.528322
5900	0.528286
162989	0.528282
5450	0.528247
8462	0.528218
8867	0.528197
4835	0.52817
999	0.528083
5723	0.528022
5286	0.528018
9352	0.528
23683	0.527994
7516	0.527977
2812	0.527961
4067	0.527904
8835	0.527878
5595	0.527741
1794	0.527709
22906	0.527631
10606	0.527606
55643	0.527588
23112	0.527526
51545	0.527439
6249	0.52736
6839	0.52734
2995	0.527317
335	0.527207
9757	0.527195
4973	0.527166
4091	0.527148
9400	0.527129
79026	0.527127
2534	0.527063
57132	0.527026
103	0.52701
55840	0.526963
2241	0.526949
5147	0.526869
80262	0.526807
1796	0.526788
5494	0.526783
4291	0.526758
80318	0.526699
64750	0.526671
25994	0.526555
57498	0.526475
8526	0.526364
5515	0.526342
26958	0.526273
8775	0.52627
4343	0.526268
51319	0.526265
60436	0.526152
55003	0.526023
57787	0.525957
3732	0.525941
83737	0.525918
8153	0.525886
10399	0.525806
23411	0.525757
55040	0.525734
146691	0.525733
84966	0.525695
26150	0.525632
23186	0.5256
7247	0.525531
8125	0.525471
5511	0.525357
7150	0.52535
653972	0.525295
695	0.525272
55139	0.525259
3308	0.525193
57062	0.525144
572	0.525064
6500	0.524924
7273	0.524913
1912	0.524823
1795	0.524668
7341	0.524625
8926	0.524595
1018	0.524552
2274	0.524406
8370	0.524398
6278	0.524325
11231	0.524296
3091	0.524287
53358	0.524175
4435	0.524048
4170	0.52399
54602	0.523921
1021	0.523918
1902	0.523883
2158	0.52383
408	0.523772
4616	0.523769
8409	0.52373
84708	0.523717
7917	0.523713
8682	0.523689
6280	0.523678
7336	0.523674
22992	0.523618
7329	0.523545
481	0.523521
222389	0.523435
10286	0.523118
10985	0.523112
1153	0.523105
56937	0.522986
553115	0.522953
1676	0.522822
2917	0.522819
7071	0.522814
57708	0.522813
4990	0.522782
10736	0.522782
10808	0.522775
1729	0.522753
11190	0.522746
81628	0.522664
1300	0.522638
1831	0.522615
80854	0.522609
9444	0.522597
26330	0.522581
3148	0.522532
55629	0.522445
997	0.522441
4261	0.522433
9448	0.522367
1760	0.522311
1050	0.52222
7182	0.522143
115106	0.52211
60496	0.522066
8883	0.522004
596	0.521998
1290	0.521976
88455	0.521967
1442	0.52194
5618	0.521902
10376	0.521806
26015	0.521743
8451	0.521732
2639	0.521723
5452	0.521714
5826	0.521686
58155	0.52161
5600	0.52158
3189	0.521552
273	0.521545
10499	0.521545
51663	0.521492
2312	0.521467
6888	0.521444
10988	0.521431
7161	0.521422
22794	0.521401
473	0.521294
5528	0.521288
6549	0.521282
6794	0.521223
874	0.521216
9093	0.521078
2969	0.521077
6721	0.521033
2633	0.520955
8560	0.52095
3959	0.520905
10188	0.520817
4602	0.520798
134147	0.520736
121268	0.520735
23149	0.520714
5287	0.520654
2804	0.520593
5764	0.520517
9001	0.520441
11244	0.520374
63971	0.520315
2027	0.520303
6902	0.520266
10036	0.520135
39	0.520089
5781	0.52
9616	0.519926
56850	0.519797
9324	0.519783
7504	0.519779
4747	0.519758
7205	0.519734
1641	0.519712
875	0.519682
5911	0.519671
10436	0.519651
7322	0.519526
2316	0.519496
56655	0.519456
5525	0.519442
1059	0.519335
10900	0.519332
84085	0.519316
1523	0.519198
9043	0.519191
3643	0.51915
8091	0.519141
3630	0.519125
124245	0.519065
3070	0.519051
51422	0.51902
55339	0.519009
11143	0.519006
1845	0.518945
1130	0.51892
4832	0.5189
56681	0.518777
355	0.518756
9520	0.518626
6195	0.51861
5516	0.518601
54726	0.518573
23512	0.518381
286514	0.518318
8312	0.518294
26999	0.518279
11137	0.518233
2002	0.518136
26097	0.518116
9943	0.518092
5351	0.518075
3799	0.517926
57159	0.517818
60	0.517784
55761	0.517762
5565	0.517737
23136	0.517703
6386	0.517576
339175	0.51754
6595	0.517517
2203	0.517468
7097	0.517297
31	0.517291
80021	0.517212
940	0.517075
55355	0.517035
9623	0.516978
51504	0.516926
379	0.516914
4642	0.516895
10293	0.516848
3460	0.516769
988	0.516697
8614	0.516545
639	0.516534
55096	0.516488
10945	0.516477
3656	0.516452
140609	0.516298
2177	0.516251
84168	0.516228
2268	0.516214
29763	0.516162
10094	0.516065
23592	0.516051
10146	0.515995
51053	0.515858
2810	0.515762
58533	0.515569
54880	0.515549
53918	0.515524
9046	0.515478
79576	0.515464
2104	0.515443
7187	0.515402
55075	0.515383
2120	0.515348
10174	0.515292
1832	0.515276
84152	0.515178
56243	0.51517
2185	0.515109
11313	0.515077
64112	0.515041
84951	0.514947
23	0.514895
5775	0.514849
10603	0.514804
9659	0.514722
5578	0.514715
8724	0.514657
79699	0.514636
9398	0.51462
79586	0.514557
3150	0.51454
1616	0.514519
823	0.514469
4486	0.514387
958	0.514358
2670	0.514343
10055	0.514327
2308	0.514319
8503	0.514245
22948	0.514238
5523	0.514224
9796	0.514194
3339	0.514193
10570	0.514188
3622	0.514136
51100	0.514132
4152	0.514066
5611	0.514038
23463	0.514036
5728	0.513944
3002	0.513907
1734	0.513904
200558	0.513766
93974	0.513627
10045	0.51361
3927	0.51361
2874	0.5136
50852	0.513475
4671	0.513445
636	0.513406
548596	0.513393
26959	0.513372
54469	0.513361
7188	0.513355
56902	0.513322
84142	0.513234
60561	0.513182
10241	0.513134
1431	0.513118
10048	0.512964
161882	0.512944
80124	0.512901
1647	0.512842
5423	0.512825
6622	0.512785
23429	0.51277
9260	0.512767
3560	0.512726
3151	0.512719
9627	0.512714
84289	0.512697
1499	0.51268
5956	0.512672
10425	0.512671
5063	0.512661
4830	0.512609
81034	0.512576
83593	0.51256
9564	0.512547
80829	0.512509
2533	0.512503
6497	0.51245
9341	0.512448
84141	0.51243
25759	0.512381
322	0.512373
15	0.512358
51691	0.51234
2260	0.51227
7572	0.512165
2023	0.512162
3084	0.512099
1493	0.512056
403	0.512053
5585	0.512043
51727	0.512037
4846	0.512022
5859	0.512018
26287	0.511958
5579	0.511949
249	0.511932
6240	0.51191
9363	0.511833
23543	0.511798
2746	0.511752
115207	0.511688
22927	0.511611
238	0.51159
5414	0.511417
7184	0.511398
5304	0.511363
351	0.511347
10138	0.511319
191	0.511231
25996	0.511217
6103	0.511189
55658	0.511147
7408	0.511142
7020	0.511052
26136	0.511025
6722	0.511009
818	0.510974
2017	0.510948
8794	0.510903
405	0.510882
54440	0.510831
23414	0.510811
7292	0.510777
10567	0.510671
4090	0.510667
57630	0.510657
8405	0.510575
10431	0.510567
8814	0.510546
54855	0.510433
116443	0.510411
25865	0.510393
6385	0.51033
4515	0.510309
3635	0.510193
5598	0.510042
3156	0.510041
6927	0.509966
6689	0.509951
83440	0.509947
6672	0.509825
56956	0.509825
925	0.50981
9221	0.509748
3881	0.509646
51021	0.509587
8394	0.509586
5536	0.509483
27156	0.509462
5217	0.509379
1789	0.509364
1503	0.509329
10243	0.509288
4316	0.509283
7284	0.509264
871	0.50918
5605	0.509118
1154	0.509107
6623	0.509101
2803	0.509079
51207	0.509027
3791	0.508933
6472	0.508888
2066	0.508854
88	0.508841
5355	0.508837
114034	0.508796
10383	0.508768
7076	0.508754
84074	0.508744
808	0.508713
821	0.508663
5608	0.508568
5580	0.50842
10818	0.508351
845	0.508342
8078	0.508305
2875	0.508289
8575	0.508264
23163	0.508104
80705	0.508096
27185	0.508016
197131	0.507969
7114	0.507955
19	0.507941
3888	0.507866
1601	0.507801
9905	0.507797
1630	0.507655
55662	0.507577
1615	0.507462
79169	0.507443
2288	0.507309
5617	0.507299
2157	0.507298
4795	0.507266
4200	0.507245
57596	0.507127
58	0.507073
4069	0.507065
9278	0.507026
3815	0.50702
11145	0.507017
9522	0.506981
5480	0.506968
4294	0.506959
26517	0.506952
1788	0.506888
5774	0.506733
150684	0.506722
5563	0.506628
23431	0.506624
64753	0.506607
5609	0.506601
9706	0.506579
22824	0.506561
57161	0.506552
56652	0.506532
6708	0.506516
2811	0.506457
55561	0.506397
51660	0.506332
9525	0.506296
117159	0.506238
3728	0.506134
140901	0.506099
60491	0.506056
3840	0.506037
8467	0.505977
26354	0.505964
7099	0.505945
84700	0.505928
5979	0.50591
6605	0.505907
27102	0.505887
10529	0.505861
51726	0.505809
136	0.505761
51019	0.505733
353	0.505638
7525	0.505607
9318	0.505561
60676	0.50551
8161	0.505497
54622	0.505463
973	0.505371
10298	0.505342
7276	0.505303
51466	0.505298
79711	0.505252
80204	0.505233
5861	0.505226
25764	0.505207
4646	0.505107
5054	0.505084
9874	0.505017
2822	0.504951
5987	0.504934
2159	0.504907
7297	0.504841
1163	0.504836
2214	0.504808
4595	0.504714
6513	0.504669
51065	0.504616
8649	0.504529
10658	0.504509
3208	0.504481
4082	0.50445
8936	0.504414
80321	0.504375
1432	0.504368
9070	0.504365
23294	0.504359
6932	0.504227
26108	0.504227
55968	0.504223
3678	0.504199
2494	0.504129
4068	0.504119
83706	0.504113
3708	0.504098
5315	0.504098
54756	0.50409
6252	0.504085
9475	0.504036
5597	0.503983
4133	0.503959
2057	0.503933
7006	0.503895
7490	0.503858
4750	0.503789
22800	0.50371
284	0.503638
9618	0.503623
9111	0.503605
29907	0.503557
23065	0.50354
8073	0.503408
1749	0.503392
11201	0.503286
4692	0.503239
84106	0.503064
1114	0.503054
113174	0.503034
1420	0.503017
2153	0.503007
2069	0.502951
8976	0.502892
6035	0.502887
2697	0.502811
5777	0.502779
6362	0.502771
5606	0.502721
490	0.502695
1809	0.502671
8554	0.502664
29123	0.502619
3488	0.502601
4217	0.502575
7597	0.502521
5837	0.502344
952	0.502318
29102	0.502278
9372	0.502215
5306	0.502197
11186	0.502165
4149	0.502148
4615	0.502121
3454	0.502057
6522	0.502041
3603	0.50203
57180	0.502023
9482	0.502009
5276	0.501838
55333	0.501834
94081	0.501787
9815	0.501759
7319	0.501706
9425	0.501661
832	0.501617
23493	0.501556
4154	0.501503
10492	0.5015
55578	0.501456
23616	0.50142
4189	0.501414
9191	0.501402
81608	0.501378
7357	0.501362
8727	0.501263
6728	0.501248
6934	0.501179
125170	0.501163
5481	0.501069
1408	0.50094
9113	0.500791
23141	0.500738
9842	0.50071
2596	0.500703
26073	0.500649
5250	0.500647
3872	0.500583
1500	0.500571
56852	0.500568
3665	0.500478
6729	0.500416
23462	0.500396
3087	0.50036
7709	0.500333
6120	0.500239
11189	0.500093
8434	0.5
1259	0.5
57447	0.5
727800	0.5
51780	0.5
56751	0.5
64858	0.5
474	0.5
50862	0.5
10954	0.5
27004	0.5
65117	0.5
3171	0.5
130617	0.5
150771	0.5
9781	0.5
115708	0.5
1041	0.5
6433	0.5
25875	0.5
57466	0.5
8636	0.5
23786	0.5
79152	0.5
221302	0.5
25979	0.5
56943	0.5
6451	0.5
57018	0.5
5768	0.5
8314	0.5
139324	0.5
7364	0.5
80332	0.5
477	0.5
7857	0.5
5100	0.5
84701	0.5
55051	0.5
445571	0.5
51645	0.5
51259	0.5
29970	0.5
196472	0.5
140801	0.5
55148	0.5
2296	0.5
148156	0.5
10067	0.5
79002	0.5
79831	0.5
2567	0.5
27122	0.5
54957	0.5
25852	0.5
8872	0.5
152189	0.5
151742	0.5
26206	0.5
23304	0.5
9136	0.5
51428	0.5
4289	0.5
203260	0.5
63925	0.5
10523	0.5
57574	0.5
9208	0.5
8913	0.5
55906	0.5
9705	0.5
55224	0.5
1368	0.5
4798	0.5
63974	0.5
91966	0.5
8633	0.5
83937	0.5
55572	0.5
338692	0.5
246175	0.5
124220	0.5
11093	0.5
6059	0.5
55998	0.5
114785	0.5
27077	0.5
9388	0.5
9832	0.5
80146	0.5
54994	0.5
56171	0.5
214	0.5
79836	0.5
6036	0.5
55596	0.5
51706	0.5
116071	0.5
54749	0.5
26168	0.5
83660	0.5
55176	0.5
79612	0.5
84641	0.5
64855	0.5
115201	0.5
6523	0.5
84878	0.5
64979	0.5
6573	0.5
27005	0.5
126298	0.5
84985	0.5
9382	0.5
1411	0.5
7756	0.5
91526	0.5
53938	0.5
24138	0.5
200576	0.5
5814	0.5
51297	0.5
10123	0.5
23239	0.5
9554	0.5
1527	0.5
90799	0.5
90780	0.5
23089	0.5
23082	0.5
55090	0.5
66005	0.5
10979	0.5
51286	0.5
2646	0.5
28951	0.5
4017	0.5
54596	0.5
122809	0.5
80117	0.5
23131	0.5
27253	0.5
4197	0.5
51304	0.499994
51552	0.499948
4613	0.499939
8773	0.499888
10078	0.499799
9209	0.499714
55284	0.499675
54812	0.499648
26993	0.499622
30837	0.499582
84466	0.499477
2896	0.499461
7317	0.499399
2800	0.499231
3280	0.49919
1857	0.499143
23387	0.499119
29904	0.499113
80205	0.499091
10114	0.499065
8644	0.499027
50509	0.498994
10282	0.498974
79184	0.498967
4001	0.49896
60528	0.498944
9655	0.498924
25804	0.498845
7090	0.498842
7942	0.498815
151871	0.498789
23152	0.498715
3856	0.49871
51608	0.498709
5292	0.498635
79735	0.498609
2191	0.498588
10413	0.498569
8833	0.498458
3398	0.498435
369	0.498424
51076	0.498413
2202	0.498127
28996	0.49811
7988	0.498052
2563	0.497993
23283	0.497993
30968	0.497985
9765	0.497906
10534	0.497894
6844	0.497834
6282	0.497724
26060	0.497712
400	0.497696
6643	0.49768
8227	0.497665
4775	0.49765
2037	0.497589
56899	0.497579
8751	0.497518
5581	0.49745
9971	0.497377
1131	0.497263
8514	0.49725
1958	0.497231
56654	0.497184
5074	0.497151
729402	0.497105
604	0.497077
11228	0.497054
3984	0.497035
373	0.497027
9463	0.497013
1278	0.496982
56288	0.496976
57542	0.496925
83878	0.496924
5582	0.496905
8678	0.496892
8766	0.49687
10598	0.496835
51604	0.496803
4054	0.496787
4913	0.496772
51135	0.49674
64284	0.496677
1121	0.496664
5175	0.496645
23710	0.496589
857	0.496568
3486	0.49656
80153	0.496542
4286	0.496445
26278	0.496429
8733	0.496427
1820	0.496409
3817	0.496391
3709	0.496366
3105	0.496353
5156	0.496223
54819	0.496157
4659	0.496113
5566	0.496072
2152	0.496019
5082	0.495985
5204	0.495961
112	0.495897
1629	0.495852
51475	0.495832
2768	0.495793
5329	0.495766
51652	0.495732
1277	0.495682
648	0.49564
60529	0.495538
64129	0.495496
8851	0.495441
10890	0.495421
51421	0.495405
64328	0.495325
9643	0.495286
57409	0.495263
231	0.495235
4942	0.495228
5896	0.495196
6514	0.495188
3554	0.495086
8728	0.495034
3726	0.495019
112840	0.494988
6642	0.494873
28512	0.494655
25820	0.494567
4862	0.494418
79666	0.49435
81618	0.494308
8864	0.494283
80279	0.49424
1363	0.494203
2165	0.494192
27071	0.494167
7360	0.49403
1164	0.493987
29979	0.493982
80055	0.49398
26511	0.493933
29941	0.493929
50813	0.493907
8061	0.493899
23162	0.493875
3399	0.49387
4689	0.493815
1439	0.493811
5413	0.493756
9252	0.493714
54453	0.49368
90678	0.493665
8968	0.493629
8803	0.493627
55193	0.493582
64708	0.49354
3758	0.493445
3383	0.493427
9844	0.493305
4092	0.493035
9138	0.492975
9135	0.492968
10987	0.492959
54977	0.492822
4036	0.49276
4916	0.492704
7443	0.492697
55841	0.492661
1604	0.492599
5500	0.492552
5310	0.492333
3690	0.492318
6789	0.492215
56475	0.492202
7087	0.492149
7755	0.492107
29128	0.492082
100	0.492014
30001	0.492009
4843	0.491976
11113	0.491937
4354	0.491883
10787	0.491866
5328	0.491835
468	0.491799
10617	0.491764
80155	0.491758
9695	0.491751
1361	0.491732
3219	0.491731
9925	0.491729
3356	0.491698
8550	0.491658
356	0.49158
330	0.491546
11016	0.491478
10256	0.491468
3458	0.491399
56647	0.491364
6281	0.491348
10540	0.491343
114990	0.491332
9049	0.49125
1677	0.491122
51322	0.491115
150483	0.491114
87	0.491088
284058	0.491038
123887	0.491
27072	0.490962
10011	0.490939
5531	0.490909
5876	0.490848
26133	0.4908
59349	0.490761
9173	0.490707
8795	0.490584
11034	0.490581
7042	0.49055
8417	0.490542
55898	0.490506
1436	0.490476
7275	0.490426
55816	0.490316
2130	0.490302
7334	0.490199
55705	0.490083
55622	0.490003
1959	0.489991
54345	0.489845
8115	0.489801
727797	0.489767
4093	0.489667
91768	0.489645
2872	0.48959
25998	0.489564
1535	0.489554
22955	0.489535
8743	0.489527
10525	0.489445
962	0.489377
29927	0.489341
29993	0.489322
5624	0.489303
4000	0.489221
84766	0.489168
4430	0.489167
30846	0.489121
25897	0.489051
1030	0.489047
6532	0.489
10474	0.488881
63935	0.488785
8533	0.488748
7181	0.488696
3566	0.488678
361	0.488641
5164	0.488602
55093	0.488569
6810	0.488463
8723	0.488252
2495	0.488249
3983	0.488202
27018	0.488157
26191	0.488149
10817	0.488135
1633	0.488126
5527	0.488088
55832	0.48807
5909	0.488047
6611	0.487985
56897	0.487883
8508	0.487809
8239	0.487787
5144	0.487775
5359	0.487712
51280	0.487695
8458	0.487665
3059	0.487627
6720	0.487575
55165	0.487545
3053	0.487365
10168	0.48736
7010	0.487359
4035	0.487353
2305	0.487316
657	0.487305
3777	0.48712
125950	0.487108
5796	0.486997
11170	0.486955
2764	0.486942
9545	0.486892
3576	0.486844
634	0.486779
5504	0.48653
7056	0.486524
3224	0.486374
8218	0.486252
10121	0.486218
375790	0.486203
202333	0.486113
1407	0.486062
10196	0.486049
220108	0.48604
212	0.486037
84552	0.486018
653361	0.486015
5307	0.486014
7053	0.485839
10000	0.48578
663	0.485721
10140	0.485667
2160	0.485646
2155	0.485584
5792	0.485571
10769	0.485461
3897	0.485439
5079	0.485425
1501	0.485424
51225	0.485417
387522	0.48524
2187	0.485206
1984	0.485159
54836	0.485117
11276	0.485091
27430	0.484915
65990	0.484789
7295	0.484779
23191	0.48477
9086	0.484738
10169	0.484709
211	0.484703
9863	0.484672
2516	0.484611
6997	0.484558
3459	0.484525
10580	0.484505
11030	0.484495
2162	0.484473
7054	0.48445
94005	0.484434
128869	0.484433
4760	0.48441
55763	0.484116
25842	0.484098
1854	0.484055
79674	0.484053
7080	0.483943
2209	0.483933
6092	0.483907
10097	0.483884
2273	0.483768
1438	0.483734
728458	0.483722
5155	0.483706
58484	0.483677
80233	0.483662
5499	0.483642
55617	0.483621
8812	0.483614
4773	0.483431
9419	0.483386
2213	0.483331
2022	0.48326
1293	0.483259
8726	0.483217
2873	0.483196
64151	0.48318
540	0.483106
5460	0.483099
3891	0.483078
55872	0.482931
6696	0.482889
55743	0.482828
9266	0.482792
6014	0.482759
26064	0.48273
6499	0.482579
10902	0.482565
2882	0.482551
8858	0.48254
9610	0.482522
1052	0.482328
26469	0.482322
25816	0.482291
571	0.482218
84612	0.482216
10618	0.482166
659	0.482128
4599	0.482127
7850	0.482049
1122	0.482036
55577	0.48201
1053	0.481938
55837	0.481925
23621	0.481914
6275	0.481893
4478	0.481878
23019	0.481873
6919	0.481849
3021	0.481834
80709	0.481745
10142	0.481703
752	0.481682
9892	0.481674
894	0.481647
57126	0.481607
3887	0.481595
29982	0.481587
7138	0.48156
26151	0.481535
286	0.481359
1859	0.481313
9489	0.48128
8804	0.481236
56984	0.481206
2247	0.481146
4780	0.48111
51085	0.481098
84446	0.481066
9024	0.481066
9530	0.481063
3884	0.481014
79753	0.480982
7220	0.480945
6783	0.480728
2295	0.480707
7057	0.48055
9351	0.480521
1652	0.480507
2903	0.480464
79817	0.480225
353376	0.480193
5203	0.480114
79873	0.480064
90060	0.480034
594	0.480027
9521	0.479997
3956	0.479978
2617	0.479859
3397	0.479835
259	0.479817
2566	0.479792
30844	0.479791
25978	0.479777
3691	0.479735
23265	0.479681
2321	0.479557
5162	0.479514
653121	0.479412
114609	0.479372
9099	0.479286
4856	0.479245
10066	0.479239
6284	0.479181
3008	0.479123
4837	0.479042
1843	0.47887
51517	0.478827
3934	0.478797
4094	0.478787
10456	0.478764
5230	0.478678
9079	0.478584
29883	0.47858
55295	0.478533
2038	0.478525
10691	0.478464
6925	0.478417
1969	0.478368
55813	0.478352
8715	0.478305
3306	0.478296
92	0.478264
1839	0.478202
2011	0.478165
79754	0.47815
7168	0.478108
79001	0.478098
8986	0.478046
4656	0.478027
8324	0.477987
164127	0.477979
51285	0.477912
9368	0.477882
56901	0.477875
26353	0.47784
7867	0.477829
5878	0.477751
5955	0.477699
23643	0.477637
56924	0.477597
7224	0.477573
10755	0.477564
529	0.47756
10575	0.477538
83755	0.477433
57045	0.4774
8328	0.477308
5989	0.47723
57530	0.477192
9455	0.477186
23286	0.477175
6423	0.477164
4319	0.477133
2286	0.477119
5803	0.47711
9501	0.477108
4209	0.477104
55299	0.477059
7251	0.477041
55110	0.477038
7556	0.477017
8481	0.476977
60598	0.476972
1441	0.476968
3005	0.476779
79444	0.476734
2081	0.476686
10212	0.476684
6259	0.476661
27125	0.476632
5780	0.476575
27240	0.476227
5868	0.476198
1846	0.476084
23677	0.476052
5509	0.476045
3358	0.476026
4763	0.475966
3099	0.475865
79139	0.475861
3394	0.475686
23607	0.475546
22941	0.47553
861	0.475422
7851	0.475394
5340	0.475197
11007	0.475188
4298	0.475185
23641	0.475179
2208	0.475158
26088	0.475122
1728	0.475096
4591	0.475078
140885	0.475055
55740	0.475009
8626	0.474952
6647	0.474852
1511	0.47484
7040	0.474781
156	0.474677
6929	0.474673
64928	0.474646
1991	0.474619
9040	0.474415
10342	0.474265
26	0.474079
22929	0.474011
23076	0.473939
1263	0.473896
3857	0.473891
79039	0.473881
64764	0.473878
128866	0.473846
1814	0.473803
10672	0.473749
5607	0.473742
5223	0.473724
6401	0.473707
4048	0.473526
2244	0.473434
10248	0.473389
3866	0.473346
5308	0.473277
8631	0.473265
5533	0.473213
2243	0.473166
94122	0.473143
55041	0.47308
10190	0.473001
541468	0.472922
10134	0.472902
8943	0.472887
56159	0.47287
5867	0.47282
50855	0.47279
2266	0.472769
4043	0.472708
5553	0.472679
5873	0.472621
4619	0.472587
1947	0.47252
5534	0.472361
9063	0.472244
6520	0.472177
22930	0.471977
23581	0.471956
4323	0.471932
5321	0.471917
57680	0.471909
81890	0.471898
462	0.47178
23077	0.471759
6047	0.471759
826	0.471746
5195	0.471739
81788	0.471612
9446	0.471578
7167	0.471565
23367	0.471543
6455	0.471519
4283	0.471498
65991	0.471491
11060	0.471394
84067	0.471259
6261	0.471173
1295	0.471167
1287	0.471157
5160	0.471148
55257	0.471098
53635	0.471063
25782	0.47103
4281	0.471012
51199	0.470908
51676	0.470864
4640	0.470785
8028	0.47077
8543	0.470697
10694	0.470689
728937	0.470549
2132	0.470538
