Creation Time:	2022-12-29 20:37:52

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_4.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3096287764

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4929
Proportion perturbed genes:	0.4211380724538619

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8399.652647694804 +- 2.9298895034428107

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	36	22	0.95009	0.08724	4.136e+02	0.145	0.357	GO:0006584
2	148	79	0.89096	0.16671	7.830e+03	0.047	0.435	GO:0048015
3	113	63	0.83096	0.34491	4.411e+03	0.054	0.424	GO:0044706
4	49	24	0.80015	0.22993	9.254e+02	0.017	0.377	GO:0042787
5	114	81	0.79844	0.34675	3.227e+03	0.231	0.421	GO:0016072
6	39	30	0.78509	0.23185	3.158e+02	0.284	0.476	GO:0001756
7	37	16	0.75112	0.3097	5.762e+02	-0.092	0.316	GO:0060338
8	35	19	0.74829	0.34511	4.405e+02	0.098	0.342	GO:0006284
9	106	85	0.71412	0.43763	2.014e+03	0.286	0.446	GO:0050920
10	187	94	0.69595	0.31805	1.303e+04	-0.02	0.488	GO:0051276
11	86	58	0.66654	0.43351	2.027e+03	0.17	0.441	GO:0032507
12	153	81	0.62326	0.42336	8.420e+03	0.031	0.412	GO:0071496
13	26	15	0.62129	0.34359	2.318e+02	0.112	0.37	GO:0044774
14	82	58	0.56302	0.42877	1.690e+03	0.194	0.464	GO:0060193
15	191	153	0.52208	0.48198	6.538e+03	0.313	0.449	GO:0009146
16	177	94	0.51775	0.39957	1.123e+04	0.019	0.467	GO:0000956
17	58	31	0.48037	0.31301	1.214e+03	-0.003	0.461	GO:0051297
18	151	107	0.4385	0.41948	5.681e+03	0.208	0.411	GO:0032944
19	68	51	0.43155	0.4202	1.020e+03	0.268	0.424	GO:0070167
20	74	53	0.40364	0.3947	1.343e+03	0.205	0.459	GO:0010518
21	53	30	0.38575	0.36104	9.654e+02	0.076	0.469	GO:0044801
22	40	20	0.37762	0.3846	6.102e+02	0.005	0.417	GO:0044273
23	61	38	0.36726	0.2909	1.149e+03	0.095	0.453	GO:0033273
24	64	44	0.35133	0.39066	1.089e+03	0.205	0.409	GO:0001952
25	40	38	0.33251	0.3652	7.998e+01	0.504	0.396	GO:0045778
26	22	14	0.31605	0.32871	1.489e+02	0.191	0.333	GO:0006906
27	156	111	0.3	0.45826	6.012e+03	0.215	0.411	GO:0070663
28	146	101	0.28588	0.43763	5.563e+03	0.182	0.452	GO:0050795
29	22	17	0.28369	0.29428	1.010e+02	0.289	0.392	GO:0048762
30	195	155	0.27792	0.42834	7.001e+03	0.301	0.451	GO:0009143
31	24	13	0.26584	0.24286	2.098e+02	0.032	0.407	GO:0006658
32	56	34	0.26457	0.28416	1.000e+03	0.117	0.435	GO:0009880
33	33	31	0.2497	0.35248	6.599e+01	0.499	0.393	GO:0070169
34	36	20	0.2408	0.25693	4.565e+02	0.099	0.405	GO:0055081
