Creation Time:	2022-12-29 17:24:48

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_9.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	1868545034

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4785
Proportion perturbed genes:	0.40883458646616544

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8417.190032395729 +- 2.9318993396907804

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	68	32	1.0	0.0	1.821e+03	0.014	0.355	GO:0009100
2	66	49	1.0	0.0	9.858e+02	0.256	0.443	GO:0051291
3	40	37	0.81788	0.32056	1.180e+02	0.452	0.421	GO:1902930
4	20	16	0.80312	0.21553	7.497e+01	0.326	0.396	GO:0007029
5	38	31	0.78913	0.25326	2.459e+02	0.243	0.535	GO:0009066
6	120	64	0.7509	0.3528	5.162e+03	0.036	0.405	GO:0030799
7	69	37	0.70366	0.33553	1.709e+03	0.106	0.406	GO:0019722
8	45	26	0.66747	0.30818	6.841e+02	0.063	0.446	GO:0022600
9	177	115	0.66602	0.44722	9.046e+03	0.122	0.537	GO:0000956
10	50	32	0.65037	0.44612	7.470e+02	0.168	0.4	GO:0006826
11	20	14	0.64245	0.22241	1.059e+02	0.198	0.375	GO:0015721
12	77	42	0.62582	0.31061	2.096e+03	0.041	0.452	GO:0051099
13	66	46	0.60181	0.40144	1.129e+03	0.192	0.435	GO:0015749
14	55	29	0.59454	0.34941	1.104e+03	0.019	0.466	GO:0045727
15	57	31	0.58409	0.47151	1.156e+03	0.12	0.37	GO:0033555
16	52	35	0.55651	0.46511	7.481e+02	0.187	0.377	GO:0042180
17	21	18	0.53924	0.47394	6.098e+01	0.538	0.279	GO:0046466
18	191	91	0.53218	0.4658	1.408e+04	-0.051	0.456	GO:0007601
19	32	16	0.49641	0.31741	3.926e+02	0.026	0.363	GO:0032392
20	39	28	0.48883	0.4249	3.747e+02	0.167	0.439	GO:0031623
21	25	22	0.44349	0.46511	7.298e+01	0.49	0.322	GO:0042181
22	61	40	0.44279	0.43369	1.070e+03	0.132	0.443	GO:0043112
23	122	59	0.43843	0.41196	5.716e+03	-0.05	0.443	GO:0007179
24	66	34	0.43122	0.2716	1.614e+03	0.041	0.375	GO:0006026
25	194	91	0.4303	0.46489	1.467e+04	-0.054	0.456	GO:0050953
26	92	55	0.42731	0.31492	2.732e+03	0.065	0.471	GO:1901606
27	36	19	0.41152	0.33703	4.764e+02	0.024	0.367	GO:0045333
