Creation Time:	2022-12-29 19:35:36

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_10.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3297189703

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4950
Proportion perturbed genes:	0.42293233082706766

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8456.206275824185 +- 6.266605327140149

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	163	132	1.0	0.0	4.578e+03	0.32	0.423	GO:0006869
2	44	37	1.0	0.0	2.878e+02	0.377	0.401	GO:0007585
3	80	61	1.0	0.0	1.348e+03	0.301	0.407	GO:0044848
4	94	80	1.0	0.0	1.225e+03	0.418	0.391	GO:0045471
5	86	64	1.0	0.0	1.659e+03	0.201	0.495	GO:0045995
6	79	44	0.84516	0.3116	2.166e+03	0.005	0.452	GO:0072329
7	94	68	0.8332	0.34176	2.116e+03	0.201	0.487	GO:0050768
8	50	25	0.82255	0.35847	9.494e+02	0.037	0.37	GO:0000725
9	33	23	0.7744	0.321	2.858e+02	0.159	0.411	GO:0019320
10	90	51	0.76583	0.31898	2.763e+03	0.083	0.494	GO:0070374
11	64	48	0.73787	0.40233	9.039e+02	0.268	0.427	GO:0030509
12	138	85	0.7	0.45826	5.915e+03	0.055	0.5	GO:1901068
13	57	26	0.66692	0.29775	1.309e+03	-0.007	0.357	GO:0030204
14	41	30	0.62024	0.3744	3.967e+02	0.267	0.395	GO:0046637
15	69	40	0.58232	0.38033	1.593e+03	0.086	0.447	GO:0042886
16	66	37	0.52502	0.24947	1.506e+03	0.068	0.414	GO:0010811
17	48	29	0.52451	0.2733	7.410e+02	0.054	0.427	GO:0006073
18	22	16	0.5177	0.36849	1.179e+02	0.272	0.385	GO:0061337
19	40	21	0.46259	0.26453	5.892e+02	0.061	0.352	GO:0008206
20	22	13	0.45446	0.29484	1.629e+02	0.145	0.344	GO:0006297
21	63	40	0.35942	0.22854	1.195e+03	0.157	0.456	GO:0022404
22	194	91	0.34138	0.43823	1.467e+04	-0.041	0.451	GO:0050953
23	76	39	0.33937	0.36896	2.142e+03	0.045	0.429	GO:0001936
24	47	28	0.33851	0.27425	7.220e+02	0.048	0.423	GO:0005977
25	62	33	0.30271	0.28627	1.390e+03	0.049	0.42	GO:0030048
26	85	53	0.2929	0.30857	2.220e+03	0.156	0.399	GO:0015718
27	119	60	0.26786	0.31316	5.290e+03	0.037	0.425	GO:0050954
28	175	97	0.26213	0.40233	1.059e+04	0.051	0.455	GO:0007178
29	60	36	0.24924	0.2755	1.163e+03	0.09	0.465	GO:0015833
30	28	21	0.24271	0.30398	1.759e+02	0.236	0.456	GO:0035637
31	25	11	0.23487	0.28149	2.637e+02	-0.012	0.341	GO:0070534
32	46	27	0.19972	0.18255	7.030e+02	0.089	0.469	GO:0030010
33	59	34	0.19613	0.19101	1.174e+03	0.111	0.415	GO:0051149
34	162	74	0.1812	0.32009	1.042e+04	-0.023	0.423	GO:0008543
35	49	24	0.1776	0.3584	9.254e+02	0.02	0.381	GO:0000724
36	88	48	0.17359	0.21346	2.733e+03	0.04	0.499	GO:0042384
37	121	81	0.1668	0.34176	4.049e+03	0.128	0.499	GO:0010721
38	35	16	0.13973	0.2568	4.983e+02	-0.008	0.337	GO:0022616
39	116	58	0.13298	0.26108	5.056e+03	0.028	0.438	GO:0007605
40	30	24	0.13087	0.26925	1.659e+02	0.368	0.381	GO:0046638
41	21	15	0.12468	0.11907	1.119e+02	0.184	0.5	GO:0048665
42	38	24	0.1225	0.27165	4.415e+02	0.118	0.397	GO:0046365
43	114	69	0.12192	0.29206	4.128e+03	0.045	0.497	GO:0006184
44	22	11	0.11229	0.09002	1.879e+02	0.043	0.404	GO:0006829
45	22	17	0.11174	0.20042	1.010e+02	0.264	0.433	GO:0043576
46	20	13	0.11033	0.12165	1.199e+02	0.059	0.491	GO:0007031
47	59	37	0.11	0.1891	1.066e+03	0.138	0.42	GO:0046634
48	102	57	0.10646	0.29847	3.590e+03	0.063	0.45	GO:1902107
49	21	13	0.09541	0.10866	1.409e+02	0.123	0.437	GO:0002675
50	42	22	0.09143	0.20133	6.501e+02	-0.024	0.444	GO:0032092
51	22	13	0.08944	0.17847	1.629e+02	0.067	0.466	GO:0086002
52	80	44	0.0858	0.13654	2.245e+03	-0.019	0.481	GO:0060070
53	39	21	0.0855	0.11554	5.493e+02	0.138	0.31	GO:0002260
54	46	34	0.08509	0.08584	4.866e+02	0.268	0.473	GO:0097306
55	58	30	0.08287	0.12942	1.245e+03	-0.012	0.462	GO:0001816
56	26	18	0.0799	0.15902	1.809e+02	0.177	0.44	GO:0006739
57	45	23	0.0748	0.12749	7.588e+02	0.031	0.406	GO:0070252
58	21	14	0.07118	0.1219	1.269e+02	0.122	0.415	GO:0032925
59	20	11	0.05967	0.0647	1.449e+02	0.227	0.3	GO:0072676
60	22	15	0.05651	0.07963	1.339e+02	0.147	0.422	GO:0061005
61	47	24	0.05505	0.15206	8.277e+02	0.089	0.353	GO:0001776
