Creation Time:	2022-12-29 19:09:15

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_12.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3399284118

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4804
Proportion perturbed genes:	0.410457963089542

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8454.605560583866 +- 6.433213262566693

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	70	56	0.99578	0.01265	8.891e+02	0.303	0.462	GO:0032649
2	50	38	0.94845	0.11579	5.345e+02	0.152	0.562	GO:0008630
3	60	28	0.92566	0.14961	1.428e+03	0.021	0.329	GO:0033013
4	63	47	0.9	0.3	8.880e+02	0.216	0.469	GO:0045638
5	26	24	0.83373	0.34088	5.199e+01	0.484	0.378	GO:0007212
6	45	26	0.8291	0.28747	6.841e+02	0.128	0.413	GO:0022600
7	114	55	0.80343	0.32591	5.003e+03	0.004	0.411	GO:0006184
8	69	51	0.78777	0.32745	1.089e+03	0.219	0.459	GO:0042102
9	46	29	0.78362	0.31669	6.462e+02	0.127	0.417	GO:0031341
10	100	71	0.71432	0.2822	2.490e+03	0.217	0.413	GO:0042770
11	31	18	0.62727	0.34401	3.257e+02	0.123	0.442	GO:0045103
12	169	133	0.57241	0.43009	5.441e+03	0.29	0.434	GO:1901988
13	112	58	0.55271	0.37278	4.602e+03	0.029	0.434	GO:0042692
14	62	40	0.5126	0.47427	1.132e+03	0.201	0.386	GO:0009127
15	39	22	0.50504	0.31983	5.274e+02	0.096	0.385	GO:0030004
16	24	13	0.44378	0.42319	2.098e+02	0.082	0.25	GO:0070098
17	40	31	0.4327	0.45039	3.248e+02	0.323	0.418	GO:0016126
18	46	26	0.42282	0.44502	7.300e+02	0.043	0.39	GO:0043604
19	61	28	0.40905	0.34503	1.492e+03	-0.011	0.415	GO:0009451
20	31	16	0.3986	0.17573	3.606e+02	0.0	0.377	GO:0052646
21	38	31	0.39338	0.45733	2.459e+02	0.37	0.376	GO:0006754
22	22	15	0.38693	0.28176	1.339e+02	0.214	0.47	GO:0006400
23	54	29	0.34216	0.31417	1.049e+03	0.031	0.488	GO:0001649
24	165	130	0.32851	0.4012	5.168e+03	0.294	0.434	GO:1901991
25	54	35	0.32284	0.25121	8.548e+02	0.08	0.528	GO:0009988
26	109	46	0.28193	0.21133	4.976e+03	-0.08	0.439	GO:0016050
27	154	72	0.2812	0.42469	9.288e+03	-0.024	0.423	GO:0043603
28	34	28	0.2673	0.39146	1.899e+02	0.374	0.397	GO:0006695
29	52	30	0.23237	0.34488	9.126e+02	0.027	0.472	GO:2001237
30	92	54	0.20642	0.29091	2.787e+03	0.022	0.473	GO:0030595
31	92	45	0.2039	0.31265	3.236e+03	0.003	0.426	GO:0006518
32	117	56	0.19679	0.32606	5.296e+03	0.006	0.412	GO:1901069
33	120	63	0.16768	0.34306	5.225e+03	0.024	0.448	GO:0016125
34	106	49	0.16637	0.34113	4.450e+03	0.013	0.373	GO:0007188
35	83	38	0.1627	0.23408	2.754e+03	-0.031	0.446	GO:0006353
36	101	66	0.1622	0.33523	2.934e+03	0.118	0.481	GO:0032946
37	30	15	0.16183	0.1145	3.456e+02	0.041	0.416	GO:0018410
38	36	24	0.13044	0.11424	3.667e+02	0.078	0.509	GO:0007339
39	80	38	0.12747	0.19979	2.499e+03	-0.028	0.477	GO:0001568
40	107	57	0.12545	0.30123	4.112e+03	0.042	0.435	GO:0008203
41	59	29	0.11777	0.18683	1.334e+03	0.001	0.417	GO:0051149
42	31	18	0.11561	0.20618	3.257e+02	0.092	0.366	GO:0030641
43	66	34	0.1137	0.22032	1.614e+03	0.037	0.413	GO:0002687
44	40	22	0.11349	0.13453	5.673e+02	-0.005	0.512	GO:0006383
45	41	20	0.11225	0.15358	6.521e+02	0.045	0.411	GO:0051492
46	32	20	0.10609	0.12945	3.187e+02	0.056	0.499	GO:0009948
47	53	27	0.10284	0.15355	1.052e+03	0.002	0.473	GO:0002460
48	30	13	0.10173	0.15184	3.806e+02	-0.077	0.378	GO:0032856
49	40	25	0.10026	0.29992	4.955e+02	0.137	0.403	GO:0031343
50	143	79	0.1	0.3	7.107e+03	0.01	0.488	GO:0045637
51	199	146	0.1	0.3	9.136e+03	0.23	0.454	GO:1901990
52	25	16	0.09734	0.29201	1.899e+02	0.121	0.403	GO:0043043
53	164	81	0.09003	0.13319	1.016e+04	-0.035	0.455	GO:0030522
54	43	24	0.08824	0.10474	6.461e+02	0.089	0.462	GO:0045980
55	22	12	0.08148	0.09377	1.759e+02	0.125	0.331	GO:0043330
56	76	37	0.07531	0.21139	2.220e+03	-0.04	0.479	GO:0002573
57	20	12	0.072	0.16547	1.329e+02	0.175	0.326	GO:0050892
58	40	18	0.0703	0.11424	6.550e+02	-0.022	0.344	GO:0032890
59	22	12	0.06882	0.1224	1.759e+02	0.12	0.384	GO:0002090
60	30	17	0.0672	0.10974	3.127e+02	0.106	0.451	GO:0045104
61	25	13	0.0667	0.06062	2.348e+02	0.048	0.423	GO:0006501
62	22	12	0.06124	0.18372	1.759e+02	0.083	0.431	GO:0033344
63	66	32	0.05336	0.09022	1.682e+03	0.02	0.397	GO:0055067
64	39	19	0.05308	0.10771	5.912e+02	0.077	0.32	GO:0006778
65	84	36	0.05226	0.11206	2.938e+03	-0.043	0.42	GO:0006690
66	20	10	0.05164	0.06513	1.559e+02	0.008	0.354	GO:2000779
67	26	16	0.05161	0.14446	2.158e+02	0.073	0.479	GO:0051602
68	51	21	0.04946	0.13699	1.119e+03	-0.071	0.374	GO:0044070
69	41	21	0.04876	0.07459	6.301e+02	0.022	0.44	GO:0048168
