Creation Time:	2022-12-29 20:19:10

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_17.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	2013776455

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4805
Proportion perturbed genes:	0.4105434039644566

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8484.230675984825 +- 5.91458120326211

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
50	28	20	0.12657	0.1733	1.969e+02	0.185	0.452	GO:0003073
51	72	38	0.12376	0.20836	1.884e+03	0.018	0.475	GO:0050905
52	20	14	0.11472	0.13589	1.059e+02	0.2	0.427	GO:0030902
53	31	18	0.11265	0.11416	3.257e+02	0.093	0.44	GO:0052646
54	108	58	0.11052	0.16167	4.162e+03	0.047	0.436	GO:0035148
55	95	46	0.10888	0.15311	3.473e+03	-0.035	0.48	GO:0006898
56	72	46	0.10623	0.2985	1.545e+03	0.128	0.478	GO:0006308
57	40	25	0.10262	0.101	4.955e+02	0.113	0.474	GO:0031343
58	122	64	0.0962	0.24592	5.403e+03	0.026	0.437	GO:0050769
59	67	37	0.09616	0.16465	1.573e+03	0.11	0.346	GO:0001570
60	39	23	0.09269	0.16499	5.044e+02	0.046	0.492	GO:0030397
61	29	17	0.09188	0.07169	2.828e+02	0.077	0.4	GO:0042168
62	31	16	0.09162	0.09869	3.606e+02	-0.035	0.381	GO:0030901
63	45	23	0.09121	0.16981	7.589e+02	0.093	0.422	GO:0007416
64	69	54	0.09037	0.18136	9.300e+02	0.299	0.412	GO:0042102
65	26	18	0.08585	0.07471	1.809e+02	0.168	0.431	GO:0007215
66	98	45	0.08448	0.25345	3.824e+03	-0.03	0.429	GO:0006024
67	40	23	0.07753	0.15027	5.443e+02	0.036	0.472	GO:0050772
68	31	25	0.07644	0.22932	1.719e+02	0.24	0.535	GO:0070192
69	30	22	0.07515	0.12393	2.129e+02	0.191	0.463	GO:2000514
70	24	12	0.0736	0.15536	2.228e+02	0.027	0.374	GO:0042596
71	35	16	0.07342	0.09717	4.984e+02	0.048	0.369	GO:0042993
72	31	16	0.07264	0.10768	3.606e+02	0.021	0.392	GO:0033014
73	24	14	0.06785	0.11346	1.959e+02	0.138	0.42	GO:0006261
74	51	35	0.06141	0.17736	6.962e+02	0.206	0.345	GO:0032945
75	62	25	0.05965	0.07976	1.667e+03	-0.012	0.331	GO:0030048
76	156	99	0.05859	0.15982	7.269e+03	0.158	0.405	GO:0070663
77	28	17	0.05553	0.09067	2.538e+02	0.104	0.464	GO:0016574
78	32	13	0.05528	0.08286	4.494e+02	0.002	0.317	GO:0070206
79	24	14	0.05508	0.13746	1.959e+02	0.099	0.392	GO:0042474
80	40	21	0.05435	0.10468	5.892e+02	-0.025	0.438	GO:0007259
81	78	44	0.05336	0.11013	2.087e+03	0.056	0.463	GO:0007565
82	110	48	0.04996	0.11923	4.966e+03	-0.09	0.454	GO:0006694
83	147	72	0.04908	0.14582	8.215e+03	-0.04	0.461	GO:0006612
84	73	44	0.04754	0.0692	1.709e+03	0.101	0.477	GO:0048704
85	53	44	0.04732	0.14197	4.417e+02	0.383	0.421	GO:0046330
86	26	16	0.04354	0.0865	2.158e+02	0.144	0.419	GO:0090218
87	37	20	0.04264	0.08931	4.934e+02	0.0	0.41	GO:1901264
88	34	18	0.04176	0.05335	4.245e+02	0.098	0.416	GO:0002562
89	126	64	0.04024	0.06608	5.898e+03	-0.021	0.508	GO:0043414
90	24	14	0.0402	0.04506	1.959e+02	0.081	0.436	GO:0006658
91	104	47	0.03752	0.11256	4.347e+03	-0.042	0.421	GO:0043624
92	22	15	0.03723	0.05185	1.339e+02	0.14	0.45	GO:0045622
93	36	23	0.03714	0.05233	3.906e+02	0.172	0.418	GO:0046631
94	21	11	0.03693	0.04394	1.659e+02	0.009	0.374	GO:0006783
95	84	43	0.03656	0.0563	2.618e+03	-0.045	0.502	GO:0044085
96	32	16	0.03619	0.0358	3.926e+02	0.007	0.436	GO:0006488
97	29	16	0.03504	0.06646	2.997e+02	0.037	0.434	GO:0001578
98	64	34	0.03482	0.08078	1.483e+03	0.038	0.454	GO:0009914
99	20	11	0.03451	0.10352	1.449e+02	0.047	0.405	GO:0045773
100	84	42	0.0344	0.1032	2.661e+03	-0.004	0.464	GO:0010827
101	32	21	0.03291	0.03781	2.978e+02	0.077	0.505	GO:2000107
102	58	29	0.03068	0.06681	1.275e+03	0.0	0.409	GO:0002526
103	113	64	0.0289	0.08319	4.348e+03	0.056	0.484	GO:0044706
104	25	20	0.02844	0.04379	1.160e+02	0.294	0.474	GO:0045058
105	60	32	0.02704	0.03656	1.301e+03	0.017	0.474	GO:1901616
106	46	21	0.02699	0.02809	8.556e+02	-0.033	0.392	GO:0042446
107	34	17	0.02692	0.03348	4.425e+02	0.012	0.442	GO:0042254
108	46	27	0.02586	0.03943	7.031e+02	0.094	0.456	GO:0031341
109	126	70	0.02569	0.07708	5.496e+03	0.042	0.497	GO:0001667
110	25	13	0.0256	0.05188	2.348e+02	0.018	0.444	GO:0071353
111	39	20	0.02418	0.03983	5.703e+02	0.027	0.404	GO:0006778
112	24	15	0.02417	0.03267	1.809e+02	0.08	0.415	GO:0003279
113	71	41	0.02403	0.042	1.693e+03	0.056	0.499	GO:0006606
114	26	17	0.02344	0.03422	1.989e+02	0.196	0.427	GO:0002286
115	37	22	0.02273	0.032	4.505e+02	0.065	0.506	GO:0001912
116	45	22	0.02214	0.05192	7.828e+02	0.013	0.415	GO:0050885
117	30	18	0.02198	0.03755	2.947e+02	0.072	0.485	GO:0050766
118	36	20	0.02176	0.04498	4.565e+02	0.023	0.52	GO:0050909
119	122	61	0.02139	0.04031	5.591e+03	0.022	0.444	GO:0007179
120	42	23	0.02062	0.02515	6.272e+02	0.065	0.389	GO:0035051
121	25	17	0.02039	0.0494	1.729e+02	0.216	0.499	GO:0040036
122	90	43	0.02038	0.03116	3.146e+03	-0.004	0.457	GO:0007126
123	60	31	0.01992	0.04983	1.332e+03	0.028	0.445	GO:0015833
124	27	14	0.01991	0.02819	2.737e+02	-0.009	0.426	GO:0055007
125	36	20	0.01971	0.03394	4.565e+02	0.091	0.445	GO:0045333
126	30	19	0.01966	0.03425	2.758e+02	0.153	0.43	GO:0046632
127	47	24	0.01891	0.02345	8.277e+02	-0.01	0.45	GO:0019229
128	37	21	0.01889	0.04304	4.725e+02	0.116	0.486	GO:0007292
129	21	18	0.01844	0.05133	6.098e+01	0.385	0.421	GO:0032673
130	20	12	0.01828	0.02891	1.329e+02	0.092	0.426	GO:0003341
131	45	17	0.01741	0.0518	9.173e+02	-0.06	0.299	GO:2001243
132	68	34	0.01719	0.02848	1.748e+03	0.026	0.36	GO:0051101
133	24	13	0.01674	0.01998	2.098e+02	0.09	0.347	GO:0007492
134	23	13	0.01667	0.04746	1.859e+02	0.211	0.403	GO:0042346
135	175	89	0.01657	0.02617	1.133e+04	0.027	0.453	GO:0007178
136	21	10	0.01577	0.03664	1.779e+02	0.0	0.36	GO:0001662
137	21	13	0.01573	0.02136	1.409e+02	0.234	0.397	GO:0030239
138	26	15	0.01537	0.01273	2.318e+02	0.128	0.436	GO:0048013
139	46	22	0.01507	0.03025	8.297e+02	-0.034	0.412	GO:0006940
140	41	22	0.01468	0.03021	6.082e+02	0.092	0.422	GO:0002200
141	66	32	0.01462	0.02614	1.682e+03	0.004	0.4	GO:2000117
142	49	24	0.01459	0.03093	9.254e+02	-0.037	0.468	GO:0048588
143	28	14	0.01396	0.04015	3.017e+02	-0.022	0.409	GO:0043388
144	112	63	0.01288	0.03863	4.299e+03	0.032	0.46	GO:0002699
145	58	34	0.01234	0.01537	1.115e+03	0.054	0.503	GO:0002705
146	25	10	0.01231	0.01817	2.797e+02	-0.128	0.336	GO:0000038
147	20	10	0.01231	0.02901	1.559e+02	-0.064	0.454	GO:0072337
148	102	61	0.01226	0.0271	3.354e+03	0.082	0.474	GO:1902107
149	69	44	0.01212	0.02203	1.424e+03	0.192	0.378	GO:0048514
150	23	18	0.01183	0.0173	1.060e+02	0.205	0.532	GO:1901992
151	35	21	0.01163	0.02149	3.996e+02	0.045	0.455	GO:0048286
152	83	36	0.01158	0.02588	2.848e+03	-0.048	0.425	GO:0051650
153	84	38	0.01124	0.03314	2.841e+03	-0.053	0.411	GO:0019083
154	28	14	0.011	0.03299	3.017e+02	0.046	0.419	GO:0046326
155	31	13	0.01044	0.02027	4.145e+02	-0.027	0.35	GO:0035065
156	28	20	0.01022	0.02465	1.969e+02	0.153	0.487	GO:0043370
157	58	30	0.01021	0.01744	1.245e+03	-0.009	0.473	GO:0022613
158	94	45	0.00995	0.02027	3.426e+03	-0.024	0.457	GO:0000910
159	28	14	0.00974	0.01632	3.017e+02	0.006	0.386	GO:0006779
160	77	38	0.00958	0.02764	2.258e+03	-0.018	0.442	GO:0051099
161	20	12	0.00935	0.01214	1.329e+02	0.143	0.414	GO:0030104
162	31	19	0.00927	0.01134	3.067e+02	0.053	0.522	GO:0030279
163	85	40	0.00896	0.01883	2.837e+03	-0.025	0.399	GO:0006415
164	29	16	0.00892	0.01553	2.997e+02	0.007	0.466	GO:0048747
165	33	14	0.00885	0.01672	4.654e+02	-0.091	0.455	GO:1901796
166	28	15	0.00873	0.02316	2.867e+02	-0.025	0.47	GO:0051702
167	21	12	0.00872	0.01323	1.539e+02	0.059	0.446	GO:0043029
168	20	9	0.00865	0.01747	1.679e+02	0.034	0.351	GO:0046854
169	32	19	0.00858	0.01531	3.387e+02	0.133	0.489	GO:0097194
170	77	47	0.00856	0.01395	1.872e+03	0.094	0.487	GO:0050921
171	50	25	0.00825	0.01368	9.494e+02	0.026	0.447	GO:0031032
172	75	35	0.00818	0.02326	2.224e+03	-0.005	0.449	GO:0018958
173	25	12	0.00805	0.01188	2.488e+02	-0.048	0.441	GO:0031057
174	23	10	0.00796	0.02309	2.258e+02	-0.076	0.387	GO:0061515
175	28	18	0.00764	0.02292	2.358e+02	0.143	0.487	GO:0060674
176	40	20	0.00709	0.01431	6.102e+02	-0.019	0.437	GO:0006953
177	32	14	0.00709	0.01459	4.295e+02	-0.023	0.408	GO:0032414
178	31	14	0.00699	0.01629	3.955e+02	-0.118	0.421	GO:0031060
179	56	31	0.00692	0.0136	1.099e+03	0.053	0.432	GO:0009880
180	24	15	0.00676	0.01516	1.809e+02	0.103	0.51	GO:0001916
181	41	24	0.00674	0.00816	5.613e+02	0.046	0.484	GO:0050764
182	28	14	0.00667	0.01371	3.017e+02	-0.034	0.441	GO:0009225
183	34	20	0.00667	0.00942	3.856e+02	0.098	0.468	GO:0045921
184	26	11	0.00664	0.01336	2.917e+02	0.008	0.267	GO:0015807
185	32	18	0.00656	0.00858	3.576e+02	0.092	0.348	GO:0009948
186	120	64	0.0065	0.01318	5.162e+03	0.018	0.464	GO:0048638
187	114	54	0.00644	0.01872	5.063e+03	-0.029	0.435	GO:0007281
188	34	22	0.00642	0.01494	3.427e+02	0.178	0.468	GO:0045840
189	28	14	0.00632	0.01083	3.017e+02	-0.029	0.476	GO:0043470
190	41	26	0.00632	0.01897	5.104e+02	0.096	0.472	GO:0046637
191	23	13	0.00631	0.01117	1.859e+02	0.022	0.538	GO:0048484
192	29	18	0.00622	0.01099	2.648e+02	0.136	0.398	GO:2000179
193	29	14	0.00619	0.00793	3.317e+02	-0.029	0.425	GO:0017156
194	152	75	0.00616	0.01823	8.737e+03	0.027	0.456	GO:0071560
195	46	24	0.00612	0.01238	7.808e+02	0.017	0.454	GO:0030072
196	66	45	0.0061	0.01323	1.175e+03	0.088	0.575	GO:0002687
197	86	45	0.00604	0.01813	2.700e+03	0.023	0.438	GO:0002706
198	20	11	0.0059	0.01771	1.449e+02	0.108	0.35	GO:0032757
199	20	12	0.00586	0.01664	1.329e+02	0.117	0.479	GO:0007140
200	65	36	0.00574	0.01004	1.477e+03	0.058	0.391	GO:0009798
201	27	15	0.00572	0.01183	2.588e+02	0.016	0.526	GO:0040020
202	26	13	0.00568	0.01371	2.608e+02	0.07	0.468	GO:0070373
203	34	14	0.00563	0.00735	5.023e+02	-0.041	0.374	GO:1901983
204	32	16	0.00557	0.01166	3.926e+02	0.01	0.482	GO:0007528
205	113	60	0.00555	0.01664	4.596e+03	0.031	0.497	GO:0023061
206	60	27	0.00534	0.00867	1.462e+03	-0.04	0.452	GO:0046470
207	66	40	0.00514	0.00869	1.389e+03	0.064	0.551	GO:0042475
208	75	42	0.0051	0.00933	1.944e+03	0.045	0.499	GO:0051170
209	56	36	0.00508	0.01451	9.297e+02	0.129	0.492	GO:0045582
210	24	13	0.00508	0.01077	2.098e+02	-0.062	0.474	GO:0042537
211	21	11	0.00502	0.01098	1.659e+02	0.037	0.485	GO:0001502
212	112	64	0.00497	0.01486	4.235e+03	0.064	0.474	GO:0045619
213	102	48	0.00495	0.0094	4.076e+03	-0.077	0.491	GO:0007606
214	28	18	0.00491	0.0092	2.358e+02	0.149	0.448	GO:0043551
215	22	9	0.0047	0.00928	2.148e+02	-0.043	0.289	GO:1902229
216	26	13	0.00459	0.00934	2.608e+02	-0.073	0.408	GO:0050869
217	89	53	0.00456	0.00924	2.569e+03	0.073	0.505	GO:0048520
218	25	12	0.00453	0.00772	2.488e+02	-0.033	0.453	GO:0006656
219	22	11	0.00435	0.00757	1.879e+02	0.01	0.446	GO:0006297
220	20	11	0.00433	0.00846	1.449e+02	0.075	0.45	GO:0048477
221	83	43	0.00431	0.00764	2.534e+03	0.01	0.505	GO:0006353
222	46	23	0.00426	0.01205	8.047e+02	-0.021	0.412	GO:0014068
223	44	28	0.00424	0.01271	5.843e+02	0.203	0.347	GO:0048844
224	42	22	0.0042	0.0126	6.501e+02	-0.025	0.452	GO:0007249
225	23	9	0.00419	0.00779	2.408e+02	-0.129	0.343	GO:0006336
226	31	17	0.00408	0.00772	3.437e+02	0.14	0.436	GO:0034109
227	64	35	0.004	0.00811	1.448e+03	-0.001	0.509	GO:0031214
228	30	13	0.004	0.0085	3.806e+02	-0.052	0.375	GO:0022400
229	20	10	0.00391	0.00909	1.559e+02	0.116	0.363	GO:0045648
230	139	71	0.0039	0.01034	7.143e+03	-0.024	0.519	GO:0032259
231	22	9	0.00387	0.01116	2.148e+02	-0.038	0.294	GO:0010718
232	21	12	0.0038	0.00808	1.539e+02	-0.01	0.57	GO:0046466
233	20	10	0.00375	0.01126	1.559e+02	-0.025	0.309	GO:2000677
234	39	18	0.00369	0.01108	6.131e+02	-0.074	0.475	GO:0002763
235	21	9	0.00368	0.00764	1.908e+02	0.019	0.351	GO:0046834
236	113	47	0.00365	0.01094	5.391e+03	-0.094	0.422	GO:0006865
237	34	16	0.00363	0.00944	4.614e+02	0.043	0.34	GO:0032881
238	65	30	0.0036	0.01063	1.686e+03	-0.013	0.427	GO:0045639
239	39	22	0.00356	0.00554	5.274e+02	-0.012	0.528	GO:0001756
240	31	16	0.00345	0.01034	3.606e+02	-0.001	0.543	GO:0030318
241	21	11	0.00344	0.00853	1.659e+02	-0.033	0.4	GO:0071385
242	32	15	0.00342	0.01025	4.105e+02	0.015	0.42	GO:0010828
243	26	12	0.00331	0.00848	2.757e+02	-0.005	0.411	GO:0018022
244	54	35	0.00329	0.00676	8.548e+02	0.179	0.345	GO:0070664
245	56	28	0.00329	0.00801	1.189e+03	-0.025	0.486	GO:0016571
246	134	66	0.00328	0.00669	6.807e+03	-0.008	0.476	GO:0002221
247	20	11	0.0032	0.00659	1.449e+02	0.025	0.505	GO:0009235
248	21	12	0.00319	0.00703	1.539e+02	0.045	0.501	GO:0006363
249	26	14	0.00317	0.00635	2.468e+02	-0.026	0.476	GO:0051851
250	36	23	0.00314	0.00632	3.906e+02	0.116	0.397	GO:0002053
251	59	39	0.00309	0.00928	9.896e+02	0.158	0.427	GO:0046634
252	33	16	0.00306	0.00613	4.265e+02	-0.09	0.472	GO:0051963
253	26	9	0.00305	0.00664	3.266e+02	-0.131	0.369	GO:0007212
254	20	9	0.003	0.00603	1.679e+02	0.003	0.378	GO:0045939
255	55	21	0.00296	0.00888	1.356e+03	-0.082	0.412	GO:0032941
256	23	11	0.00296	0.00678	2.118e+02	0.008	0.402	GO:0036152
257	32	17	0.00288	0.00533	3.756e+02	0.009	0.471	GO:0071320
258	29	18	0.00281	0.00706	2.648e+02	0.09	0.503	GO:0007157
259	47	30	0.00278	0.00573	6.632e+02	0.137	0.509	GO:0042733
260	42	21	0.00278	0.00659	6.720e+02	-0.016	0.494	GO:0048284
261	21	15	0.00276	0.00828	1.119e+02	0.169	0.564	GO:0002675
262	33	18	0.00272	0.00738	3.906e+02	-0.015	0.484	GO:0071326
263	50	29	0.00271	0.00581	8.398e+02	-0.003	0.542	GO:0010001
264	63	34	0.00268	0.00465	1.419e+03	0.046	0.44	GO:0072073
265	64	28	0.00263	0.00419	1.691e+03	-0.093	0.46	GO:1901184
266	36	20	0.00263	0.00693	4.565e+02	0.057	0.492	GO:0048024
267	33	15	0.00258	0.0073	4.455e+02	-0.038	0.473	GO:0009069
268	31	17	0.00256	0.00761	3.437e+02	-0.0	0.531	GO:0051445
269	29	12	0.00252	0.00756	3.666e+02	-0.059	0.315	GO:0014014
270	22	12	0.00252	0.0055	1.759e+02	0.075	0.393	GO:0051491
271	38	19	0.00251	0.00754	5.513e+02	0.071	0.315	GO:0043392
272	26	12	0.00251	0.00628	2.757e+02	-0.065	0.459	GO:0044060
273	21	14	0.00249	0.00511	1.269e+02	0.18	0.405	GO:0072009
274	23	12	0.00248	0.0074	1.988e+02	-0.086	0.516	GO:0007530
275	25	11	0.00247	0.00623	2.637e+02	-0.071	0.384	GO:0010907
276	21	16	0.00247	0.0074	9.596e+01	0.252	0.507	GO:0035710
277	25	16	0.00246	0.00739	1.899e+02	0.181	0.432	GO:0010543
278	34	16	0.00246	0.00504	4.614e+02	-0.02	0.453	GO:0009262
279	26	13	0.00242	0.00601	2.608e+02	0.057	0.474	GO:0048701
280	20	11	0.00242	0.00325	1.449e+02	0.002	0.458	GO:0060081
281	29	13	0.0024	0.00332	3.486e+02	-0.079	0.4	GO:0043486
282	37	20	0.00238	0.00482	4.934e+02	0.064	0.404	GO:0051148
283	22	10	0.00236	0.00593	2.008e+02	-0.071	0.421	GO:0006400
284	20	14	0.00236	0.00594	1.059e+02	0.264	0.457	GO:0060045
285	23	14	0.00235	0.00556	1.719e+02	0.134	0.461	GO:0045661
286	20	8	0.0023	0.00689	1.808e+02	-0.05	0.347	GO:0046949
287	39	14	0.00229	0.00356	7.108e+02	-0.094	0.366	GO:0030199
288	46	21	0.00229	0.00688	8.556e+02	-0.024	0.464	GO:0002028
289	23	13	0.00225	0.00453	1.859e+02	0.132	0.44	GO:0050927
290	31	14	0.00222	0.00498	3.955e+02	-0.04	0.46	GO:0019692
291	33	15	0.00214	0.00458	4.455e+02	-0.053	0.442	GO:0046471
292	21	10	0.0021	0.00629	1.779e+02	-0.062	0.466	GO:0006110
293	33	14	0.002	0.00601	4.654e+02	-0.052	0.364	GO:0010770
294	33	17	0.00199	0.00598	4.085e+02	-0.038	0.472	GO:0007131
295	20	12	0.00197	0.00592	1.329e+02	0.073	0.57	GO:0000381
296	22	14	0.00192	0.00362	1.489e+02	0.144	0.494	GO:0017145
297	73	28	0.0019	0.00505	2.370e+03	-0.074	0.424	GO:0042990
298	104	69	0.0019	0.00571	3.039e+03	0.188	0.422	GO:0070665
299	76	38	0.0019	0.00318	2.180e+03	-0.021	0.429	GO:0060560
300	20	11	0.00189	0.00443	1.449e+02	0.09	0.386	GO:0045577
301	34	16	0.00189	0.00418	4.614e+02	0.021	0.44	GO:0045646
302	23	8	0.00186	0.00386	2.567e+02	-0.154	0.364	GO:0019835
303	36	21	0.00186	0.00558	4.355e+02	0.059	0.496	GO:0002711
304	32	16	0.00185	0.00556	3.926e+02	0.046	0.495	GO:0045931
305	22	11	0.00184	0.00553	1.879e+02	-0.07	0.4	GO:0071384
306	45	19	0.00184	0.00552	8.605e+02	-0.083	0.466	GO:0046717
307	79	37	0.00182	0.00455	2.460e+03	0.006	0.449	GO:0071482
308	32	16	0.00175	0.00375	3.926e+02	-0.01	0.426	GO:0000578
309	144	70	0.00174	0.00351	7.924e+03	-0.012	0.464	GO:0002218
310	50	24	0.00172	0.00424	9.763e+02	-0.031	0.5	GO:0010830
311	43	24	0.00171	0.00344	6.461e+02	0.051	0.484	GO:0001910
312	49	26	0.00168	0.00474	8.736e+02	0.001	0.496	GO:0006835
313	67	45	0.00165	0.00363	1.242e+03	0.162	0.487	GO:0045621
314	26	12	0.00163	0.00488	2.757e+02	-0.068	0.447	GO:0006904
315	37	17	0.00161	0.0045	5.542e+02	-0.065	0.503	GO:0010833
316	32	10	0.0016	0.00481	5.152e+02	-0.174	0.414	GO:0040018
317	94	45	0.00159	0.00478	3.426e+03	-0.033	0.484	GO:0019827
318	30	15	0.00159	0.00335	3.456e+02	-0.077	0.604	GO:0006370
319	155	77	0.00158	0.00345	9.043e+03	-0.045	0.479	GO:0048589
320	41	22	0.00157	0.00316	6.082e+02	0.029	0.397	GO:0048661
321	56	32	0.00156	0.00469	1.067e+03	0.043	0.499	GO:0002708
322	40	26	0.00156	0.00468	4.695e+02	0.159	0.363	GO:0042130
323	33	14	0.00154	0.00415	4.654e+02	-0.039	0.374	GO:2000756
324	46	20	0.00151	0.00454	8.825e+02	-0.016	0.37	GO:0021782
325	36	15	0.00147	0.00303	5.582e+02	-0.06	0.397	GO:0003007
326	31	15	0.00146	0.00296	3.776e+02	-0.041	0.468	GO:0043666
327	32	15	0.00142	0.00263	4.105e+02	-0.05	0.446	GO:0030101
328	23	11	0.0014	0.00421	2.118e+02	-0.058	0.431	GO:0044062
329	42	16	0.00137	0.00412	7.966e+02	-0.086	0.383	GO:0015908
330	23	9	0.00135	0.00404	2.408e+02	-0.106	0.386	GO:0009595
331	39	22	0.00134	0.00401	5.274e+02	0.092	0.453	GO:0002260
332	54	26	0.00132	0.00306	1.135e+03	-0.03	0.422	GO:0033138
