Creation Time:	2022-12-29 18:17:33

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_25.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3074660582

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	5026
Proportion perturbed genes:	0.42942583732057416

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3193548387096774
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8391.08341326113 +- 4.228834246914347

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	163	124	1.0	0.0	5.601e+03	0.26	0.433	GO:0001763
2	40	30	1.0	0.0	3.557e+02	0.267	0.469	GO:0007422
3	86	66	1.0	0.0	1.529e+03	0.243	0.426	GO:0045995
4	148	117	1.0	0.0	4.114e+03	0.3	0.436	GO:0048015
5	163	123	1.0	0.0	5.724e+03	0.258	0.455	GO:0072330
6	171	141	0.99032	0.01937	4.685e+03	0.347	0.422	GO:0045089
7	85	59	0.94463	0.1661	1.882e+03	0.165	0.478	GO:0031345
8	91	56	0.92112	0.14442	2.585e+03	0.144	0.416	GO:0007162
9	129	70	0.86973	0.30363	5.877e+03	0.04	0.425	GO:0006399
10	38	20	0.77862	0.33828	5.313e+02	0.059	0.357	GO:0051225
11	37	22	0.68644	0.21417	4.505e+02	0.071	0.453	GO:0031047
12	20	11	0.67082	0.33537	1.449e+02	0.229	0.252	GO:0072676
13	52	34	0.6703	0.40815	7.830e+02	0.222	0.433	GO:0043647
14	33	20	0.64622	0.31738	3.517e+02	0.116	0.45	GO:0046471
15	104	71	0.60712	0.42985	2.898e+03	0.15	0.502	GO:0043393
16	131	74	0.59081	0.38585	5.849e+03	0.052	0.433	GO:0043627
17	31	20	0.49742	0.34162	2.868e+02	0.15	0.395	GO:0051004
18	31	17	0.46993	0.33649	3.436e+02	0.054	0.434	GO:0000387
19	186	111	0.39288	0.42985	1.112e+04	0.058	0.486	GO:0051098
20	32	22	0.32333	0.21749	2.758e+02	0.133	0.554	GO:0016445
21	93	42	0.28766	0.24664	3.482e+03	-0.074	0.399	GO:0007218
22	41	28	0.25045	0.27507	4.556e+02	0.146	0.532	GO:0002200
23	22	19	0.23777	0.17433	6.398e+01	0.382	0.428	GO:0048048
24	49	26	0.23732	0.21953	8.736e+02	0.047	0.424	GO:0035914
25	65	40	0.20778	0.25107	1.324e+03	0.066	0.483	GO:0060337
26	29	20	0.17619	0.25045	2.258e+02	0.187	0.521	GO:0006476
27	31	21	0.16803	0.18671	2.658e+02	0.128	0.51	GO:0033619
28	125	77	0.16324	0.32701	4.857e+03	0.094	0.455	GO:0046488
29	20	12	0.14858	0.17257	1.329e+02	0.084	0.432	GO:0000381
30	41	27	0.1438	0.16264	4.835e+02	0.134	0.482	GO:0001709
31	20	13	0.14082	0.17684	1.199e+02	0.166	0.519	GO:0034243
32	24	18	0.13386	0.18741	1.299e+02	0.124	0.565	GO:0007616
33	53	38	0.13027	0.30363	6.902e+02	0.223	0.457	GO:0043038
34	32	20	0.12606	0.20423	3.187e+02	0.169	0.397	GO:0071331
35	94	51	0.11534	0.23325	3.131e+03	0.072	0.433	GO:0019751
36	28	19	0.10567	0.10159	2.168e+02	0.181	0.402	GO:0010453
37	39	23	0.10528	0.13526	5.044e+02	0.133	0.384	GO:0071322
38	20	16	0.08174	0.13647	7.497e+01	0.392	0.357	GO:0046854
39	23	13	0.08023	0.0795	1.859e+02	-0.002	0.438	GO:0006270
40	29	19	0.07766	0.07393	2.458e+02	0.176	0.411	GO:0000737
41	64	40	0.06963	0.1433	1.259e+03	0.211	0.361	GO:0001952
42	25	13	0.06552	0.08991	2.348e+02	-0.021	0.425	GO:1901071
43	28	18	0.06472	0.07386	2.358e+02	0.181	0.431	GO:0060674
44	37	24	0.06294	0.08578	4.036e+02	0.198	0.412	GO:0031644
45	71	43	0.0612	0.10843	1.608e+03	0.126	0.411	GO:0032355
46	30	19	0.059	0.13921	2.758e+02	0.107	0.511	GO:0050766
47	31	24	0.05572	0.16716	1.969e+02	0.208	0.489	GO:0010977
48	56	29	0.05422	0.10339	1.160e+03	0.002	0.477	GO:0022403
49	65	33	0.05252	0.08279	1.581e+03	-0.033	0.465	GO:0016458
50	22	13	0.05252	0.06098	1.629e+02	0.007	0.487	GO:0051181
51	60	31	0.05126	0.13214	1.332e+03	0.098	0.408	GO:1901616
52	64	39	0.05011	0.06708	1.299e+03	0.094	0.459	GO:0030509
53	30	25	0.04936	0.05666	1.409e+02	0.322	0.422	GO:0043331
54	28	18	0.04846	0.05698	2.358e+02	0.158	0.419	GO:0006309
55	107	55	0.04785	0.07164	4.224e+03	-0.017	0.507	GO:0045047
56	27	21	0.04265	0.05201	1.479e+02	0.231	0.553	GO:0034446
57	114	68	0.04198	0.07794	4.196e+03	0.156	0.394	GO:0010810
58	32	18	0.04095	0.08598	3.576e+02	0.049	0.393	GO:0000578
59	20	13	0.0409	0.05011	1.199e+02	0.105	0.482	GO:0006949
60	45	21	0.03927	0.07277	8.077e+02	0.004	0.394	GO:0007030
61	25	16	0.0381	0.05256	1.899e+02	0.148	0.519	GO:0016575
62	34	21	0.03511	0.09409	3.646e+02	0.128	0.391	GO:0035019
63	23	14	0.03404	0.04467	1.719e+02	0.139	0.496	GO:1900449
64	33	18	0.03212	0.04571	3.906e+02	0.025	0.425	GO:0006271
65	34	20	0.03149	0.05949	3.856e+02	0.184	0.342	GO:0010633
66	108	55	0.03092	0.06919	4.331e+03	-0.019	0.507	GO:0072599
67	33	20	0.02945	0.05239	3.517e+02	0.14	0.397	GO:0071326
68	36	19	0.02885	0.03209	4.764e+02	0.002	0.43	GO:0048024
69	32	17	0.02788	0.033	3.756e+02	0.039	0.36	GO:0032414
70	41	22	0.02736	0.04516	6.082e+02	0.05	0.457	GO:0043488
71	60	36	0.02668	0.05436	1.163e+03	0.089	0.467	GO:0001708
72	57	29	0.02412	0.03859	1.217e+03	-0.043	0.48	GO:0050684
73	66	40	0.02404	0.03162	1.389e+03	0.059	0.483	GO:0034340
