Creation Time:	2022-12-29 17:33:36

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_27.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	2004893515

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4973
Proportion perturbed genes:	0.42489747095010255

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8527.69267072584 +- 4.473474743814806

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	90	74	1.0	0.0	1.319e+03	0.372	0.424	GO:2001234
2	154	85	0.8768	0.26675	8.242e+03	0.048	0.462	GO:0043603
3	86	59	0.86926	0.16617	1.968e+03	0.21	0.403	GO:0002706
4	45	38	0.84145	0.33037	2.948e+02	0.432	0.367	GO:0032655
5	68	54	0.84008	0.28444	8.611e+02	0.223	0.542	GO:0018108
6	49	28	0.80566	0.31126	8.188e+02	0.049	0.479	GO:0035914
7	30	21	0.76805	0.33133	2.348e+02	0.182	0.43	GO:0032465
8	78	42	0.74381	0.27899	2.174e+03	0.066	0.426	GO:0007623
9	94	70	0.71446	0.43776	1.977e+03	0.265	0.412	GO:0050768
10	52	30	0.64957	0.3796	9.126e+02	0.093	0.399	GO:0043647
11	44	34	0.6378	0.43395	3.957e+02	0.311	0.379	GO:0043487
12	111	77	0.61646	0.42063	3.206e+03	0.174	0.477	GO:0060191
13	43	26	0.59788	0.3833	5.953e+02	0.168	0.342	GO:0007369
14	35	19	0.53419	0.24983	4.405e+02	0.054	0.394	GO:0034308
15	136	78	0.47188	0.32332	6.211e+03	0.079	0.415	GO:2000146
16	104	74	0.4631	0.42246	2.680e+03	0.213	0.454	GO:0006473
17	33	15	0.46272	0.28848	4.454e+02	0.089	0.225	GO:0009069
18	41	22	0.45302	0.24731	6.082e+02	0.053	0.406	GO:0050764
19	77	41	0.45284	0.23782	2.138e+03	0.028	0.466	GO:0021953
20	26	17	0.43222	0.45964	1.989e+02	0.213	0.41	GO:0055013
21	120	75	0.40124	0.41219	4.397e+03	0.157	0.386	GO:0048638
22	81	60	0.38354	0.42063	1.490e+03	0.242	0.471	GO:0010517
23	165	99	0.38064	0.31402	8.706e+03	0.072	0.512	GO:0032103
24	28	19	0.36503	0.39135	2.168e+02	0.219	0.436	GO:0055006
25	93	68	0.3553	0.39629	2.022e+03	0.245	0.445	GO:0006475
26	164	73	0.33164	0.37414	1.085e+04	-0.034	0.432	GO:0006022
27	130	67	0.32144	0.29943	6.211e+03	-0.005	0.462	GO:0010951
28	107	44	0.30471	0.33894	4.868e+03	-0.006	0.358	GO:0008652
29	69	41	0.29821	0.3265	1.552e+03	0.114	0.41	GO:0042102
30	121	84	0.28554	0.43776	3.802e+03	0.202	0.408	GO:0010721
31	65	33	0.28184	0.37227	1.582e+03	0.046	0.403	GO:0060337
32	40	26	0.2613	0.21294	4.695e+02	0.152	0.451	GO:0035137
33	41	32	0.25148	0.38727	3.338e+02	0.327	0.362	GO:0043488
34	41	21	0.25138	0.22252	6.301e+02	-0.009	0.425	GO:0009247
35	66	33	0.24369	0.32556	1.647e+03	0.044	0.445	GO:0006026
36	94	53	0.21723	0.37745	3.026e+03	0.059	0.468	GO:0019751
37	133	77	0.19704	0.24519	5.886e+03	0.083	0.418	GO:0030336
38	157	90	0.17188	0.31056	8.271e+03	0.084	0.421	GO:0040013
39	63	36	0.16188	0.27536	1.348e+03	0.061	0.432	GO:0051781
40	120	60	0.16082	0.29683	5.409e+03	0.03	0.425	GO:0031175
41	141	80	0.15707	0.27423	6.744e+03	0.069	0.415	GO:0051271
42	24	15	0.15683	0.21359	1.809e+02	0.163	0.429	GO:0071514
43	70	54	0.14262	0.28835	9.998e+02	0.205	0.542	GO:0018212
44	25	18	0.14118	0.19761	1.549e+02	0.127	0.495	GO:0042311
45	26	16	0.13928	0.24111	2.158e+02	0.136	0.409	GO:0042246
46	70	30	0.13863	0.28257	2.045e+03	0.013	0.37	GO:1901607
47	133	67	0.13656	0.10077	6.605e+03	-0.015	0.462	GO:0010466
48	94	51	0.12101	0.22127	3.131e+03	0.133	0.37	GO:0042035
49	86	39	0.11997	0.13218	2.973e+03	-0.086	0.466	GO:0046467
50	27	23	0.11214	0.24293	1.030e+02	0.41	0.372	GO:0043489
51	24	16	0.10618	0.18551	1.649e+02	0.175	0.442	GO:0042474
52	187	92	0.1029	0.25324	1.322e+04	-0.001	0.441	GO:0006575
53	49	26	0.09934	0.13567	8.736e+02	0.044	0.493	GO:0006626
54	46	27	0.09629	0.10279	7.030e+02	0.092	0.479	GO:0007266
55	43	29	0.09378	0.20622	5.115e+02	0.204	0.377	GO:0030516
56	144	64	0.09316	0.21991	8.388e+03	-0.015	0.419	GO:0044272
57	31	18	0.09192	0.15518	3.257e+02	0.054	0.497	GO:0019692
58	30	17	0.08754	0.12384	3.127e+02	0.105	0.402	GO:0050766
59	128	70	0.08473	0.15142	5.749e+03	0.036	0.492	GO:0044262
60	57	25	0.08218	0.06997	1.342e+03	-0.06	0.41	GO:0006497
61	51	36	0.07565	0.12009	6.603e+02	0.232	0.379	GO:0061387
62	66	33	0.0704	0.11877	1.647e+03	0.045	0.403	GO:0034340
63	46	27	0.06684	0.08055	7.030e+02	0.078	0.467	GO:0006333
64	32	17	0.06532	0.099	3.756e+02	0.076	0.428	GO:0090003
65	129	85	0.06226	0.15588	4.716e+03	0.141	0.474	GO:0018205
66	64	40	0.06187	0.10241	1.259e+03	0.129	0.473	GO:0070555
67	28	16	0.06076	0.12758	2.708e+02	0.122	0.412	GO:0060674
68	84	43	0.05996	0.13017	2.618e+03	0.035	0.441	GO:0031099
69	34	20	0.05614	0.0568	3.856e+02	0.035	0.526	GO:0009262
70	20	12	0.05429	0.08124	1.329e+02	0.094	0.461	GO:0000381
71	109	70	0.05343	0.1093	3.501e+03	0.143	0.423	GO:0002703
72	125	81	0.05302	0.14249	4.541e+03	0.151	0.457	GO:0043543
73	42	23	0.0519	0.07261	6.272e+02	0.079	0.385	GO:0006909
74	50	28	0.05088	0.1383	8.686e+02	0.107	0.442	GO:0055002
75	24	16	0.04909	0.05273	1.649e+02	0.18	0.425	GO:0042596
76	40	23	0.04831	0.10728	5.443e+02	0.097	0.481	GO:0044273
77	27	13	0.04726	0.08358	2.887e+02	0.018	0.41	GO:0019674
78	27	15	0.04634	0.104	2.588e+02	0.094	0.43	GO:0050663
79	20	14	0.04422	0.06278	1.059e+02	0.198	0.43	GO:0031497
80	89	64	0.04126	0.12379	1.922e+03	0.224	0.454	GO:0018394
81	95	61	0.0399	0.11911	2.664e+03	0.147	0.42	GO:0002822
82	20	14	0.03881	0.05352	1.059e+02	0.146	0.511	GO:0072676
83	112	68	0.03758	0.11274	3.971e+03	0.127	0.407	GO:0002699
84	59	31	0.03757	0.0622	1.273e+03	0.059	0.474	GO:0006027
85	31	19	0.03547	0.07416	3.067e+02	0.12	0.434	GO:0035116
86	63	35	0.03526	0.04641	1.384e+03	0.057	0.438	GO:0043154
87	52	27	0.03322	0.08055	9.993e+02	-0.016	0.483	GO:0055008
88	29	16	0.02762	0.04525	2.997e+02	0.024	0.506	GO:0009394
89	87	63	0.02662	0.07985	1.810e+03	0.232	0.448	GO:0018393
90	21	13	0.02657	0.05444	1.409e+02	0.103	0.54	GO:0021522
91	26	15	0.02503	0.04269	2.318e+02	0.108	0.404	GO:0030166
92	38	18	0.02412	0.04384	5.722e+02	0.007	0.443	GO:0009066
93	20	14	0.02363	0.04306	1.059e+02	0.16	0.489	GO:0050685
94	20	12	0.02286	0.0351	1.329e+02	0.1	0.384	GO:0045773
95	51	26	0.02264	0.03755	9.743e+02	0.024	0.493	GO:0072655
96	36	21	0.02239	0.03072	4.355e+02	0.063	0.529	GO:0021515
97	60	28	0.02197	0.05434	1.428e+03	-0.078	0.482	GO:0030148
98	48	26	0.02114	0.0619	8.247e+02	0.12	0.331	GO:0006749
99	37	20	0.02071	0.03956	4.934e+02	0.039	0.423	GO:0021987
100	25	12	0.02062	0.04523	2.488e+02	0.018	0.394	GO:0030206
101	29	14	0.02058	0.02668	3.316e+02	0.005	0.404	GO:0006099
102	66	33	0.02044	0.03516	1.647e+03	0.044	0.421	GO:0042060
103	25	11	0.01942	0.03811	2.637e+02	-0.02	0.368	GO:0006893
104	41	23	0.01924	0.05772	5.852e+02	0.067	0.47	GO:0071347
105	72	43	0.01897	0.03804	1.680e+03	0.097	0.49	GO:0050729
106	71	35	0.01873	0.0562	1.923e+03	-0.031	0.467	GO:0005976
107	106	68	0.01871	0.05612	3.317e+03	0.113	0.505	GO:0050920
108	50	26	0.01841	0.05522	9.235e+02	0.091	0.463	GO:0046164
109	34	22	0.01725	0.04535	3.427e+02	0.203	0.397	GO:0045840
110	26	16	0.01626	0.02097	2.158e+02	0.033	0.522	GO:0000722
111	71	42	0.01504	0.0168	1.651e+03	0.049	0.512	GO:0006606
112	66	34	0.01397	0.04192	1.613e+03	-0.02	0.476	GO:0007043
113	52	36	0.01307	0.02461	7.122e+02	0.14	0.501	GO:0060688
114	68	44	0.01294	0.03882	1.355e+03	0.183	0.373	GO:0002700
115	27	12	0.01248	0.03369	3.047e+02	-0.048	0.313	GO:0021549
116	22	14	0.01219	0.02144	1.489e+02	0.196	0.422	GO:0010799
