Creation Time:	2022-12-29 18:49:53

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_22.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	1094314151

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4714
Proportion perturbed genes:	0.4027682843472317

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8311.219491057684 +- 4.548446176310802

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	36	28	0.96481	0.07297	2.608e+02	0.274	0.46	GO:0042312
2	22	18	0.9465	0.09264	8.297e+01	0.343	0.397	GO:0090103
3	26	20	0.84155	0.30573	1.419e+02	0.292	0.389	GO:0043113
4	24	19	0.8278	0.1561	1.110e+02	0.312	0.357	GO:0070098
5	27	20	0.77659	0.36744	1.689e+02	0.318	0.399	GO:0043489
6	43	24	0.60546	0.29297	6.462e+02	0.06	0.454	GO:0007369
7	26	20	0.59414	0.28829	1.419e+02	0.262	0.457	GO:0070373
8	133	67	0.59098	0.45471	6.606e+03	-0.001	0.449	GO:0006986
9	41	27	0.57436	0.31726	4.835e+02	0.129	0.535	GO:0008593
10	45	26	0.49684	0.28836	6.841e+02	0.027	0.474	GO:0031110
11	89	54	0.43114	0.40334	2.515e+03	0.097	0.476	GO:0048520
12	46	30	0.43088	0.31049	6.163e+02	0.106	0.499	GO:0042531
13	31	20	0.33341	0.20857	2.868e+02	0.185	0.381	GO:0060325
14	35	20	0.31478	0.28832	4.206e+02	0.055	0.45	GO:0032312
15	77	40	0.2814	0.27196	2.179e+03	-0.001	0.444	GO:0002274
16	25	18	0.27738	0.27496	1.549e+02	0.198	0.446	GO:0050691
17	66	44	0.27461	0.32908	1.220e+03	0.141	0.496	GO:0002687
18	50	25	0.27027	0.1717	9.494e+02	0.025	0.416	GO:0031032
19	172	88	0.23068	0.36815	1.090e+04	-0.004	0.485	GO:0032318
20	42	21	0.18945	0.2013	6.721e+02	0.009	0.44	GO:0032092
21	26	17	0.17864	0.26179	1.989e+02	0.193	0.331	GO:0097028
22	59	26	0.17365	0.14712	1.433e+03	-0.021	0.414	GO:0045454
23	140	69	0.15709	0.22949	7.424e+03	-0.016	0.456	GO:0035966
24	36	20	0.14482	0.13564	4.565e+02	0.075	0.434	GO:0006821
25	41	25	0.14076	0.31113	5.364e+02	0.167	0.444	GO:0043488
26	22	14	0.13805	0.12902	1.489e+02	0.081	0.482	GO:0061337
27	89	56	0.12595	0.15278	2.405e+03	0.107	0.509	GO:0002685
28	74	40	0.12504	0.10333	1.952e+03	0.035	0.479	GO:0010518
29	63	34	0.12438	0.18026	1.419e+03	0.029	0.503	GO:0010863
30	34	20	0.12225	0.13097	3.856e+02	0.109	0.429	GO:0001569
31	25	16	0.11749	0.127	1.899e+02	0.176	0.425	GO:0090311
32	84	41	0.11614	0.24962	2.704e+03	-0.031	0.419	GO:0034620
33	53	34	0.11578	0.159	8.359e+02	0.109	0.51	GO:0042509
34	37	22	0.1144	0.12927	4.505e+02	0.091	0.489	GO:0001912
35	41	23	0.11137	0.0854	5.853e+02	0.082	0.419	GO:0050764
36	46	27	0.10638	0.1183	7.031e+02	0.098	0.485	GO:0060041
37	135	63	0.09784	0.15864	7.157e+03	-0.018	0.458	GO:0006470
38	88	46	0.09718	0.16343	2.828e+03	0.01	0.437	GO:0034612
39	26	13	0.0949	0.10613	2.608e+02	0.111	0.371	GO:0007215
40	28	15	0.09224	0.13199	2.867e+02	0.029	0.42	GO:0045055
41	26	19	0.09206	0.05754	1.619e+02	0.21	0.447	GO:0044060
42	89	43	0.09132	0.21221	3.055e+03	-0.043	0.432	GO:0035967
43	29	13	0.09003	0.08309	3.486e+02	0.047	0.329	GO:0015988
44	89	43	0.08866	0.11609	3.055e+03	-0.005	0.452	GO:0006814
45	64	34	0.08753	0.12923	1.483e+03	0.026	0.503	GO:1900274
46	98	55	0.0857	0.13637	3.303e+03	0.005	0.505	GO:0002831
47	44	27	0.08265	0.24794	6.123e+02	0.167	0.441	GO:0043487
48	28	20	0.08004	0.07692	1.969e+02	0.154	0.528	GO:0060674
49	27	15	0.07812	0.10831	2.588e+02	0.086	0.3	GO:0050663
50	93	53	0.07617	0.16671	2.933e+03	0.043	0.499	GO:0032412
51	108	59	0.07489	0.13969	4.104e+03	0.015	0.503	GO:0032409
52	20	13	0.07433	0.11991	1.199e+02	0.128	0.442	GO:0002833
53	32	16	0.06863	0.09928	3.926e+02	0.069	0.409	GO:0040018
54	24	12	0.06692	0.06784	2.228e+02	0.147	0.369	GO:0018904
55	113	53	0.06291	0.0797	5.008e+03	-0.094	0.46	GO:0006865
56	43	24	0.06129	0.05467	6.462e+02	0.038	0.48	GO:0030521
57	27	15	0.0564	0.07398	2.588e+02	0.09	0.405	GO:0008625
58	43	25	0.05598	0.06089	6.212e+02	0.084	0.482	GO:0001910
59	32	23	0.05454	0.04001	2.528e+02	0.168	0.548	GO:0032414
60	23	11	0.05404	0.05096	2.118e+02	0.13	0.368	GO:0006662
61	22	13	0.05097	0.06568	1.629e+02	0.118	0.378	GO:0050856
62	27	15	0.0504	0.07888	2.588e+02	0.066	0.431	GO:0032855
63	45	23	0.05007	0.09036	7.589e+02	-0.017	0.455	GO:0007193
64	36	20	0.04865	0.05103	4.565e+02	0.055	0.451	GO:0050909
65	135	74	0.04802	0.08624	6.380e+03	0.01	0.508	GO:0048754
66	35	19	0.04798	0.04818	4.405e+02	0.063	0.437	GO:0001942
67	22	12	0.04424	0.04975	1.759e+02	0.143	0.309	GO:1902229
68	70	37	0.04421	0.07258	1.779e+03	-0.003	0.435	GO:0071356
69	27	16	0.04406	0.05944	2.428e+02	0.091	0.49	GO:0001914
70	20	12	0.04128	0.04447	1.329e+02	0.08	0.453	GO:0050892
71	123	66	0.03875	0.08382	5.396e+03	0.0	0.493	GO:0034765
72	77	45	0.03807	0.10518	1.965e+03	0.074	0.475	GO:0050921
73	66	33	0.0377	0.0664	1.647e+03	0.02	0.433	GO:0040014
74	59	28	0.03607	0.07379	1.366e+03	0.008	0.386	GO:0009306
75	24	15	0.03599	0.0431	1.809e+02	0.084	0.473	GO:0043500
76	24	14	0.03467	0.03408	1.959e+02	0.073	0.445	GO:0060343
77	32	20	0.03436	0.05043	3.187e+02	0.124	0.5	GO:0032722
78	40	21	0.03336	0.03312	5.892e+02	-0.022	0.509	GO:0006901
79	40	23	0.03322	0.07632	5.444e+02	0.023	0.519	GO:0007259
80	72	40	0.032	0.03264	1.805e+03	0.01	0.49	GO:0050688
81	42	24	0.03189	0.0355	6.032e+02	0.069	0.512	GO:2001257
82	30	16	0.03155	0.05454	3.297e+02	0.019	0.462	GO:0050766
83	22	11	0.03017	0.04276	1.879e+02	-0.008	0.424	GO:0043330
84	57	30	0.0293	0.03069	1.187e+03	0.014	0.503	GO:0007202
85	22	14	0.02895	0.06634	1.489e+02	0.089	0.459	GO:0001702
86	144	65	0.02712	0.04491	8.310e+03	-0.022	0.439	GO:0010927
87	39	24	0.02651	0.03897	4.805e+02	0.06	0.522	GO:0048806
88	39	25	0.02608	0.03216	4.555e+02	0.098	0.54	GO:0032411
89	26	17	0.02508	0.02842	1.989e+02	0.101	0.479	GO:0002286
90	21	11	0.02498	0.01958	1.659e+02	-0.006	0.374	GO:0021522
91	24	14	0.02493	0.03042	1.959e+02	0.073	0.511	GO:0001916
92	97	55	0.02443	0.07318	3.205e+03	0.037	0.509	GO:0022898
93	41	22	0.02431	0.041	6.082e+02	-0.016	0.496	GO:0001709
94	68	37	0.02407	0.0363	1.641e+03	-0.005	0.486	GO:0051101
95	83	40	0.02397	0.07083	2.664e+03	-0.036	0.418	GO:0030968
96	66	31	0.0226	0.05395	1.718e+03	-0.021	0.39	GO:0032075
97	40	22	0.02257	0.02449	5.673e+02	0.007	0.48	GO:0044273
98	28	14	0.02212	0.03912	3.017e+02	0.062	0.361	GO:2001238
99	35	21	0.02057	0.03269	3.996e+02	0.057	0.557	GO:0006284
100	186	86	0.0205	0.02811	1.362e+04	-0.049	0.45	GO:0006367
101	23	14	0.02024	0.02619	1.719e+02	0.142	0.382	GO:0002026
102	22	17	0.01905	0.04001	1.010e+02	0.282	0.455	GO:2000401
103	46	20	0.01821	0.03861	8.825e+02	0.014	0.385	GO:1902600
104	32	17	0.01762	0.01907	3.756e+02	0.03	0.462	GO:0048706
105	23	13	0.0175	0.03093	1.859e+02	0.06	0.469	GO:0045214
106	20	12	0.0174	0.02409	1.329e+02	0.037	0.513	GO:0046640
107	46	26	0.01714	0.03305	7.300e+02	0.059	0.492	GO:0031341
108	28	18	0.01697	0.03332	2.358e+02	0.163	0.456	GO:0031663
109	43	26	0.01577	0.04046	5.953e+02	0.072	0.567	GO:0032677
110	20	10	0.0143	0.01989	1.559e+02	0.058	0.393	GO:0031497
111	27	16	0.01398	0.02337	2.428e+02	0.045	0.524	GO:0042517
112	23	12	0.01365	0.01959	1.988e+02	0.046	0.437	GO:0030316
113	88	39	0.01313	0.02966	3.157e+03	-0.052	0.426	GO:0055072
114	22	10	0.01278	0.02109	2.008e+02	-0.053	0.332	GO:0050912
115	27	12	0.0126	0.02251	3.047e+02	0.002	0.343	GO:0010470
116	31	19	0.01247	0.01986	3.067e+02	0.081	0.468	GO:0060761
117	50	25	0.01185	0.02408	9.494e+02	-0.027	0.441	GO:0010001
118	28	16	0.01177	0.01983	2.708e+02	0.034	0.514	GO:0035637
119	21	12	0.01168	0.01275	1.539e+02	0.085	0.506	GO:0034502
120	70	40	0.01158	0.02407	1.663e+03	0.027	0.496	GO:0046425
121	30	17	0.01157	0.02441	3.127e+02	0.038	0.483	GO:0032653
122	20	11	0.01148	0.02192	1.449e+02	0.089	0.384	GO:0031122
123	36	17	0.01135	0.01914	5.153e+02	-0.061	0.427	GO:0021515
124	48	25	0.0112	0.02424	8.507e+02	-0.026	0.521	GO:0007189
125	26	15	0.01104	0.01991	2.318e+02	0.138	0.364	GO:0045806
126	57	27	0.01081	0.0174	1.277e+03	-0.061	0.462	GO:0051258
127	29	14	0.01064	0.01791	3.317e+02	0.015	0.411	GO:0001578
128	27	16	0.01052	0.02183	2.428e+02	0.095	0.419	GO:0001960
129	35	16	0.01043	0.01425	4.984e+02	0.014	0.379	GO:0007205
130	91	43	0.0099	0.01913	3.240e+03	-0.015	0.472	GO:0045444
131	40	23	0.00988	0.0202	5.444e+02	0.061	0.501	GO:0031343
132	37	21	0.00986	0.01853	4.725e+02	0.027	0.464	GO:0051148
133	37	20	0.00984	0.01298	4.934e+02	-0.035	0.555	GO:0050830
134	38	22	0.00964	0.02679	4.885e+02	0.037	0.525	GO:0043392
135	64	33	0.0091	0.01461	1.517e+03	-0.051	0.452	GO:0009914
136	53	31	0.00892	0.01146	9.346e+02	0.032	0.485	GO:0046427
137	69	33	0.00862	0.02189	1.855e+03	-0.122	0.49	GO:0042886
138	23	14	0.00861	0.02436	1.719e+02	0.119	0.43	GO:0001990
139	82	41	0.00852	0.0128	2.536e+03	0.019	0.479	GO:0060193
140	26	14	0.00844	0.01127	2.468e+02	0.005	0.42	GO:0033209
141	33	15	0.00833	0.01254	4.455e+02	-0.011	0.388	GO:1901796
142	31	16	0.0083	0.01082	3.606e+02	0.057	0.426	GO:0015701
143	176	88	0.00825	0.01472	1.159e+04	-0.014	0.504	GO:0009617
144	26	16	0.0081	0.01821	2.158e+02	0.097	0.523	GO:0051350
145	45	24	0.0079	0.0105	7.350e+02	0.076	0.416	GO:0022600
146	20	11	0.00788	0.01891	1.449e+02	0.056	0.418	GO:2000677
147	24	12	0.00785	0.01421	2.228e+02	0.044	0.41	GO:0006890
148	32	18	0.00769	0.02308	3.576e+02	0.089	0.429	GO:0002792
149	21	11	0.00765	0.01423	1.659e+02	0.035	0.415	GO:0042573
150	31	17	0.00752	0.01733	3.437e+02	0.071	0.438	GO:0090278
151	67	37	0.0074	0.02219	1.573e+03	0.043	0.467	GO:0072657
152	22	9	0.007	0.01795	2.148e+02	0.06	0.28	GO:0021915
153	32	16	0.00665	0.01994	3.926e+02	0.021	0.416	GO:0030101
154	24	13	0.00644	0.01217	2.098e+02	-0.048	0.519	GO:0006111
155	23	16	0.00636	0.0154	1.409e+02	0.094	0.576	GO:0032731
156	46	23	0.00611	0.01382	8.048e+02	-0.077	0.502	GO:0030072
157	22	13	0.00584	0.01716	1.629e+02	0.008	0.523	GO:0086002
