Creation Time:	2022-12-29 19:33:25

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_10.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3127474883

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4950
Proportion perturbed genes:	0.42293233082706766

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3193548387096774
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8230.39537667924 +- 4.2867512902844656

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	163	132	1.0	0.0	4.578e+03	0.32	0.423	GO:0006869
2	44	37	1.0	0.0	2.878e+02	0.377	0.401	GO:0007585
3	80	61	1.0	0.0	1.348e+03	0.301	0.407	GO:0044848
4	94	80	1.0	0.0	1.225e+03	0.418	0.391	GO:0045471
5	86	64	1.0	0.0	1.659e+03	0.201	0.495	GO:0045995
6	64	48	0.99862	0.00414	9.039e+02	0.268	0.427	GO:0030509
7	94	68	0.9	0.3	2.116e+03	0.201	0.487	GO:0050768
8	138	85	0.8	0.4	5.915e+03	0.055	0.5	GO:1901068
9	33	23	0.68688	0.45092	2.858e+02	0.159	0.411	GO:0019320
10	28	21	0.64414	0.37114	1.759e+02	0.236	0.456	GO:0035637
11	50	25	0.62317	0.3402	9.494e+02	0.037	0.37	GO:0000725
12	79	44	0.5779	0.34802	2.166e+03	0.005	0.452	GO:0072329
13	41	30	0.49855	0.44597	3.967e+02	0.267	0.395	GO:0046637
14	48	29	0.40998	0.24814	7.410e+02	0.054	0.427	GO:0006073
15	30	24	0.3614	0.40402	1.659e+02	0.368	0.381	GO:0046638
16	22	16	0.35612	0.37131	1.179e+02	0.272	0.385	GO:0061337
17	38	24	0.26515	0.4149	4.415e+02	0.118	0.397	GO:0046365
18	90	51	0.24765	0.30238	2.763e+03	0.083	0.494	GO:0070374
19	63	40	0.24514	0.14901	1.195e+03	0.157	0.456	GO:0022404
20	20	13	0.24452	0.17242	1.199e+02	0.059	0.491	GO:0007031
21	69	40	0.24256	0.18627	1.593e+03	0.086	0.447	GO:0042886
22	40	21	0.2392	0.23536	5.892e+02	0.061	0.352	GO:0008206
23	47	28	0.2012	0.26944	7.220e+02	0.048	0.423	GO:0005977
24	117	71	0.20052	0.39974	4.334e+03	0.043	0.499	GO:1901069
25	22	13	0.18546	0.24078	1.629e+02	0.145	0.344	GO:0006297
26	20	17	0.17233	0.17132	5.798e+01	0.382	0.447	GO:0007029
27	22	17	0.15488	0.14951	1.010e+02	0.264	0.433	GO:0043576
28	27	15	0.14482	0.24751	2.588e+02	0.156	0.329	GO:0006775
29	66	37	0.13197	0.13466	1.506e+03	0.068	0.414	GO:0010811
30	46	27	0.1287	0.14256	7.030e+02	0.089	0.469	GO:0030010
31	60	36	0.11151	0.12796	1.163e+03	0.09	0.465	GO:0015833
32	57	26	0.10329	0.09841	1.309e+03	-0.007	0.357	GO:0030204
33	121	81	0.1	0.3	4.049e+03	0.128	0.499	GO:0010721
34	21	13	0.0881	0.13327	1.409e+02	0.123	0.437	GO:0002675
35	46	34	0.08634	0.0839	4.866e+02	0.268	0.473	GO:0097306
36	28	20	0.07052	0.06273	1.969e+02	0.203	0.479	GO:0031069
37	21	15	0.0557	0.07978	1.119e+02	0.184	0.5	GO:0048665
38	34	20	0.0539	0.07094	3.856e+02	0.094	0.466	GO:0018107
39	21	11	0.05142	0.07935	1.659e+02	0.128	0.387	GO:0046834
40	22	13	0.05111	0.07052	1.629e+02	0.125	0.406	GO:0006699
41	20	12	0.04991	0.03941	1.329e+02	0.126	0.441	GO:0006949
42	21	14	0.0497	0.05666	1.269e+02	0.122	0.415	GO:0032925
43	20	11	0.04772	0.07011	1.449e+02	0.049	0.35	GO:0051881
44	22	15	0.04765	0.0461	1.339e+02	0.147	0.422	GO:0061005
45	45	27	0.04748	0.10007	6.571e+02	0.039	0.484	GO:0006635
46	28	22	0.04563	0.08192	1.539e+02	0.315	0.409	GO:0043370
47	44	29	0.04402	0.11684	5.554e+02	0.185	0.424	GO:0046635
48	49	24	0.04247	0.05601	9.254e+02	0.02	0.381	GO:0000724
49	59	34	0.04196	0.05813	1.174e+03	0.111	0.415	GO:0051149
50	59	37	0.03761	0.11282	1.066e+03	0.138	0.42	GO:0046634
51	27	18	0.0373	0.03487	2.079e+02	0.182	0.442	GO:0098656
52	26	18	0.03674	0.09813	1.809e+02	0.177	0.44	GO:0006739
53	20	12	0.03328	0.04471	1.329e+02	0.024	0.521	GO:0009208
54	37	22	0.03308	0.05259	4.505e+02	0.053	0.486	GO:0022008
55	62	33	0.03074	0.04563	1.390e+03	0.049	0.42	GO:0030048
56	20	11	0.02893	0.03435	1.449e+02	0.139	0.387	GO:0046854
57	85	53	0.02832	0.03605	2.220e+03	0.156	0.399	GO:0015718
58	25	16	0.02801	0.03885	1.899e+02	0.145	0.543	GO:0006501
59	22	11	0.02754	0.0305	1.879e+02	0.043	0.404	GO:0006829
60	20	12	0.02556	0.03204	1.329e+02	0.129	0.455	GO:0031640
61	45	23	0.02298	0.02857	7.588e+02	0.031	0.406	GO:0070252
