Creation Time:	2022-12-29 17:48:52

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_18.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	4205936319

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4850
Proportion perturbed genes:	0.41438824333561175

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8264.60420828604 +- 4.098532143927627

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	172	103	1.0	0.0	9.478e+03	0.093	0.453	GO:0019318
2	69	57	1.0	0.0	7.623e+02	0.362	0.42	GO:0051341
3	121	96	0.9	0.3	2.721e+03	0.289	0.477	GO:0010721
4	57	39	0.81952	0.24486	8.729e+02	0.225	0.42	GO:0061025
5	27	20	0.81806	0.31123	1.689e+02	0.274	0.362	GO:0019935
6	39	22	0.77995	0.39446	5.274e+02	0.136	0.326	GO:0001906
7	113	66	0.7663	0.24829	4.217e+03	0.038	0.526	GO:0010212
8	50	41	0.7473	0.40486	4.147e+02	0.307	0.439	GO:0034103
9	23	21	0.73286	0.41588	4.599e+01	0.393	0.485	GO:0045581
10	30	16	0.65984	0.38069	3.297e+02	0.093	0.325	GO:0000291
11	53	33	0.61462	0.32252	8.698e+02	0.045	0.481	GO:0051640
12	39	25	0.46778	0.39975	4.555e+02	0.149	0.447	GO:0038032
13	26	18	0.45836	0.37595	1.809e+02	0.215	0.379	GO:0043502
14	42	27	0.4441	0.41048	5.254e+02	0.153	0.461	GO:0023021
15	102	50	0.43877	0.32229	3.967e+03	0.027	0.393	GO:0006338
16	115	72	0.4015	0.43251	4.031e+03	0.129	0.462	GO:0032271
17	31	18	0.39866	0.28878	3.257e+02	0.076	0.443	GO:0070192
18	44	26	0.398	0.35896	6.392e+02	0.162	0.413	GO:0060078
