Creation Time:	2022-12-29 20:08:44

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_15.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	1376315892

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4809
Proportion perturbed genes:	0.41088516746411485

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8268.444145098747 +- 3.7789817156750676

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	60	36	0.87362	0.20732	1.163e+03	0.153	0.433	GO:0006968
2	81	51	0.86804	0.23758	1.992e+03	0.185	0.361	GO:0007093
3	55	38	0.74154	0.3686	7.990e+02	0.283	0.306	GO:0032941
4	57	46	0.74135	0.34481	5.725e+02	0.396	0.356	GO:0002793
5	25	16	0.68864	0.28713	1.899e+02	0.149	0.413	GO:0000038
6	26	22	0.6874	0.41459	9.897e+01	0.3	0.495	GO:0045814
7	31	24	0.68638	0.38088	1.969e+02	0.227	0.485	GO:0019692
8	40	23	0.66927	0.31435	5.443e+02	0.088	0.418	GO:0007006
9	26	21	0.54948	0.17466	1.209e+02	0.373	0.362	GO:0070979
10	62	41	0.53475	0.44927	1.091e+03	0.154	0.442	GO:0002027
11	92	50	0.52847	0.4183	2.996e+03	0.046	0.38	GO:1901606
12	105	61	0.52486	0.47445	3.664e+03	0.114	0.386	GO:0010675
13	85	59	0.5	0.5	1.883e+03	0.203	0.45	GO:0036294
14	92	62	0.5	0.5	2.321e+03	0.192	0.443	GO:0071453
15	89	56	0.4788	0.38835	2.404e+03	0.111	0.496	GO:2001236
16	110	64	0.47514	0.47445	4.013e+03	0.112	0.389	GO:0006109
