Creation Time:	2022-12-29 19:15:22

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_13.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	204737044

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4772
Proportion perturbed genes:	0.40772385509227616

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8272.181353635999 +- 2.062730126711898

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	32	23	1.0	0.0	2.528e+02	0.281	0.407	GO:0016486
2	44	35	1.0	0.0	3.607e+02	0.321	0.385	GO:0031424
3	100	59	1.0	0.0	3.272e+03	0.07	0.465	GO:2001020
4	25	19	0.72221	0.28691	1.359e+02	0.15	0.52	GO:0051693
5	29	24	0.60517	0.30475	1.359e+02	0.303	0.502	GO:0014014
6	87	48	0.57706	0.34567	2.646e+03	-0.012	0.498	GO:1903046
7	30	18	0.56707	0.32344	2.947e+02	0.169	0.41	GO:0045604
8	65	51	0.56185	0.42459	8.191e+02	0.3	0.408	GO:0030816
9	28	19	0.50727	0.38015	2.169e+02	0.231	0.438	GO:2001238
10	45	31	0.50506	0.38083	5.394e+02	0.214	0.365	GO:0006094
11	78	41	0.49549	0.45787	2.216e+03	0.084	0.402	GO:0008344
12	101	53	0.44604	0.46442	3.709e+03	0.04	0.449	GO:0016202
13	65	34	0.43748	0.28351	1.548e+03	-0.003	0.453	GO:0016458
14	56	42	0.40156	0.4569	6.933e+02	0.319	0.377	GO:0046651
15	32	26	0.38189	0.34829	1.779e+02	0.291	0.49	GO:0045620
16	63	50	0.35911	0.4498	7.413e+02	0.32	0.399	GO:0030819
17	103	54	0.35241	0.42159	3.859e+03	0.04	0.446	GO:1901861
18	60	36	0.34716	0.37043	1.163e+03	0.066	0.497	GO:2001235
19	155	78	0.31961	0.35497	8.965e+03	0.027	0.424	GO:0007626
20	58	43	0.3188	0.44933	7.652e+02	0.3	0.384	GO:0032943
21	23	19	0.29858	0.34277	8.697e+01	0.301	0.475	GO:0045581
22	25	16	0.29092	0.27842	1.899e+02	0.141	0.401	GO:0061217
23	63	44	0.2804	0.43025	1.026e+03	0.258	0.379	GO:0070661
24	134	70	0.2741	0.34934	6.533e+03	0.039	0.422	GO:0006006
25	28	17	0.23911	0.23239	2.538e+02	0.169	0.382	GO:0032845
26	49	33	0.22117	0.30628	6.642e+02	0.193	0.371	GO:0019319
27	108	53	0.21449	0.31541	4.442e+03	0.036	0.39	GO:0042113
28	60	27	0.18494	0.1816	1.462e+03	-0.026	0.409	GO:0030183
29	119	58	0.18297	0.31408	5.412e+03	0.029	0.404	GO:0030534
30	40	20	0.1729	0.19688	6.102e+02	0.097	0.332	GO:0010676
31	32	23	0.12963	0.12982	2.528e+02	0.217	0.474	GO:0016445
32	20	13	0.11259	0.10201	1.199e+02	0.135	0.476	GO:0015721
33	61	42	0.108	0.29778	9.877e+02	0.152	0.517	GO:0014013
34	95	50	0.10721	0.1859	3.276e+03	0.044	0.433	GO:0051250
35	103	54	0.10278	0.17756	3.859e+03	0.038	0.452	GO:0048634
36	28	15	0.07778	0.12557	2.867e+02	0.052	0.344	GO:0042036
37	47	26	0.07771	0.10454	7.769e+02	0.105	0.43	GO:0006096
38	114	58	0.07582	0.12014	4.827e+03	-0.005	0.473	GO:0007281
39	34	18	0.07269	0.06517	4.245e+02	0.094	0.39	GO:0010633
40	69	35	0.06982	0.14052	1.782e+03	0.041	0.426	GO:0050868
41	45	24	0.06958	0.0796	7.349e+02	0.119	0.35	GO:0002709
42	20	12	0.06697	0.07026	1.329e+02	0.069	0.45	GO:0007029
43	23	14	0.06218	0.0926	1.719e+02	0.079	0.463	GO:0033146
44	37	21	0.06178	0.08057	4.725e+02	0.045	0.471	GO:0031047
45	26	15	0.06163	0.13159	2.318e+02	0.187	0.301	GO:0050869
46	24	18	0.06012	0.06833	1.299e+02	0.292	0.449	GO:0016447
47	36	20	0.05698	0.07142	4.565e+02	0.047	0.486	GO:0030195
48	77	54	0.05367	0.16102	1.517e+03	0.198	0.42	GO:1900544
49	36	18	0.05173	0.07065	4.954e+02	0.059	0.38	GO:0048024
50	98	54	0.05075	0.07024	3.357e+03	-0.001	0.539	GO:0006487
51	63	33	0.05028	0.1182	1.453e+03	0.052	0.411	GO:0072073
52	26	12	0.04444	0.0437	2.757e+02	0.018	0.352	GO:0018022
53	26	15	0.04203	0.10422	2.318e+02	0.166	0.408	GO:0044060
54	53	27	0.04124	0.06767	1.052e+03	-0.02	0.446	GO:0042552
55	37	21	0.03951	0.04891	4.725e+02	0.094	0.46	GO:0050830
56	64	31	0.03935	0.04253	1.584e+03	0.012	0.463	GO:0006406
