Creation Time:	2022-12-29 19:24:23

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_11.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3168104808

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4881
Proportion perturbed genes:	0.4170369104579631

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2661290322580645
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8177.443139630099 +- 9.031903715698839

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	81	66	1.0	0.0	1.110e+03	0.311	0.484	GO:0002576
2	75	57	1.0	0.0	1.196e+03	0.196	0.519	GO:0006892
3	179	156	1.0	0.0	3.858e+03	0.43	0.375	GO:0050890
4	59	46	0.71412	0.33219	6.893e+02	0.313	0.39	GO:0006027
5	23	18	0.55917	0.42368	1.060e+02	0.25	0.512	GO:0051180
6	34	21	0.51573	0.25087	3.647e+02	0.168	0.404	GO:1901028
7	54	31	0.50521	0.33645	9.884e+02	0.096	0.417	GO:0046364
8	61	49	0.49443	0.43155	6.664e+02	0.336	0.404	GO:0000723
9	32	20	0.46641	0.27632	3.187e+02	0.144	0.459	GO:0006801
10	27	18	0.46052	0.28764	2.079e+02	0.263	0.264	GO:0042517
11	23	15	0.43143	0.23776	1.569e+02	0.246	0.33	GO:0006692
12	62	49	0.43028	0.40349	7.283e+02	0.326	0.404	GO:0032200
13	101	77	0.35886	0.42896	2.145e+03	0.274	0.392	GO:0032946
14	26	17	0.34619	0.20111	1.989e+02	0.126	0.446	GO:0045814
15	29	17	0.32988	0.19794	2.828e+02	0.122	0.351	GO:0043588
16	100	76	0.32942	0.37904	2.121e+03	0.274	0.389	GO:0050671
17	104	77	0.3117	0.41325	2.453e+03	0.25	0.392	GO:0070665
18	41	27	0.2955	0.32801	4.835e+02	0.13	0.531	GO:0019748
19	27	14	0.2948	0.23398	2.737e+02	0.15	0.311	GO:0008625
20	20	15	0.28904	0.30864	9.096e+01	0.262	0.511	GO:0072337
21	44	27	0.2353	0.25865	6.123e+02	0.184	0.362	GO:0048844
22	45	24	0.20207	0.21769	7.349e+02	0.027	0.351	GO:0045685
23	65	41	0.18882	0.23209	1.283e+03	0.121	0.455	GO:0045639
24	66	46	0.18376	0.23756	1.129e+03	0.239	0.39	GO:0006026
25	52	26	0.17791	0.1297	1.026e+03	0.037	0.375	GO:0097191
26	172	85	0.16439	0.31669	1.116e+04	0.027	0.402	GO:0019318
27	24	16	0.15102	0.17329	1.649e+02	0.22	0.409	GO:1900739
28	23	16	0.11534	0.11616	1.409e+02	0.107	0.552	GO:0045930
29	22	15	0.10369	0.12635	1.339e+02	0.253	0.357	GO:1902229
30	100	44	0.10034	0.27021	4.088e+03	-0.004	0.342	GO:0050906
31	164	87	0.1	0.3	9.653e+03	0.028	0.454	GO:0006022
32	28	16	0.09352	0.17064	2.708e+02	0.146	0.313	GO:0046189
33	38	20	0.09104	0.1636	5.313e+02	0.088	0.428	GO:0043392
34	33	20	0.08548	0.17921	3.517e+02	0.175	0.305	GO:0042516
35	68	38	0.06679	0.13094	1.603e+03	0.026	0.454	GO:0019218
36	63	39	0.05567	0.09657	1.235e+03	0.118	0.435	GO:0043154
37	87	46	0.0549	0.16032	2.740e+03	0.068	0.424	GO:0018393
38	20	12	0.05465	0.07699	1.329e+02	0.243	0.312	GO:0033574
39	46	27	0.05056	0.10339	7.031e+02	0.161	0.33	GO:0042531
40	42	25	0.04908	0.05251	5.783e+02	0.168	0.406	GO:0033762
41	53	30	0.04633	0.1329	9.654e+02	0.141	0.334	GO:0046427
42	66	40	0.04242	0.08133	1.389e+03	0.114	0.431	GO:2000117
43	26	17	0.04134	0.07926	1.989e+02	0.075	0.514	GO:0006739
44	187	95	0.04132	0.12396	1.294e+04	0.012	0.438	GO:0051276
45	22	12	0.03863	0.05563	1.759e+02	0.082	0.322	GO:0048710
46	36	22	0.03354	0.04294	4.136e+02	0.174	0.426	GO:0050999
47	167	95	0.0318	0.0954	9.423e+03	0.127	0.41	GO:0060249
48	27	17	0.02999	0.05153	2.258e+02	0.205	0.418	GO:0046209
49	26	16	0.02958	0.04234	2.158e+02	0.101	0.482	GO:0030166
50	93	47	0.02601	0.07043	3.234e+03	0.049	0.416	GO:0006475
51	89	47	0.02539	0.05038	2.870e+03	0.076	0.417	GO:0018394
52	47	32	0.02289	0.03479	6.003e+02	0.202	0.382	GO:0006283
53	21	14	0.02208	0.0343	1.269e+02	0.182	0.412	GO:0046320
54	104	52	0.02184	0.04345	4.069e+03	0.048	0.425	GO:0006473
55	134	66	0.02137	0.06412	6.806e+03	0.027	0.46	GO:0002221
56	21	12	0.02062	0.04501	1.539e+02	0.126	0.33	GO:0042107
57	34	20	0.0203	0.04181	3.856e+02	0.069	0.499	GO:0009101
58	22	12	0.02026	0.04854	1.759e+02	0.05	0.398	GO:0045686
59	47	26	0.02024	0.04327	7.769e+02	0.072	0.435	GO:0046148
60	34	21	0.01969	0.0341	3.647e+02	0.105	0.514	GO:0045646
61	21	13	0.01941	0.03138	1.409e+02	0.08	0.46	GO:0006342
62	21	12	0.01855	0.04902	1.539e+02	0.134	0.325	GO:0031670
63	58	31	0.01845	0.03607	1.214e+03	0.139	0.366	GO:0071260
64	35	19	0.01813	0.0544	4.405e+02	0.029	0.403	GO:0042993
65	36	21	0.01741	0.034	4.355e+02	0.114	0.363	GO:0021766
66	109	62	0.0168	0.04455	4.030e+03	0.061	0.461	GO:0006720
67	24	15	0.01638	0.02644	1.809e+02	0.162	0.459	GO:0030857
68	129	64	0.0163	0.04891	6.280e+03	0.022	0.422	GO:0018205
69	25	11	0.01602	0.04455	2.637e+02	-0.035	0.368	GO:0030206
70	26	18	0.01552	0.02823	1.809e+02	0.16	0.491	GO:0015807
71	94	45	0.01492	0.04475	3.426e+03	0.013	0.453	GO:0044236
72	31	16	0.01465	0.02303	3.606e+02	0.085	0.436	GO:0030318
73	21	13	0.01462	0.03026	1.409e+02	0.094	0.486	GO:0046135
74	61	29	0.01432	0.02833	1.458e+03	0.013	0.35	GO:0014013
75	36	20	0.01345	0.02234	4.565e+02	0.03	0.48	GO:0032330
76	33	20	0.01286	0.03247	3.517e+02	0.092	0.429	GO:0009409
77	22	13	0.01278	0.03156	1.629e+02	0.139	0.44	GO:0071384
78	20	13	0.0125	0.03747	1.199e+02	0.066	0.517	GO:0045648
79	38	16	0.01231	0.0247	6.171e+02	-0.007	0.294	GO:0050911
80	31	17	0.01148	0.02999	3.437e+02	0.084	0.394	GO:0010977
81	25	12	0.0112	0.02273	2.488e+02	0.059	0.37	GO:0036151
82	42	20	0.01111	0.02147	6.950e+02	0.018	0.377	GO:0006909
83	32	16	0.01089	0.02483	3.926e+02	0.102	0.324	GO:0051353
84	69	37	0.01087	0.01657	1.709e+03	0.055	0.397	GO:0019217
85	21	13	0.01085	0.02743	1.409e+02	0.173	0.344	GO:0071897
86	22	14	0.00982	0.02946	1.489e+02	0.17	0.448	GO:0030325
87	46	25	0.00947	0.02698	7.559e+02	0.085	0.413	GO:0032768
88	27	17	0.0094	0.02135	2.258e+02	0.18	0.375	GO:0045933
89	60	32	0.00904	0.02713	1.301e+03	0.057	0.455	GO:0042440
90	20	12	0.00874	0.01682	1.329e+02	0.117	0.538	GO:0007140
91	26	16	0.00852	0.00991	2.158e+02	0.091	0.496	GO:0032350
92	49	24	0.00832	0.02497	9.254e+02	-0.026	0.415	GO:0006626
93	20	11	0.00829	0.01617	1.449e+02	0.105	0.452	GO:0070271
94	62	27	0.00822	0.02466	1.592e+03	-0.026	0.349	GO:0050907
95	35	21	0.00796	0.02032	3.996e+02	0.173	0.421	GO:0071377
96	37	17	0.0077	0.01505	5.542e+02	-0.038	0.319	GO:0050830
97	37	18	0.00734	0.01342	5.333e+02	0.08	0.379	GO:0051148
98	42	19	0.00705	0.02093	7.189e+02	-0.017	0.422	GO:0015908
99	57	33	0.00682	0.01802	1.091e+03	0.082	0.438	GO:0030204
100	94	44	0.0068	0.02039	3.476e+03	0.006	0.42	GO:1902807
101	50	27	0.00675	0.01694	8.966e+02	-0.002	0.477	GO:0007498
102	47	29	0.00664	0.01153	6.931e+02	0.037	0.58	GO:0002449
103	25	16	0.00651	0.01123	1.899e+02	0.075	0.511	GO:0031057
104	84	44	0.00632	0.014	2.574e+03	0.073	0.415	GO:0016573
105	23	12	0.0062	0.01496	1.988e+02	0.04	0.397	GO:0050974
106	156	74	0.00619	0.01733	9.441e+03	-0.012	0.467	GO:0016311
107	23	12	0.00618	0.01109	1.988e+02	0.074	0.431	GO:0034367
108	23	13	0.00582	0.01005	1.859e+02	0.066	0.353	GO:0042346
109	27	13	0.00576	0.0077	2.887e+02	-0.008	0.381	GO:0006775
110	45	24	0.00566	0.01179	7.349e+02	0.072	0.41	GO:0046456
111	34	17	0.00563	0.01262	4.425e+02	0.029	0.438	GO:0015909
112	71	39	0.00559	0.01676	1.773e+03	0.045	0.458	GO:2001242
113	28	15	0.00552	0.01656	2.867e+02	0.049	0.445	GO:0051145
114	97	49	0.00508	0.01414	3.518e+03	0.035	0.466	GO:0034142
115	21	12	0.00504	0.00973	1.539e+02	0.136	0.415	GO:0071385
116	60	36	0.00496	0.01199	1.163e+03	0.059	0.537	GO:0002443
117	42	22	0.00496	0.01361	6.501e+02	0.051	0.465	GO:0007249
118	24	13	0.00495	0.01253	2.098e+02	0.014	0.429	GO:0051568
119	50	31	0.00494	0.00762	7.789e+02	0.011	0.584	GO:0044728
120	42	23	0.00474	0.01169	6.272e+02	0.078	0.373	GO:0045428
121	22	13	0.00465	0.01396	1.629e+02	0.074	0.427	GO:0050829
122	144	68	0.00459	0.01011	8.074e+03	-0.006	0.463	GO:0002218
123	44	21	0.00458	0.01186	7.608e+02	-0.01	0.417	GO:0031424
124	73	37	0.00455	0.01155	1.994e+03	0.012	0.448	GO:0006090
125	23	13	0.00455	0.00887	1.859e+02	0.044	0.407	GO:0006270
126	31	16	0.00439	0.00663	3.606e+02	-0.008	0.484	GO:0006654
127	42	23	0.00438	0.01314	6.272e+02	0.02	0.423	GO:0050994
128	21	12	0.00438	0.01313	1.539e+02	0.126	0.367	GO:0035813
129	26	13	0.00403	0.0121	2.608e+02	0.121	0.413	GO:0000188
130	32	16	0.0039	0.01136	3.926e+02	0.028	0.412	GO:0070206
131	24	17	0.00387	0.00931	1.479e+02	0.137	0.486	GO:0051385
132	20	12	0.00379	0.01136	1.329e+02	0.043	0.556	GO:0019724
133	24	12	0.0036	0.00964	2.228e+02	0.006	0.297	GO:0045687
134	31	15	0.00358	0.01074	3.776e+02	-0.013	0.505	GO:0071825
135	73	37	0.00348	0.01045	1.994e+03	0.02	0.421	GO:2000241
136	22	14	0.00345	0.00585	1.489e+02	0.242	0.299	GO:0042417
137	29	16	0.00336	0.00673	2.997e+02	0.056	0.403	GO:0014014
138	31	16	0.00333	0.01	3.606e+02	0.08	0.329	GO:0030073
139	58	31	0.00317	0.00648	1.214e+03	0.106	0.384	GO:0032943
140	21	10	0.00316	0.00947	1.779e+02	0.09	0.272	GO:0035710
141	55	27	0.00314	0.00943	1.162e+03	0.017	0.451	GO:0030216
142	21	12	0.0031	0.0047	1.539e+02	0.036	0.476	GO:0031114
143	137	66	0.00307	0.00831	7.218e+03	0.011	0.46	GO:0002758
144	21	12	0.00304	0.0057	1.539e+02	0.139	0.328	GO:0000718
145	30	17	0.00296	0.00397	3.127e+02	0.116	0.487	GO:0018149
146	29	17	0.00296	0.00637	2.828e+02	0.084	0.506	GO:0042168
147	34	18	0.00294	0.00881	4.245e+02	0.044	0.409	GO:0051055
148	41	18	0.00283	0.00848	6.989e+02	0.019	0.316	GO:0043967
149	116	57	0.00274	0.0065	5.116e+03	-0.016	0.473	GO:0006334
150	29	15	0.0027	0.00803	3.157e+02	0.015	0.469	GO:0006099
151	23	12	0.00268	0.0055	1.988e+02	0.004	0.297	GO:0048713
152	28	18	0.00251	0.00752	2.358e+02	0.062	0.517	GO:1903309
153	56	30	0.00236	0.00582	1.130e+03	0.007	0.484	GO:0022403
154	24	14	0.00223	0.00386	1.959e+02	0.031	0.477	GO:0042537
155	155	87	0.00217	0.0065	8.225e+03	0.057	0.454	GO:0030203
156	122	59	0.00206	0.00618	5.716e+03	-0.03	0.461	GO:0007179
157	121	62	0.00204	0.00448	5.408e+03	0.045	0.474	GO:0002224
158	54	30	0.00199	0.00598	1.019e+03	0.016	0.51	GO:0000186
159	21	11	0.00192	0.00387	1.659e+02	0.051	0.423	GO:0042573
160	26	9	0.0019	0.00441	3.266e+02	-0.058	0.223	GO:0044774
161	98	89	0.00183	0.00548	8.464e+02	0.451	0.383	GO:0007612
162	23	16	0.00176	0.00527	1.409e+02	0.236	0.456	GO:0019098
163	20	15	0.00174	0.00381	9.096e+01	0.327	0.364	GO:0060291
164	26	13	0.00168	0.00504	2.608e+02	0.024	0.472	GO:0048013
165	26	14	0.00168	0.00504	2.468e+02	-0.005	0.38	GO:0070373
166	32	17	0.00164	0.00288	3.756e+02	0.087	0.458	GO:0050931
167	24	14	0.00163	0.0049	1.959e+02	0.087	0.438	GO:0006261
168	20	11	0.00158	0.00369	1.449e+02	0.05	0.478	GO:0009235
169	22	20	0.00158	0.00475	4.399e+01	0.44	0.388	GO:0032201
170	77	34	0.00158	0.00473	2.427e+03	0.007	0.38	GO:0033238
171	69	36	0.00157	0.0047	1.746e+03	0.057	0.451	GO:0051341
172	24	14	0.00155	0.00466	1.959e+02	0.077	0.436	GO:0032735
173	22	10	0.00152	0.00248	2.008e+02	0.047	0.351	GO:0001702
174	40	23	0.00151	0.00415	5.443e+02	0.082	0.37	GO:0044273
175	22	12	0.0015	0.00449	1.759e+02	0.08	0.411	GO:0061337
176	35	29	0.00148	0.00406	1.959e+02	0.378	0.356	GO:0030890
177	26	11	0.00147	0.0044	2.917e+02	0.097	0.244	GO:0002286
178	37	32	0.00146	0.00439	1.759e+02	0.361	0.422	GO:0010833
179	34	18	0.00146	0.00437	4.245e+02	0.013	0.335	GO:0032729
180	37	17	0.00142	0.00425	5.542e+02	-0.032	0.531	GO:0007044
181	28	15	0.00138	0.00413	2.867e+02	-0.032	0.473	GO:0043370
182	39	23	0.00137	0.00412	5.044e+02	0.094	0.429	GO:0002763
183	20	11	0.00136	0.00407	1.449e+02	0.053	0.417	GO:0045940
184	28	15	0.00133	0.00307	2.867e+02	0.029	0.495	GO:0046058
185	27	11	0.00132	0.00357	3.216e+02	-0.025	0.386	GO:0098656
186	26	14	0.0013	0.00351	2.468e+02	0.039	0.508	GO:0042246
187	35	24	0.00128	0.00384	3.307e+02	0.143	0.47	GO:0048871
188	56	30	0.00126	0.00378	1.130e+03	0.106	0.375	GO:0046651
189	53	30	0.00116	0.00348	9.654e+02	0.125	0.356	GO:0042509
190	22	11	0.00116	0.00231	1.879e+02	0.055	0.357	GO:0051293
191	165	144	0.00112	0.00226	3.251e+03	0.437	0.37	GO:0007611
192	20	12	0.00111	0.00334	1.329e+02	0.003	0.586	GO:0015721
193	28	13	0.00107	0.0032	3.177e+02	0.003	0.422	GO:0002312
194	47	23	0.00107	0.0032	8.526e+02	-0.046	0.428	GO:0050810
195	38	20	0.00103	0.00308	5.313e+02	0.003	0.48	GO:0050982
196	68	39	0.00097	0.00292	1.564e+03	0.047	0.438	GO:0042307
197	30	16	0.00097	0.00292	3.297e+02	0.057	0.325	GO:0045429
198	37	20	0.00096	0.00287	4.934e+02	0.167	0.285	GO:0001974
199	31	17	0.00094	0.00283	3.437e+02	0.079	0.434	GO:0034109
200	49	26	0.00092	0.00185	8.736e+02	-0.017	0.461	GO:0061035
201	28	15	0.0009	0.00243	2.867e+02	0.006	0.389	GO:0046579
202	24	13	0.00088	0.00264	2.098e+02	-0.034	0.516	GO:0071514
203	41	22	0.00088	0.00177	6.082e+02	0.042	0.49	GO:0050709
204	134	65	0.00086	0.00189	6.876e+03	0.021	0.401	GO:0006006
205	40	18	0.00084	0.00251	6.550e+02	-0.133	0.549	GO:0001541
206	75	40	0.00083	0.0025	2.026e+03	0.086	0.406	GO:0018958
207	43	24	0.00083	0.0025	6.461e+02	0.075	0.442	GO:0043966
208	45	25	0.00083	0.00248	7.100e+02	0.127	0.431	GO:0042044
209	28	11	0.0008	0.00241	3.526e+02	-0.119	0.443	GO:0050854
210	22	12	0.00078	0.00235	1.759e+02	0.095	0.479	GO:0006829
211	28	17	0.00077	0.00232	2.538e+02	0.148	0.414	GO:0035637
212	41	22	0.00077	0.0023	6.082e+02	0.003	0.48	GO:0090002
213	22	13	0.00075	0.00226	1.629e+02	-0.012	0.64	GO:0001909
214	22	11	0.00072	0.00149	1.879e+02	-0.037	0.471	GO:0033344
215	34	16	0.00067	0.00202	4.614e+02	-0.013	0.367	GO:0008154
216	28	14	0.00066	0.00174	3.017e+02	-0.005	0.517	GO:0016925
217	58	22	0.00065	0.00194	1.511e+03	-0.018	0.373	GO:0022613
218	26	16	0.00061	0.00184	2.158e+02	0.175	0.403	GO:2000243
219	31	18	0.00061	0.00182	3.257e+02	0.034	0.435	GO:0051057
220	29	15	0.00059	0.00161	3.157e+02	0.084	0.328	GO:0042304
221	26	11	0.00058	0.00175	2.917e+02	-0.118	0.483	GO:0046503
222	26	14	0.00057	0.0017	2.468e+02	0.019	0.491	GO:0033144
223	23	11	0.00057	0.0017	2.118e+02	0.013	0.391	GO:0036152
224	31	14	0.00057	0.0016	3.955e+02	-0.061	0.436	GO:0052646
225	22	12	0.00056	0.00168	1.759e+02	0.091	0.389	GO:1901532
226	27	12	0.00055	0.00166	3.047e+02	0.001	0.46	GO:0070423
227	21	9	0.00055	0.00164	1.908e+02	-0.018	0.446	GO:0002832
228	20	10	0.00054	0.00157	1.559e+02	-0.042	0.499	GO:0043537
229	21	10	0.00052	0.001	1.779e+02	-0.026	0.372	GO:0006363
230	25	10	0.00047	0.0014	2.797e+02	-0.084	0.372	GO:0006360
231	22	13	0.00043	0.0011	1.629e+02	-0.005	0.534	GO:0010718
232	41	21	0.00042	0.00089	6.301e+02	-0.015	0.409	GO:0046889
233	151	97	0.00041	0.00122	6.699e+03	0.137	0.431	GO:0032944
234	45	24	0.0004	0.00121	7.349e+02	0.042	0.431	GO:0006094
235	22	8	0.0004	0.00121	2.298e+02	-0.131	0.46	GO:0043330
236	26	15	0.0004	0.00105	2.318e+02	0.083	0.462	GO:0050710
237	21	13	0.0004	0.00119	1.409e+02	0.14	0.408	GO:0045987
238	33	18	0.00038	0.00113	3.906e+02	0.047	0.495	GO:0071173
239	34	17	0.00037	0.00112	4.425e+02	-0.017	0.489	GO:0014823
240	47	24	0.00037	0.0011	8.277e+02	0.043	0.461	GO:0006096
241	40	20	0.00036	0.00109	6.102e+02	-0.047	0.547	GO:0008206
242	53	31	0.00034	0.00101	9.346e+02	0.072	0.477	GO:0002460
243	66	32	0.00034	0.00101	1.682e+03	-0.012	0.46	GO:0051291
244	20	10	0.00033	0.001	1.559e+02	-0.036	0.578	GO:0000381
245	72	64	0.00033	0.001	5.486e+02	0.438	0.399	GO:0007613
246	30	14	0.00033	0.00096	3.626e+02	-0.037	0.412	GO:0006370
247	25	18	0.00033	0.00098	1.549e+02	0.153	0.476	GO:0001659
