Creation Time:	2022-12-29 17:22:36

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_9.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3662022959

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4785
Proportion perturbed genes:	0.40883458646616544

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8212.725372103854 +- 2.559607892273193

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	66	49	1.0	0.0	9.858e+02	0.256	0.443	GO:0051291
2	38	31	0.97929	0.05341	2.459e+02	0.243	0.535	GO:0009066
3	57	31	0.92889	0.10465	1.156e+03	0.12	0.37	GO:0033555
4	20	16	0.90002	0.19969	7.497e+01	0.326	0.396	GO:0007029
5	40	37	0.8955	0.26798	1.180e+02	0.452	0.421	GO:1902930
6	177	115	0.84667	0.22245	9.046e+03	0.122	0.537	GO:0000956
7	68	32	0.77084	0.25998	1.821e+03	0.014	0.355	GO:0009100
8	25	22	0.73638	0.4135	7.298e+01	0.49	0.322	GO:0042181
9	20	14	0.72719	0.26237	1.059e+02	0.198	0.375	GO:0015721
10	50	32	0.67674	0.37567	7.470e+02	0.168	0.4	GO:0006826
11	120	64	0.62286	0.36656	5.162e+03	0.036	0.405	GO:0030799
12	64	45	0.55907	0.40949	1.045e+03	0.197	0.44	GO:0008645
13	122	93	0.52414	0.37382	3.127e+03	0.236	0.473	GO:0009260
14	21	18	0.51815	0.48452	6.098e+01	0.538	0.279	GO:0046466
15	38	25	0.51614	0.33383	4.166e+02	0.087	0.491	GO:0008156
16	20	17	0.482	0.48468	5.798e+01	0.536	0.276	GO:0030149
17	51	34	0.46835	0.36946	7.311e+02	0.151	0.504	GO:0030888
18	39	28	0.45904	0.29983	3.747e+02	0.167	0.439	GO:0031623
19	36	19	0.39815	0.33529	4.764e+02	0.024	0.367	GO:0045333
20	66	34	0.3391	0.24507	1.614e+03	0.041	0.375	GO:0006026
21	61	40	0.32712	0.34761	1.070e+03	0.132	0.443	GO:0043112
22	156	82	0.2968	0.32407	8.801e+03	0.012	0.476	GO:0070663
23	69	37	0.29049	0.3458	1.709e+03	0.106	0.406	GO:0019722
24	66	46	0.26786	0.37338	1.129e+03	0.192	0.435	GO:0015749
25	52	35	0.26362	0.4135	7.481e+02	0.187	0.377	GO:0042180
26	20	13	0.25999	0.1936	1.199e+02	0.127	0.392	GO:0007220
27	20	15	0.23274	0.19216	9.096e+01	0.231	0.449	GO:0042744
28	45	26	0.22947	0.17896	6.841e+02	0.063	0.446	GO:0022600
29	78	46	0.22723	0.31402	1.997e+03	0.024	0.486	GO:0043648
30	126	95	0.21624	0.34786	3.434e+03	0.233	0.474	GO:0046390
31	55	29	0.1789	0.19299	1.104e+03	0.019	0.466	GO:0045727
32	77	42	0.17784	0.19861	2.096e+03	0.041	0.452	GO:0051099
33	91	56	0.17316	0.34803	2.585e+03	0.073	0.473	GO:0008643
34	128	93	0.163	0.23281	3.876e+03	0.209	0.466	GO:0072522
35	187	119	0.15333	0.22245	1.039e+04	0.107	0.542	GO:0006402
36	191	91	0.15145	0.19929	1.408e+04	-0.051	0.456	GO:0007601
37	27	16	0.14835	0.15177	2.428e+02	0.138	0.425	GO:0001914
38	30	16	0.1372	0.1947	3.297e+02	0.071	0.363	GO:0032508
39	61	46	0.13272	0.16617	8.101e+02	0.245	0.43	GO:0006818
40	32	16	0.13133	0.15739	3.926e+02	0.026	0.363	GO:0032392
41	56	31	0.12821	0.20931	1.099e+03	-0.019	0.526	GO:0046651
42	29	18	0.12022	0.17668	2.648e+02	0.081	0.433	GO:0042743
43	150	80	0.11824	0.1947	8.049e+03	0.016	0.481	GO:0050670
44	37	22	0.10833	0.13304	4.505e+02	0.183	0.346	GO:0014075
45	59	44	0.1055	0.28086	7.801e+02	0.234	0.433	GO:0015992
46	47	33	0.10491	0.26842	5.674e+02	0.214	0.412	GO:0050810
47	50	26	0.10105	0.16043	9.235e+02	-0.024	0.433	GO:0010830
48	114	85	0.1	0.3	2.895e+03	0.229	0.462	GO:0006164
49	31	23	0.08576	0.25554	2.209e+02	0.261	0.413	GO:0015682
50	60	34	0.08447	0.16088	1.234e+03	0.033	0.51	GO:2001235
51	194	91	0.07234	0.13089	1.467e+04	-0.054	0.456	GO:0050953
52	32	16	0.07177	0.13386	3.926e+02	0.085	0.328	GO:0032414
53	92	55	0.06658	0.09581	2.732e+03	0.065	0.471	GO:1901606
54	155	77	0.06279	0.12402	9.043e+03	-0.016	0.442	GO:0030203
55	21	11	0.05982	0.11137	1.659e+02	0.033	0.356	GO:0009060
56	28	16	0.05779	0.07882	2.708e+02	0.135	0.365	GO:0003073
