Creation Time:	2022-12-29 20:26:33

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_16.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3224038817

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4977
Proportion perturbed genes:	0.42523923444976075

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2129032258064516
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8203.70165290897 +- 10.648909664606464

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	112	93	1.0	0.0	1.955e+03	0.334	0.449	GO:0007417
2	56	50	1.0	0.0	3.218e+02	0.389	0.428	GO:0016571
3	150	123	1.0	0.0	3.693e+03	0.316	0.466	GO:0051480
4	194	156	1.0	0.0	6.651e+03	0.268	0.484	GO:0072376
5	69	60	0.95084	0.14748	5.856e+02	0.408	0.422	GO:0019722
6	88	72	0.7	0.45826	1.287e+03	0.332	0.433	GO:0042384
7	38	29	0.6844	0.44927	3.068e+02	0.281	0.439	GO:0030593
8	61	44	0.67952	0.27501	9.009e+02	0.157	0.505	GO:0051928
9	89	56	0.64256	0.35214	2.404e+03	0.05	0.548	GO:2001236
10	20	13	0.4448	0.26567	1.199e+02	0.306	0.318	GO:0007140
11	23	17	0.42449	0.27735	1.239e+02	0.213	0.525	GO:0048484
12	21	16	0.39483	0.31874	9.596e+01	0.199	0.469	GO:0032925
13	144	96	0.3	0.45826	5.765e+03	0.16	0.48	GO:0010927
14	21	13	0.21034	0.16064	1.409e+02	0.15	0.426	GO:0071804
15	46	26	0.19502	0.25179	7.300e+02	0.083	0.417	GO:0006369
16	49	35	0.1619	0.33098	5.954e+02	0.218	0.464	GO:0097530
