Creation Time:	2022-12-29 19:07:10

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_12.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	1056148318

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4804
Proportion perturbed genes:	0.410457963089542

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8225.98575477174 +- 4.730174111581225

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	26	24	1.0	0.0	5.199e+01	0.484	0.378	GO:0007212
2	70	56	1.0	0.0	8.891e+02	0.303	0.462	GO:0032649
3	63	47	1.0	0.0	8.880e+02	0.216	0.469	GO:0045638
4	50	38	0.9799	0.03085	5.345e+02	0.152	0.562	GO:0008630
5	46	26	0.77999	0.26495	7.300e+02	0.043	0.39	GO:0043604
6	45	26	0.70166	0.36429	6.841e+02	0.128	0.413	GO:0022600
7	69	51	0.69005	0.40279	1.089e+03	0.219	0.459	GO:0042102
8	46	29	0.54897	0.31987	6.462e+02	0.127	0.417	GO:0031341
9	34	28	0.53756	0.45399	1.899e+02	0.374	0.397	GO:0006695
10	165	130	0.50228	0.40217	5.168e+03	0.294	0.434	GO:1901991
11	60	28	0.49244	0.2923	1.428e+03	0.021	0.329	GO:0033013
12	169	133	0.48855	0.41545	5.441e+03	0.29	0.434	GO:1901988
13	54	35	0.4827	0.3104	8.548e+02	0.08	0.528	GO:0009988
14	38	31	0.46774	0.47383	2.459e+02	0.37	0.376	GO:0006754
15	114	55	0.45881	0.42386	5.003e+03	0.004	0.411	GO:0006184
16	24	13	0.44378	0.31485	2.098e+02	0.082	0.25	GO:0070098
17	22	15	0.44268	0.2486	1.339e+02	0.214	0.47	GO:0006400
18	62	40	0.32756	0.44755	1.132e+03	0.201	0.386	GO:0009127
19	40	31	0.32122	0.38887	3.248e+02	0.323	0.418	GO:0016126
20	31	18	0.29265	0.28372	3.257e+02	0.123	0.442	GO:0045103
21	100	71	0.25362	0.2291	2.490e+03	0.217	0.413	GO:0042770
22	101	66	0.23549	0.35507	2.934e+03	0.118	0.481	GO:0032946
23	40	25	0.2072	0.24241	4.955e+02	0.137	0.403	GO:0031343
24	31	16	0.19227	0.11319	3.606e+02	0.0	0.377	GO:0052646
25	117	56	0.17172	0.22563	5.296e+03	0.006	0.412	GO:1901069
26	20	12	0.15486	0.28357	1.329e+02	0.175	0.326	GO:0050892
27	39	22	0.1507	0.21173	5.274e+02	0.096	0.385	GO:0030004
28	25	16	0.14631	0.24965	1.899e+02	0.121	0.403	GO:0043043
29	36	24	0.14121	0.15947	3.667e+02	0.078	0.509	GO:0007339
30	31	18	0.11314	0.12961	3.257e+02	0.092	0.366	GO:0030641
31	59	36	0.10391	0.29612	1.103e+03	0.139	0.374	GO:0015992
32	107	57	0.1	0.3	4.112e+03	0.042	0.435	GO:0008203
33	32	20	0.09444	0.07929	3.187e+02	0.056	0.499	GO:0009948
34	112	58	0.08241	0.14911	4.602e+03	0.029	0.434	GO:0042692
35	30	17	0.07797	0.10598	3.127e+02	0.106	0.451	GO:0045104
36	52	36	0.07571	0.22401	7.122e+02	0.174	0.423	GO:0009145
37	47	25	0.06648	0.19526	8.028e+02	-0.021	0.439	GO:0006096
38	100	65	0.06076	0.11294	2.899e+03	0.117	0.476	GO:0050671
39	43	27	0.05465	0.08591	5.683e+02	0.116	0.441	GO:0001910
40	52	30	0.0536	0.11424	9.126e+02	0.027	0.472	GO:2001237
41	129	60	0.04963	0.1489	6.551e+03	-0.039	0.433	GO:0046039
42	22	12	0.04958	0.14211	1.759e+02	0.083	0.431	GO:0033344
43	27	17	0.04852	0.10065	2.258e+02	0.155	0.415	GO:0001914
44	35	21	0.04755	0.04871	3.996e+02	0.102	0.466	GO:0030800
45	54	29	0.04752	0.10577	1.049e+03	0.031	0.488	GO:0001649
46	43	24	0.042	0.05577	6.461e+02	0.089	0.462	GO:0045980
47	120	63	0.04146	0.12438	5.225e+03	0.024	0.448	GO:0016125
48	92	54	0.04098	0.12293	2.787e+03	0.022	0.473	GO:0030595
49	61	28	0.03799	0.08375	1.492e+03	-0.011	0.415	GO:0009451
50	25	13	0.03471	0.03638	2.348e+02	0.048	0.423	GO:0006501
51	22	12	0.03311	0.03841	1.759e+02	0.125	0.331	GO:0043330
52	23	14	0.03266	0.06669	1.719e+02	0.084	0.455	GO:0007062
53	20	11	0.0312	0.04267	1.449e+02	0.012	0.425	GO:0060045
54	29	15	0.0308	0.06149	3.157e+02	0.108	0.38	GO:0042743
55	24	12	0.02897	0.05332	2.228e+02	-0.059	0.455	GO:0003179
56	39	19	0.02829	0.06038	5.912e+02	0.077	0.32	GO:0006778
57	22	12	0.02818	0.02873	1.759e+02	0.12	0.384	GO:0002090
58	26	17	0.02779	0.03187	1.989e+02	0.098	0.525	GO:0009954
59	92	45	0.02608	0.07823	3.236e+03	0.003	0.426	GO:0006518
60	51	35	0.02523	0.0757	6.962e+02	0.175	0.41	GO:0009206
61	26	16	0.0235	0.02324	2.158e+02	0.073	0.479	GO:0051602
62	30	15	0.02239	0.02858	3.456e+02	0.041	0.416	GO:0018410
63	38	22	0.02083	0.02558	4.884e+02	0.067	0.49	GO:0007595
64	70	40	0.02034	0.03136	1.663e+03	0.008	0.465	GO:0097529
65	23	13	0.0197	0.0291	1.859e+02	0.031	0.51	GO:0006071
66	24	12	0.01928	0.02619	2.228e+02	0.005	0.379	GO:0006658
67	29	16	0.019	0.02557	2.997e+02	0.054	0.374	GO:0051453
68	138	64	0.01879	0.0477	7.506e+03	-0.037	0.431	GO:1901068
69	46	23	0.01711	0.05132	8.047e+02	-0.028	0.516	GO:0007266
70	27	16	0.01685	0.01902	2.428e+02	0.062	0.519	GO:0032570
71	31	14	0.01679	0.03662	3.955e+02	0.037	0.328	GO:0033014
72	34	20	0.01671	0.02084	3.856e+02	0.098	0.453	GO:0030815
73	45	21	0.01658	0.02423	8.077e+02	-0.028	0.43	GO:0000096
74	25	19	0.01656	0.03866	1.359e+02	0.24	0.475	GO:0045058
75	23	14	0.01643	0.01769	1.719e+02	0.092	0.455	GO:0032504
76	33	17	0.01638	0.02938	4.085e+02	-0.0	0.459	GO:0048387
77	28	17	0.01536	0.02233	2.538e+02	0.081	0.501	GO:0060674
78	20	13	0.01496	0.03829	1.199e+02	0.129	0.506	GO:0048477
79	58	38	0.01463	0.0439	9.696e+02	0.134	0.435	GO:0002821
80	25	13	0.01438	0.0318	2.348e+02	-0.015	0.51	GO:0019400
81	74	42	0.0141	0.02035	1.869e+03	0.075	0.49	GO:0032481
82	150	92	0.01376	0.04128	7.020e+03	0.082	0.5	GO:0050670
83	20	12	0.01361	0.01632	1.329e+02	0.148	0.393	GO:0019724
84	59	29	0.01358	0.02716	1.334e+03	0.001	0.417	GO:0051149
85	30	13	0.01262	0.03095	3.806e+02	-0.077	0.378	GO:0032856
86	40	22	0.01261	0.01814	5.673e+02	-0.005	0.512	GO:0006383
87	80	38	0.01228	0.03208	2.499e+03	-0.028	0.477	GO:0001568
88	53	27	0.01226	0.0295	1.052e+03	0.002	0.473	GO:0002460
89	20	11	0.01178	0.03132	1.449e+02	0.088	0.364	GO:0045851
90	31	16	0.01166	0.01954	3.606e+02	-0.047	0.412	GO:0043666
91	28	15	0.01112	0.02609	2.867e+02	0.055	0.436	GO:0051702
92	20	10	0.01101	0.01691	1.559e+02	0.008	0.354	GO:2000779
93	25	13	0.011	0.01505	2.348e+02	-0.022	0.461	GO:0051155
94	199	146	0.01085	0.03254	9.136e+03	0.23	0.454	GO:1901990
95	41	20	0.01055	0.02465	6.521e+02	0.045	0.411	GO:0051492
96	20	11	0.0102	0.01947	1.449e+02	0.135	0.375	GO:0002825
97	42	24	0.01016	0.01602	6.032e+02	0.038	0.495	GO:0045861
98	36	18	0.00939	0.01393	4.954e+02	-0.033	0.439	GO:0021515
99	24	15	0.00895	0.02686	1.809e+02	0.159	0.423	GO:0001916
100	90	45	0.0085	0.01535	3.052e+03	0.01	0.466	GO:0007126
101	33	16	0.00846	0.02147	4.265e+02	0.009	0.447	GO:0009620
102	22	13	0.0084	0.01708	1.629e+02	0.075	0.426	GO:0001702
103	21	11	0.00785	0.01112	1.659e+02	-0.037	0.554	GO:0046320
104	24	11	0.007	0.01821	2.368e+02	-0.1	0.389	GO:0050922
105	28	17	0.00685	0.01527	2.538e+02	0.158	0.461	GO:0061418
106	60	30	0.00676	0.02027	1.363e+03	0.004	0.412	GO:0006968
107	23	13	0.00666	0.00912	1.859e+02	0.003	0.549	GO:0051180
108	20	13	0.00649	0.00766	1.199e+02	0.062	0.538	GO:0050685
109	51	22	0.00647	0.0115	1.088e+03	-0.007	0.359	GO:0051952
110	30	15	0.0064	0.01449	3.456e+02	0.028	0.456	GO:0048260
111	37	23	0.00618	0.01854	4.276e+02	0.125	0.43	GO:0001912
112	31	17	0.00612	0.01255	3.437e+02	0.023	0.494	GO:0015682
113	29	13	0.00585	0.00879	3.486e+02	-0.033	0.445	GO:0019370
114	46	23	0.00583	0.01236	8.047e+02	-0.034	0.466	GO:0055024
115	40	22	0.00582	0.01179	5.673e+02	0.068	0.475	GO:1900543
116	66	34	0.00573	0.01591	1.614e+03	0.037	0.413	GO:0002687
117	31	18	0.00565	0.01348	3.257e+02	0.086	0.488	GO:0030803
118	34	21	0.00526	0.01579	3.647e+02	0.019	0.561	GO:0030834
119	20	9	0.00511	0.01534	1.679e+02	-0.113	0.381	GO:0000381
120	48	24	0.00508	0.01057	8.756e+02	0.053	0.438	GO:0006749
121	20	10	0.00504	0.01087	1.559e+02	0.024	0.373	GO:0051954
122	23	14	0.00484	0.01065	1.719e+02	0.068	0.5	GO:1903313
123	22	11	0.00474	0.01022	1.879e+02	-0.059	0.495	GO:0006906
124	34	19	0.00458	0.00757	4.056e+02	0.012	0.48	GO:0000003
125	40	18	0.00456	0.0098	6.550e+02	-0.022	0.344	GO:0032890
126	21	11	0.00438	0.008	1.659e+02	0.005	0.447	GO:0042573
127	24	11	0.0043	0.01011	2.368e+02	-0.038	0.419	GO:0006506
128	35	18	0.00428	0.00924	4.595e+02	0.018	0.386	GO:0071377
129	58	28	0.00418	0.0095	1.305e+03	-0.019	0.43	GO:2000648
130	36	20	0.00412	0.008	4.565e+02	0.006	0.526	GO:0046631
131	20	13	0.004	0.00666	1.199e+02	0.106	0.431	GO:0007220
132	34	16	0.00385	0.00764	4.614e+02	0.011	0.396	GO:0042254
133	29	14	0.00372	0.0103	3.317e+02	0.056	0.307	GO:0050690
134	111	63	0.00368	0.01103	4.187e+03	0.013	0.518	GO:0002695
135	21	9	0.00362	0.00724	1.908e+02	-0.061	0.305	GO:0045446
136	35	30	0.00362	0.00711	1.659e+02	0.289	0.537	GO:0071174
137	46	28	0.00358	0.01026	6.751e+02	0.038	0.525	GO:0035036
138	37	23	0.00354	0.00804	4.276e+02	0.107	0.505	GO:0043618
139	34	19	0.00336	0.00641	4.056e+02	-0.01	0.48	GO:0055021
140	22	11	0.00336	0.00688	1.879e+02	-0.043	0.417	GO:0001961
