Creation Time:	2022-12-29 21:20:06

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_3.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	619296299

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4958
Proportion perturbed genes:	0.42361585782638417

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8193.196296883285 +- 3.8535582086258096

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	191	120	1.0	0.0	1.102e+04	0.167	0.396	GO:0010639
2	83	69	1.0	0.0	1.071e+03	0.356	0.436	GO:0017157
3	43	29	0.9789	0.04976	5.115e+02	0.2	0.403	GO:0048839
4	88	47	0.94602	0.16194	2.781e+03	0.041	0.4	GO:0006767
5	42	29	0.90442	0.28673	4.685e+02	0.314	0.285	GO:0031100
6	40	28	0.89663	0.17744	4.146e+02	0.136	0.463	GO:0006901
7	102	56	0.88751	0.20718	3.646e+03	0.051	0.449	GO:0007606
8	114	61	0.83569	0.30641	4.648e+03	0.077	0.419	GO:0031331
9	40	30	0.68996	0.3766	3.557e+02	0.215	0.47	GO:0006953
10	187	160	0.6854	0.45073	4.689e+03	0.432	0.368	GO:0043161
11	31	22	0.6474	0.35646	2.438e+02	0.274	0.43	GO:0015682
12	66	36	0.60554	0.4796	1.543e+03	0.075	0.379	GO:0042475
13	86	59	0.57208	0.39712	1.968e+03	0.196	0.466	GO:0032507
14	60	50	0.5691	0.47276	5.556e+02	0.306	0.495	GO:0006672
15	30	27	0.53944	0.43255	8.797e+01	0.471	0.397	GO:0045168
16	71	38	0.49434	0.37457	1.812e+03	0.093	0.367	GO:0018105
