Creation Time:	2022-12-29 21:11:12

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_2.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3856396336

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4808
Proportion perturbed genes:	0.4107997265892003

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3193548387096774
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-8274.640801372536 +- 9.706186344717247

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	40	37	1.0	0.0	1.180e+02	0.449	0.45	GO:0006383
2	77	61	1.0	0.0	1.112e+03	0.237	0.523	GO:0010821
3	58	46	1.0	0.0	6.304e+02	0.325	0.459	GO:0010955
4	52	38	1.0	0.0	6.373e+02	0.221	0.415	GO:0060688
5	50	38	0.98858	0.03426	5.345e+02	0.231	0.567	GO:0007498
6	58	43	0.93655	0.19036	7.652e+02	0.269	0.421	GO:0002526
7	20	15	0.71087	0.27034	9.096e+01	0.245	0.452	GO:0045736
8	75	45	0.70048	0.23365	1.812e+03	0.035	0.516	GO:0018958
9	66	54	0.67826	0.44856	7.263e+02	0.312	0.451	GO:0007043
10	26	23	0.59141	0.48334	7.598e+01	0.506	0.309	GO:0061098
11	21	13	0.53662	0.25918	1.409e+02	0.115	0.314	GO:0036230
12	22	14	0.49572	0.24976	1.489e+02	0.095	0.432	GO:0046688
13	47	33	0.40903	0.48317	5.674e+02	0.262	0.352	GO:0061097
14	49	29	0.36071	0.2577	7.899e+02	0.082	0.486	GO:0006626
15	89	47	0.35051	0.30324	2.870e+03	0.001	0.468	GO:0006814
16	35	19	0.34413	0.28194	4.405e+02	0.088	0.392	GO:0002762
17	36	19	0.25474	0.29749	4.764e+02	0.039	0.39	GO:0030433
18	31	20	0.25133	0.25491	2.868e+02	0.224	0.432	GO:0030901
19	20	14	0.2245	0.15885	1.059e+02	0.274	0.365	GO:0030902
20	146	86	0.20427	0.39806	6.963e+03	0.071	0.484	GO:0034329
21	88	51	0.19063	0.23749	2.584e+03	0.064	0.484	GO:0001959
22	94	56	0.17109	0.16125	2.863e+03	0.069	0.495	GO:0060759
23	26	14	0.16803	0.1753	2.468e+02	0.083	0.392	GO:0035384
24	38	20	0.16404	0.1724	5.313e+02	0.002	0.408	GO:0046365
25	32	23	0.13349	0.13519	2.528e+02	0.204	0.444	GO:0032722
26	52	34	0.13013	0.11422	7.830e+02	0.11	0.488	GO:0032642
27	21	15	0.1149	0.10657	1.119e+02	0.235	0.399	GO:0035813
28	27	16	0.11393	0.15552	2.428e+02	0.126	0.405	GO:0021549
29	148	92	0.1	0.3	6.723e+03	0.104	0.477	GO:0045216
30	37	23	0.09762	0.11498	4.276e+02	0.128	0.484	GO:0060338
31	66	36	0.09428	0.09758	1.543e+03	0.016	0.477	GO:0006304
32	114	53	0.08784	0.13867	5.125e+03	-0.035	0.41	GO:0055076
33	38	23	0.08754	0.12326	4.655e+02	0.076	0.506	GO:0050911
34	20	10	0.0808	0.06927	1.559e+02	0.07	0.321	GO:0008210
35	28	17	0.07859	0.09076	2.538e+02	0.126	0.395	GO:0043114
36	32	20	0.07344	0.12388	3.187e+02	0.136	0.439	GO:0050732
37	51	30	0.0731	0.10085	8.607e+02	0.071	0.502	GO:0072655
38	29	16	0.07288	0.07924	2.997e+02	0.054	0.398	GO:0046513
39	29	19	0.07029	0.05623	2.458e+02	0.128	0.46	GO:0050853
40	22	14	0.06775	0.06435	1.489e+02	0.209	0.397	GO:0018200
41	40	31	0.06404	0.19016	3.248e+02	0.313	0.406	GO:0006953
42	37	20	0.05916	0.06822	4.934e+02	0.061	0.433	GO:0006305
43	58	32	0.05892	0.11594	1.182e+03	0.097	0.468	GO:2000648
44	41	23	0.05382	0.06588	5.853e+02	0.076	0.477	GO:0051588
45	37	18	0.05284	0.07375	5.333e+02	-0.035	0.418	GO:0007292
46	20	14	0.05214	0.05215	1.059e+02	0.137	0.522	GO:0051962
47	38	18	0.04635	0.07336	5.722e+02	0.041	0.35	GO:0070936
48	61	35	0.03746	0.08398	1.260e+03	0.0	0.499	GO:0051705
49	138	67	0.03736	0.09208	7.286e+03	0.004	0.477	GO:0034728
50	40	19	0.03661	0.04294	6.321e+02	-0.03	0.413	GO:0016126
51	23	14	0.03599	0.04914	1.719e+02	0.106	0.358	GO:0021533
52	35	17	0.0352	0.06313	4.784e+02	0.084	0.336	GO:0050848
53	30	15	0.03422	0.04113	3.456e+02	-0.01	0.442	GO:0008038
54	42	26	0.03355	0.03737	5.524e+02	0.113	0.437	GO:0045428
55	30	15	0.03277	0.05606	3.456e+02	0.058	0.414	GO:0048485
56	23	15	0.03152	0.02733	1.569e+02	0.176	0.399	GO:0044062
57	31	19	0.03094	0.02928	3.067e+02	0.091	0.484	GO:0048663
58	37	21	0.02983	0.0448	4.725e+02	0.112	0.429	GO:0061351
59	26	15	0.02922	0.03394	2.318e+02	0.146	0.37	GO:2000243
60	29	16	0.02844	0.03743	2.997e+02	-0.041	0.425	GO:0002275
61	31	16	0.02806	0.03785	3.606e+02	0.118	0.36	GO:0035065
62	20	12	0.02756	0.03413	1.329e+02	0.155	0.38	GO:0030104
63	43	22	0.02729	0.05284	6.930e+02	0.082	0.394	GO:0043966
64	22	14	0.02696	0.04132	1.489e+02	0.032	0.54	GO:0033032
65	20	10	0.02678	0.04338	1.559e+02	-0.008	0.376	GO:0048477
66	22	11	0.02534	0.02737	1.879e+02	0.015	0.364	GO:0051293
67	31	17	0.02508	0.03704	3.437e+02	0.095	0.428	GO:0030318
68	33	21	0.02499	0.03384	3.307e+02	0.134	0.45	GO:0032648
69	57	30	0.02484	0.06033	1.187e+03	0.026	0.46	GO:0002065
70	21	13	0.02457	0.05451	1.409e+02	0.176	0.378	GO:0032925
71	41	27	0.02416	0.03018	4.835e+02	0.137	0.514	GO:0010464
72	28	20	0.02393	0.04578	1.969e+02	0.183	0.467	GO:0051145
73	24	17	0.02328	0.02058	1.479e+02	0.124	0.55	GO:0033003
74	20	12	0.02307	0.02621	1.329e+02	0.13	0.398	GO:2000677
75	32	17	0.02226	0.0374	3.756e+02	0.025	0.499	GO:0007528
76	34	17	0.02184	0.03399	4.425e+02	-0.005	0.412	GO:0006695
77	29	17	0.02091	0.03331	2.828e+02	0.054	0.418	GO:0050690
78	20	14	0.02053	0.02106	1.059e+02	0.263	0.397	GO:0001782
79	49	26	0.02034	0.02979	8.736e+02	-0.033	0.491	GO:0000724
80	22	11	0.01917	0.03379	1.879e+02	-0.008	0.364	GO:0042430
81	20	12	0.019	0.02679	1.329e+02	0.169	0.471	GO:0051954
82	25	16	0.01816	0.03388	1.899e+02	0.157	0.426	GO:0010543
83	176	100	0.01747	0.05242	1.047e+04	0.05	0.488	GO:0034330
84	21	10	0.01714	0.02647	1.779e+02	-0.022	0.347	GO:0046834
85	23	14	0.01709	0.02901	1.719e+02	0.168	0.383	GO:0000060
86	23	15	0.0167	0.02384	1.569e+02	0.196	0.395	GO:2000191
87	36	23	0.01616	0.01744	3.906e+02	0.13	0.491	GO:0002053
88	22	15	0.0159	0.01625	1.339e+02	0.108	0.53	GO:0044089
89	27	13	0.01588	0.02578	2.887e+02	-0.024	0.335	GO:0046209
90	20	12	0.01485	0.01977	1.329e+02	0.102	0.432	GO:0060479
91	67	35	0.01445	0.02776	1.645e+03	0.059	0.404	GO:1902106
92	43	25	0.01414	0.03327	6.212e+02	0.088	0.523	GO:0007270
93	20	9	0.01348	0.01369	1.679e+02	0.019	0.302	GO:0046949
94	26	15	0.01346	0.02604	2.318e+02	0.079	0.458	GO:0002286
95	30	20	0.01346	0.01786	2.558e+02	0.15	0.435	GO:0045429
96	63	35	0.01303	0.01599	1.384e+03	0.081	0.412	GO:0042058
97	40	18	0.01291	0.01826	6.550e+02	0.004	0.385	GO:0044273
98	22	14	0.01248	0.01525	1.489e+02	0.1	0.514	GO:0051181
99	58	34	0.01248	0.03461	1.115e+03	0.14	0.448	GO:0001816
100	21	13	0.01243	0.01812	1.409e+02	0.124	0.451	GO:0033081
101	29	17	0.0122	0.02332	2.828e+02	0.053	0.519	GO:0043486
102	22	11	0.01131	0.02633	1.879e+02	0.036	0.385	GO:0033344
103	28	16	0.01123	0.02632	2.708e+02	-0.021	0.435	GO:0031663
104	24	11	0.0112	0.01949	2.368e+02	0.111	0.268	GO:0050850
105	62	36	0.01107	0.02845	1.286e+03	0.075	0.444	GO:0003014
106	28	14	0.01088	0.0181	3.017e+02	0.028	0.421	GO:0044743
107	33	20	0.01059	0.01413	3.517e+02	0.061	0.553	GO:0051963
108	112	55	0.01045	0.02783	4.773e+03	-0.007	0.471	GO:0040029
109	72	43	0.01039	0.02681	1.680e+03	0.109	0.445	GO:0050673
110	20	10	0.00964	0.01664	1.559e+02	0.012	0.347	GO:0046854
111	25	15	0.00961	0.02147	2.058e+02	0.124	0.37	GO:0045058
112	35	20	0.0096	0.01806	4.206e+02	0.135	0.411	GO:0002712
113	23	14	0.00921	0.02208	1.719e+02	0.026	0.499	GO:0019098
114	32	17	0.0091	0.01019	3.756e+02	0.09	0.428	GO:0050931
115	21	11	0.00901	0.01526	1.659e+02	0.129	0.31	GO:0008045
116	23	16	0.00896	0.01378	1.409e+02	0.114	0.547	GO:0010771
117	23	16	0.0087	0.01046	1.409e+02	0.2	0.389	GO:0007176
118	26	16	0.00862	0.01334	2.158e+02	0.064	0.613	GO:0021955
119	23	14	0.00862	0.0122	1.719e+02	0.172	0.442	GO:0032892
120	119	61	0.00834	0.01596	5.230e+03	0.0	0.442	GO:0050851
121	34	19	0.00809	0.01481	4.056e+02	0.119	0.42	GO:0002889
122	20	12	0.00804	0.01981	1.329e+02	0.071	0.507	GO:0048857
123	28	15	0.0079	0.01326	2.867e+02	0.066	0.509	GO:0060348
124	50	27	0.00769	0.01439	8.966e+02	0.011	0.486	GO:0044728
125	77	42	0.00755	0.01173	2.096e+03	0.069	0.495	GO:0072091
126	46	23	0.00753	0.01835	8.047e+02	-0.035	0.397	GO:0042446
127	60	33	0.0074	0.01325	1.268e+03	0.077	0.415	GO:0042108
128	67	39	0.00681	0.01066	1.496e+03	0.068	0.488	GO:0001570
129	41	25	0.00681	0.01789	5.364e+02	0.072	0.48	GO:0050764
130	50	27	0.00669	0.01409	8.966e+02	-0.001	0.503	GO:0009267
131	89	43	0.0065	0.01312	3.055e+03	-0.042	0.43	GO:0046916
