Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	109	78	1.0	0.0	2.908e+03	0.218	0.461	GO:0016050
2	152	79	1.0	0.0	8.427e+03	0.031	0.436	GO:0022900
3	158	119	1.0	0.0	5.407e+03	0.211	0.516	GO:0090287
4	111	72	0.97717	0.06848	3.579e+03	0.114	0.501	GO:0045787
5	60	29	0.75064	0.31978	1.395e+03	-0.005	0.396	GO:0010976
6	151	73	0.67522	0.35239	8.739e+03	0.006	0.417	GO:0071824
7	169	127	0.65791	0.44798	6.219e+03	0.295	0.406	GO:0046822
8	47	28	0.65064	0.395	7.220e+02	0.111	0.432	GO:1901880
9	160	83	0.64903	0.38981	9.346e+03	0.052	0.385	GO:0007507
10	42	25	0.58496	0.30499	5.783e+02	0.132	0.498	GO:0031100
11	24	16	0.53771	0.27989	1.649e+02	0.277	0.344	GO:0032228
12	190	135	0.52138	0.44888	8.931e+03	0.226	0.439	GO:0007173
13	83	48	0.51708	0.34211	2.305e+03	0.073	0.433	GO:0006353
14	191	136	0.4791	0.44942	8.985e+03	0.226	0.44	GO:0038127
15	43	29	0.46124	0.4542	5.115e+02	0.15	0.482	GO:0045682
16	77	41	0.38436	0.39642	2.138e+03	0.098	0.413	GO:0021953
17	23	14	0.36521	0.37185	1.719e+02	0.227	0.373	GO:0021533
18	138	65	0.32223	0.34947	7.431e+03	0.009	0.402	GO:0034728
19	66	42	0.31971	0.2726	1.307e+03	0.12	0.538	GO:2000117
20	74	49	0.31276	0.29393	1.548e+03	0.145	0.486	GO:0006289
21	91	48	0.26236	0.39446	3.002e+03	0.015	0.412	GO:0030856
22	94	52	0.26227	0.28081	3.079e+03	0.027	0.524	GO:0035023
23	50	29	0.26062	0.347	8.397e+02	0.085	0.45	GO:0043242
24	30	21	0.25133	0.39058	2.348e+02	0.187	0.452	GO:0045604
25	47	36	0.21092	0.26821	4.626e+02	0.249	0.509	GO:0006283
26	75	48	0.20972	0.15244	1.672e+03	0.106	0.482	GO:0002479
27	29	18	0.20856	0.11633	2.648e+02	0.132	0.405	GO:0017156
28	126	72	0.19406	0.19274	5.354e+03	0.101	0.408	GO:0050731
29	25	20	0.1764	0.32655	1.160e+02	0.33	0.412	GO:0006360
30	89	43	0.1743	0.20443	3.054e+03	0.042	0.4	GO:0018394
31	96	49	0.1741	0.28228	3.421e+03	0.022	0.432	GO:0043279
32	91	41	0.15438	0.10869	3.340e+03	-0.046	0.411	GO:0034754
33	136	106	0.15218	0.31029	3.638e+03	0.328	0.406	GO:0042306
34	136	71	0.1433	0.17752	6.731e+03	0.056	0.463	GO:2000146
35	35	21	0.13595	0.10238	3.996e+02	0.107	0.461	GO:0017144
36	79	50	0.12758	0.15263	1.882e+03	0.092	0.491	GO:0042590
37	64	34	0.12694	0.10405	1.483e+03	-0.009	0.483	GO:0007586
38	142	71	0.1244	0.29785	7.562e+03	0.0	0.457	GO:0031346
39	56	35	0.11722	0.11716	9.655e+02	0.013	0.542	GO:0007272
40	104	49	0.11479	0.14479	4.232e+03	0.024	0.4	GO:0006473
41	32	19	0.1134	0.13234	3.387e+02	0.076	0.431	GO:0048706
42	41	24	0.11157	0.10627	5.613e+02	0.08	0.48	GO:0019748
43	175	92	0.10384	0.18957	1.106e+04	0.015	0.475	GO:0033673
44	118	64	0.10314	0.13149	4.924e+03	0.081	0.392	GO:0007219
45	141	74	0.10184	0.12778	7.204e+03	0.052	0.468	GO:0051271
46	140	107	0.10121	0.29961	4.083e+03	0.306	0.409	GO:1900180
47	185	130	0.0917	0.2751	8.657e+03	0.24	0.402	GO:0033157
48	58	34	0.08813	0.06313	1.115e+03	0.113	0.436	GO:0050715
49	53	27	0.08488	0.09119	1.052e+03	0.009	0.418	GO:0071300
50	25	20	0.08426	0.07327	1.160e+02	0.209	0.524	GO:0010226
51	63	40	0.08278	0.09062	1.195e+03	0.116	0.539	GO:0043154
52	87	42	0.08105	0.09561	2.921e+03	0.037	0.406	GO:0018393
53	29	16	0.08037	0.09222	2.997e+02	0.113	0.402	GO:0002275
54	21	14	0.07712	0.10265	1.269e+02	0.174	0.399	GO:0021522
55	88	45	0.07702	0.09125	2.874e+03	0.043	0.432	GO:0044259
56	30	17	0.07562	0.07983	3.127e+02	0.072	0.44	GO:0007040
57	175	82	0.07515	0.14391	1.196e+04	-0.017	0.434	GO:0000377
58	40	19	0.07477	0.13947	6.321e+02	0.001	0.377	GO:0032890
59	84	47	0.06734	0.17568	2.437e+03	0.036	0.527	GO:0031099
60	24	19	0.06614	0.12402	1.110e+02	0.34	0.387	GO:0006361
61	88	50	0.0629	0.0676	2.635e+03	0.03	0.478	GO:0015850
62	101	63	0.06188	0.14607	3.128e+03	0.091	0.491	GO:0002474
63	137	68	0.05781	0.11006	7.076e+03	-0.012	0.449	GO:0007584
64	57	31	0.0552	0.12812	1.156e+03	0.056	0.446	GO:1901879
65	22	18	0.05448	0.06172	8.297e+01	0.243	0.605	GO:0006297
66	21	14	0.05288	0.05836	1.269e+02	0.162	0.406	GO:0019915
67	65	43	0.05254	0.07301	1.198e+03	0.136	0.515	GO:0034146
68	31	19	0.04938	0.08149	3.067e+02	0.025	0.496	GO:0035094
69	72	46	0.04924	0.06874	1.545e+03	0.153	0.447	GO:2000736
70	26	15	0.0486	0.06636	2.318e+02	0.099	0.416	GO:0051350
71	78	37	0.04724	0.10163	2.378e+03	-0.022	0.416	GO:0007623
72	68	35	0.04702	0.05899	1.713e+03	0.091	0.392	GO:0045666
73	41	23	0.04643	0.07272	5.852e+02	0.073	0.477	GO:0043967
74	22	11	0.04426	0.06475	1.878e+02	0.042	0.349	GO:0032862
75	58	34	0.04392	0.05882	1.115e+03	0.015	0.534	GO:2000648
76	94	49	0.04218	0.05328	3.231e+03	-0.001	0.479	GO:0007163
77	53	34	0.04194	0.05875	8.358e+02	0.022	0.557	GO:0042552
78	109	60	0.04156	0.07066	4.152e+03	0.06	0.477	GO:0043409
79	93	44	0.04152	0.08966	3.380e+03	0.016	0.419	GO:0006475
80	164	85	0.04034	0.09727	9.823e+03	0.012	0.473	GO:0006469
81	99	51	0.04018	0.04225	3.613e+03	0.028	0.441	GO:0051168
82	97	56	0.03873	0.0412	3.149e+03	0.092	0.467	GO:0071901
83	40	22	0.03836	0.03444	5.673e+02	0.076	0.437	GO:1900543
84	157	77	0.03827	0.1148	9.355e+03	0.022	0.464	GO:0040013
85	85	46	0.03822	0.08003	2.568e+03	0.069	0.438	GO:0036294
86	27	15	0.03771	0.04413	2.588e+02	0.044	0.482	GO:0006505
87	26	17	0.03708	0.05217	1.989e+02	0.193	0.461	GO:0034504
88	43	20	0.03546	0.06503	7.398e+02	0.048	0.355	GO:0043966
89	27	13	0.0353	0.05006	2.887e+02	0.043	0.391	GO:0010508
90	47	26	0.03508	0.10264	7.768e+02	0.117	0.366	GO:0061097
91	41	25	0.03493	0.05746	5.364e+02	0.086	0.46	GO:0008542
92	71	35	0.03485	0.04549	1.923e+03	0.012	0.424	GO:0006405
93	133	69	0.03428	0.06963	6.469e+03	0.049	0.469	GO:0030336
94	22	9	0.03416	0.03863	2.148e+02	-0.054	0.343	GO:0017145
95	37	22	0.03385	0.05382	4.505e+02	0.213	0.319	GO:0032651
96	41	25	0.03358	0.04704	5.364e+02	0.212	0.351	GO:0032652
97	30	14	0.0329	0.03285	3.626e+02	-0.001	0.403	GO:0032856
98	39	23	0.03264	0.05849	5.044e+02	0.097	0.481	GO:0035690
99	182	85	0.03206	0.09264	1.296e+04	-0.022	0.434	GO:0000375
100	21	14	0.0311	0.08337	1.269e+02	0.146	0.37	GO:0071385
101	40	28	0.02785	0.04881	4.146e+02	0.271	0.402	GO:0010717
102	94	47	0.0274	0.03748	3.327e+03	0.024	0.429	GO:0044236
103	26	16	0.02714	0.03794	2.158e+02	0.179	0.311	GO:0061098
104	26	20	0.02702	0.03145	1.419e+02	0.167	0.623	GO:0006739
105	84	40	0.02618	0.03604	2.749e+03	0.039	0.401	GO:0016573
106	31	17	0.02367	0.05131	3.437e+02	0.087	0.421	GO:0030803
107	66	30	0.0236	0.03949	1.755e+03	-0.03	0.433	GO:0010506
108	77	43	0.02354	0.03631	2.053e+03	0.06	0.49	GO:0002274
109	69	41	0.02328	0.03049	1.552e+03	0.06	0.498	GO:0072395
110	26	18	0.02307	0.05294	1.809e+02	0.215	0.396	GO:0046825
111	26	19	0.02139	0.02665	1.619e+02	0.238	0.509	GO:0097028
112	36	21	0.02104	0.05452	4.355e+02	0.129	0.373	GO:0021515
113	26	16	0.02078	0.03586	2.158e+02	0.136	0.422	GO:0051602
114	21	9	0.02045	0.02182	1.908e+02	0.023	0.279	GO:0046135
115	22	17	0.02028	0.03417	1.010e+02	0.183	0.591	GO:0032201
116	46	28	0.01988	0.02191	6.751e+02	0.079	0.476	GO:0007632
117	43	26	0.01978	0.02737	5.953e+02	0.085	0.476	GO:0048839
118	84	63	0.01968	0.03892	1.553e+03	0.314	0.401	GO:0032387
119	67	43	0.01935	0.04087	1.331e+03	0.069	0.532	GO:1902106
120	120	61	0.01791	0.03839	5.349e+03	0.025	0.464	GO:0031175
121	21	12	0.01736	0.0167	1.539e+02	0.024	0.554	GO:0043299
122	92	51	0.0172	0.02465	2.945e+03	0.063	0.453	GO:0071453
123	69	39	0.01705	0.02325	1.633e+03	0.056	0.442	GO:0042102
124	32	14	0.01673	0.03176	4.295e+02	0.021	0.349	GO:0033628
125	24	17	0.01591	0.0182	1.479e+02	0.302	0.362	GO:0006890
126	44	31	0.01571	0.02248	4.945e+02	0.157	0.511	GO:0035872
127	27	17	0.0157	0.03343	2.258e+02	0.1	0.483	GO:1903018
128	35	19	0.0154	0.02224	4.405e+02	0.069	0.42	GO:0030800
129	27	15	0.01521	0.02052	2.588e+02	0.115	0.341	GO:0048738
130	20	15	0.01512	0.02043	9.096e+01	0.222	0.522	GO:2000108
131	82	42	0.01432	0.02354	2.494e+03	0.049	0.426	GO:0032963
132	34	24	0.014	0.0414	2.958e+02	0.161	0.488	GO:0045840
133	22	13	0.01366	0.02889	1.629e+02	0.054	0.481	GO:0060071
134	33	18	0.01329	0.0245	3.906e+02	0.073	0.442	GO:0030809
135	51	26	0.01324	0.01828	9.743e+02	0.031	0.394	GO:0051952
136	46	23	0.01294	0.02025	8.047e+02	-0.03	0.437	GO:0030010
137	38	19	0.01274	0.01956	5.513e+02	-0.003	0.436	GO:0008156
138	130	72	0.0127	0.02811	5.865e+03	0.039	0.515	GO:0010951
139	41	23	0.01258	0.02207	5.852e+02	0.04	0.479	GO:0010464
140	23	17	0.01251	0.01714	1.239e+02	0.086	0.675	GO:0000060
141	35	18	0.01241	0.01925	4.594e+02	0.025	0.468	GO:0034308
142	50	28	0.01228	0.02975	8.686e+02	0.047	0.462	GO:0010830
143	34	20	0.01209	0.02912	3.856e+02	0.113	0.431	GO:0030834
144	53	27	0.01205	0.02334	1.052e+03	0.04	0.47	GO:0060359
145	22	12	0.01196	0.01946	1.759e+02	0.099	0.402	GO:1901532
146	24	18	0.01186	0.0164	1.299e+02	0.162	0.528	GO:0010712
147	25	14	0.01183	0.01347	2.208e+02	0.083	0.415	GO:0031280
148	96	50	0.01182	0.01977	3.371e+03	-0.005	0.487	GO:0032526
149	85	45	0.01174	0.033	2.614e+03	0.052	0.404	GO:0006354
150	89	47	0.0114	0.02445	2.870e+03	0.061	0.407	GO:0050707
151	28	15	0.01135	0.017	2.867e+02	0.029	0.4	GO:0006309
152	29	18	0.011	0.02175	2.648e+02	0.147	0.417	GO:0030835
153	30	20	0.01089	0.02563	2.558e+02	0.299	0.345	GO:0006370
154	60	35	0.01082	0.02144	1.199e+03	0.049	0.484	GO:0008306
155	20	10	0.01081	0.01502	1.559e+02	-0.019	0.4	GO:0001782
156	42	23	0.01054	0.01293	6.272e+02	0.1	0.438	GO:0043535
157	42	22	0.01022	0.01676	6.501e+02	0.046	0.357	GO:0035051
158	22	14	0.01018	0.02248	1.489e+02	0.08	0.52	GO:0090103
159	20	8	0.01002	0.01871	1.808e+02	-0.037	0.384	GO:0051962
160	50	29	0.00982	0.01516	8.397e+02	0.049	0.546	GO:0048489
161	25	16	0.00978	0.0212	1.899e+02	0.054	0.485	GO:0045058
162	28	12	0.00962	0.01299	3.346e+02	-0.034	0.342	GO:0031069
163	29	14	0.00955	0.01791	3.316e+02	-0.024	0.439	GO:0048747
164	88	45	0.00927	0.02472	2.874e+03	-0.059	0.485	GO:0000079
165	50	28	0.0092	0.0112	8.686e+02	0.076	0.406	GO:0008630
166	25	19	0.00906	0.01135	1.359e+02	0.242	0.543	GO:0031952
167	46	25	0.00897	0.01151	7.559e+02	0.055	0.377	GO:0042531
168	51	26	0.00889	0.01504	9.743e+02	-0.017	0.48	GO:0030888
169	23	12	0.00877	0.01137	1.988e+02	0.024	0.503	GO:0006706
170	43	24	0.00863	0.02054	6.461e+02	0.092	0.435	GO:0045980
171	57	29	0.00862	0.0208	1.217e+03	0.031	0.48	GO:0007254
172	24	14	0.00852	0.01722	1.959e+02	0.141	0.408	GO:0060343
173	26	19	0.00848	0.01571	1.619e+02	0.122	0.597	GO:0014910
174	27	20	0.00844	0.00988	1.689e+02	0.149	0.562	GO:0070423
175	24	11	0.00816	0.01848	2.368e+02	-0.062	0.465	GO:0042474
176	27	15	0.00795	0.00963	2.588e+02	0.017	0.37	GO:0042517
177	103	48	0.00793	0.02177	4.181e+03	-0.062	0.418	GO:0032320
178	45	26	0.0079	0.01964	6.841e+02	0.059	0.474	GO:0022600
179	23	13	0.00786	0.01002	1.859e+02	0.18	0.365	GO:0050927
180	23	17	0.00773	0.01466	1.239e+02	0.218	0.531	GO:0001990
181	23	13	0.00753	0.01048	1.859e+02	0.072	0.488	GO:0006071
182	24	13	0.0074	0.01259	2.098e+02	0.17	0.365	GO:0050926
183	31	20	0.00734	0.01432	2.868e+02	0.285	0.345	GO:0009452
184	26	17	0.00731	0.0125	1.989e+02	0.294	0.331	GO:0032732
185	65	36	0.00723	0.01493	1.477e+03	0.082	0.425	GO:0006368
186	41	28	0.00722	0.01155	4.556e+02	0.156	0.44	GO:0046637
187	23	15	0.00716	0.00991	1.569e+02	0.32	0.285	GO:0032731
188	21	12	0.00673	0.0103	1.539e+02	0.012	0.479	GO:0010165
189	33	16	0.00657	0.01288	4.265e+02	0.024	0.475	GO:0042220
190	23	16	0.00641	0.01243	1.409e+02	0.092	0.524	GO:0045581
191	36	21	0.0063	0.01348	4.355e+02	0.007	0.516	GO:0002053
192	30	16	0.00629	0.00971	3.297e+02	0.063	0.437	GO:0030818
193	68	40	0.00627	0.01003	1.524e+03	0.059	0.489	GO:0072401
194	22	13	0.00618	0.0078	1.629e+02	0.129	0.419	GO:2000401
195	22	9	0.00614	0.00914	2.148e+02	-0.031	0.396	GO:0044089
196	64	36	0.0061	0.01246	1.412e+03	0.015	0.505	GO:0001952
197	39	22	0.00607	0.01029	5.274e+02	0.05	0.467	GO:0002260
198	21	11	0.00604	0.01771	1.659e+02	0.017	0.443	GO:0046320
199	20	10	0.00596	0.01463	1.559e+02	0.037	0.383	GO:0045736
200	123	57	0.00588	0.01585	5.972e+03	-0.012	0.44	GO:0071229
201	161	88	0.00584	0.01088	9.081e+03	0.001	0.532	GO:0046578
202	125	58	0.00583	0.01242	6.162e+03	0.01	0.415	GO:0043543
