Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	40	33	1.0	0.0	2.599e+02	0.282	0.465	GO:0044273
2	51	33	0.91965	0.08653	7.650e+02	0.117	0.503	GO:0007200
3	110	75	0.80889	0.32043	3.248e+03	0.158	0.46	GO:0051384
4	52	27	0.78974	0.39497	9.993e+02	0.075	0.373	GO:0006888
5	20	17	0.73452	0.28069	5.798e+01	0.354	0.479	GO:0072337
6	58	50	0.7059	0.34829	4.367e+02	0.434	0.374	GO:0002705
7	107	86	0.70546	0.42037	2.035e+03	0.333	0.421	GO:0048469
8	104	67	0.66795	0.44723	3.175e+03	0.193	0.416	GO:0016049
9	130	67	0.55637	0.47098	6.212e+03	0.042	0.413	GO:0010951
10	104	64	0.51794	0.44157	3.372e+03	0.063	0.503	GO:0042455
11	161	115	0.49948	0.49948	6.351e+03	0.193	0.463	GO:0006958
12	75	53	0.47941	0.43253	1.418e+03	0.216	0.417	GO:0006200
13	174	119	0.46709	0.47554	8.055e+03	0.16	0.459	GO:0006956
14	32	23	0.46231	0.30691	2.528e+02	0.229	0.472	GO:0016445
15	65	29	0.44426	0.30954	1.723e+03	0.042	0.374	GO:0030816
16	133	68	0.44408	0.47057	6.538e+03	0.035	0.42	GO:0010466
17	137	96	0.29454	0.42037	4.784e+03	0.215	0.43	GO:0021700
18	89	56	0.23848	0.35123	2.404e+03	0.07	0.487	GO:0042451
19	49	38	0.23238	0.39532	4.846e+02	0.325	0.365	GO:0048588
20	83	56	0.22848	0.35642	1.887e+03	0.181	0.417	GO:0009125
21	80	55	0.22831	0.34814	1.698e+03	0.205	0.409	GO:0009158
22	23	13	0.20844	0.16309	1.859e+02	0.064	0.382	GO:0006270
23	47	28	0.19897	0.26021	7.220e+02	0.088	0.506	GO:0045670
24	34	18	0.19498	0.21304	4.245e+02	0.079	0.407	GO:0042254
25	116	77	0.19111	0.32043	3.774e+03	0.132	0.467	GO:0031960
26	24	18	0.18604	0.17814	1.299e+02	0.265	0.467	GO:0016447
27	23	16	0.17446	0.12985	1.409e+02	0.167	0.431	GO:0003254
28	22	14	0.16973	0.12135	1.489e+02	0.204	0.349	GO:0090103
29	23	12	0.16913	0.21731	1.988e+02	0.092	0.331	GO:0036152
30	75	35	0.14987	0.21108	2.224e+03	0.029	0.417	GO:0030801
31	51	37	0.14406	0.24655	6.233e+02	0.148	0.507	GO:0009206
32	55	44	0.13415	0.29945	5.505e+02	0.345	0.396	GO:0002824
33	43	24	0.12782	0.14264	6.461e+02	0.03	0.474	GO:0008015
