Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	39	36	1.0	0.0	1.150e+02	0.47	0.419	GO:0060411
2	29	21	0.99794	0.00617	2.049e+02	0.235	0.369	GO:0050805
3	73	52	0.93873	0.12465	1.322e+03	0.236	0.459	GO:0090305
4	133	77	0.87852	0.29276	5.887e+03	0.056	0.492	GO:0044703
5	74	43	0.87171	0.20615	1.826e+03	0.108	0.424	GO:0032481
6	87	51	0.77201	0.38981	2.497e+03	0.057	0.484	GO:1903046
7	49	30	0.77092	0.24885	7.600e+02	0.088	0.474	GO:0006998
8	52	25	0.70814	0.29526	1.054e+03	-0.02	0.377	GO:0015748
9	26	16	0.67446	0.22722	2.158e+02	0.197	0.397	GO:0016339
10	33	19	0.63836	0.29363	3.716e+02	0.088	0.399	GO:0042339
11	33	23	0.59677	0.28509	2.858e+02	0.207	0.445	GO:0043550
12	62	50	0.5735	0.43969	6.784e+02	0.355	0.413	GO:0032874
13	61	35	0.57104	0.43246	1.260e+03	0.097	0.412	GO:0010631
14	40	22	0.51943	0.33101	5.673e+02	0.02	0.406	GO:0048639
15	22	17	0.48994	0.21566	1.010e+02	0.33	0.362	GO:0010799
16	150	98	0.47405	0.47753	6.452e+03	0.173	0.407	GO:0050670
17	22	15	0.46724	0.15557	1.339e+02	0.13	0.451	GO:0018200
18	116	56	0.42169	0.38232	5.177e+03	0.017	0.416	GO:0007605
19	115	71	0.41801	0.32529	4.103e+03	0.093	0.497	GO:0048562
20	103	50	0.40989	0.39423	4.072e+03	-0.008	0.422	GO:0006414
21	106	75	0.35752	0.43727	2.816e+03	0.218	0.403	GO:0042129
22	118	58	0.31734	0.37231	5.292e+03	0.011	0.424	GO:0000184
23	63	35	0.29865	0.2947	1.384e+03	0.056	0.458	GO:0043484
24	49	28	0.2933	0.36708	8.188e+02	0.085	0.404	GO:0043542
25	119	57	0.28692	0.29106	5.475e+03	0.011	0.419	GO:0050954
26	63	51	0.27964	0.31242	6.904e+02	0.359	0.411	GO:0070304
27	128	65	0.26507	0.3135	6.087e+03	-0.016	0.499	GO:0071826
28	39	24	0.25571	0.22243	4.805e+02	0.074	0.46	GO:0071322
29	31	25	0.21977	0.39203	1.719e+02	0.24	0.535	GO:0070192
30	85	40	0.21598	0.29267	2.837e+03	-0.025	0.399	GO:0006415
31	69	35	0.21134	0.18541	1.782e+03	-0.0	0.441	GO:0060606
32	68	34	0.17741	0.26655	1.748e+03	-0.007	0.441	GO:0001843
33	28	16	0.16841	0.26259	2.708e+02	0.103	0.357	GO:0018146
