Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	151	126	1.0	0.0	3.470e+03	0.348	0.419	GO:0000082
2	154	106	1.0	0.0	6.244e+03	0.24	0.398	GO:0009896
3	23	18	0.87338	0.20658	1.060e+02	0.355	0.395	GO:0006692
4	21	18	0.83174	0.20125	6.098e+01	0.294	0.48	GO:0019915
5	25	21	0.79065	0.31768	9.497e+01	0.349	0.476	GO:0042771
6	78	40	0.69059	0.40234	2.256e+03	0.057	0.416	GO:0072527
7	108	67	0.64844	0.43841	3.599e+03	0.127	0.442	GO:0042113
8	154	90	0.58877	0.39486	7.807e+03	0.064	0.499	GO:0042445
9	86	58	0.58626	0.41149	2.027e+03	0.151	0.457	GO:0030326
10	62	29	0.45804	0.20489	1.522e+03	-0.011	0.359	GO:0030048
11	28	17	0.43562	0.29988	2.538e+02	0.102	0.44	GO:0009072
12	103	67	0.41403	0.41174	3.071e+03	0.108	0.469	GO:0035107
13	91	55	0.41178	0.39446	2.640e+03	0.116	0.447	GO:0034754
14	145	76	0.36909	0.35408	7.625e+03	0.009	0.479	GO:0006112
15	40	21	0.36176	0.32541	5.892e+02	0.028	0.419	GO:1900076
16	32	19	0.36141	0.25738	3.387e+02	0.068	0.451	GO:0030101
17	48	28	0.35692	0.25088	7.699e+02	0.133	0.424	GO:0033143
18	124	64	0.33837	0.37874	5.648e+03	0.036	0.397	GO:0044242
19	94	70	0.30546	0.41288	1.978e+03	0.247	0.436	GO:0044236
20	53	27	0.30508	0.40381	1.052e+03	0.071	0.367	GO:0006213
21	79	62	0.28794	0.32659	1.206e+03	0.291	0.437	GO:0044243
22	72	60	0.2658	0.31574	7.983e+02	0.329	0.436	GO:0030574
23	22	16	0.2476	0.10912	1.179e+02	0.213	0.429	GO:0090200
24	54	44	0.23214	0.35779	4.956e+02	0.287	0.5	GO:0002285
25	27	14	0.22068	0.1673	2.737e+02	0.005	0.357	GO:0019674
26	29	18	0.19475	0.17057	2.648e+02	0.129	0.4	GO:0022029
27	33	18	0.18742	0.22791	3.906e+02	0.103	0.427	GO:0065002
28	30	20	0.1826	0.11004	2.558e+02	0.108	0.538	GO:0048265
29	37	24	0.1812	0.319	4.036e+02	0.176	0.469	GO:0072332
30	23	12	0.1407	0.20343	1.988e+02	-0.003	0.384	GO:0072525
31	32	16	0.13047	0.1461	3.926e+02	0.029	0.385	GO:0046626
32	36	21	0.10488	0.11286	4.355e+02	0.02	0.49	GO:0006584
33	98	45	0.09467	0.07071	3.823e+03	-0.012	0.416	GO:0006813
34	60	38	0.09202	0.13684	1.088e+03	0.163	0.429	GO:0030183
35	28	27	0.09018	0.21706	2.900e+01	0.447	0.454	GO:0002312
36	75	38	0.08228	0.14073	2.105e+03	-0.037	0.508	GO:0018958
37	88	66	0.07998	0.20288	1.703e+03	0.24	0.442	GO:0044259
38	101	54	0.07938	0.13983	3.655e+03	0.067	0.444	GO:0032946
39	20	13	0.07809	0.08887	1.199e+02	0.114	0.473	GO:0021795
40	32	19	0.07283	0.08719	3.387e+02	0.105	0.426	GO:0021885
41	45	21	0.07064	0.08037	8.077e+02	-0.03	0.364	GO:0070252
42	26	15	0.06779	0.06808	2.318e+02	0.043	0.473	GO:0007212
43	45	22	0.06768	0.11814	7.828e+02	0.031	0.375	GO:0042044
44	82	63	0.06234	0.14973	1.386e+03	0.271	0.438	GO:0032963
45	90	39	0.06039	0.07591	3.347e+03	-0.071	0.377	GO:0001894
46	21	12	0.05952	0.08037	1.539e+02	0.065	0.393	GO:0034502
47	100	54	0.05927	0.11178	3.555e+03	0.069	0.444	GO:0050671
48	22	12	0.05865	0.05051	1.759e+02	0.149	0.372	GO:0034105
49	33	21	0.05712	0.07317	3.307e+02	0.166	0.433	GO:0090199
50	26	17	0.05092	0.04845	1.989e+02	0.103	0.449	GO:0002088
51	45	23	0.04825	0.07677	7.588e+02	-0.012	0.472	GO:0006120
52	40	20	0.04539	0.06166	6.102e+02	-0.009	0.424	GO:0055010
53	27	14	0.0444	0.05395	2.737e+02	0.054	0.4	GO:0045494
54	183	91	0.04207	0.08299	1.257e+04	-0.012	0.475	GO:0015980
55	74	40	0.0416	0.04148	1.951e+03	0.063	0.468	GO:0032481
56	21	13	0.0393	0.04094	1.409e+02	0.18	0.405	GO:0030239
57	34	18	0.03677	0.05089	4.245e+02	0.027	0.398	GO:0033865
58	83	42	0.03536	0.09057	2.577e+03	0.018	0.467	GO:0006353
59	40	21	0.0336	0.0635	5.892e+02	0.007	0.429	GO:0007159
60	105	57	0.03282	0.05318	3.900e+03	0.05	0.477	GO:0032479
61	62	28	0.03014	0.0456	1.556e+03	-0.023	0.397	GO:0032846
62	23	14	0.02992	0.03596	1.719e+02	0.153	0.34	GO:0009395
63	22	14	0.02764	0.0358	1.489e+02	0.139	0.45	GO:0042490
64	66	31	0.02744	0.07285	1.718e+03	0.014	0.425	GO:0007043
65	60	34	0.02605	0.05886	1.234e+03	0.059	0.425	GO:0002443
66	21	12	0.02593	0.03523	1.539e+02	0.055	0.426	GO:0033198
67	24	13	0.02575	0.04043	2.098e+02	0.041	0.406	GO:0046627
68	24	19	0.02426	0.07198	1.110e+02	0.3	0.464	GO:0016447
69	24	14	0.02355	0.03676	1.959e+02	0.028	0.454	GO:0001892
70	46	24	0.02169	0.02959	7.808e+02	0.02	0.478	GO:0006369
71	33	20	0.01905	0.02409	3.517e+02	0.151	0.474	GO:0009069
72	26	16	0.01905	0.01906	2.158e+02	0.18	0.391	GO:0046503
73	24	13	0.01893	0.02178	2.098e+02	0.112	0.351	GO:0000045
74	40	21	0.01807	0.02484	5.892e+02	0.055	0.39	GO:0001657
75	36	23	0.01801	0.01918	3.906e+02	0.15	0.431	GO:0046631
76	28	18	0.01794	0.02938	2.358e+02	0.102	0.498	GO:0046189
77	33	17	0.0171	0.02472	4.085e+02	0.074	0.38	GO:0048387
78	36	21	0.01641	0.02513	4.355e+02	0.051	0.5	GO:0043473
79	63	33	0.01602	0.02485	1.453e+03	-0.014	0.507	GO:0019395
80	72	40	0.01543	0.02941	1.805e+03	0.05	0.439	GO:0006308
81	52	25	0.0146	0.02481	1.054e+03	-0.002	0.401	GO:0055008
82	38	20	0.01384	0.01803	5.313e+02	0.089	0.37	GO:0048385
83	48	25	0.0137	0.03078	8.506e+02	-0.002	0.474	GO:0006073
84	39	18	0.01345	0.01637	6.131e+02	-0.019	0.378	GO:0030004
85	35	18	0.01329	0.02627	4.595e+02	0.005	0.455	GO:0071377
86	24	11	0.01298	0.02461	2.368e+02	0.048	0.37	GO:0006658
87	20	12	0.01225	0.0172	1.329e+02	0.046	0.476	GO:0046640
88	36	16	0.01218	0.01419	5.363e+02	-0.011	0.39	GO:0048024
89	31	16	0.0121	0.01532	3.606e+02	0.044	0.395	GO:0030073
90	20	11	0.01202	0.01552	1.449e+02	0.018	0.546	GO:0007031
91	28	16	0.0113	0.0152	2.708e+02	-0.011	0.492	GO:0045739
92	23	21	0.01129	0.02278	4.599e+01	0.251	0.617	GO:0006270
93	36	18	0.01102	0.01612	4.954e+02	-0.053	0.521	GO:0050999
94	68	34	0.01092	0.01798	1.748e+03	-0.012	0.443	GO:0001843
95	22	13	0.0109	0.02249	1.629e+02	0.033	0.427	GO:0001909
96	36	15	0.01054	0.02273	5.582e+02	-0.037	0.386	GO:0006040
97	22	13	0.00982	0.01902	1.629e+02	0.058	0.44	GO:0060968
98	32	18	0.00924	0.01389	3.576e+02	0.007	0.518	GO:0035601
99	29	18	0.00905	0.02226	2.648e+02	0.053	0.536	GO:0050853
100	56	28	0.00879	0.02023	1.189e+03	0.047	0.375	GO:0046651
101	28	14	0.00875	0.0178	3.017e+02	0.042	0.451	GO:0044743
102	50	30	0.00869	0.02608	8.098e+02	0.118	0.49	GO:0008630
103	32	21	0.00862	0.02585	2.978e+02	0.135	0.456	GO:0016445
104	31	17	0.00833	0.01244	3.437e+02	-0.004	0.461	GO:0030901
105	43	23	0.00825	0.00765	6.701e+02	-0.028	0.523	GO:0048839
106	21	12	0.00764	0.01519	1.539e+02	-0.04	0.515	GO:0006482
107	69	35	0.00749	0.01514	1.782e+03	-0.012	0.458	GO:0060606
108	35	21	0.00734	0.02119	3.996e+02	0.173	0.37	GO:0030890
109	51	28	0.00728	0.01295	9.195e+02	0.079	0.426	GO:0030888
110	58	35	0.00704	0.00878	1.080e+03	0.085	0.513	GO:0043467
111	24	13	0.0067	0.01034	2.098e+02	-0.023	0.479	GO:0070098
112	20	13	0.00667	0.01668	1.199e+02	0.052	0.549	GO:0048546
113	26	11	0.00664	0.00784	2.917e+02	0.01	0.402	GO:0032873
114	31	15	0.00663	0.00981	3.776e+02	0.036	0.344	GO:0070192
115	61	26	0.00644	0.01177	1.562e+03	-0.083	0.415	GO:0006733
116	30	19	0.00623	0.01307	2.758e+02	0.137	0.471	GO:0046632
117	21	16	0.0062	0.01256	9.596e+01	0.259	0.446	GO:0035710
118	22	13	0.00618	0.01422	1.629e+02	0.126	0.481	GO:0010718
119	26	14	0.00614	0.01398	2.468e+02	0.027	0.442	GO:0050710
120	31	14	0.00608	0.00831	3.955e+02	0.016	0.438	GO:0006206
121	23	14	0.00587	0.01079	1.719e+02	0.196	0.397	GO:0033146
