Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	175	155	1.0	0.0	3.306e+03	0.435	0.404	GO:0007420
2	29	25	1.0	0.0	1.110e+02	0.419	0.411	GO:0043588
3	31	25	1.0	0.0	1.719e+02	0.331	0.422	GO:0051004
4	165	121	0.99826	0.00521	6.295e+03	0.214	0.474	GO:0032103
5	61	41	0.97269	0.06508	1.030e+03	0.236	0.424	GO:2000377
6	128	76	0.94815	0.11308	5.312e+03	0.087	0.457	GO:0007015
7	47	37	0.81583	0.34875	4.257e+02	0.221	0.485	GO:1901880
8	120	73	0.81126	0.2762	4.545e+03	0.073	0.433	GO:0050866
9	113	73	0.69337	0.38498	3.731e+03	0.144	0.482	GO:0044706
10	32	30	0.64871	0.43565	6.399e+01	0.503	0.361	GO:0045599
11	26	15	0.53151	0.24707	2.318e+02	0.148	0.348	GO:0000188
12	34	22	0.52531	0.33451	3.427e+02	0.159	0.442	GO:0070228
13	38	29	0.43103	0.2859	3.068e+02	0.169	0.572	GO:0006754
14	50	29	0.37244	0.32248	8.398e+02	0.173	0.373	GO:0008630
15	21	14	0.34661	0.2647	1.269e+02	0.155	0.429	GO:0071804
16	68	44	0.34062	0.42068	1.355e+03	0.154	0.388	GO:0045598
17	23	13	0.31131	0.20837	1.859e+02	0.156	0.3	GO:0008299
18	133	83	0.30714	0.38489	5.407e+03	0.12	0.476	GO:0044703
19	78	46	0.29476	0.19179	1.997e+03	0.097	0.496	GO:0008344
20	37	21	0.27111	0.23372	4.725e+02	0.179	0.328	GO:0072332
21	40	23	0.20575	0.16366	5.443e+02	0.134	0.483	GO:0042345
22	22	13	0.19946	0.19223	1.629e+02	0.151	0.391	GO:0006509
23	43	28	0.18813	0.20133	5.404e+02	0.1	0.471	GO:0050771
24	50	38	0.16803	0.3432	5.345e+02	0.198	0.481	GO:0043242
25	111	66	0.16117	0.27563	3.994e+03	0.041	0.442	GO:0002695
26	106	71	0.1405	0.13947	3.108e+03	0.217	0.405	GO:0050920
