Creation Time:	2022-12-29 17:18:05

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_9.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3593425971

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4785
Proportion perturbed genes:	0.40883458646616544

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2661290322580645
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-7877.195781428212 +- 1.1873578849321347

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	66	49	1.0	0.0	9.858e+02	0.256	0.443	GO:0051291
2	40	37	1.0	0.0	1.180e+02	0.452	0.421	GO:1902930
3	38	31	0.99635	0.01096	2.459e+02	0.243	0.535	GO:0009066
4	25	22	0.98883	0.0335	7.298e+01	0.49	0.322	GO:0042181
5	177	115	0.77406	0.35703	9.046e+03	0.122	0.537	GO:0000956
6	126	95	0.7287	0.29864	3.434e+03	0.233	0.474	GO:0046390
7	31	23	0.71597	0.2791	2.209e+02	0.261	0.413	GO:0015682
8	20	16	0.65169	0.28072	7.497e+01	0.326	0.396	GO:0007029
9	51	34	0.57248	0.35301	7.311e+02	0.151	0.504	GO:0030888
10	21	18	0.56609	0.42636	6.098e+01	0.538	0.279	GO:0046466
11	64	45	0.56193	0.40411	1.045e+03	0.197	0.44	GO:0008645
12	39	28	0.48654	0.33305	3.747e+02	0.167	0.439	GO:0031623
13	20	17	0.4111	0.44301	5.798e+01	0.536	0.276	GO:0030149
14	66	46	0.4076	0.37967	1.129e+03	0.192	0.435	GO:0015749
15	38	25	0.31622	0.34225	4.166e+02	0.087	0.491	GO:0008156
16	187	119	0.22594	0.35703	1.039e+04	0.107	0.542	GO:0006402
17	122	93	0.20859	0.27024	3.127e+03	0.236	0.473	GO:0009260
18	113	83	0.0446	0.1336	2.950e+03	0.209	0.499	GO:0009163
19	20	14	0.03603	0.05633	1.059e+02	0.198	0.375	GO:0015721
20	25	16	0.0356	0.10681	1.899e+02	0.147	0.442	GO:0030212
21	20	14	0.03535	0.09145	1.059e+02	0.134	0.539	GO:0045736
22	91	56	0.03047	0.0914	2.585e+03	0.073	0.473	GO:0008643
23	24	17	0.02955	0.08866	1.479e+02	0.147	0.436	GO:0009190
24	61	46	0.02911	0.06864	8.101e+02	0.245	0.43	GO:0006818
25	22	15	0.02759	0.0431	1.339e+02	0.393	0.245	GO:0044705
26	35	22	0.02337	0.0701	3.776e+02	0.112	0.501	GO:0030890
27	61	40	0.01836	0.03673	1.070e+03	0.132	0.443	GO:0043112
28	23	18	0.01615	0.03263	1.060e+02	0.354	0.349	GO:1901661
29	20	15	0.0146	0.02173	9.096e+01	0.231	0.449	GO:0042744
30	114	85	0.01016	0.03047	2.895e+03	0.229	0.462	GO:0006164
31	50	32	0.00992	0.01997	7.470e+02	0.168	0.4	GO:0006826
32	128	93	0.00931	0.02794	3.876e+03	0.209	0.466	GO:0072522
33	22	13	0.00667	0.01695	1.629e+02	-0.015	0.587	GO:0018200
34	23	14	0.00666	0.01997	1.719e+02	0.077	0.453	GO:0006536
35	26	20	0.00634	0.01902	1.419e+02	0.207	0.552	GO:0046132
36	59	44	0.00595	0.01687	7.801e+02	0.234	0.433	GO:0015992
37	20	15	0.00593	0.01778	9.096e+01	0.187	0.434	GO:0052652
38	29	23	0.00576	0.01727	1.599e+02	0.214	0.569	GO:0009218
39	20	13	0.00565	0.01563	1.199e+02	0.11	0.566	GO:0002833
40	38	23	0.0054	0.0162	4.655e+02	-0.015	0.553	GO:0030858
41	21	14	0.00513	0.01538	1.269e+02	0.115	0.528	GO:0035813
42	31	20	0.00485	0.01064	2.868e+02	0.046	0.59	GO:0006206
43	22	13	0.0043	0.009	1.629e+02	0.231	0.319	GO:0010880
44	24	15	0.00413	0.0124	1.809e+02	0.161	0.4	GO:0042596
45	25	16	0.00394	0.01181	1.899e+02	0.185	0.376	GO:0009065
46	34	21	0.00344	0.01032	3.647e+02	0.122	0.423	GO:0030815
47	20	13	0.0034	0.00817	1.199e+02	0.127	0.392	GO:0007220
48	30	19	0.00335	0.01006	2.758e+02	0.107	0.44	GO:0045429
49	114	84	0.00325	0.00976	2.980e+03	0.207	0.505	GO:1901659
50	27	16	0.00308	0.00925	2.428e+02	0.138	0.425	GO:0001914
51	28	16	0.00277	0.0083	2.708e+02	0.004	0.676	GO:0043462
52	21	13	0.00276	0.00828	1.409e+02	0.054	0.629	GO:0048665
53	34	19	0.00263	0.00536	4.056e+02	0.119	0.373	GO:0035176
54	118	74	0.00258	0.00775	4.234e+03	0.09	0.537	GO:0000184
55	36	25	0.00257	0.0077	3.417e+02	0.117	0.562	GO:0046131
56	30	16	0.00212	0.00635	3.297e+02	0.071	0.363	GO:0032508
57	40	23	0.00209	0.00626	5.444e+02	0.069	0.47	GO:0006144
58	48	28	0.00203	0.0061	7.699e+02	-0.002	0.544	GO:0006073
59	62	48	0.00199	0.00443	7.772e+02	0.259	0.46	GO:0009127
60	66	39	0.00197	0.00397	1.429e+03	0.056	0.516	GO:0009112
61	23	15	0.0019	0.00398	1.569e+02	0.158	0.548	GO:0032892
62	23	16	0.00186	0.00557	1.409e+02	0.382	0.281	GO:0019098
63	31	19	0.0018	0.00539	3.067e+02	0.052	0.54	GO:0033619
64	23	14	0.00161	0.00322	1.719e+02	0.099	0.528	GO:0044062
65	20	12	0.00158	0.00475	1.329e+02	0.144	0.445	GO:0009268
66	24	16	0.00156	0.00322	1.649e+02	0.184	0.47	GO:0032228
67	47	27	0.00155	0.00464	7.500e+02	-0.005	0.535	GO:0005977
68	24	14	0.00146	0.00438	1.959e+02	0.076	0.417	GO:0007194
69	20	13	0.00141	0.00422	1.199e+02	0.172	0.454	GO:0050892
70	21	12	0.00138	0.00415	1.539e+02	0.028	0.534	GO:0000272
71	23	14	0.00137	0.00291	1.719e+02	0.183	0.352	GO:0001990
72	29	18	0.00135	0.00404	2.648e+02	0.081	0.433	GO:0042743
73	27	14	0.00133	0.00398	2.738e+02	0.005	0.679	GO:0001960
74	24	15	0.00127	0.0038	1.809e+02	0.191	0.441	GO:0014072
75	57	48	0.00122	0.00338	4.777e+02	0.337	0.467	GO:0009201
76	22	13	0.0012	0.00282	1.629e+02	0.077	0.421	GO:0042417
77	20	16	0.00119	0.00244	7.497e+01	0.285	0.526	GO:0009208
78	42	24	0.00119	0.00358	6.032e+02	0.048	0.464	GO:0060271
79	37	21	0.00109	0.00255	4.725e+02	-0.013	0.525	GO:0001656
80	38	21	0.00106	0.00317	5.104e+02	-0.009	0.596	GO:0030049
81	30	18	0.00104	0.00312	2.947e+02	0.052	0.439	GO:0060135
82	22	12	0.00099	0.00296	1.759e+02	0.15	0.385	GO:0060314
83	62	51	0.00098	0.00293	6.275e+02	0.314	0.484	GO:0009142
84	21	12	0.00095	0.00284	1.539e+02	0.065	0.463	GO:2000351
85	20	12	0.00094	0.00282	1.329e+02	0.037	0.451	GO:0008210
86	24	14	0.00092	0.00277	1.959e+02	0.069	0.567	GO:0045687
87	26	14	0.00089	0.00268	2.468e+02	0.045	0.501	GO:0042133
88	30	22	0.00086	0.00173	2.129e+02	0.196	0.584	GO:0000291
89	25	14	0.00084	0.00252	2.208e+02	0.026	0.45	GO:0001937
90	104	66	0.00078	0.00233	3.242e+03	0.086	0.548	GO:0043624
91	53	35	0.00076	0.00228	8.010e+02	0.095	0.571	GO:0006213
92	27	21	0.00065	0.00196	1.479e+02	0.201	0.57	GO:0009220
93	21	11	0.00064	0.00193	1.659e+02	-0.004	0.547	GO:0046320
94	42	27	0.00063	0.00188	5.254e+02	0.081	0.482	GO:0045428
95	26	14	0.00061	0.00184	2.468e+02	-0.053	0.615	GO:0070373
96	52	44	0.00061	0.00182	3.888e+02	0.339	0.459	GO:0009145
97	61	32	0.00057	0.00172	1.361e+03	-0.01	0.49	GO:0016525
98	26	15	0.00052	0.00156	2.318e+02	0.074	0.427	GO:0051350
99	22	14	0.00049	0.00146	1.489e+02	-0.037	0.699	GO:0010507
100	92	55	0.00049	0.00146	2.732e+03	0.065	0.471	GO:1901606
101	20	11	0.00047	0.00142	1.449e+02	0.004	0.507	GO:0001953
102	20	11	0.00045	0.00136	1.449e+02	0.051	0.457	GO:0097035
103	29	18	0.00042	0.00125	2.648e+02	0.067	0.542	GO:0010524
104	22	11	0.00042	0.00125	1.879e+02	-0.032	0.537	GO:0033108
105	27	12	0.00041	0.00122	3.047e+02	-0.096	0.537	GO:0045494
106	21	13	0.00037	0.00112	1.409e+02	0.103	0.401	GO:0051354
107	58	32	0.00036	0.00109	1.182e+03	-0.026	0.527	GO:0032943
108	108	65	0.00035	0.00104	3.731e+03	0.075	0.552	GO:0072599
109	22	10	0.00034	0.00102	2.008e+02	-0.05	0.525	GO:0042490
110	22	9	0.00034	0.00101	2.148e+02	-0.062	0.455	GO:0001702
111	31	16	0.00034	0.00076	3.606e+02	-0.067	0.406	GO:0030318
112	28	13	0.0003	0.00091	3.177e+02	-0.094	0.504	GO:0055006
113	36	21	0.0003	0.00089	4.355e+02	0.09	0.449	GO:0032330
114	34	20	0.00027	0.00082	3.856e+02	0.129	0.409	GO:0014823
115	23	14	0.00027	0.00082	1.719e+02	0.037	0.632	GO:2000191
116	23	11	0.00024	0.00072	2.118e+02	-0.036	0.502	GO:0048713
117	22	12	0.00018	0.00053	1.759e+02	-0.062	0.478	GO:0045909
118	20	11	0.00017	0.0005	1.449e+02	-0.008	0.537	GO:0070271
119	23	15	0.00016	0.00049	1.569e+02	0.077	0.507	GO:0034405
120	27	14	0.00016	0.00049	2.738e+02	0.021	0.378	GO:0034453
121	20	10	0.00014	0.00043	1.559e+02	0.052	0.477	GO:0009235
122	23	12	0.00013	0.0004	1.988e+02	0.06	0.486	GO:1900449
123	26	13	0.00013	0.00038	2.608e+02	-0.052	0.629	GO:0016339
124	45	26	0.00012	0.00037	6.841e+02	0.063	0.446	GO:0022600
125	31	17	9e-05	0.00028	3.437e+02	0.025	0.48	GO:0051004
126	57	31	8e-05	0.00024	1.156e+03	0.12	0.37	GO:0033555
127	36	19	7e-05	0.00022	4.764e+02	0.024	0.367	GO:0045333
128	32	15	6e-05	0.00018	4.105e+02	-0.031	0.513	GO:0007094
129	32	16	6e-05	0.00017	3.926e+02	-0.082	0.406	GO:0050931
130	78	46	5e-05	0.00016	1.997e+03	0.024	0.486	GO:0043648
131	26	15	4e-05	0.00013	2.318e+02	0.045	0.507	GO:0043113
132	27	12	3e-05	0.0001	3.047e+02	-0.017	0.467	GO:1901685
133	40	23	2e-05	6e-05	5.444e+02	0.046	0.583	GO:0032890
134	23	14	1e-05	2e-05	1.719e+02	0.107	0.536	GO:0032369
135	20	10	0.0	1e-05	1.559e+02	0.003	0.407	GO:0006949
136	62	32	0.0	1e-05	1.423e+03	-0.045	0.607	GO:0030048
137	38	19	0.0	1e-05	5.513e+02	-0.015	0.459	GO:1901800
