Creation Time:	2022-12-29 17:27:00

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_27.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	1324690091

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4973
Proportion perturbed genes:	0.42489747095010255

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2661290322580645
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-7977.95804754307 +- 1.0651246758232273

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	45	38	1.0	0.0	2.948e+02	0.432	0.367	GO:0032655
2	90	74	0.91824	0.24528	1.319e+03	0.372	0.424	GO:2001234
3	68	54	0.89379	0.29851	8.611e+02	0.223	0.542	GO:0018108
4	94	70	0.89129	0.29823	1.977e+03	0.265	0.412	GO:0050768
5	86	59	0.58217	0.38765	1.968e+03	0.21	0.403	GO:0002706
6	44	34	0.56036	0.36229	3.957e+02	0.311	0.379	GO:0043487
7	93	68	0.5572	0.39628	2.022e+03	0.245	0.445	GO:0006475
8	111	77	0.5536	0.44141	3.206e+03	0.174	0.477	GO:0060191
9	22	17	0.48505	0.40036	1.010e+02	0.146	0.588	GO:2000401
10	41	32	0.44273	0.36372	3.338e+02	0.327	0.362	GO:0043488
11	81	60	0.37072	0.4262	1.490e+03	0.242	0.471	GO:0010517
12	104	74	0.30134	0.33287	2.680e+03	0.213	0.454	GO:0006473
13	56	38	0.16893	0.22779	8.549e+02	0.205	0.411	GO:0002708
14	30	20	0.15482	0.15908	2.558e+02	0.098	0.551	GO:0060135
15	24	17	0.14988	0.14697	1.479e+02	0.166	0.561	GO:0050926
16	121	84	0.10871	0.29823	3.802e+03	0.202	0.408	GO:0010721
17	70	54	0.10621	0.2985	9.998e+02	0.205	0.542	GO:0018212
18	109	70	0.09893	0.20704	3.501e+03	0.143	0.423	GO:0002703
19	89	64	0.09732	0.16583	1.922e+03	0.224	0.454	GO:0018394
20	28	19	0.09156	0.12964	2.168e+02	0.219	0.436	GO:0055006
21	26	17	0.08771	0.09644	1.989e+02	0.213	0.41	GO:0055013
22	58	40	0.08768	0.08489	8.908e+02	0.164	0.47	GO:0002821
23	45	36	0.08328	0.24481	3.697e+02	0.326	0.447	GO:2001243
24	52	43	0.08226	0.24678	4.327e+02	0.39	0.426	GO:2001237
25	25	18	0.07925	0.11579	1.549e+02	0.127	0.495	GO:0042311
26	58	39	0.05968	0.10228	9.307e+02	0.192	0.417	GO:0002705
27	52	36	0.05816	0.0781	7.122e+02	0.14	0.501	GO:0060688
28	23	16	0.05507	0.05969	1.409e+02	0.172	0.537	GO:0050927
29	29	20	0.05398	0.07025	2.258e+02	0.078	0.598	GO:0042304
30	20	14	0.05193	0.05816	1.059e+02	0.154	0.497	GO:0002833
31	82	58	0.05115	0.14839	1.690e+03	0.178	0.493	GO:0060193
32	30	21	0.05069	0.10457	2.348e+02	0.182	0.43	GO:0032465
33	24	16	0.04047	0.05494	1.649e+02	0.175	0.442	GO:0042474
34	40	26	0.03546	0.07827	4.695e+02	0.152	0.451	GO:0035137
35	55	37	0.03527	0.04578	8.369e+02	0.154	0.459	GO:0002824
36	22	14	0.03442	0.05511	1.489e+02	0.132	0.44	GO:0048048
37	24	15	0.0334	0.04719	1.809e+02	0.163	0.429	GO:0071514
38	87	63	0.02883	0.06996	1.810e+03	0.232	0.448	GO:0018393
39	34	24	0.02312	0.03917	2.958e+02	0.241	0.399	GO:0055021
40	26	16	0.0205	0.03097	2.158e+02	0.033	0.522	GO:0000722
41	84	61	0.02	0.05774	1.677e+03	0.234	0.452	GO:0016573
42	20	14	0.0193	0.04096	1.059e+02	0.16	0.489	GO:0050685
43	63	46	0.01832	0.04605	9.348e+02	0.221	0.492	GO:0010863
44	23	14	0.01757	0.02965	1.719e+02	0.169	0.412	GO:0000083
45	25	17	0.017	0.01596	1.729e+02	0.12	0.558	GO:0050691
46	21	14	0.0166	0.03247	1.269e+02	0.173	0.484	GO:0015844
47	30	22	0.015	0.02375	2.129e+02	0.165	0.546	GO:0003156
48	30	20	0.0132	0.03141	2.558e+02	0.139	0.518	GO:0043331
49	23	15	0.01271	0.01987	1.569e+02	0.159	0.483	GO:0048512
50	57	41	0.01151	0.03264	7.921e+02	0.208	0.501	GO:0007202
51	42	29	0.01147	0.0314	4.685e+02	0.196	0.413	GO:0002718
52	23	16	0.00968	0.01068	1.409e+02	0.142	0.567	GO:0043278
53	31	19	0.00918	0.01238	3.067e+02	0.006	0.522	GO:0097581
54	25	16	0.00881	0.01978	1.899e+02	0.128	0.508	GO:0007622
55	40	27	0.00776	0.0131	4.426e+02	0.216	0.406	GO:0031343
56	32	21	0.00769	0.01398	2.978e+02	0.143	0.471	GO:0048521
57	28	17	0.00744	0.01614	2.538e+02	0.156	0.391	GO:0010453
58	34	20	0.00696	0.00954	3.856e+02	0.035	0.526	GO:0009262
59	49	28	0.00693	0.0095	8.188e+02	0.049	0.479	GO:0035914
60	32	19	0.0069	0.01378	3.387e+02	0.022	0.532	GO:0006312
61	22	17	0.00668	0.01331	1.010e+02	0.389	0.391	GO:1902229
62	26	17	0.00636	0.01402	1.989e+02	0.143	0.506	GO:0007212
63	20	13	0.00628	0.00889	1.199e+02	0.214	0.441	GO:0002262
64	26	15	0.00615	0.01844	2.318e+02	0.108	0.404	GO:0030166
65	35	26	0.00587	0.01619	2.798e+02	0.297	0.374	GO:0002712
66	20	14	0.00585	0.00747	1.059e+02	0.198	0.43	GO:0031497
67	29	20	0.00535	0.00886	2.258e+02	0.196	0.419	GO:0060043
68	20	14	0.00531	0.00779	1.059e+02	0.157	0.525	GO:0014743
69	43	26	0.00531	0.01455	5.953e+02	0.168	0.342	GO:0007369
70	46	27	0.00511	0.00969	7.030e+02	0.058	0.556	GO:0030010
71	39	26	0.00508	0.01204	4.296e+02	0.192	0.428	GO:0060420
72	41	30	0.00503	0.01006	3.967e+02	0.265	0.426	GO:0043967
73	26	15	0.00465	0.00688	2.318e+02	-0.037	0.646	GO:0006298
74	23	15	0.00465	0.00912	1.569e+02	0.192	0.472	GO:1901992
75	36	21	0.00459	0.01046	4.355e+02	0.063	0.529	GO:0021515
76	36	21	0.00434	0.00733	4.355e+02	0.072	0.495	GO:0032480
77	36	23	0.00432	0.01014	3.906e+02	0.141	0.459	GO:0002711
78	21	12	0.0043	0.00467	1.539e+02	0.022	0.57	GO:0030239
79	29	16	0.0042	0.0112	2.997e+02	-0.038	0.543	GO:0006476
80	34	25	0.00419	0.00833	2.708e+02	0.286	0.379	GO:0002889
81	20	14	0.00399	0.00672	1.059e+02	0.223	0.408	GO:0060045
82	30	19	0.00389	0.00586	2.758e+02	0.045	0.505	GO:0046638
83	34	21	0.00386	0.00553	3.646e+02	0.098	0.507	GO:0001707
84	50	28	0.00372	0.00647	8.686e+02	0.107	0.442	GO:0055002
85	34	18	0.00363	0.0091	4.245e+02	0.092	0.469	GO:0014015
86	24	16	0.00348	0.00735	1.649e+02	0.132	0.567	GO:0014072
87	32	18	0.00344	0.00935	3.576e+02	-0.007	0.531	GO:0035601
88	22	13	0.00333	0.00672	1.629e+02	0.032	0.591	GO:0045879
89	20	12	0.00324	0.00497	1.329e+02	-0.02	0.649	GO:0007029
90	20	14	0.00309	0.00926	1.059e+02	0.175	0.488	GO:0043537
91	25	14	0.00309	0.00517	2.208e+02	-0.088	0.604	GO:0044058
92	39	24	0.00304	0.00802	4.805e+02	0.08	0.498	GO:0032104
93	23	15	0.00302	0.00471	1.569e+02	0.248	0.442	GO:0048713
94	21	13	0.00292	0.00401	1.409e+02	0.103	0.54	GO:0021522
95	64	37	0.00277	0.00516	1.375e+03	-0.006	0.553	GO:0006446
96	22	14	0.00272	0.00603	1.489e+02	0.149	0.444	GO:0043330
97	21	12	0.00269	0.0061	1.539e+02	0.033	0.553	GO:0002675
98	30	17	0.00266	0.00446	3.127e+02	0.105	0.402	GO:0050766
99	41	25	0.00256	0.00444	5.364e+02	0.086	0.464	GO:0046637
100	22	13	0.00252	0.00514	1.629e+02	0.03	0.605	GO:0000819
