Creation Time:	2022-12-29 20:31:09

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_4.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	2378432077

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4929
Proportion perturbed genes:	0.4211380724538619

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2661290322580645
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-7887.221530888812 +- 3.638983727685426

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	106	85	0.9	0.3	2.014e+03	0.286	0.446	GO:0050920
2	86	58	0.89389	0.13514	2.027e+03	0.17	0.441	GO:0032507
3	39	30	0.86725	0.29345	3.158e+02	0.284	0.476	GO:0001756
4	114	81	0.74631	0.37707	3.227e+03	0.231	0.421	GO:0016072
5	40	38	0.73621	0.38698	7.998e+01	0.504	0.396	GO:0045778
6	156	111	0.62222	0.38261	6.012e+03	0.215	0.411	GO:0070663
7	191	153	0.43314	0.36215	6.538e+03	0.313	0.449	GO:0009146
8	33	27	0.40865	0.31769	1.839e+02	0.225	0.575	GO:0010770
9	189	151	0.37498	0.37322	6.462e+03	0.311	0.45	GO:0009203
10	22	20	0.34982	0.29375	4.399e+01	0.334	0.56	GO:0010718
11	74	53	0.33118	0.30999	1.343e+03	0.205	0.459	GO:0010518
12	64	44	0.32798	0.2026	1.089e+03	0.205	0.409	GO:0001952
13	78	48	0.27485	0.24563	1.902e+03	0.027	0.531	GO:0043648
14	63	46	0.26545	0.24055	9.348e+02	0.22	0.459	GO:0010863
15	108	77	0.25383	0.377	2.878e+03	0.23	0.426	GO:0006364
16	82	58	0.234	0.28997	1.690e+03	0.194	0.464	GO:0060193
17	22	16	0.21321	0.21412	1.179e+02	0.245	0.407	GO:0042417
18	195	155	0.1932	0.29926	7.001e+03	0.301	0.451	GO:0009143
19	25	18	0.1795	0.17859	1.549e+02	0.161	0.494	GO:0042311
20	31	29	0.1605	0.3256	6.199e+01	0.471	0.417	GO:0030501
21	29	22	0.13688	0.15951	1.829e+02	0.263	0.394	GO:0001954
22	57	41	0.12382	0.25292	7.921e+02	0.212	0.459	GO:0007202
23	104	79	0.12302	0.13271	2.297e+03	0.274	0.391	GO:0070665
24	43	29	0.11944	0.15809	5.115e+02	0.148	0.431	GO:0045682
25	34	24	0.10702	0.13095	2.958e+02	0.247	0.444	GO:0010812
26	151	107	0.10411	0.21841	5.681e+03	0.208	0.411	GO:0032944
27	40	29	0.10082	0.21106	3.857e+02	0.148	0.561	GO:0010717
28	146	101	0.1	0.3	5.563e+03	0.182	0.452	GO:0050795
29	150	106	0.08635	0.13858	5.637e+03	0.205	0.412	GO:0050670
30	43	31	0.08511	0.24239	4.506e+02	0.221	0.483	GO:0035282
31	21	17	0.07451	0.08865	7.897e+01	0.222	0.543	GO:0072009
32	33	31	0.07289	0.17152	6.599e+01	0.499	0.393	GO:0070169
33	70	50	0.0697	0.15874	1.209e+03	0.184	0.496	GO:0032649
34	63	45	0.0597	0.1204	9.807e+02	0.121	0.566	GO:0072073
35	101	63	0.05777	0.12694	3.128e+03	0.124	0.429	GO:0045185
36	64	46	0.0499	0.14726	9.987e+02	0.205	0.459	GO:1900274
37	101	76	0.04617	0.0888	2.222e+03	0.264	0.394	GO:0032946
38	37	25	0.04517	0.06735	3.787e+02	0.147	0.468	GO:0021987
39	58	36	0.04244	0.06161	1.044e+03	0.104	0.523	GO:0045833
40	22	16	0.04229	0.04733	1.179e+02	0.12	0.574	GO:0048048
41	31	21	0.02938	0.05167	2.658e+02	0.078	0.508	GO:0035094
42	68	51	0.02893	0.0868	1.020e+03	0.268	0.424	GO:0070167
43	100	75	0.02447	0.07342	2.197e+03	0.26	0.395	GO:0050671
44	27	20	0.02124	0.05162	1.689e+02	0.214	0.438	GO:0034453
45	97	60	0.02086	0.06257	2.916e+03	0.104	0.444	GO:0051651
46	25	17	0.0203	0.04258	1.729e+02	0.109	0.532	GO:0042771
47	21	13	0.0203	0.04588	1.409e+02	0.029	0.5	GO:0045616
48	20	13	0.02022	0.02637	1.199e+02	0.189	0.456	GO:0001953
49	26	19	0.02018	0.03822	1.619e+02	0.239	0.481	GO:0048662
50	21	13	0.01969	0.04275	1.409e+02	0.098	0.539	GO:0050820
51	46	33	0.01904	0.03168	5.205e+02	0.099	0.591	GO:0072164
52	30	20	0.01883	0.02468	2.558e+02	0.154	0.419	GO:0045604
53	21	13	0.01843	0.03492	1.409e+02	0.155	0.525	GO:0000272
54	32	23	0.01758	0.02213	2.528e+02	0.125	0.528	GO:0032722
55	21	15	0.01574	0.01845	1.119e+02	0.209	0.524	GO:0042107
56	21	16	0.01556	0.035	9.596e+01	0.367	0.342	GO:0051220
57	24	18	0.01518	0.02534	1.299e+02	0.141	0.545	GO:0032735
58	20	14	0.01464	0.02734	1.059e+02	0.221	0.443	GO:0045940
59	37	24	0.01311	0.01771	4.036e+02	0.102	0.511	GO:0032755
60	21	14	0.01286	0.02604	1.269e+02	0.12	0.532	GO:0031016
61	23	15	0.01137	0.01557	1.569e+02	0.07	0.622	GO:0061515
62	37	26	0.01132	0.02634	3.527e+02	0.241	0.379	GO:1901888
63	27	18	0.00994	0.02509	2.079e+02	0.159	0.412	GO:0032855
64	28	19	0.00972	0.0155	2.168e+02	0.194	0.486	GO:0031069
65	36	22	0.00821	0.01765	4.136e+02	0.145	0.357	GO:0006584
66	61	38	0.00818	0.01829	1.149e+03	0.095	0.453	GO:0033273
67	29	19	0.00778	0.0172	2.458e+02	0.044	0.573	GO:0016331
68	23	13	0.0073	0.01259	1.859e+02	0.007	0.47	GO:0086001
69	45	30	0.0071	0.01094	5.704e+02	0.112	0.54	GO:0032655
70	21	14	0.00681	0.01449	1.269e+02	0.182	0.413	GO:0060412
71	29	21	0.00653	0.01632	2.049e+02	0.275	0.352	GO:0051893
72	36	23	0.00632	0.01267	3.906e+02	0.105	0.458	GO:0021766
73	22	13	0.00613	0.01315	1.629e+02	0.034	0.47	GO:0086002
74	27	18	0.00581	0.0119	2.079e+02	0.13	0.577	GO:0048536
75	26	17	0.0058	0.01741	1.989e+02	0.151	0.529	GO:0050869
76	32	20	0.00575	0.00936	3.187e+02	0.126	0.412	GO:0090003
77	36	23	0.00549	0.0139	3.906e+02	0.149	0.427	GO:0030195
78	47	34	0.00494	0.00916	5.335e+02	0.118	0.574	GO:0072163
79	69	46	0.00481	0.01442	1.333e+03	0.14	0.475	GO:0002250
80	36	22	0.00417	0.01252	4.136e+02	0.085	0.542	GO:0042312
81	26	15	0.00414	0.00955	2.318e+02	0.112	0.37	GO:0044774
82	23	14	0.00396	0.01189	1.719e+02	0.063	0.483	GO:0048713
83	60	44	0.00392	0.00917	8.400e+02	0.245	0.404	GO:0042108
84	20	14	0.00366	0.01098	1.059e+02	0.117	0.494	GO:0001782
85	20	9	0.00357	0.00867	1.679e+02	-0.067	0.355	GO:0045577
86	32	20	0.00348	0.00743	3.187e+02	0.084	0.518	GO:0051489
87	28	20	0.00317	0.00836	1.969e+02	0.241	0.455	GO:0043551
88	23	14	0.00312	0.00701	1.719e+02	0.0	0.62	GO:0010771
89	33	18	0.00289	0.00779	3.906e+02	0.02	0.476	GO:0006271
90	21	14	0.00283	0.0085	1.269e+02	0.203	0.451	GO:0035813
91	35	24	0.00279	0.00634	3.307e+02	0.143	0.457	GO:0048286
92	20	12	0.00274	0.00621	1.329e+02	0.095	0.485	GO:0070271
93	30	21	0.00263	0.0046	2.348e+02	0.113	0.561	GO:0032653
94	22	13	0.00252	0.00598	1.629e+02	0.076	0.562	GO:0045909
95	23	15	0.00247	0.00684	1.569e+02	0.115	0.536	GO:1901992
96	52	37	0.00246	0.00402	6.752e+02	0.131	0.571	GO:0032642
97	29	23	0.0024	0.00398	1.599e+02	0.242	0.536	GO:0071622
98	27	15	0.00233	0.00698	2.588e+02	0.02	0.418	GO:0098656
99	22	13	0.00232	0.00695	1.629e+02	0.063	0.521	GO:0033108
100	22	12	0.00218	0.00654	1.759e+02	-0.053	0.494	GO:0001909
101	24	14	0.00217	0.00516	1.959e+02	0.127	0.461	GO:0007194
102	21	12	0.0021	0.00622	1.539e+02	-0.059	0.544	GO:2000351
103	23	17	0.00206	0.00368	1.239e+02	0.1	0.616	GO:0032689
104	63	41	0.002	0.00601	1.154e+03	0.124	0.464	GO:0030193
105	23	13	0.00195	0.00556	1.859e+02	0.048	0.479	GO:1903313
106	21	16	0.00192	0.00577	9.596e+01	0.237	0.535	GO:0002720
107	75	59	0.00188	0.00565	1.080e+03	0.319	0.44	GO:0006200
108	34	19	0.00186	0.00559	4.056e+02	-0.003	0.44	GO:0045646
109	31	20	0.00184	0.0046	2.868e+02	0.039	0.544	GO:0021675
110	34	19	0.0018	0.00369	4.056e+02	0.088	0.497	GO:0000003
111	20	14	0.00176	0.00521	1.059e+02	0.063	0.572	GO:0002825
112	20	11	0.00174	0.00522	1.449e+02	0.008	0.517	GO:0031122
113	21	14	0.00172	0.00516	1.269e+02	0.136	0.552	GO:0045987
114	30	18	0.00172	0.00515	2.947e+02	0.084	0.549	GO:0030818
115	22	12	0.00169	0.00506	1.759e+02	0.022	0.453	GO:0061337
116	31	18	0.00163	0.00451	3.257e+02	-0.016	0.6	GO:0070192
117	23	13	0.00162	0.0029	1.859e+02	-0.025	0.487	GO:0006536
118	20	13	0.00149	0.00446	1.199e+02	0.128	0.388	GO:0046640
119	49	28	0.00147	0.0044	8.188e+02	0.087	0.392	GO:0007368
120	34	21	0.00138	0.00364	3.647e+02	0.056	0.574	GO:0051055
121	23	19	0.00136	0.00258	8.697e+01	0.299	0.449	GO:0050927
122	69	41	0.00135	0.00406	1.552e+03	0.08	0.464	GO:0050818
123	20	11	0.00132	0.00396	1.449e+02	-0.074	0.63	GO:0002262
124	20	11	0.00131	0.00355	1.449e+02	0.021	0.451	GO:0006595
125	21	12	0.00131	0.00392	1.539e+02	-0.043	0.621	GO:0021522
126	33	21	0.00128	0.00269	3.307e+02	0.129	0.412	GO:0032648
127	32	24	0.00124	0.00373	2.289e+02	0.264	0.473	GO:2000107
128	22	11	0.00124	0.00372	1.879e+02	0.035	0.378	GO:0002090
129	24	20	0.00123	0.0026	9.097e+01	0.316	0.438	GO:0050926
130	23	13	0.00123	0.00271	1.859e+02	0.05	0.441	GO:0072595
131	47	30	0.00122	0.00367	6.632e+02	0.171	0.429	GO:0045670
132	24	20	0.00122	0.00326	9.097e+01	0.388	0.361	GO:0050922
133	26	17	0.00122	0.00365	1.989e+02	0.068	0.59	GO:2000243
134	22	13	0.00121	0.00173	1.629e+02	0.053	0.381	GO:0035336
135	33	23	0.00118	0.00313	2.858e+02	0.225	0.463	GO:0043550
136	28	17	0.00117	0.00246	2.538e+02	0.08	0.476	GO:0035637
137	21	17	0.00117	0.00237	7.897e+01	0.227	0.545	GO:0090022
138	34	20	0.00115	0.00344	3.856e+02	0.078	0.529	GO:0030815
139	24	13	0.00106	0.00318	2.098e+02	0.019	0.558	GO:0000045
140	25	14	0.00106	0.00317	2.208e+02	0.061	0.529	GO:0048169
