Creation Time:	2022-12-29 21:07:03

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_2.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	259032240

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4808
Proportion perturbed genes:	0.4107997265892003

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2129032258064516
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-7899.533592793712 +- 5.511851768866687

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	40	37	1.0	0.0	1.180e+02	0.449	0.45	GO:0006383
2	77	61	1.0	0.0	1.112e+03	0.237	0.523	GO:0010821
3	50	38	0.97141	0.08578	5.345e+02	0.231	0.567	GO:0007498
4	58	46	0.88268	0.29638	6.304e+02	0.325	0.459	GO:0010955
5	66	54	0.7999	0.34291	7.263e+02	0.312	0.451	GO:0007043
6	58	43	0.77725	0.36615	7.652e+02	0.269	0.421	GO:0002526
7	26	23	0.76064	0.39774	7.598e+01	0.506	0.309	GO:0061098
8	52	38	0.70614	0.27195	6.373e+02	0.221	0.415	GO:0060688
9	47	33	0.23936	0.39774	5.674e+02	0.262	0.352	GO:0061097
10	20	15	0.23291	0.29911	9.096e+01	0.245	0.452	GO:0045736
11	40	31	0.21719	0.34962	3.248e+02	0.313	0.406	GO:0006953
12	148	92	0.2001	0.34291	6.723e+03	0.104	0.477	GO:0045216
13	42	34	0.11763	0.29637	3.088e+02	0.315	0.486	GO:0045861
14	52	34	0.10456	0.1482	7.830e+02	0.11	0.488	GO:0032642
15	22	15	0.09711	0.16086	1.339e+02	0.109	0.573	GO:0002886
16	20	14	0.09086	0.10599	1.059e+02	0.137	0.522	GO:0051962
17	24	17	0.0589	0.0842	1.479e+02	0.124	0.55	GO:0033003
18	32	23	0.04459	0.07783	2.528e+02	0.204	0.444	GO:0032722
19	22	15	0.02881	0.06147	1.339e+02	0.108	0.53	GO:0044089
20	29	19	0.02856	0.05809	2.458e+02	0.128	0.46	GO:0050853
21	20	14	0.01854	0.02461	1.059e+02	0.274	0.365	GO:0030902
22	75	45	0.01848	0.03052	1.812e+03	0.035	0.516	GO:0018958
23	20	12	0.01844	0.01969	1.329e+02	0.02	0.567	GO:0006949
24	28	20	0.01642	0.04381	1.969e+02	0.183	0.467	GO:0051145
25	21	13	0.01422	0.0262	1.409e+02	0.115	0.314	GO:0036230
26	23	15	0.01371	0.02684	1.569e+02	0.176	0.399	GO:0044062
27	37	22	0.01361	0.03397	4.505e+02	0.003	0.627	GO:0021987
28	51	30	0.01353	0.02682	8.607e+02	0.071	0.502	GO:0072655
29	20	14	0.01348	0.03366	1.059e+02	0.263	0.397	GO:0001782
30	38	22	0.01274	0.02189	4.884e+02	0.019	0.546	GO:0008156
31	23	16	0.01272	0.02038	1.409e+02	0.072	0.586	GO:0048512
32	22	14	0.01216	0.02431	1.489e+02	0.095	0.432	GO:0046688
33	22	14	0.01191	0.02448	1.489e+02	0.1	0.514	GO:0051181
34	38	23	0.00999	0.02567	4.655e+02	0.076	0.506	GO:0050911
35	28	17	0.00988	0.01969	2.538e+02	0.019	0.556	GO:0042036
36	37	23	0.00948	0.01551	4.276e+02	0.128	0.484	GO:0060338
37	22	14	0.00904	0.01578	1.489e+02	0.03	0.499	GO:0044705
38	49	29	0.00886	0.01734	7.899e+02	0.082	0.486	GO:0006626
39	22	14	0.00827	0.01647	1.489e+02	0.209	0.397	GO:0018200
40	48	35	0.00772	0.01953	5.465e+02	0.201	0.501	GO:0010822
41	41	23	0.00656	0.01968	5.853e+02	0.076	0.477	GO:0051588
42	26	16	0.00628	0.01547	2.158e+02	0.064	0.613	GO:0021955
43	23	14	0.0053	0.01094	1.719e+02	0.026	0.499	GO:0019098
44	22	14	0.00479	0.00974	1.489e+02	0.171	0.44	GO:0050829
45	23	14	0.00452	0.0101	1.719e+02	0.168	0.383	GO:0000060
46	23	14	0.00446	0.00908	1.719e+02	0.106	0.358	GO:0021533
47	28	16	0.00403	0.01122	2.708e+02	-0.021	0.435	GO:0031663
48	41	25	0.00372	0.01117	5.364e+02	0.072	0.48	GO:0050764
49	30	18	0.00364	0.00738	2.947e+02	-0.029	0.61	GO:0010660
50	32	20	0.00354	0.00616	3.187e+02	0.136	0.439	GO:0050732
51	33	26	0.00351	0.00725	2.109e+02	0.249	0.471	GO:0090199
52	21	14	0.00346	0.01038	1.269e+02	0.108	0.555	GO:0043300
53	73	44	0.00327	0.00935	1.709e+03	0.115	0.438	GO:2000241
54	34	19	0.00316	0.00632	4.056e+02	-0.005	0.58	GO:0035176
55	26	15	0.00313	0.00637	2.318e+02	0.079	0.458	GO:0002286
56	25	14	0.00312	0.00712	2.208e+02	0.046	0.452	GO:0010226
57	20	13	0.00303	0.00467	1.199e+02	0.156	0.501	GO:0033574
58	27	17	0.00295	0.00619	2.258e+02	-0.009	0.681	GO:0030947
59	27	16	0.00294	0.00789	2.428e+02	0.126	0.405	GO:0021549
60	31	20	0.00283	0.00594	2.868e+02	0.224	0.432	GO:0030901
61	21	15	0.0028	0.00839	1.119e+02	0.128	0.522	GO:0009651
62	23	14	0.00268	0.00801	1.719e+02	0.172	0.442	GO:0032892
63	33	20	0.00259	0.00658	3.517e+02	0.061	0.553	GO:0051963
64	31	19	0.00252	0.00656	3.067e+02	0.091	0.484	GO:0048663
65	29	17	0.00243	0.00728	2.828e+02	0.053	0.519	GO:0043486
66	34	19	0.00228	0.00685	4.056e+02	0.033	0.471	GO:0014015
67	22	13	0.00228	0.00683	1.629e+02	0.043	0.553	GO:0001961
68	30	16	0.00225	0.00586	3.297e+02	-0.026	0.553	GO:0030818
69	45	27	0.00223	0.00668	6.572e+02	0.071	0.444	GO:0048146
70	28	17	0.002	0.006	2.538e+02	0.126	0.395	GO:0043114
71	28	16	0.00195	0.00586	2.708e+02	-0.002	0.452	GO:0010453
72	20	10	0.00189	0.00566	1.559e+02	-0.008	0.376	GO:0048477
73	20	12	0.00186	0.0042	1.329e+02	0.102	0.432	GO:0060479
74	49	34	0.0018	0.00413	6.303e+02	0.149	0.566	GO:0060485
75	23	16	0.00178	0.00384	1.409e+02	0.114	0.547	GO:0010771
76	29	19	0.00166	0.00499	2.458e+02	0.122	0.475	GO:0045777
77	30	19	0.00166	0.00293	2.758e+02	0.108	0.476	GO:0050766
78	32	22	0.00151	0.00306	2.758e+02	0.165	0.469	GO:0070830
79	28	15	0.00141	0.00422	2.867e+02	0.066	0.509	GO:0060348
80	29	17	0.0014	0.0032	2.828e+02	0.021	0.563	GO:0043928
81	22	14	0.00136	0.00274	1.489e+02	0.032	0.54	GO:0033032
82	20	12	0.00127	0.0038	1.329e+02	0.039	0.612	GO:0032757
83	25	13	0.00122	0.00366	2.348e+02	0.033	0.474	GO:0031055
84	22	11	0.00116	0.00349	1.879e+02	0.036	0.385	GO:0033344
85	43	25	0.00116	0.00348	6.212e+02	0.087	0.466	GO:0032677
86	22	11	0.00105	0.00316	1.879e+02	0.015	0.364	GO:0051293
87	29	15	0.00105	0.00316	3.157e+02	0.016	0.592	GO:0051893
88	23	14	0.00101	0.00253	1.719e+02	0.083	0.516	GO:0060760
89	24	18	0.00098	0.00294	1.299e+02	0.202	0.535	GO:1900739
90	25	16	0.00093	0.0028	1.899e+02	0.157	0.426	GO:0010543
91	28	17	0.00091	0.00274	2.538e+02	0.015	0.558	GO:2001244
92	26	15	0.00088	0.00263	2.318e+02	0.146	0.37	GO:2000243
93	21	13	0.00084	0.00253	1.409e+02	0.124	0.451	GO:0033081
94	89	47	0.00084	0.00252	2.870e+03	0.001	0.468	GO:0006814
95	32	16	0.00081	0.00242	3.926e+02	0.004	0.513	GO:0046928
96	34	18	0.00066	0.00199	4.245e+02	0.067	0.484	GO:0045646
97	20	12	0.00062	0.00185	1.329e+02	0.009	0.566	GO:0002262
98	68	40	0.00061	0.00182	1.524e+03	0.057	0.483	GO:0045666
99	62	32	0.0006	0.00181	1.423e+03	-0.025	0.493	GO:0050907
100	37	19	0.0006	0.00181	5.134e+02	-0.07	0.602	GO:1901264
101	33	19	0.0006	0.00179	3.716e+02	0.0	0.548	GO:0045776
102	23	12	0.00058	0.00173	1.988e+02	0.046	0.41	GO:0048484
103	40	22	0.00057	0.00172	5.673e+02	0.032	0.509	GO:0051349
104	26	14	0.00054	0.00131	2.468e+02	0.083	0.392	GO:0035384
105	24	13	0.00047	0.0014	2.098e+02	-0.031	0.515	GO:0045687
106	22	16	0.00044	0.00132	1.179e+02	0.204	0.461	GO:0090200
107	33	18	0.00044	0.00131	3.906e+02	0.094	0.455	GO:0009409
108	21	10	0.00043	0.00128	1.779e+02	-0.022	0.347	GO:0046834
109	21	12	0.00042	0.00126	1.539e+02	0.064	0.495	GO:0006342
110	25	17	0.00042	0.00126	1.729e+02	0.271	0.326	GO:0061217
111	36	20	0.00039	0.00116	4.565e+02	0.025	0.556	GO:0021766
112	34	27	0.00038	0.00115	2.179e+02	0.218	0.547	GO:1901028
113	35	18	0.00036	0.00109	4.595e+02	-0.054	0.564	GO:0030800
114	25	14	0.00034	0.00103	2.208e+02	0.033	0.48	GO:0036151
115	23	13	0.00034	0.00102	1.859e+02	0.073	0.448	GO:0036152
116	43	25	0.00034	0.00101	6.212e+02	0.088	0.523	GO:0007270
117	49	26	0.00032	0.00096	8.736e+02	-0.033	0.491	GO:0000724
118	22	12	0.00031	0.00092	1.759e+02	-0.103	0.734	GO:0030511
119	21	11	0.0003	0.0009	1.659e+02	-0.095	0.509	GO:0046320
120	22	14	0.00029	0.00088	1.489e+02	0.081	0.47	GO:0016338
121	22	11	0.00029	0.00086	1.879e+02	-0.008	0.364	GO:0042430
122	21	10	0.00028	0.00083	1.779e+02	0.013	0.444	GO:0006482
123	31	16	0.00027	0.0008	3.606e+02	-0.057	0.553	GO:0030803
124	88	51	0.00026	0.00078	2.584e+03	0.064	0.484	GO:0001959
125	33	21	0.00026	0.00077	3.307e+02	0.134	0.45	GO:0032648
126	23	15	0.00025	0.00076	1.569e+02	0.196	0.395	GO:2000191
127	38	19	0.00024	0.00072	5.513e+02	-0.075	0.55	GO:0031532
128	30	17	0.00024	0.00071	3.127e+02	0.005	0.563	GO:0000291
129	22	13	0.00023	0.00068	1.629e+02	0.051	0.626	GO:0006509
130	34	18	0.00021	0.00062	4.245e+02	0.022	0.522	GO:0015909
131	26	12	0.0002	0.0006	2.757e+02	-0.021	0.439	GO:0007212
