Creation Time:	2022-12-29 18:10:27

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_25.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	2609926154

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	5026
Proportion perturbed genes:	0.42942583732057416

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2306451612903226
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-7870.3347573311385 +- 2.2132800860717543

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	40	30	1.0	0.0	3.557e+02	0.267	0.469	GO:0007422
2	85	59	1.0	0.0	1.882e+03	0.165	0.478	GO:0031345
3	104	71	1.0	0.0	2.898e+03	0.15	0.502	GO:0043393
4	86	66	1.0	0.0	1.529e+03	0.243	0.426	GO:0045995
5	148	117	1.0	0.0	4.114e+03	0.3	0.436	GO:0048015
6	163	123	1.0	0.0	5.724e+03	0.258	0.455	GO:0072330
7	171	141	0.99629	0.01114	4.685e+03	0.347	0.422	GO:0045089
8	163	124	0.8411	0.33083	5.601e+03	0.26	0.433	GO:0001763
9	53	38	0.61228	0.40313	6.902e+02	0.223	0.457	GO:0043038
10	52	34	0.56672	0.37123	7.830e+02	0.222	0.433	GO:0043647
11	50	36	0.39024	0.40247	6.094e+02	0.212	0.478	GO:0006418
12	24	18	0.36348	0.32023	1.299e+02	0.124	0.565	GO:0007616
13	41	28	0.24064	0.26282	4.556e+02	0.146	0.532	GO:0002200
14	27	21	0.19388	0.18661	1.479e+02	0.231	0.553	GO:0034446
15	31	23	0.17533	0.17103	2.209e+02	0.167	0.565	GO:0043666
16	22	19	0.1619	0.23662	6.398e+01	0.382	0.428	GO:0048048
17	155	118	0.1547	0.32556	5.056e+03	0.266	0.428	GO:0061138
18	30	19	0.13847	0.18338	2.758e+02	0.107	0.511	GO:0050766
19	32	22	0.13427	0.11789	2.758e+02	0.133	0.554	GO:0016445
