Creation Time:	2022-12-29 20:48:53

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_7.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	2565151954

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4906
Proportion perturbed genes:	0.4191729323308271

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2306451612903226
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-7890.161920918508 +- 4.710710888177179

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	175	155	1.0	0.0	3.306e+03	0.435	0.404	GO:0007420
2	165	121	1.0	0.0	6.295e+03	0.214	0.474	GO:0032103
3	29	25	1.0	0.0	1.110e+02	0.419	0.411	GO:0043588
4	113	73	1.0	0.0	3.731e+03	0.144	0.482	GO:0044706
5	38	29	0.94197	0.16918	3.068e+02	0.169	0.572	GO:0006754
6	32	30	0.9	0.3	6.399e+01	0.503	0.361	GO:0045599
7	31	25	0.81971	0.27621	1.719e+02	0.331	0.422	GO:0051004
8	47	37	0.81458	0.34305	4.257e+02	0.221	0.485	GO:1901880
9	23	18	0.80148	0.2938	1.060e+02	0.203	0.464	GO:0045581
10	61	41	0.29852	0.26011	1.030e+03	0.236	0.424	GO:2000377
11	50	38	0.10856	0.22931	5.345e+02	0.198	0.481	GO:0043242
12	68	44	0.1	0.3	1.355e+03	0.154	0.388	GO:0045598
13	21	14	0.09935	0.09779	1.269e+02	0.184	0.417	GO:0043300
14	29	19	0.08007	0.1069	2.458e+02	0.12	0.527	GO:0051893
15	33	22	0.07885	0.17919	3.087e+02	0.151	0.543	GO:0071173
16	57	40	0.07702	0.187	8.330e+02	0.13	0.48	GO:1901879
17	37	24	0.06673	0.08105	4.036e+02	0.174	0.456	GO:0014075
