         12947837 function calls (12801565 primitive calls) in 19.157 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:239(is_fsspec_url)
        1    0.000    0.000    0.001    0.001 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1006(argsort)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/numerictypes.py:284(issubclass_)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:825(__array__)
       10    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:349(flags)
        5    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/common.py:346(apply_if_callable)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:783(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:2642(_na_value)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:533(is_string_or_object_np_dtype)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:383(_make_index)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/urllib/parse.py:110(_coerce_args)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(std)
        1    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:804(_validate_key_length)
        1    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:2486(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:973(from_blocks)
        5    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:328(attrs)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2384768003.py:819(determine_method)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/util/_validators.py:218(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/construction.py:494(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/typing.py:768(__instancecheck__)
        3    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:359(is_sequence)
        5    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1792(_block)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:957(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:356(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/nanops.py:346(_na_ok_dtype)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1665(is_consolidated)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:743(__len__)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/enum.py:748(value)
        9    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:566(_get_block_manager_axis)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1091(is_datetimelike_v_numeric)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nonzero)
       10    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/nanops.py:213(_maybe_get_mask)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/util/_validators.py:427(validate_ascending)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/common.py:297(is_null_slice)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1416(is_1d_only_ea_dtype)
        1    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:5276(isna)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/contextlib.py:353(__init__)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:2497(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:1154(_process_date_conversion)
       11    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:5650(f)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:130(iloc)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:115(ensure_python_int)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:740(_expand_ellipsis)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(linspace)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexers/utils.py:69(is_list_like_indexer)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:67(isna)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:172(blklocs)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:5646(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:10875(any)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/construction.py:438(ensure_wrapped_if_datetimelike)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:630(_translate_key)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:98(is_file_like)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/abc.py:100(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/common.py:201(all_none)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:1432(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:6284(_maybe_cast_indexer)
        3    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(any)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:1650(name)
        5    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/flags.py:51(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:347(dtype)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:1290(__exit__)
        6    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexing.py:745(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:2344(is_floating)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1711(sanitize_to_nanoseconds)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:1008(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/missing.py:911(clean_reindex_fill_method)
        5    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:5278(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:1701(_get_names)
        5    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:618(consolidate)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:371(_maybe_make_multi_index_columns)
        6    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/typing.py:771(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1829(nonzero)
        4    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:1055(_maybe_memory_map)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:462(get_compression_method)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/base.py:465(find)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:660(ndim)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:1354(_clean_na_values)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/codecs.py:186(__init__)
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:125(inferred_type)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1496(is_complex_dtype)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/numeric.py:2381(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:832(_check_data_length)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/codecs.py:327(reset)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:205(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:937(dtype)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:222(items)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:803(is_)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/construction.py:233(mgr_to_mgr)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:543(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:425(__init__)
        3    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/numeric.py:1858(isscalar)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:354(dtype)
        4    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/base.py:326(ndim)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:308(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:220(<setcomp>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3127(ndim)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:240(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1683(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:518(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:408(ensure_dtype_objs)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:4846(_get_engine_target)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:1719(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1117(_argmax_dispatcher)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:1340(is_index_col)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:2232(is_unique)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:1705(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:1062(_make_date_converter)
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:229(disallow_kwargs)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:919(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        3    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:331(_is_all_dates)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:1832(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:206(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:304(<listcomp>)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2591393205.py:17(<cell line: 17>)
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/common.py:174(validate_header_arg)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:241(start)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2591393205.py:10(<cell line: 10>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:1607(_extract_dialect)
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/common.py:205(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:920(_validate_usecols_arg)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/contextlib.py:359(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/nanops.py:191(_get_fill_value)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/missing.py:107(clean_fill_method)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/compat/numpy/function.py:49(__call__)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/contextlib.py:356(__enter__)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3444(_std_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:1124(_maybe_disallow_fill)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2454(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2591393205.py:16(<cell line: 16>)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2591393205.py:15(<cell line: 15>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1279(_searchsorted_dispatcher)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2591393205.py:20(<cell line: 20>)
        2    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/urllib/parse.py:99(_noop)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1825(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2591393205.py:14(<cell line: 14>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/frame.py:578(_constructor)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1002(_argsort_dispatcher)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:183(_constructor)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:287(step)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:232(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:264(stop)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2591393205.py:19(<cell line: 19>)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2591393205.py:18(<cell line: 18>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/copy.py:107(_copy_immutable)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/codecs.py:276(reset)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/internals/base.py:150(is_consolidated)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/series.py:523(_constructor)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:515(_validate_names)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3123(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:1772(<genexpr>)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2591393205.py:13(<cell line: 13>)
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2591393205.py:11(<cell line: 11>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/multiarray.py:664(result_type)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2263(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 /var/folders/vj/x8kqzvm90z1952v4_mnj_0txf7n2_z/T/ipykernel_70014/2591393205.py:12(<cell line: 12>)
        1    0.000    0.000    0.000    0.000 /Users/ckadelka/opt/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:1287(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method _operator.index}


