1675G	46.612938382697
600G	0.360054635254828
6322G	0.281978627255925
645G	0.268037299066268
594G	0.261893555275433
2305G	0.119805050889017
591G	0.115915176495343
8286G	0.111608322236662
135G	0.102989598150287
3843G	0.0873655307719733
644G	0.0865173243019777
3656G	0.0813403741555977
604G	0.0748125880076334
587G	0.0724817358356823
7190G	0.0712661172130398
5576G	0.0682176262029125
2225G	0.0660768019691625
6336G	0.0655532449321912
2816G	0.0652430505929672
2307G	0.0621115909097259
2627G	0.0602515528435977
2628G	0.0595436896342061
1576G	0.059092758334974
5734G	0.058755793311601
4420G	0.0586477494984711
2224G	0.0575282757868973
3484G	0.0566636037269156
4421G	0.0566241675103571
2626G	0.0546968302247206
5577G	0.0530398286180608
6496G	0.0526497164196197
1664G	0.0509916180707058
5470G	0.0505456488250681
5578G	0.0504692930544193
8568G	0.0502174262122542
2210G	0.0501295020242192
2548G	0.0487739770027224
5685G	0.0477373191803263
8267G	0.0476358015495374
1812G	0.0471018609844817
6170G	0.0439614449992896
599G	0.0437413152387589
2211G	0.0432539758594757
6066G	0.043173527506602
2629G	0.0425994572465474
3939G	0.0423431479256203
2729G	0.0414250605436817
6081G	0.0411359862433667
7142G	0.039889478808238
2817G	0.0393194079436674
6177G	0.0387993794768614
4465G	0.0387247357973674
7194G	0.0379562817733359
5068G	0.037655242889032
3673G	0.0374964707013649
2266G	0.0372881681780723
1811G	0.0372264347625342
8184G	0.0372214031150576
590G	0.0369750808277961
1636G	0.0368110674672393
2738G	0.0363760548202531
1663G	0.0363123155150369
4044G	0.0360538510913406
593G	0.0359069387837646
3830G	0.0356830014046227
958G	0.0355648380703011
6065G	0.0353860113901626
39G	0.0351629747493926
1704G	0.0339330450841119
5397G	0.0337187731266743
5683G	0.0331961966272573
7781G	0.0330787440440203
7780G	0.0330051781148328
14G	0.0328633823307374
1031G	0.0328035570933775
7162G	0.0327364107573238
3483G	0.0325733316306975
1818G	0.0321869286254297
1810G	0.0310982129785087
875G	0.0310745681933288
4380G	0.0307646239361503
7301G	0.0307500350811279
3940G	0.0305672411831927
4468G	0.0305246106636897
3145G	0.0305079215681289
7701G	0.0304088574581281
6062G	0.0302478909407555
2885G	0.0301469981820267
4043G	0.0301239494016782
3522G	0.030084368978482
1575G	0.0298640488020325
5441G	0.0298593642616922
2739G	0.0298005289767522
608G	0.0295548304368935
2227G	0.0294972726986362
2535G	0.0294693074473578
2316G	0.0290162971187319
6361G	0.0289569126782898
598G	0.0288141496590846
6G	0.0288021138019417
8908G	0.0286907488228108
7082G	0.0284329321663315
1643G	0.0283998784626632
1809G	0.0283875337029522
270G	0.0280827740949268
2186G	0.0280745791701492
6211G	0.0279045400351554
2547G	0.0278656680400301
6049G	0.027528442095958
4103G	0.027472185118351
8182G	0.0273535650548022
3139G	0.0273121791560513
662G	0.0273011087718072
3718G	0.0273000620533678
275G	0.0272973971009678
3190G	0.0272334233324556
2084G	0.0271898274362223
7332G	0.0271882138209816
8230G	0.0271478738897573
3895G	0.0270305374580732
3506G	0.0270083598222366
2728G	0.0269776969922763
5174G	0.0269027316834039
1030G	0.0266421537866238
134G	0.0266381524497053
589G	0.0265270289245097
5699G	0.0263738278617744
2279G	0.0262481208960902
1635G	0.0262189804602225
1137G	0.0262148469485226
2727G	0.0261827232824996
2251G	0.0261426640669336
2245G	0.0261339478559972
1202G	0.0260116017930026
1725G	0.0259433957372339
4473G	0.0259206290993954
8562G	0.0258720521566315
2630G	0.0257148035840733
6369G	0.0256616150418672
13G	0.0255876661118364
3243G	0.0255739342609776
4797G	0.0255046982799875
4045G	0.0254961076894202
4047G	0.025457930849309
5333G	0.0254311806306555
2244G	0.0253943174914262
3491G	0.0253433548108948
4334G	0.0252071008935455
7G	0.025180535641693
1806G	0.0250894238065967
3321G	0.0250536303010044
6060G	0.0250339963759555
6061G	0.0249794423951428
7718G	0.024926103195991
6048G	0.0248899385351242
872G	0.0247709426813111
6012G	0.0245214749328808
1931G	0.0244608896646855
4956G	0.024394236873116
146G	0.0243522912090476
7193G	0.0243234848807781
5681G	0.0240860087678331
1657G	0.0240250331456001
4330G	0.0238821132818527
563G	0.0238614504155176
6364G	0.023859108367813
4329G	0.0236364304944816
9188G	0.0236093437899817
6340G	0.0235185548349575
6159G	0.0234977320162879
4077G	0.0233569981172907
8297G	0.0232825852147097
4216G	0.0231863794031724
2577G	0.0231712872722894
2603G	0.0231257911540811
7227G	0.0230896987863324
9012G	0.023082807536029
7326G	0.0230425482760747
1016G	0.0230030901394906
7151G	0.0229149407252978
8667G	0.0228602628757624
8350G	0.0228156533709536
2226G	0.0227836409266217
2682G	0.0226484164463257
3147G	0.0226458017056809
5680G	0.0226171224639781
2579G	0.0225173210134489
957G	0.0223905185343381
4975G	0.0222482755724028
4431G	0.0222116298600173
6040G	0.0221170353429004
4346G	0.0220329373455375
1289G	0.0219504434312734
267G	0.0218800278829443
5022G	0.0218208468515161
4958G	0.021805808442162
5700G	0.0217872265304369
2624G	0.0217762412860532
792G	0.0216979747545765
3539G	0.02169533428918
7478G	0.0215734369536336
8221G	0.0214863953635719
5832G	0.0214424455219383
8220G	0.0214341087603168
1821G	0.0214272818323971
1626G	0.0213465479627878
8852G	0.0212569202563786
274G	0.0212236503790563
8353G	0.0212107245203454
4955G	0.0212054304087245
8412G	0.0211334890945529
4313G	0.021085772341826
7566G	0.0210107458914278
7300G	0.0209099995465866
7791G	0.0208966556053371
3261G	0.0208884231940393
8869G	0.0208807002448366
3114G	0.0207723317732012
12G	0.0207714908306594
2549G	0.0207561689686754
657G	0.020738223659965
5436G	0.0206915926669534
7713G	0.0206650880797804
2884G	0.0205605336574134
7389G	0.0205551783658956
2278G	0.0205123447918676
5182G	0.0204813255190387
956G	0.0204444792343719
7177G	0.0204372596709304
606G	0.0203565863327431
2815G	0.0203124564452111
7628G	0.0203041841616691
4873G	0.0202901428500339
565G	0.0202336552915453
8646G	0.0202189226641262
4902G	0.0202161366321555
7352G	0.0202070909792666
2121G	0.0201258123894856
7229G	0.0200831637102948
5925G	0.0200165000712246
276G	0.0199406755401232
7669G	0.0198781627109168
2737G	0.0198704117401369
8505G	0.0198519880323978
1689G	0.0198361124904814
3675G	0.019776237442732
