Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	101	81	0.99807	0.0058	1.828e+03	0.338	0.422	GO:0045185
2	63	45	0.98247	0.0526	9.807e+02	0.213	0.482	GO:0034332
3	39	32	0.90804	0.18401	2.529e+02	0.297	0.461	GO:0031623
4	25	20	0.8221	0.18223	1.160e+02	0.348	0.37	GO:0061217
5	21	17	0.70289	0.3393	7.897e+01	0.294	0.476	GO:0031016
6	124	87	0.69528	0.38445	3.913e+03	0.206	0.454	GO:0051783
7	80	57	0.56904	0.37684	1.585e+03	0.211	0.406	GO:0044848
8	46	31	0.5619	0.30787	5.854e+02	0.22	0.414	GO:0035335
9	22	16	0.47022	0.19582	1.179e+02	0.311	0.353	GO:0018200
10	56	43	0.43224	0.37761	6.504e+02	0.296	0.401	GO:0022403
11	101	73	0.30535	0.38459	2.446e+03	0.231	0.452	GO:0007088
12	41	27	0.28858	0.1346	4.835e+02	0.086	0.6	GO:0019432
13	43	28	0.28736	0.21294	5.404e+02	0.085	0.585	GO:0046460
14	34	23	0.26244	0.22165	3.197e+02	0.144	0.477	GO:0035019
15	24	17	0.26198	0.12468	1.479e+02	0.102	0.515	GO:0033003
16	25	17	0.17988	0.16125	1.729e+02	0.01	0.691	GO:0000038
17	30	20	0.1651	0.19217	2.558e+02	0.182	0.389	GO:0018208
18	22	16	0.09654	0.13581	1.179e+02	0.304	0.428	GO:0017145
19	61	42	0.09204	0.18419	9.876e+02	0.185	0.495	GO:0043112
20	29	20	0.07144	0.06007	2.258e+02	0.208	0.443	GO:0048742
21	22	17	0.06806	0.08388	1.010e+02	0.327	0.356	GO:0090189
22	40	25	0.06517	0.06842	4.955e+02	0.093	0.496	GO:0007422
23	33	22	0.06168	0.06959	3.087e+02	0.18	0.47	GO:0090199
24	20	14	0.06154	0.06766	1.059e+02	0.161	0.497	GO:0034243
25	44	28	0.05904	0.0534	5.843e+02	0.029	0.544	GO:0007034
26	26	17	0.05522	0.06142	1.989e+02	0.173	0.424	GO:0002088
27	20	14	0.05365	0.07816	1.059e+02	0.235	0.34	GO:0000413
28	22	14	0.05116	0.09417	1.489e+02	-0.027	0.655	GO:0006400
29	50	30	0.04927	0.06614	8.099e+02	0.103	0.358	GO:0009267
30	35	21	0.04843	0.0523	3.996e+02	0.053	0.607	GO:0007205
31	22	15	0.04604	0.05195	1.339e+02	0.103	0.522	GO:0002886
32	55	34	0.0341	0.02901	9.446e+02	0.112	0.449	GO:0045727
33	35	22	0.02647	0.04864	3.776e+02	0.068	0.523	GO:0002712
34	39	25	0.02552	0.03551	4.555e+02	0.027	0.554	GO:0007041
35	20	13	0.02356	0.03469	1.199e+02	0.134	0.436	GO:0002825
36	37	22	0.01843	0.04266	4.505e+02	0.081	0.475	GO:0071479
37	22	15	0.01714	0.01585	1.339e+02	0.128	0.481	GO:0048762
38	20	13	0.01699	0.02256	1.199e+02	0.172	0.339	GO:0046640
39	27	17	0.01659	0.02491	2.258e+02	0.149	0.501	GO:0048536
40	26	16	0.01599	0.02794	2.158e+02	0.027	0.575	GO:0018022
41	22	14	0.01481	0.02311	1.489e+02	0.167	0.459	GO:0090200
42	27	17	0.01453	0.03099	2.258e+02	0.02	0.538	GO:0034446
43	85	49	0.01253	0.03479	2.425e+03	0.025	0.533	GO:0006641
44	61	36	0.01241	0.02538	1.224e+03	0.069	0.445	GO:0000723
45	23	16	0.01223	0.02085	1.409e+02	0.215	0.428	GO:0045661
