Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	109	78	1.0	0.0	2.908e+03	0.218	0.461	GO:0016050
2	111	72	1.0	0.0	3.579e+03	0.114	0.501	GO:0045787
3	158	119	1.0	0.0	5.407e+03	0.211	0.516	GO:0090287
4	191	136	0.95242	0.12256	8.985e+03	0.226	0.44	GO:0038127
5	26	20	0.93	0.10874	1.419e+02	0.167	0.623	GO:0006739
6	47	36	0.86702	0.24791	4.626e+02	0.249	0.509	GO:0006283
7	43	29	0.59865	0.36703	5.115e+02	0.15	0.482	GO:0045682
8	136	106	0.52216	0.3654	3.638e+03	0.328	0.406	GO:0042306
9	169	127	0.46441	0.35844	6.219e+03	0.295	0.406	GO:0046822
10	26	19	0.43388	0.272	1.619e+02	0.122	0.597	GO:0014910
11	30	21	0.2253	0.27083	2.348e+02	0.187	0.452	GO:0045604
12	79	50	0.2137	0.18111	1.882e+03	0.092	0.491	GO:0042590
13	75	48	0.18607	0.17873	1.672e+03	0.106	0.482	GO:0002479
14	25	20	0.17632	0.20451	1.160e+02	0.209	0.524	GO:0010226
15	22	18	0.10581	0.21718	8.297e+01	0.243	0.605	GO:0006297
16	23	17	0.08919	0.08655	1.239e+02	0.086	0.675	GO:0000060
17	24	19	0.0856	0.21542	1.110e+02	0.34	0.387	GO:0006361
18	53	34	0.05764	0.10765	8.358e+02	0.022	0.557	GO:0042552
19	21	14	0.05656	0.04737	1.269e+02	0.174	0.399	GO:0021522
20	190	135	0.0498	0.12291	8.931e+03	0.226	0.439	GO:0007173
21	56	35	0.04718	0.0583	9.655e+02	0.013	0.542	GO:0007272
22	58	36	0.04322	0.04349	1.044e+03	0.05	0.565	GO:0006521
23	23	15	0.03932	0.05944	1.569e+02	0.171	0.545	GO:0050974
24	23	16	0.03687	0.0429	1.409e+02	0.092	0.524	GO:0045581
25	20	13	0.036	0.053	1.199e+02	0.126	0.465	GO:0090342
26	25	20	0.03495	0.04931	1.160e+02	0.33	0.412	GO:0006360
27	31	19	0.03032	0.05776	3.067e+02	0.025	0.496	GO:0035094
28	25	16	0.02914	0.03996	1.899e+02	0.054	0.485	GO:0045058
29	23	15	0.0288	0.04221	1.569e+02	0.164	0.477	GO:0030316
30	74	49	0.02717	0.0815	1.548e+03	0.145	0.486	GO:0006289
31	25	19	0.02702	0.04481	1.359e+02	0.242	0.543	GO:0031952
32	67	43	0.02695	0.04964	1.331e+03	0.069	0.532	GO:1902106
33	50	29	0.02577	0.02788	8.397e+02	0.085	0.45	GO:0043242
34	45	27	0.02574	0.03407	6.571e+02	0.004	0.571	GO:0031110
35	84	47	0.0247	0.04275	2.437e+03	0.036	0.527	GO:0031099
36	41	28	0.02374	0.02935	4.556e+02	0.156	0.44	GO:0046637
37	29	18	0.02358	0.035	2.648e+02	0.132	0.405	GO:0017156
38	23	17	0.02313	0.03622	1.239e+02	0.218	0.531	GO:0001990
39	63	40	0.02276	0.04293	1.195e+03	0.116	0.539	GO:0043154
40	44	31	0.0219	0.04734	4.945e+02	0.157	0.511	GO:0035872
41	22	15	0.02178	0.03731	1.339e+02	0.155	0.385	GO:0071384
42	20	15	0.02063	0.04415	9.096e+01	0.222	0.522	GO:2000108
43	28	20	0.01842	0.03601	1.969e+02	0.241	0.501	GO:0003073
44	27	20	0.01838	0.0227	1.689e+02	0.149	0.562	GO:0070423
