Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	83	69	1.0	0.0	1.071e+03	0.356	0.436	GO:0017157
2	101	70	1.0	0.0	2.661e+03	0.211	0.452	GO:0045185
3	40	30	0.9816	0.05519	3.557e+02	0.215	0.47	GO:0006953
4	60	50	0.87968	0.28701	5.556e+02	0.306	0.495	GO:0006672
5	40	28	0.68254	0.2769	4.146e+02	0.136	0.463	GO:0006901
6	68	47	0.63053	0.37835	1.217e+03	0.142	0.514	GO:0032321
7	192	163	0.55382	0.39609	5.152e+03	0.421	0.371	GO:0010498
8	28	22	0.54322	0.43157	1.539e+02	0.255	0.48	GO:0005979
9	30	27	0.51802	0.42737	8.797e+01	0.471	0.397	GO:0045168
10	29	23	0.49924	0.38399	1.599e+02	0.327	0.444	GO:0015988
11	29	26	0.48201	0.42739	8.498e+01	0.487	0.374	GO:0031128
12	187	160	0.44649	0.39573	4.689e+03	0.432	0.368	GO:0043161
13	46	33	0.40918	0.34732	5.205e+02	0.237	0.426	GO:1902600
14	42	29	0.33812	0.26555	4.685e+02	0.314	0.285	GO:0031100
15	22	16	0.3339	0.20797	1.179e+02	0.17	0.527	GO:0090200
16	21	16	0.33101	0.3298	9.596e+01	0.183	0.558	GO:0002040
17	32	23	0.31782	0.25108	2.528e+02	0.171	0.586	GO:0042461
18	32	24	0.31487	0.34082	2.289e+02	0.231	0.486	GO:0032885
19	27	22	0.27418	0.37952	1.259e+02	0.284	0.527	GO:0032855
20	33	23	0.26215	0.21171	2.858e+02	0.109	0.562	GO:0032760
21	30	21	0.1461	0.16144	2.348e+02	0.162	0.581	GO:0042462
22	121	78	0.12032	0.28701	4.288e+03	0.099	0.506	GO:0006665
23	22	19	0.10747	0.1435	6.398e+01	0.281	0.599	GO:0032862
24	30	22	0.10363	0.19881	2.129e+02	0.225	0.48	GO:0070873
25	34	24	0.0922	0.14135	2.958e+02	0.226	0.423	GO:0035019
26	33	22	0.07872	0.18512	3.087e+02	0.118	0.521	GO:0090199
27	99	63	0.06144	0.18433	2.928e+03	0.09	0.512	GO:0032319
28	22	15	0.05385	0.06923	1.339e+02	0.086	0.541	GO:0046847
29	59	38	0.04335	0.09022	1.028e+03	0.163	0.435	GO:0015992
30	31	22	0.03418	0.07789	2.438e+02	0.274	0.43	GO:0015682
31	65	39	0.03067	0.06179	1.363e+03	0.074	0.535	GO:0045639
32	26	17	0.02778	0.05888	1.989e+02	0.123	0.419	GO:0046825
33	43	29	0.02553	0.04439	5.115e+02	0.2	0.403	GO:0048839
34	34	22	0.02335	0.05164	3.427e+02	0.131	0.546	GO:0009755
35	35	22	0.02308	0.05498	3.776e+02	0.048	0.589	GO:0071377
36	76	48	0.02212	0.06512	1.748e+03	0.044	0.562	GO:0032680
37	29	18	0.01746	0.03009	2.648e+02	0.078	0.54	GO:0014014
38	34	24	0.01612	0.04835	2.958e+02	0.206	0.486	GO:0032881
39	34	22	0.01578	0.03229	3.427e+02	0.107	0.493	GO:0009101
40	25	16	0.01277	0.02806	1.899e+02	0.093	0.548	GO:0001659
41	45	28	0.01043	0.0313	6.292e+02	0.068	0.572	GO:0048592
42	24	16	0.00994	0.02565	1.649e+02	0.034	0.604	GO:0032735
43	60	36	0.00973	0.02605	1.163e+03	0.117	0.474	GO:0007608
44	52	33	0.00937	0.02189	8.169e+02	0.195	0.349	GO:0009145
45	20	16	0.00906	0.0168	7.497e+01	0.314	0.492	GO:0030149
46	21	17	0.00805	0.01246	7.897e+01	0.316	0.498	GO:0046466
47	51	32	0.00724	0.02125	7.979e+02	0.185	0.353	GO:0009206
48	20	13	0.00656	0.01372	1.199e+02	0.23	0.388	GO:0031122
49	57	36	0.00613	0.01285	9.865e+02	0.163	0.389	GO:0009201
50	62	37	0.00564	0.01451	1.249e+03	0.109	0.381	GO:0009127
51	26	18	0.00556	0.01192	1.809e+02	0.085	0.56	GO:0090218
52	26	16	0.00555	0.0136	2.158e+02	0.112	0.506	GO:0070373
53	20	12	0.00536	0.01516	1.329e+02	0.16	0.384	GO:0072337
54	20	13	0.0049	0.00846	1.199e+02	0.205	0.41	GO:2000108
55	62	38	0.00488	0.01016	1.211e+03	0.136	0.39	GO:0009142
56	20	12	0.00487	0.01265	1.329e+02	0.11	0.507	GO:0009208
57	25	18	0.00343	0.00978	1.549e+02	0.1	0.56	GO:0043552
58	20	13	0.0033	0.00991	1.199e+02	0.142	0.45	GO:0090342
59	38	24	0.00321	0.00962	4.415e+02	0.185	0.331	GO:0006754
60	34	21	0.0029	0.00812	3.646e+02	0.142	0.407	GO:0001707
61	20	12	0.00268	0.00538	1.329e+02	0.094	0.449	GO:0006949
62	20	12	0.00242	0.00511	1.329e+02	0.077	0.426	GO:0009235
63	22	15	0.00241	0.00722	1.339e+02	0.135	0.63	GO:0003208
64	29	17	0.0024	0.0072	2.827e+02	0.062	0.49	GO:0006099
65	34	27	0.00236	0.00709	2.179e+02	0.327	0.429	GO:0045921
66	22	14	0.00218	0.00653	1.489e+02	0.179	0.419	GO:0061337
67	28	16	0.00214	0.00643	2.708e+02	-0.034	0.547	GO:0044743
68	21	13	0.00208	0.00624	1.409e+02	0.105	0.46	GO:0031114
69	24	14	0.00196	0.00587	1.959e+02	0.095	0.533	GO:0014072
70	24	14	0.00173	0.00443	1.959e+02	0.11	0.439	GO:1901989
71	24	14	0.00172	0.00515	1.959e+02	0.128	0.47	GO:0070588
72	21	13	0.00171	0.00347	1.409e+02	0.071	0.558	GO:0051220
73	27	16	0.00166	0.00334	2.428e+02	0.073	0.49	GO:0044253
74	45	25	0.00166	0.00369	7.100e+02	0.002	0.44	GO:0006120
75	23	15	0.00164	0.00493	1.569e+02	0.131	0.486	GO:0000060
76	82	63	0.00154	0.00414	1.386e+03	0.342	0.375	GO:0051443
77	21	14	0.00146	0.00439	1.269e+02	0.147	0.502	GO:0046320
78	33	21	0.00141	0.00424	3.307e+02	0.132	0.429	GO:0070169
79	22	14	0.00138	0.00414	1.489e+02	0.18	0.461	GO:0060612
80	31	17	0.00134	0.00403	3.437e+02	0.043	0.387	GO:0051282
81	80	66	0.00132	0.00346	1.029e+03	0.399	0.366	GO:0031145
82	22	13	0.00128	0.00384	1.629e+02	0.121	0.504	GO:0016338
83	29	15	0.00126	0.00377	3.157e+02	-0.005	0.548	GO:0048278
84	30	18	0.00121	0.00322	2.947e+02	-0.016	0.619	GO:0032653
85	31	20	0.00116	0.00349	2.868e+02	0.155	0.425	GO:0030501
86	22	13	0.00116	0.00349	1.629e+02	-0.079	0.666	GO:0035924
87	20	11	0.00116	0.00348	1.449e+02	0.014	0.544	GO:0019724
