Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	46	35	1.0	0.0	4.516e+02	0.243	0.497	GO:0006369
2	108	74	1.0	0.0	3.104e+03	0.178	0.491	GO:0009266
3	64	53	1.0	0.0	6.494e+02	0.33	0.416	GO:0030509
4	187	166	1.0	0.0	3.712e+03	0.438	0.398	GO:0031396
5	179	114	1.0	0.0	9.512e+03	0.1	0.517	GO:0042391
6	185	151	1.0	0.0	5.716e+03	0.32	0.431	GO:0098609
7	22	18	0.93481	0.10763	8.297e+01	0.322	0.492	GO:0006278
8	34	28	0.89326	0.22864	1.899e+02	0.338	0.45	GO:0035019
9	26	20	0.54409	0.32331	1.419e+02	0.309	0.348	GO:0045814
10	49	34	0.50919	0.30574	6.303e+02	0.14	0.502	GO:0007368
11	21	16	0.43525	0.33226	9.596e+01	0.321	0.335	GO:0006342
12	33	23	0.33731	0.29722	2.858e+02	0.142	0.522	GO:0007131
13	35	23	0.12702	0.16761	3.547e+02	0.094	0.513	GO:0007628
14	36	28	0.09718	0.07575	2.608e+02	0.329	0.402	GO:0032436
15	32	20	0.0789	0.08079	3.187e+02	0.143	0.432	GO:0090003
16	86	59	0.0777	0.08193	1.968e+03	0.198	0.453	GO:0045732
17	21	16	0.06355	0.07713	9.596e+01	0.223	0.525	GO:0034502
18	31	21	0.06065	0.09094	2.658e+02	0.214	0.374	GO:0060325
19	22	17	0.05166	0.08227	1.010e+02	0.349	0.393	GO:0010718
20	33	27	0.0464	0.07082	1.839e+02	0.245	0.481	GO:0060393
21	28	18	0.04222	0.05415	2.358e+02	0.125	0.496	GO:2001244
22	23	15	0.04072	0.08212	1.569e+02	0.125	0.417	GO:0007062
23	23	16	0.03598	0.06523	1.409e+02	0.034	0.57	GO:0006536
24	20	12	0.03498	0.09125	1.329e+02	0.001	0.558	GO:0051954
25	20	15	0.02728	0.04488	9.096e+01	0.261	0.491	GO:0048546
26	24	15	0.01994	0.03267	1.809e+02	0.1	0.483	GO:0007616
27	24	17	0.01879	0.03058	1.479e+02	0.176	0.547	GO:0001892
28	25	15	0.01706	0.03605	2.058e+02	0.101	0.419	GO:0001836
29	38	28	0.01577	0.03775	3.357e+02	0.283	0.402	GO:1901800
30	52	34	0.01434	0.02843	7.830e+02	0.112	0.502	GO:0009855
31	73	50	0.01415	0.02478	1.425e+03	0.212	0.41	GO:0045862
32	31	19	0.01357	0.02885	3.067e+02	0.072	0.451	GO:0051966
33	114	72	0.01348	0.02857	3.916e+03	0.132	0.466	GO:0031331
34	26	22	0.01222	0.02485	9.896e+01	0.272	0.496	GO:0010862
35	20	12	0.01187	0.02235	1.329e+02	0.078	0.532	GO:0031640
36	22	15	0.01102	0.0216	1.339e+02	0.194	0.471	GO:0010507
37	21	14	0.0106	0.0318	1.269e+02	0.185	0.438	GO:0050832
38	21	13	0.0099	0.02223	1.409e+02	0.076	0.537	GO:0042107
39	26	15	0.00975	0.02022	2.318e+02	0.007	0.512	GO:0043113
40	49	31	0.00937	0.0281	7.290e+02	0.104	0.451	GO:0008637
41	37	23	0.00933	0.01541	4.276e+02	0.152	0.448	GO:0071230
42	44	27	0.00893	0.02164	6.122e+02	0.089	0.522	GO:0000018
43	29	26	0.007	0.01519	8.498e+01	0.385	0.484	GO:0007157
44	46	28	0.00642	0.01679	6.751e+02	0.017	0.57	GO:0072164
45	34	22	0.00596	0.0127	3.427e+02	0.164	0.389	GO:0072659
46	84	55	0.00596	0.0127	2.027e+03	0.198	0.402	GO:0010954
47	30	19	0.0052	0.0153	2.758e+02	0.119	0.517	GO:0042462
48	22	14	0.00429	0.00985	1.489e+02	0.117	0.507	GO:0090189
49	27	16	0.00423	0.01109	2.428e+02	0.13	0.487	GO:0006505
50	26	17	0.00336	0.00917	1.989e+02	0.259	0.4	GO:0015807
51	72	63	0.00335	0.00959	6.126e+02	0.419	0.401	GO:0051437
52	25	15	0.0033	0.00684	2.058e+02	0.087	0.391	GO:0010543
53	23	13	0.00328	0.00632	1.859e+02	0.032	0.484	GO:0036152
54	39	22	0.00325	0.00952	5.274e+02	0.019	0.524	GO:0060079
55	20	12	0.00324	0.00914	1.329e+02	-0.033	0.588	GO:0006595
56	38	24	0.00316	0.00698	4.415e+02	0.189	0.419	GO:0008156
57	26	16	0.00314	0.00884	2.158e+02	0.055	0.582	GO:0006298
58	40	24	0.00294	0.00883	5.204e+02	0.022	0.539	GO:0006953
59	32	23	0.00291	0.00588	2.528e+02	0.217	0.428	GO:0009948
60	28	17	0.00262	0.00712	2.538e+02	0.013	0.64	GO:0046579
61	22	13	0.00258	0.00569	1.629e+02	0.055	0.512	GO:0045622
62	20	14	0.00252	0.00688	1.059e+02	0.204	0.447	GO:0090342
63	20	15	0.00247	0.00678	9.096e+01	0.247	0.393	GO:0031122
64	96	85	0.00246	0.00632	1.001e+03	0.448	0.38	GO:0051438
65	32	20	0.00234	0.00359	3.187e+02	0.111	0.494	GO:0042461
66	24	15	0.00233	0.00684	1.809e+02	0.097	0.535	GO:0009190
67	82	73	0.0022	0.00652	7.025e+02	0.449	0.386	GO:0051443
68	32	18	0.0022	0.00616	3.576e+02	0.043	0.631	GO:0072384
69	40	25	0.00214	0.00642	4.955e+02	0.133	0.46	GO:0007259
70	55	31	0.00208	0.0041	1.043e+03	0.073	0.472	GO:0007224
71	47	29	0.00192	0.00576	6.931e+02	0.027	0.566	GO:0072163
72	24	14	0.00188	0.00529	1.959e+02	0.036	0.523	GO:0070098
73	22	14	0.00181	0.00419	1.489e+02	0.109	0.408	GO:0002090
74	25	15	0.0017	0.0051	2.058e+02	0.198	0.383	GO:0006501
75	67	59	0.00168	0.00504	5.087e+02	0.425	0.406	GO:0051436
76	86	75	0.00163	0.00445	8.912e+02	0.442	0.38	GO:0051351
77	21	12	0.0016	0.00276	1.539e+02	0.062	0.492	GO:0000718
78	28	20	0.00157	0.00325	1.969e+02	0.138	0.59	GO:0032845
79	27	17	0.00154	0.00462	2.258e+02	0.132	0.411	GO:0055007
80	23	14	0.00148	0.00443	1.719e+02	0.057	0.504	GO:0021533
81	25	16	0.00142	0.00372	1.899e+02	0.24	0.367	GO:0031952
82	24	14	0.00134	0.00265	1.959e+02	0.177	0.331	GO:0007492
83	21	12	0.00129	0.00348	1.539e+02	0.095	0.306	GO:0050820
84	51	33	0.00121	0.00364	7.650e+02	0.146	0.463	GO:0001508
