Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	28	23	0.99479	0.01564	1.309e+02	0.365	0.405	GO:0035637
2	50	40	0.98402	0.04793	4.556e+02	0.345	0.409	GO:0051784
3	38	31	0.85807	0.23509	2.459e+02	0.432	0.306	GO:0007595
4	57	46	0.80696	0.34371	5.725e+02	0.396	0.356	GO:0002793
5	85	59	0.79542	0.32059	1.883e+03	0.203	0.45	GO:0036294
6	26	22	0.79256	0.33424	9.897e+01	0.3	0.495	GO:0045814
7	58	38	0.59377	0.28931	9.696e+02	0.155	0.456	GO:0043467
8	31	24	0.53449	0.28447	1.969e+02	0.227	0.485	GO:0019692
9	29	23	0.37461	0.28851	1.599e+02	0.264	0.48	GO:0009394
10	89	56	0.29592	0.29487	2.404e+03	0.111	0.496	GO:2001236
11	27	20	0.24025	0.27298	1.689e+02	0.206	0.518	GO:0060740
12	21	18	0.20746	0.33423	6.098e+01	0.321	0.481	GO:0006342
13	92	62	0.20503	0.32124	2.321e+03	0.192	0.443	GO:0071453
14	35	23	0.1963	0.18121	3.547e+02	0.084	0.548	GO:2001239
15	55	44	0.15517	0.30179	5.505e+02	0.39	0.355	GO:0090277
16	55	38	0.12776	0.23151	7.990e+02	0.283	0.306	GO:0032941
17	52	33	0.10769	0.15415	8.169e+02	0.086	0.539	GO:2001237
18	34	25	0.09114	0.14348	2.708e+02	0.198	0.473	GO:0009262
19	31	21	0.09031	0.10209	2.658e+02	0.132	0.515	GO:0030279
20	23	17	0.08599	0.10296	1.239e+02	0.224	0.458	GO:0043534
21	22	15	0.05308	0.07118	1.339e+02	0.219	0.457	GO:0048710
22	34	23	0.051	0.07112	3.197e+02	0.143	0.461	GO:0070228
23	20	15	0.04593	0.05787	9.096e+01	0.265	0.428	GO:0001782
24	20	13	0.04508	0.05585	1.199e+02	0.206	0.529	GO:0052652
25	45	37	0.04014	0.11906	3.328e+02	0.412	0.357	GO:0032024
26	60	36	0.03712	0.07438	1.163e+03	0.153	0.433	GO:0006968
27	44	28	0.03034	0.04866	5.843e+02	0.095	0.542	GO:0051785
28	21	15	0.0261	0.0421	1.119e+02	0.201	0.532	GO:0009651
29	21	16	0.02456	0.04704	9.596e+01	0.269	0.446	GO:0006110
30	22	14	0.02322	0.03241	1.489e+02	0.209	0.402	GO:0045686
31	90	54	0.02265	0.03149	2.605e+03	0.073	0.48	GO:2001234
32	30	19	0.01988	0.04418	2.758e+02	0.166	0.432	GO:0070873
33	42	31	0.01874	0.04937	4.077e+02	0.261	0.444	GO:0030071
34	22	14	0.01754	0.01974	1.489e+02	0.093	0.541	GO:0033108
35	41	25	0.01615	0.01294	5.364e+02	0.089	0.538	GO:0019748
36	20	14	0.01602	0.01905	1.059e+02	0.204	0.431	GO:0090559
37	23	14	0.01574	0.02573	1.719e+02	0.101	0.527	GO:0072595
38	34	21	0.01522	0.0251	3.647e+02	0.137	0.441	GO:0032881
39	20	13	0.01483	0.0309	1.199e+02	0.177	0.429	GO:0031102
40	110	64	0.01354	0.03666	4.013e+03	0.112	0.389	GO:0006109
41	20	13	0.0133	0.02163	1.199e+02	0.092	0.542	GO:0070271
42	21	14	0.01302	0.02499	1.269e+02	0.075	0.588	GO:1901099
43	26	16	0.01207	0.02191	2.158e+02	0.109	0.506	GO:0021955
44	29	16	0.01125	0.01975	2.997e+02	-0.006	0.426	GO:0002275
45	30	18	0.01013	0.01736	2.947e+02	0.021	0.545	GO:0060135
46	28	17	0.0099	0.02612	2.538e+02	0.144	0.43	GO:0005979
47	143	81	0.00988	0.02965	6.947e+03	0.037	0.506	GO:2000027
48	22	15	0.00981	0.01214	1.339e+02	0.167	0.56	GO:0042417
49	31	19	0.00905	0.02673	3.067e+02	0.104	0.473	GO:0051445
50	30	18	0.00901	0.01485	2.947e+02	0.062	0.528	GO:0007040
51	32	19	0.00889	0.01644	3.387e+02	0.116	0.441	GO:0032885
52	21	13	0.00874	0.01687	1.409e+02	0.091	0.51	GO:0008045
53	68	40	0.00827	0.02462	1.524e+03	0.079	0.518	GO:0001843
54	62	41	0.00805	0.02046	1.091e+03	0.154	0.442	GO:0002027
55	28	16	0.00799	0.02061	2.708e+02	0.136	0.457	GO:0046189
56	20	13	0.00758	0.01025	1.199e+02	0.154	0.405	GO:0033574
57	35	22	0.00732	0.00909	3.776e+02	0.079	0.476	GO:0030890
58	38	22	0.00713	0.01143	4.884e+02	0.061	0.477	GO:0009066
59	28	15	0.00672	0.01243	2.867e+02	0.035	0.527	GO:0046058
60	32	19	0.00662	0.01987	3.387e+02	0.028	0.588	GO:0008209
61	25	17	0.00636	0.01017	1.729e+02	0.19	0.432	GO:0010907
62	27	17	0.00634	0.00782	2.258e+02	0.098	0.548	GO:0034453
63	32	18	0.00633	0.019	3.576e+02	0.118	0.265	GO:0046626
64	20	13	0.00606	0.0137	1.199e+02	0.09	0.542	GO:0019724
65	44	26	0.00594	0.0127	6.392e+02	0.034	0.509	GO:0051279
66	21	13	0.00548	0.01545	1.409e+02	-0.018	0.651	GO:0045446
67	36	22	0.00548	0.01643	4.136e+02	0.137	0.452	GO:0048538
68	105	61	0.00538	0.01076	3.664e+03	0.114	0.386	GO:0010675
69	33	20	0.00529	0.0144	3.517e+02	0.031	0.534	GO:0048387
70	21	13	0.00523	0.01402	1.409e+02	0.084	0.475	GO:0043029
71	24	14	0.005	0.01016	1.959e+02	0.026	0.569	GO:0018904
72	30	18	0.00498	0.01173	2.947e+02	0.044	0.473	GO:0003156
73	25	17	0.00492	0.00581	1.729e+02	0.169	0.499	GO:0051155
74	21	14	0.00486	0.01042	1.269e+02	0.093	0.539	GO:0071312
75	32	18	0.00484	0.01452	3.576e+02	0.06	0.489	GO:0044246
76	26	21	0.00476	0.00924	1.209e+02	0.373	0.362	GO:0070979
77	22	14	0.00462	0.01387	1.489e+02	0.081	0.481	GO:0060314
78	25	16	0.00439	0.00879	1.899e+02	0.149	0.413	GO:0000038
79	22	15	0.00399	0.01198	1.339e+02	0.17	0.5	GO:0043567
80	28	16	0.00396	0.00787	2.708e+02	-0.015	0.474	GO:0045055
81	46	27	0.00386	0.00776	7.031e+02	0.062	0.594	GO:0030010
82	22	14	0.0037	0.00624	1.489e+02	0.091	0.488	GO:0010880
83	24	14	0.00367	0.00847	1.959e+02	-0.001	0.526	GO:0060397
84	25	15	0.00332	0.00996	2.058e+02	0.076	0.475	GO:0006893
