Creation Time:	2022-12-29 17:38:08

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_26.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	1812762927

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4904
Proportion perturbed genes:	0.41900205058099793

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.24838709677419354
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-7967.995435318415 +- 6.5996606274000325

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	42	33	1.0	0.0	3.428e+02	0.224	0.515	GO:0001755
2	96	76	1.0	0.0	1.728e+03	0.349	0.402	GO:0032526
3	97	72	0.9	0.3	2.122e+03	0.205	0.508	GO:0009108
4	65	53	0.87135	0.24085	7.143e+02	0.299	0.477	GO:0007589
5	169	137	0.74974	0.40073	4.901e+03	0.343	0.404	GO:1901988
6	76	58	0.6632	0.3719	1.214e+03	0.297	0.407	GO:0009156
7	21	16	0.56445	0.30411	9.596e+01	0.236	0.471	GO:0051354
8	26	21	0.56153	0.39475	1.209e+02	0.243	0.544	GO:0061098
9	21	16	0.55402	0.40214	9.596e+01	0.319	0.423	GO:0033081
10	47	34	0.43908	0.39422	5.335e+02	0.137	0.524	GO:0061097
11	27	18	0.42868	0.30765	2.079e+02	0.2	0.415	GO:0010470
12	20	13	0.23563	0.22868	1.199e+02	0.161	0.379	GO:0051954
13	126	88	0.19607	0.32836	4.075e+03	0.213	0.453	GO:0046390
14	165	133	0.1537	0.31601	4.774e+03	0.338	0.404	GO:1901991
15	87	50	0.14782	0.23664	2.547e+03	0.082	0.442	GO:0045580
16	126	83	0.1	0.3	4.502e+03	0.137	0.508	GO:0051188
17	199	146	0.1	0.3	9.135e+03	0.259	0.424	GO:1901990
18	94	54	0.09004	0.22111	2.973e+03	0.097	0.435	GO:0050768
19	38	34	0.08554	0.19371	1.469e+02	0.389	0.467	GO:0007595
20	22	16	0.06596	0.12056	1.179e+02	0.217	0.499	GO:0045686
21	104	76	0.06347	0.14163	2.530e+03	0.224	0.48	GO:0042455
22	21	15	0.05638	0.0825	1.119e+02	0.199	0.378	GO:0030239
23	29	19	0.05593	0.07823	2.458e+02	0.163	0.443	GO:0014014
24	80	59	0.05528	0.09544	1.469e+03	0.266	0.407	GO:0009124
25	55	45	0.04919	0.10604	5.056e+02	0.326	0.455	GO:0032941
26	32	21	0.04725	0.06303	2.978e+02	0.155	0.543	GO:0000578
27	31	21	0.04529	0.06516	2.658e+02	0.172	0.483	GO:0030318
28	92	52	0.04024	0.0972	2.893e+03	0.07	0.467	GO:0006518
29	31	18	0.04022	0.0771	3.257e+02	0.125	0.385	GO:0060325
30	20	12	0.03902	0.05238	1.329e+02	0.021	0.469	GO:0045851
31	27	16	0.039	0.04021	2.428e+02	0.111	0.445	GO:0045933
32	36	22	0.03811	0.05523	4.136e+02	0.076	0.427	GO:0055081
33	29	21	0.03792	0.07212	2.049e+02	0.181	0.509	GO:0009218
34	29	18	0.03403	0.06266	2.648e+02	0.089	0.518	GO:0043486
35	20	13	0.03388	0.06009	1.199e+02	0.16	0.474	GO:0009208
36	21	13	0.03319	0.0448	1.409e+02	0.167	0.408	GO:0045987
37	27	17	0.03086	0.08491	2.258e+02	0.172	0.507	GO:0006775
38	22	16	0.02952	0.04404	1.179e+02	0.19	0.489	GO:0042417
39	24	14	0.02904	0.04487	1.959e+02	0.146	0.348	GO:0055090
40	25	16	0.02798	0.03607	1.899e+02	0.165	0.464	GO:0043043
41	20	14	0.02438	0.05986	1.059e+02	0.106	0.56	GO:0042744
42	62	42	0.02297	0.05549	1.049e+03	0.182	0.442	GO:0009142
43	62	46	0.02286	0.05247	8.720e+02	0.289	0.387	GO:0009127
44	49	31	0.02194	0.04537	7.291e+02	0.164	0.384	GO:0061035
45	45	28	0.02175	0.03121	6.292e+02	0.041	0.532	GO:0072089
46	36	22	0.01574	0.03649	4.136e+02	0.126	0.462	GO:0003007
47	23	14	0.01572	0.01992	1.719e+02	0.117	0.466	GO:0009148
48	32	20	0.01562	0.02588	3.187e+02	0.173	0.423	GO:0045599
49	28	17	0.01396	0.023	2.538e+02	0.113	0.473	GO:0043114
50	75	45	0.0138	0.03348	1.812e+03	0.084	0.498	GO:0018958
51	28	17	0.01358	0.02992	2.538e+02	0.101	0.44	GO:0046189
52	51	31	0.01312	0.02375	8.298e+02	0.05	0.481	GO:0051952
53	50	36	0.01291	0.00991	6.094e+02	0.228	0.394	GO:0051784
54	36	22	0.01272	0.02477	4.136e+02	0.126	0.383	GO:0032330
55	26	15	0.01193	0.02604	2.318e+02	0.102	0.486	GO:0032350
