Creation Time:	2022-12-29 21:00:31

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_6.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3254939972

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4920
Proportion perturbed genes:	0.4203691045796309

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2661290322580645
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-7984.739935080291 +- 2.6687834853467955

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	151	126	1.0	0.0	3.470e+03	0.348	0.419	GO:0000082
2	154	106	0.9171	0.24871	6.244e+03	0.24	0.398	GO:0009896
3	21	18	0.88392	0.13975	6.098e+01	0.294	0.48	GO:0019915
4	25	21	0.87792	0.29158	9.497e+01	0.349	0.476	GO:0042771
5	23	18	0.76439	0.25407	1.060e+02	0.355	0.395	GO:0006692
6	54	44	0.74677	0.39107	4.956e+02	0.287	0.5	GO:0002285
7	86	58	0.64447	0.45214	2.027e+03	0.151	0.457	GO:0030326
8	91	55	0.58683	0.39051	2.640e+03	0.116	0.447	GO:0034754
9	72	60	0.49878	0.40215	7.983e+02	0.329	0.436	GO:0030574
10	103	67	0.30044	0.45797	3.071e+03	0.108	0.469	GO:0035107
11	79	62	0.26714	0.30915	1.206e+03	0.291	0.437	GO:0044243
12	154	90	0.25115	0.38158	7.807e+03	0.064	0.499	GO:0042445
13	28	27	0.24334	0.39946	2.900e+01	0.447	0.454	GO:0002312
14	27	21	0.14314	0.17629	1.479e+02	0.139	0.574	GO:0060740
15	94	70	0.134	0.25058	1.978e+03	0.247	0.436	GO:0044236
16	30	20	0.13236	0.08595	2.558e+02	0.108	0.538	GO:0048265
17	22	16	0.12138	0.17609	1.179e+02	0.213	0.429	GO:0090200
18	86	55	0.08395	0.25186	2.197e+03	0.187	0.418	GO:0045732
19	114	76	0.08348	0.25043	3.620e+03	0.234	0.384	GO:0031331
20	29	18	0.05642	0.07979	2.648e+02	0.129	0.4	GO:0022029
21	88	66	0.05534	0.16603	1.703e+03	0.24	0.442	GO:0044259
22	36	21	0.05242	0.11593	4.355e+02	0.02	0.49	GO:0006584
23	40	29	0.04766	0.13262	3.857e+02	0.288	0.375	GO:0035137
24	82	63	0.0467	0.1401	1.386e+03	0.271	0.438	GO:0032963
25	32	19	0.0266	0.03791	3.387e+02	0.105	0.426	GO:0021885
26	36	23	0.02148	0.0457	3.906e+02	0.15	0.431	GO:0046631
27	28	17	0.02136	0.03801	2.538e+02	0.102	0.44	GO:0009072
28	26	15	0.02114	0.04072	2.318e+02	0.043	0.473	GO:0007212
29	28	18	0.02058	0.03954	2.358e+02	0.102	0.498	GO:0046189
30	33	20	0.01805	0.03014	3.517e+02	0.085	0.525	GO:0032648
31	29	18	0.01675	0.02088	2.648e+02	0.053	0.536	GO:0050853
32	21	13	0.01669	0.05006	1.409e+02	0.126	0.451	GO:0042573
33	20	13	0.01584	0.02886	1.199e+02	0.114	0.473	GO:0021795
34	33	21	0.01573	0.03199	3.307e+02	0.166	0.433	GO:0090199
35	31	23	0.01497	0.03247	2.209e+02	0.333	0.34	GO:0035116
36	21	12	0.01413	0.01502	1.539e+02	0.065	0.393	GO:0034502
37	22	14	0.01332	0.01706	1.489e+02	0.139	0.45	GO:0042490
38	108	67	0.01307	0.0392	3.599e+03	0.127	0.442	GO:0042113
39	20	12	0.01262	0.02241	1.329e+02	0.095	0.428	GO:0060349
40	21	12	0.01093	0.02217	1.539e+02	0.011	0.564	GO:0031670
41	26	17	0.01004	0.02141	1.989e+02	0.103	0.449	GO:0002088
42	22	12	0.00974	0.02476	1.759e+02	0.149	0.372	GO:0034105
43	21	13	0.00971	0.0226	1.409e+02	0.004	0.588	GO:0035813
44	22	15	0.00852	0.0205	1.339e+02	0.105	0.461	GO:0048048
45	21	13	0.00829	0.02263	1.409e+02	0.18	0.405	GO:0030239
46	40	21	0.00741	0.01251	5.892e+02	0.007	0.429	GO:0007159
47	32	20	0.00728	0.02114	3.187e+02	0.087	0.501	GO:0008209
48	29	16	0.00599	0.01263	2.997e+02	-0.014	0.549	GO:0006476
49	56	34	0.00563	0.01115	1.000e+03	0.051	0.576	GO:0007269
50	22	13	0.00542	0.01154	1.629e+02	0.033	0.427	GO:0001909
51	35	18	0.0051	0.0093	4.595e+02	0.005	0.455	GO:0071377
52	26	16	0.005	0.01501	2.158e+02	0.18	0.391	GO:0046503
53	53	27	0.00488	0.0113	1.052e+03	0.071	0.367	GO:0006213
54	23	12	0.00478	0.00964	1.988e+02	-0.003	0.384	GO:0072525
