Creation Time:	2022-12-29 17:46:46

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_18.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	1797009026

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4850
Proportion perturbed genes:	0.41438824333561175

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2306451612903226
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-7983.674748833735 +- 4.084002803283979

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	121	96	1.0	0.0	2.721e+03	0.289	0.477	GO:0010721
2	69	57	1.0	0.0	7.623e+02	0.362	0.42	GO:0051341
3	59	47	0.91558	0.25326	6.424e+02	0.293	0.461	GO:0032273
4	23	21	0.9	0.3	4.599e+01	0.393	0.485	GO:0045581
5	38	32	0.8489	0.32137	2.139e+02	0.382	0.411	GO:0046365
6	27	20	0.83302	0.30891	1.689e+02	0.274	0.362	GO:0019935
7	50	41	0.79221	0.35	4.147e+02	0.307	0.439	GO:0034103
8	53	37	0.56776	0.42028	7.281e+02	0.245	0.41	GO:0044801
9	25	19	0.50703	0.42571	1.359e+02	0.214	0.536	GO:0001836
10	57	39	0.43342	0.42071	8.729e+02	0.225	0.42	GO:0061025
11	42	27	0.24757	0.20879	5.254e+02	0.153	0.461	GO:0023021
12	39	25	0.22684	0.24427	4.555e+02	0.149	0.447	GO:0038032
13	36	31	0.20779	0.35	1.709e+02	0.366	0.422	GO:0046850
14	22	16	0.16286	0.19993	1.179e+02	0.214	0.45	GO:0033344
15	21	14	0.1487	0.1684	1.269e+02	0.143	0.463	GO:0015844
16	88	55	0.14422	0.2552	2.372e+03	0.064	0.502	GO:0015850
