Creation Time:	2022-12-29 18:56:33

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_23.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	1795878068

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4847
Proportion perturbed genes:	0.4141319207108681

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.24838709677419354
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-7931.2103616625345 +- 2.503647476078923

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	89	68	1.0	0.0	1.657e+03	0.263	0.454	GO:0002685
2	79	67	1.0	0.0	8.822e+02	0.381	0.4	GO:0007229
3	142	103	1.0	0.0	4.785e+03	0.205	0.481	GO:0031346
4	81	59	1.0	0.0	1.550e+03	0.206	0.483	GO:0051216
5	31	26	0.95947	0.11684	1.459e+02	0.309	0.48	GO:0030279
6	165	132	0.89777	0.29933	4.906e+03	0.307	0.446	GO:0045765
7	39	27	0.83371	0.17792	4.026e+02	0.201	0.43	GO:0048806
8	49	41	0.70729	0.32954	3.648e+02	0.365	0.433	GO:0006998
9	21	15	0.62841	0.27114	1.119e+02	0.353	0.358	GO:0042107
10	25	19	0.42962	0.33212	1.359e+02	0.237	0.549	GO:1901071
11	48	31	0.40759	0.315	6.802e+02	0.204	0.432	GO:0007189
12	36	26	0.34271	0.27426	3.158e+02	0.169	0.56	GO:0006040
13	37	32	0.21214	0.26809	1.759e+02	0.434	0.399	GO:0007077
14	40	27	0.17184	0.23599	4.426e+02	0.155	0.474	GO:0055117
15	30	21	0.15454	0.13754	2.348e+02	0.198	0.472	GO:0032856
16	179	138	0.10223	0.29933	6.501e+03	0.277	0.449	GO:1901342
17	33	20	0.10063	0.13594	3.517e+02	0.1	0.435	GO:0090199
18	39	34	0.08161	0.15353	1.859e+02	0.439	0.4	GO:0030397
19	27	17	0.07798	0.11071	2.258e+02	0.166	0.428	GO:0007052
20	64	40	0.0452	0.07213	1.259e+03	0.107	0.498	GO:0010923
21	28	17	0.04159	0.10277	2.538e+02	0.165	0.423	GO:2001244
22	24	19	0.03919	0.07907	1.110e+02	0.372	0.383	GO:0050922
23	30	18	0.03521	0.10121	2.947e+02	0.132	0.479	GO:0022400
24	21	14	0.03298	0.04522	1.269e+02	0.241	0.432	GO:0046329
25	38	23	0.01468	0.03099	4.655e+02	0.067	0.567	GO:0070936
26	62	32	0.0141	0.03918	1.423e+03	0.029	0.461	GO:0009953
27	22	13	0.01387	0.0414	1.629e+02	0.099	0.502	GO:0035412
28	41	23	0.01312	0.03935	5.853e+02	0.064	0.437	GO:0009247
29	68	40	0.01252	0.02606	1.524e+03	0.086	0.498	GO:0045598
30	20	12	0.00962	0.02887	1.329e+02	0.007	0.515	GO:0010714
31	22	16	0.00959	0.02194	1.179e+02	0.21	0.498	GO:0017145
32	60	36	0.00955	0.02866	1.163e+03	0.071	0.471	GO:0042108
33	29	20	0.00951	0.02168	2.258e+02	0.162	0.429	GO:0043491
34	26	17	0.00842	0.01705	1.989e+02	0.177	0.476	GO:0032873
35	47	28	0.00824	0.02472	7.220e+02	0.049	0.537	GO:0045913
36	46	29	0.00757	0.02224	6.462e+02	0.13	0.46	GO:0009187
37	30	19	0.00736	0.01251	2.758e+02	0.195	0.439	GO:0050873
38	22	14	0.0069	0.01407	1.489e+02	0.118	0.482	GO:0032862
39	29	20	0.00675	0.02024	2.258e+02	0.134	0.494	GO:0060043
40	42	26	0.00667	0.01961	5.524e+02	0.066	0.523	GO:2001257
41	24	17	0.0063	0.01889	1.479e+02	0.216	0.465	GO:0009190
42	24	19	0.00616	0.01847	1.110e+02	0.19	0.495	GO:0050926
43	20	14	0.00537	0.0161	1.059e+02	0.23	0.416	GO:0052652
44	32	22	0.00523	0.0157	2.758e+02	0.203	0.456	GO:0032722
45	21	13	0.00458	0.01191	1.409e+02	0.001	0.559	GO:0048665
46	26	16	0.00424	0.01273	2.158e+02	0.12	0.484	GO:0002088
47	32	23	0.00411	0.01232	2.528e+02	0.293	0.389	GO:0048521
48	22	19	0.00392	0.00807	6.398e+01	0.369	0.472	GO:2000401
49	28	18	0.00386	0.01158	2.358e+02	0.158	0.459	GO:0009225
50	27	15	0.00384	0.00965	2.588e+02	0.007	0.528	GO:0006505
51	21	16	0.00377	0.0113	9.596e+01	0.266	0.45	GO:0043300
52	23	18	0.0037	0.0068	1.060e+02	0.176	0.499	GO:0050927
53	23	13	0.0035	0.009	1.859e+02	0.077	0.543	GO:0072525
54	31	19	0.00341	0.01022	3.067e+02	0.081	0.551	GO:0045600
55	28	16	0.00337	0.0101	2.708e+02	0.042	0.474	GO:0006309
56	39	25	0.00308	0.0061	4.555e+02	0.168	0.501	GO:0060411
57	25	14	0.00303	0.00908	2.208e+02	0.156	0.355	GO:0001836
58	20	16	0.00301	0.00658	7.497e+01	0.225	0.539	GO:0045773
59	20	14	0.00292	0.00761	1.059e+02	0.194	0.422	GO:0072676
60	32	20	0.00268	0.00804	3.187e+02	0.017	0.615	GO:0006801
61	20	13	0.00239	0.00718	1.199e+02	0.059	0.583	GO:0046640
62	20	11	0.00226	0.00671	1.449e+02	-0.056	0.54	GO:0009235
63	22	13	0.00224	0.00672	1.629e+02	-0.006	0.545	GO:0050856
64	25	15	0.00222	0.00667	2.058e+02	0.024	0.496	GO:0010907
65	27	15	0.00208	0.00624	2.588e+02	0.027	0.438	GO:0019935
66	20	12	0.00205	0.00616	1.329e+02	0.01	0.628	GO:0006595
67	29	16	0.002	0.00404	2.997e+02	0.023	0.474	GO:0000737
68	38	21	0.00192	0.00575	5.104e+02	0.051	0.433	GO:0046365
69	30	20	0.0019	0.00571	2.558e+02	0.179	0.42	GO:0045429
70	35	20	0.0019	0.00438	4.206e+02	0.134	0.407	GO:0002762
71	22	11	0.00187	0.00544	1.879e+02	0.087	0.369	GO:0006297
72	21	12	0.00184	0.00493	1.539e+02	0.051	0.385	GO:0015844
73	33	18	0.0018	0.00363	3.906e+02	0.046	0.54	GO:0042339
74	30	18	0.00162	0.00487	2.947e+02	0.214	0.363	GO:0007190
75	30	17	0.00162	0.00485	3.127e+02	0.042	0.475	GO:0030513
76	61	47	0.0015	0.00451	7.632e+02	0.216	0.494	GO:0002688
77	60	43	0.00147	0.00442	8.839e+02	0.203	0.468	GO:0010976
78	33	21	0.00144	0.00433	3.307e+02	0.109	0.518	GO:0022409
79	24	12	0.00142	0.00427	2.228e+02	-0.031	0.464	GO:0006111
80	39	24	0.00141	0.00308	4.805e+02	0.12	0.536	GO:0030199
81	35	20	0.00136	0.00408	4.206e+02	0.041	0.503	GO:0030317
82	106	78	0.00135	0.00375	2.586e+03	0.205	0.494	GO:0050920
83	21	13	0.00132	0.00396	1.409e+02	0.065	0.471	GO:0090022
84	24	12	0.00126	0.00379	2.228e+02	-0.039	0.499	GO:0007492
85	23	11	0.00124	0.00373	2.118e+02	-0.039	0.516	GO:0032504
86	26	13	0.00119	0.00238	2.608e+02	0.035	0.351	GO:0015807
87	38	21	0.00116	0.00347	5.104e+02	0.062	0.466	GO:0031577
88	21	13	0.00114	0.00342	1.409e+02	0.265	0.425	GO:0060412
89	32	18	0.00113	0.00227	3.576e+02	0.036	0.457	GO:0090003
90	60	31	0.00103	0.00308	1.332e+03	0.001	0.451	GO:0006968
91	42	21	0.00099	0.00298	6.720e+02	-0.063	0.472	GO:0060271
92	21	12	0.00096	0.00288	1.539e+02	0.073	0.491	GO:0002832
93	22	12	0.00091	0.00193	1.759e+02	0.081	0.39	GO:0090200
94	29	14	0.00088	0.00263	3.317e+02	-0.087	0.613	GO:0042743
95	39	20	0.00086	0.00257	5.703e+02	-0.017	0.461	GO:0060402
96	77	60	0.00085	0.00256	1.173e+03	0.234	0.492	GO:0050921
97	43	29	0.0008	0.00191	5.115e+02	0.17	0.493	GO:0030516
98	32	19	0.0008	0.00196	3.387e+02	0.029	0.507	GO:0032414
99	29	18	0.00073	0.0022	2.648e+02	0.043	0.578	GO:2000278
100	61	34	0.00071	0.00214	1.295e+03	0.052	0.468	GO:0010631
101	34	23	0.0007	0.0021	3.197e+02	0.118	0.565	GO:0001569
102	22	13	0.00066	0.00199	1.629e+02	0.09	0.492	GO:0060314
103	22	16	0.00066	0.00147	1.179e+02	0.25	0.45	GO:0002886
104	22	14	0.00065	0.00196	1.489e+02	0.093	0.58	GO:0045686
105	21	13	0.00061	0.00184	1.409e+02	0.197	0.369	GO:0019915
106	33	18	0.00061	0.00182	3.906e+02	0.032	0.423	GO:0019320
107	21	10	0.00059	0.00178	1.779e+02	-0.101	0.557	GO:0000272
108	29	17	0.00059	0.00176	2.828e+02	0.086	0.475	GO:0048742
109	21	11	0.00058	0.00175	1.659e+02	-0.036	0.48	GO:0051220
110	42	25	0.00058	0.00174	5.783e+02	0.048	0.596	GO:0006029
111	20	11	0.00056	0.00167	1.449e+02	-0.042	0.539	GO:0007140
112	34	17	0.00054	0.00163	4.425e+02	-0.038	0.521	GO:0000003
113	40	21	0.00054	0.00162	5.892e+02	0.004	0.445	GO:0060401
114	26	15	0.00047	0.0014	2.318e+02	0.133	0.472	GO:0055013
115	36	19	0.0004	0.00119	4.764e+02	-0.037	0.569	GO:0045333
116	26	12	0.00039	0.00116	2.757e+02	-0.16	0.592	GO:0090218
117	36	16	0.00038	0.00115	5.363e+02	-0.094	0.472	GO:0010883
118	21	10	0.00036	0.00108	1.779e+02	-0.064	0.551	GO:0000718
119	24	15	0.00036	0.00107	1.809e+02	0.059	0.509	GO:0010712
120	21	13	0.00035	0.00106	1.409e+02	0.125	0.433	GO:0050820
121	22	9	0.00033	0.001	2.148e+02	0.017	0.398	GO:0035249
122	22	12	0.00033	0.00098	1.759e+02	0.017	0.473	GO:0060071
123	34	25	0.00032	0.00095	2.708e+02	0.156	0.517	GO:0010633
124	45	25	0.00031	0.00094	7.100e+02	0.01	0.528	GO:0007030
125	24	14	0.0003	0.0009	1.959e+02	0.08	0.505	GO:0060343
126	20	9	0.0003	0.00089	1.679e+02	-0.119	0.508	GO:0030879
127	28	13	0.00029	0.00086	3.177e+02	-0.009	0.515	GO:0018146
128	34	15	0.00027	0.0008	4.814e+02	-0.025	0.36	GO:0006695
129	25	15	0.00027	0.0008	2.058e+02	-0.026	0.598	GO:0090311
130	48	26	0.00026	0.00077	8.247e+02	0.108	0.38	GO:0030218
131	20	11	0.00024	0.00071	1.449e+02	-0.045	0.632	GO:0002861
132	23	10	0.00021	0.00064	2.258e+02	-0.131	0.53	GO:0010677
133	66	51	0.00018	0.00054	8.850e+02	0.264	0.473	GO:0002687
134	27	16	0.00018	0.00054	2.428e+02	0.06	0.534	GO:0019674
135	23	12	0.00018	0.00053	1.988e+02	-0.005	0.606	GO:0032731
136	25	14	0.00018	0.00053	2.208e+02	0.084	0.519	GO:0050691
137	22	12	0.00017	0.00052	1.759e+02	0.007	0.527	GO:0001909
138	23	9	0.00016	0.00048	2.408e+02	-0.132	0.532	GO:0021533
139	21	10	0.00016	0.00048	1.779e+02	-0.091	0.589	GO:0046320
140	36	17	0.00016	0.00047	5.153e+02	-0.041	0.44	GO:0032480
141	28	17	0.00015	0.00046	2.538e+02	0.075	0.466	GO:0033077
142	24	13	0.00015	0.00046	2.098e+02	0.077	0.398	GO:0042474
143	50	25	0.00014	0.00042	9.494e+02	-0.053	0.467	GO:0007498
144	32	19	0.00013	0.0004	3.387e+02	-0.004	0.585	GO:0006488
145	21	10	0.00013	0.0004	1.779e+02	0.041	0.4	GO:0042573
146	33	18	0.00012	0.00036	3.906e+02	0.058	0.479	GO:0016056
147	22	15	0.00011	0.00032	1.339e+02	0.183	0.406	GO:0034698
148	22	11	0.00011	0.00032	1.879e+02	-0.072	0.526	GO:0051491
149	32	18	0.0001	0.00029	3.576e+02	0.061	0.474	GO:0044246
150	49	25	9e-05	0.00026	8.995e+02	0.045	0.429	GO:0008637
151	20	9	7e-05	0.00022	1.679e+02	-0.049	0.511	GO:0031122
152	29	14	6e-05	0.00019	3.317e+02	-0.041	0.425	GO:0010524
153	21	10	5e-05	0.00016	1.779e+02	-0.031	0.511	GO:0008045
154	38	22	5e-05	0.00016	4.884e+02	0.1	0.393	GO:0031532
155	29	17	5e-05	0.00014	2.828e+02	0.133	0.522	GO:0048747
156	32	16	5e-05	0.00014	3.926e+02	0.002	0.447	GO:0071331
157	22	11	4e-05	0.00013	1.879e+02	-0.065	0.525	GO:0043330
158	28	16	4e-05	0.00012	2.708e+02	0.069	0.464	GO:0046058
159	26	14	3e-05	8e-05	2.468e+02	0.108	0.404	GO:0042133
160	38	22	1e-05	2e-05	4.884e+02	0.053	0.557	GO:0051225
161	33	17	1e-05	2e-05	4.085e+02	0.008	0.481	GO:0071173
162	25	20	0.0	1e-05	1.160e+02	0.164	0.614	GO:0001937
