Creation Time:	2022-12-29 17:20:22

INPUT:
File name:	crfe_v018.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_10_seed_9.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	2431734538

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4785
Proportion perturbed genes:	0.40883458646616544

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2838709677419355
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-7944.61292363907 +- 1.5905209665632387

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	177	115	1.0	0.0	9.046e+03	0.122	0.537	GO:0000956
2	66	49	1.0	0.0	9.858e+02	0.256	0.443	GO:0051291
3	38	31	0.99728	0.00815	2.459e+02	0.243	0.535	GO:0009066
4	40	37	0.96183	0.1145	1.180e+02	0.452	0.421	GO:1902930
5	20	16	0.89333	0.16818	7.497e+01	0.326	0.396	GO:0007029
6	25	22	0.78619	0.35963	7.298e+01	0.49	0.322	GO:0042181
7	126	95	0.71224	0.40468	3.434e+03	0.233	0.474	GO:0046390
8	21	18	0.66176	0.44746	6.098e+01	0.538	0.279	GO:0046466
9	39	28	0.65336	0.30902	3.747e+02	0.167	0.439	GO:0031623
10	51	34	0.64699	0.36065	7.311e+02	0.151	0.504	GO:0030888
11	31	23	0.62589	0.39763	2.209e+02	0.261	0.413	GO:0015682
12	64	45	0.52837	0.38562	1.045e+03	0.197	0.44	GO:0008645
13	66	46	0.47163	0.38562	1.129e+03	0.192	0.435	GO:0015749
14	20	17	0.33824	0.44746	5.798e+01	0.536	0.276	GO:0030149
15	122	93	0.28785	0.40462	3.127e+03	0.236	0.473	GO:0009260
16	38	25	0.2753	0.244	4.166e+02	0.087	0.491	GO:0008156
17	52	35	0.21326	0.35874	7.481e+02	0.187	0.377	GO:0042180
18	61	46	0.19183	0.32142	8.101e+02	0.245	0.43	GO:0006818
19	20	14	0.16863	0.24607	1.059e+02	0.198	0.375	GO:0015721
20	50	32	0.16808	0.24361	7.470e+02	0.168	0.4	GO:0006826
21	23	16	0.16091	0.21116	1.409e+02	0.382	0.281	GO:0019098
22	20	15	0.1404	0.12574	9.096e+01	0.231	0.449	GO:0042744
23	61	40	0.0853	0.13345	1.070e+03	0.132	0.443	GO:0043112
24	21	14	0.06539	0.15696	1.269e+02	0.224	0.415	GO:0001662
25	47	33	0.03822	0.11467	5.674e+02	0.214	0.412	GO:0050810
26	34	21	0.03482	0.08104	3.647e+02	0.122	0.423	GO:0030815
27	31	19	0.02726	0.06595	3.067e+02	0.112	0.409	GO:0051966
28	27	16	0.02441	0.04013	2.428e+02	0.138	0.425	GO:0001914
29	35	22	0.02025	0.03595	3.776e+02	0.112	0.501	GO:0030890
30	22	15	0.01948	0.03981	1.339e+02	0.393	0.245	GO:0044705
31	35	21	0.01576	0.03161	3.996e+02	0.111	0.423	GO:0030800
32	42	24	0.01434	0.0158	6.032e+02	0.048	0.464	GO:0060271
33	59	44	0.01432	0.03297	7.801e+02	0.234	0.433	GO:0015992
34	89	68	0.0141	0.04229	1.657e+03	0.245	0.487	GO:0042451
35	29	18	0.01366	0.0219	2.648e+02	0.081	0.433	GO:0042743
36	57	31	0.01257	0.0377	1.156e+03	0.12	0.37	GO:0033555
37	23	18	0.01135	0.01544	1.060e+02	0.354	0.349	GO:1901661
38	30	16	0.01053	0.01812	3.297e+02	0.071	0.363	GO:0032508
39	30	19	0.0103	0.01953	2.758e+02	0.127	0.44	GO:0030818
40	20	13	0.00968	0.01675	1.199e+02	0.127	0.392	GO:0007220
41	53	33	0.00966	0.02898	8.698e+02	0.144	0.459	GO:0060359
42	92	55	0.00901	0.02704	2.732e+03	0.065	0.471	GO:1901606
43	20	14	0.00858	0.01643	1.059e+02	0.134	0.539	GO:0045736
44	22	13	0.00696	0.02088	1.629e+02	0.231	0.319	GO:0010880
45	20	12	0.00689	0.01395	1.329e+02	0.144	0.445	GO:0009268
46	31	17	0.00688	0.01278	3.437e+02	0.025	0.48	GO:0051004
47	78	46	0.00579	0.01202	1.997e+03	0.024	0.486	GO:0043648
48	37	22	0.00531	0.01076	4.505e+02	0.183	0.346	GO:0014075
49	21	13	0.00503	0.0151	1.409e+02	0.054	0.629	GO:0048665
50	24	16	0.00499	0.01498	1.649e+02	0.184	0.47	GO:0032228
51	24	14	0.00456	0.01369	1.959e+02	0.076	0.417	GO:0007194
52	23	15	0.00413	0.0124	1.569e+02	0.077	0.507	GO:0034405
53	85	55	0.00412	0.00856	2.112e+03	0.13	0.523	GO:0006415
54	24	15	0.00394	0.01144	1.809e+02	0.191	0.441	GO:0014072
55	21	11	0.00384	0.01151	1.659e+02	0.033	0.356	GO:0009060
56	23	14	0.00381	0.00842	1.719e+02	0.183	0.352	GO:0001990
57	30	19	0.00356	0.00921	2.758e+02	0.107	0.44	GO:0045429
58	36	21	0.00346	0.00715	4.355e+02	0.09	0.449	GO:0032330
59	46	35	0.00333	0.00932	4.516e+02	0.254	0.42	GO:1902600
60	32	16	0.00319	0.00639	3.926e+02	0.026	0.363	GO:0032392
61	21	13	0.00312	0.00935	1.409e+02	0.076	0.469	GO:0002040
62	45	26	0.00309	0.00616	6.841e+02	0.063	0.446	GO:0022600
63	32	16	0.00274	0.00821	3.926e+02	0.085	0.328	GO:0032414
64	20	12	0.00256	0.00528	1.329e+02	0.017	0.503	GO:0043537
65	38	21	0.00227	0.0068	5.104e+02	-0.009	0.596	GO:0030049
66	27	16	0.00212	0.00458	2.428e+02	0.085	0.442	GO:0090329
67	34	24	0.00198	0.00595	2.958e+02	0.172	0.522	GO:0051055
68	50	26	0.00196	0.00495	9.235e+02	-0.024	0.433	GO:0010830
69	62	48	0.00191	0.00574	7.772e+02	0.259	0.46	GO:0009127
70	34	20	0.00187	0.00512	3.856e+02	0.129	0.409	GO:0014823
71	23	14	0.00184	0.00505	1.719e+02	0.077	0.453	GO:0006536
72	25	16	0.00162	0.00486	1.899e+02	0.147	0.442	GO:0030212
73	30	18	0.00159	0.00476	2.947e+02	0.052	0.439	GO:0060135
74	40	23	0.00149	0.00339	5.444e+02	0.075	0.426	GO:1900543
75	76	59	0.0014	0.0042	1.156e+03	0.251	0.47	GO:0009156
76	29	16	0.00139	0.00418	2.997e+02	-0.031	0.481	GO:0048742
77	37	21	0.00136	0.00383	4.725e+02	-0.013	0.525	GO:0001656
