Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	108	74	1.0	0.0	3.104e+03	0.178	0.491	GO:0009266
2	187	166	1.0	0.0	3.712e+03	0.438	0.398	GO:0031396
3	179	114	1.0	0.0	9.512e+03	0.1	0.517	GO:0042391
4	76	46	0.99596	0.01213	1.842e+03	0.079	0.469	GO:0070646
5	185	151	0.90498	0.28505	5.716e+03	0.32	0.431	GO:0098609
6	34	28	0.82797	0.28246	1.899e+02	0.338	0.45	GO:0035019
7	46	35	0.8	0.4	4.516e+02	0.243	0.497	GO:0006369
8	26	17	0.716	0.30285	1.989e+02	0.259	0.4	GO:0015807
9	22	18	0.6725	0.32556	8.297e+01	0.322	0.492	GO:0006278
10	64	53	0.6	0.4899	6.494e+02	0.33	0.416	GO:0030509
11	84	55	0.57029	0.41701	2.027e+03	0.198	0.402	GO:0010954
12	25	15	0.55578	0.3188	2.058e+02	0.198	0.383	GO:0006501
13	26	20	0.5405	0.46716	1.419e+02	0.309	0.348	GO:0045814
14	33	23	0.53374	0.28196	2.858e+02	0.142	0.522	GO:0007131
15	32	20	0.5214	0.34245	3.187e+02	0.143	0.432	GO:0090003
16	113	63	0.50083	0.39936	4.411e+03	0.056	0.454	GO:0048568
17	67	39	0.46402	0.37768	1.496e+03	0.069	0.443	GO:0072657
18	49	31	0.43181	0.35228	7.290e+02	0.104	0.451	GO:0008637
19	175	105	0.4	0.4899	9.788e+03	0.078	0.46	GO:0007178
20	84	47	0.39776	0.35616	2.437e+03	0.074	0.408	GO:0033365
21	21	14	0.39602	0.25727	1.269e+02	0.185	0.438	GO:0050832
22	21	16	0.36056	0.44791	9.596e+01	0.321	0.335	GO:0006342
23	87	49	0.32718	0.39161	2.597e+03	0.045	0.444	GO:1902578
24	28	15	0.28629	0.23227	2.867e+02	0.038	0.348	GO:0070670
25	49	34	0.28054	0.23656	6.303e+02	0.14	0.502	GO:0007368
26	32	20	0.27294	0.27166	3.187e+02	0.111	0.494	GO:0042461
27	30	18	0.25314	0.28251	2.947e+02	0.148	0.455	GO:0018410
28	73	50	0.2118	0.34815	1.425e+03	0.212	0.41	GO:0045862
29	25	16	0.20916	0.198	1.899e+02	0.24	0.367	GO:0031952
30	31	21	0.19655	0.2978	2.658e+02	0.214	0.374	GO:0060325
31	60	34	0.19144	0.23519	1.234e+03	0.074	0.434	GO:2001235
32	67	38	0.19102	0.23992	1.535e+03	0.079	0.418	GO:0007009
33	25	13	0.18399	0.29106	2.348e+02	0.025	0.327	GO:0071353
34	31	16	0.17758	0.18756	3.606e+02	0.053	0.418	GO:0015701
35	38	24	0.17194	0.11823	4.415e+02	0.189	0.419	GO:0008156
36	45	22	0.16478	0.23869	7.827e+02	0.038	0.429	GO:0007030
37	21	12	0.16258	0.25941	1.539e+02	0.095	0.306	GO:0050820
38	53	35	0.15746	0.18657	8.009e+02	0.125	0.491	GO:0009799
39	27	13	0.13761	0.1766	2.887e+02	0.062	0.303	GO:0045494
40	23	15	0.12163	0.15738	1.569e+02	0.125	0.417	GO:0007062
41	25	15	0.11613	0.11234	2.058e+02	0.087	0.391	GO:0010543
42	52	34	0.10643	0.10647	7.830e+02	0.112	0.502	GO:0009855
43	83	47	0.1	0.3	2.353e+03	0.071	0.477	GO:0006353
44	65	37	0.1	0.3	1.440e+03	0.072	0.45	GO:0016458
45	97	58	0.1	0.3	3.035e+03	0.048	0.511	GO:0031123
46	29	26	0.09645	0.28934	8.498e+01	0.385	0.484	GO:0007157
47	22	17	0.09547	0.2864	1.010e+02	0.32	0.355	GO:0016338
48	141	115	0.09502	0.28505	3.335e+03	0.322	0.426	GO:0007156
49	32	23	0.08539	0.14328	2.528e+02	0.217	0.428	GO:0009948
50	68	34	0.08265	0.22565	1.748e+03	-0.011	0.402	GO:0045666
51	28	16	0.07952	0.12253	2.708e+02	0.041	0.504	GO:0043370
52	64	35	0.0778	0.18611	1.448e+03	0.116	0.343	GO:0001952
53	170	111	0.07548	0.22643	8.285e+03	0.135	0.477	GO:0042176
54	65	31	0.07312	0.19134	1.650e+03	-0.045	0.473	GO:0060333
55	20	15	0.07124	0.1028	9.096e+01	0.247	0.393	GO:0031122
56	67	36	0.0688	0.15873	1.610e+03	0.005	0.447	GO:0001570
57	24	12	0.06385	0.08735	2.228e+02	0.062	0.29	GO:0003206
58	29	18	0.04919	0.08926	2.648e+02	0.197	0.328	GO:0001954
59	24	13	0.0467	0.07503	2.098e+02	0.133	0.402	GO:0006506
60	37	17	0.04507	0.1279	5.542e+02	-0.038	0.399	GO:0001912
61	20	15	0.04447	0.06133	9.096e+01	0.261	0.491	GO:0048546
62	33	14	0.04042	0.07565	4.654e+02	-0.052	0.371	GO:0016056
63	30	19	0.03969	0.0555	2.758e+02	0.119	0.517	GO:0042462
64	29	16	0.03943	0.08217	2.997e+02	0.134	0.286	GO:0051893
65	22	15	0.03921	0.05277	1.339e+02	0.194	0.471	GO:0010507
66	135	65	0.03698	0.09764	7.012e+03	-0.024	0.379	GO:0045785
67	39	24	0.03687	0.06266	4.805e+02	0.051	0.462	GO:0031623
68	29	15	0.03606	0.03442	3.157e+02	0.055	0.422	GO:0001975
69	20	14	0.03454	0.04987	1.059e+02	0.204	0.447	GO:0090342
70	86	59	0.03446	0.07322	1.968e+03	0.198	0.453	GO:0045732
71	45	28	0.03427	0.04593	6.292e+02	0.174	0.394	GO:0001704
72	106	59	0.03418	0.07252	3.889e+03	0.027	0.504	GO:0061061
73	55	31	0.03412	0.08982	1.043e+03	0.073	0.472	GO:0007224
74	20	12	0.03372	0.0552	1.329e+02	0.14	0.419	GO:0016241
75	35	16	0.03168	0.04671	4.983e+02	-0.062	0.416	GO:0032312
76	31	20	0.03106	0.04158	2.868e+02	0.174	0.417	GO:0030279
77	40	25	0.03008	0.04208	4.955e+02	0.133	0.46	GO:0007259
78	22	14	0.02924	0.04671	1.489e+02	0.109	0.408	GO:0002090
79	40	19	0.02571	0.07678	6.321e+02	-0.013	0.4	GO:0031343
80	40	20	0.02382	0.04568	6.101e+02	0.023	0.443	GO:0044273
81	30	16	0.02328	0.05087	3.297e+02	0.022	0.485	GO:0045604
82	33	19	0.022	0.03477	3.716e+02	0.154	0.407	GO:1901796
83	56	30	0.02124	0.06186	1.130e+03	-0.032	0.506	GO:0045582
84	66	35	0.02083	0.03491	1.579e+03	-0.005	0.501	GO:0034340
85	41	22	0.0194	0.04442	6.082e+02	0.024	0.479	GO:0046637
86	42	26	0.01926	0.0235	5.524e+02	0.12	0.431	GO:0035051
87	60	31	0.01881	0.05642	1.332e+03	0.026	0.413	GO:0010976
88	24	15	0.01856	0.02528	1.809e+02	0.1	0.483	GO:0007616
89	20	10	0.01853	0.02108	1.559e+02	0.094	0.416	GO:0019724
90	26	16	0.01825	0.0273	2.158e+02	0.239	0.286	GO:0034504
91	63	30	0.0176	0.03998	1.552e+03	-0.045	0.385	GO:0030193
92	23	13	0.01689	0.03524	1.859e+02	-0.022	0.502	GO:0007032
93	34	22	0.01636	0.02344	3.427e+02	0.19	0.397	GO:0001707
94	69	38	0.01542	0.0205	1.671e+03	0.086	0.428	GO:0017148
95	22	11	0.0152	0.0293	1.878e+02	0.082	0.35	GO:0032862
96	25	12	0.01511	0.03976	2.488e+02	0.096	0.348	GO:0090311
97	91	46	0.01488	0.04145	3.096e+03	-0.017	0.498	GO:0006664
98	23	11	0.01451	0.01745	2.118e+02	-0.019	0.391	GO:0006692
99	37	23	0.01444	0.02147	4.276e+02	0.152	0.448	GO:0071230
100	20	9	0.01442	0.02886	1.679e+02	-0.04	0.354	GO:0002825
101	45	23	0.0144	0.0427	7.588e+02	-0.025	0.416	GO:0000096
102	69	33	0.01424	0.03	1.854e+03	-0.038	0.374	GO:0050818
103	121	62	0.01408	0.02425	5.407e+03	0.005	0.48	GO:0000086
104	24	17	0.01392	0.04175	1.479e+02	0.176	0.547	GO:0001892
105	28	16	0.01384	0.02253	2.708e+02	0.108	0.408	GO:2001238
106	22	17	0.01326	0.02709	1.010e+02	0.349	0.393	GO:0010718
107	46	29	0.01295	0.03884	6.462e+02	0.147	0.431	GO:0002028
108	25	14	0.01258	0.01975	2.208e+02	0.071	0.399	GO:0040036
109	24	14	0.01236	0.02398	1.959e+02	0.173	0.385	GO:0060397
110	43	23	0.01228	0.02542	6.700e+02	0.037	0.461	GO:0045682
111	30	16	0.01144	0.02263	3.297e+02	0.015	0.492	GO:0046638
112	75	40	0.01131	0.02704	2.026e+03	0.043	0.478	GO:0043200
113	28	11	0.01126	0.0225	3.526e+02	-0.067	0.272	GO:0051145
114	28	12	0.01059	0.02166	3.346e+02	-0.019	0.339	GO:0018146
115	27	16	0.01005	0.02851	2.428e+02	0.174	0.352	GO:0090329
116	39	25	0.01004	0.0165	4.555e+02	0.085	0.456	GO:0032411
117	31	18	0.00986	0.01522	3.257e+02	0.084	0.527	GO:0006654
