Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	40	28	1.0	0.0	4.146e+02	0.136	0.463	GO:0006901
2	191	120	1.0	0.0	1.102e+04	0.167	0.396	GO:0010639
3	83	69	1.0	0.0	1.071e+03	0.356	0.436	GO:0017157
4	43	29	0.95948	0.08118	5.115e+02	0.2	0.403	GO:0048839
5	88	47	0.89754	0.29927	2.781e+03	0.041	0.4	GO:0006767
6	134	65	0.85897	0.2474	6.875e+03	0.017	0.411	GO:2000021
7	56	25	0.84774	0.22949	1.281e+03	0.033	0.33	GO:0007286
8	102	56	0.84112	0.24674	3.646e+03	0.051	0.449	GO:0007606
9	42	29	0.82674	0.35165	4.685e+02	0.314	0.285	GO:0031100
10	176	87	0.79718	0.29792	1.168e+04	-0.025	0.467	GO:0048511
11	63	29	0.7719	0.28608	1.587e+03	-0.025	0.394	GO:0034332
12	60	50	0.7637	0.39248	5.556e+02	0.306	0.495	GO:0006672
13	40	30	0.7367	0.41321	3.557e+02	0.215	0.47	GO:0006953
14	192	163	0.6	0.4899	5.152e+03	0.421	0.371	GO:0010498
15	29	26	0.59731	0.45715	8.498e+01	0.487	0.374	GO:0031128
16	84	43	0.56285	0.47191	2.618e+03	0.074	0.369	GO:0018209
17	114	61	0.56003	0.46595	4.648e+03	0.077	0.419	GO:0031331
18	66	36	0.5399	0.45746	1.543e+03	0.075	0.379	GO:0042475
19	101	70	0.53815	0.46792	2.661e+03	0.211	0.452	GO:0045185
20	152	73	0.49112	0.49139	8.893e+03	-0.081	0.469	GO:0022900
21	92	48	0.4601	0.45746	3.094e+03	0.032	0.429	GO:0042476
22	155	88	0.44171	0.46267	8.138e+03	0.039	0.5	GO:0043547
23	154	77	0.43997	0.46595	8.887e+03	0.042	0.409	GO:0009896
24	34	24	0.4331	0.36551	2.958e+02	0.226	0.423	GO:0035019
25	187	160	0.4	0.4899	4.689e+03	0.432	0.368	GO:0043161
26	31	22	0.39664	0.36977	2.438e+02	0.274	0.43	GO:0015682
27	30	27	0.38903	0.44048	8.797e+01	0.471	0.397	GO:0045168
28	71	38	0.38716	0.43405	1.812e+03	0.093	0.367	GO:0018105
29	86	59	0.36185	0.44869	1.968e+03	0.196	0.466	GO:0032507
30	120	63	0.34902	0.41831	5.225e+03	0.019	0.382	GO:0046034
31	111	55	0.34177	0.42223	4.660e+03	-0.053	0.455	GO:0022904
32	34	22	0.30464	0.35848	3.427e+02	0.107	0.493	GO:0009101
33	34	19	0.27075	0.29491	4.056e+02	0.145	0.333	GO:0070228
34	58	38	0.2633	0.41321	9.696e+02	0.112	0.484	GO:0002526
35	29	17	0.24643	0.19426	2.827e+02	0.062	0.49	GO:0006099
36	121	78	0.2363	0.39248	4.288e+03	0.099	0.506	GO:0006665
37	50	29	0.23248	0.30274	8.397e+02	0.102	0.384	GO:0009267
38	103	57	0.23106	0.25671	3.692e+03	0.077	0.417	GO:0032886
39	147	77	0.2123	0.33451	7.839e+03	0.017	0.395	GO:0009167
40	50	28	0.20997	0.21737	8.687e+02	0.135	0.432	GO:0006826
