Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	22	16	1.0	0.0	1.179e+02	0.311	0.353	GO:0018200
2	39	32	0.95554	0.13337	2.529e+02	0.297	0.461	GO:0031623
3	80	57	0.82681	0.26975	1.585e+03	0.211	0.406	GO:0044848
4	63	45	0.79657	0.37308	9.807e+02	0.213	0.482	GO:0034332
5	55	34	0.77105	0.27938	9.446e+02	0.112	0.449	GO:0045727
6	62	30	0.76711	0.21638	1.488e+03	-0.042	0.418	GO:0016579
7	49	29	0.75535	0.35934	7.899e+02	0.112	0.424	GO:0060485
8	74	39	0.74462	0.35797	1.991e+03	0.012	0.418	GO:0010518
9	30	20	0.71136	0.37982	2.558e+02	0.182	0.389	GO:0018208
10	26	17	0.71129	0.36491	1.989e+02	0.173	0.424	GO:0002088
11	124	87	0.7	0.45826	3.913e+03	0.206	0.454	GO:0051783
12	57	31	0.68053	0.20364	1.156e+03	0.048	0.438	GO:0030900
13	48	25	0.65545	0.27516	8.507e+02	0.079	0.382	GO:2001022
14	61	36	0.64654	0.44666	1.224e+03	0.069	0.445	GO:0000723
15	101	81	0.63691	0.45604	1.828e+03	0.338	0.422	GO:0045185
16	50	30	0.61337	0.45119	8.099e+02	0.103	0.358	GO:0009267
17	135	69	0.57162	0.47386	6.736e+03	0.042	0.41	GO:0006470
18	77	38	0.5541	0.32009	2.258e+03	-0.002	0.431	GO:0033238
19	33	22	0.49222	0.31665	3.087e+02	0.18	0.47	GO:0090199
20	55	28	0.4809	0.45025	1.133e+03	0.03	0.429	GO:0030216
21	63	38	0.45229	0.42293	1.274e+03	0.073	0.47	GO:0043255
22	29	17	0.44468	0.33109	2.828e+02	0.046	0.375	GO:0007157
23	156	78	0.41265	0.45693	9.119e+03	0.035	0.423	GO:0016311
24	21	17	0.40153	0.38936	7.897e+01	0.294	0.476	GO:0031016
25	36	22	0.36784	0.30647	4.136e+02	0.145	0.37	GO:0050999
26	62	36	0.34926	0.44976	1.286e+03	0.053	0.445	GO:0032200
27	42	19	0.33293	0.28873	7.189e+02	-0.053	0.398	GO:0060271
28	28	16	0.3286	0.31232	2.708e+02	0.098	0.427	GO:0017158
29	96	48	0.32626	0.40288	3.470e+03	-0.003	0.368	GO:0031668
30	43	26	0.32232	0.20019	5.953e+02	0.104	0.506	GO:0048839
31	76	36	0.32132	0.4082	2.261e+03	-0.02	0.436	GO:0009913
32	29	20	0.31988	0.39592	2.258e+02	0.194	0.471	GO:2000179
33	40	22	0.30509	0.42274	5.673e+02	0.041	0.366	GO:1902930
34	46	26	0.28012	0.2848	7.300e+02	0.104	0.348	GO:0032768
35	51	29	0.27986	0.33243	8.906e+02	0.118	0.437	GO:0048641
36	20	13	0.26402	0.33679	1.199e+02	0.172	0.339	GO:0046640
37	141	94	0.26309	0.41302	5.529e+03	0.182	0.435	GO:0051235
38	52	27	0.25721	0.34037	9.993e+02	0.074	0.35	GO:0043010
39	25	20	0.25359	0.39103	1.160e+02	0.348	0.37	GO:0061217
40	108	58	0.24975	0.38324	4.162e+03	0.069	0.45	GO:0035148
41	20	14	0.2489	0.37096	1.059e+02	0.235	0.34	GO:0000413
42	155	81	0.23988	0.3786	8.727e+03	0.02	0.443	GO:0048589
43	33	17	0.23878	0.2639	4.085e+02	-0.015	0.39	GO:0048387
44	106	56	0.21008	0.279	4.062e+03	0.036	0.442	GO:0042129
45	50	29	0.20975	0.36665	8.398e+02	0.051	0.481	GO:2000177
46	198	120	0.2	0.4	1.238e+04	0.103	0.474	GO:0051302
47	146	86	0.19026	0.37707	6.962e+03	0.058	0.505	GO:0034329
48	56	43	0.1757	0.27113	6.504e+02	0.296	0.401	GO:0022403
49	24	17	0.16938	0.13922	1.479e+02	0.102	0.515	GO:0033003
50	29	20	0.1379	0.29284	2.258e+02	0.208	0.443	GO:0048742
51	58	29	0.13482	0.28443	1.274e+03	0.053	0.386	GO:2000648
52	48	26	0.13178	0.18969	8.247e+02	0.041	0.426	GO:0010822
53	59	32	0.13096	0.23185	1.241e+03	0.064	0.407	GO:0046634
54	168	83	0.12532	0.20474	1.065e+04	-0.003	0.507	GO:0030031
55	21	11	0.1246	0.20113	1.659e+02	0.093	0.242	GO:0014003
56	58	29	0.12439	0.1772	1.274e+03	-0.044	0.442	GO:0045833
57	38	20	0.11257	0.16567	5.313e+02	0.01	0.423	GO:0048385
58	103	50	0.11202	0.23403	4.072e+03	0.028	0.418	GO:0048634
59	44	28	0.10799	0.0993	5.843e+02	0.029	0.544	GO:0007034
60	82	42	0.10414	0.29888	2.494e+03	-0.008	0.438	GO:0060193
61	76	37	0.10252	0.21928	2.220e+03	-0.067	0.45	GO:0022407
62	101	73	0.10023	0.29992	2.446e+03	0.231	0.452	GO:0007088
63	109	55	0.1	0.3	4.440e+03	-0.017	0.445	GO:0030832
64	97	71	0.1	0.3	2.194e+03	0.253	0.431	GO:0051651
65	20	14	0.09575	0.16159	1.059e+02	0.161	0.497	GO:0034243
66	81	41	0.09358	0.23111	2.454e+03	0.0	0.409	GO:0010517
