Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	139	103	1.0	0.0	4.364e+03	0.274	0.435	GO:0032259
2	94	71	1.0	0.0	1.907e+03	0.316	0.377	GO:0045471
3	83	46	0.9	0.3	2.400e+03	0.044	0.407	GO:0017157
4	27	20	0.87604	0.28711	1.689e+02	0.393	0.31	GO:0045912
5	110	59	0.8533	0.27596	4.321e+03	0.032	0.465	GO:0008360
6	195	94	0.82658	0.35173	1.457e+04	-0.029	0.46	GO:0016054
7	72	40	0.72551	0.35611	1.805e+03	0.089	0.392	GO:0006308
8	26	17	0.71602	0.34163	1.989e+02	0.241	0.4	GO:0000188
9	75	42	0.70621	0.32428	1.944e+03	0.064	0.401	GO:0018958
10	39	21	0.68727	0.29812	5.493e+02	0.058	0.356	GO:0002260
11	28	16	0.66967	0.20637	2.708e+02	0.143	0.352	GO:0016925
12	97	64	0.64563	0.43874	2.668e+03	0.153	0.484	GO:0034142
13	44	21	0.63251	0.21325	7.608e+02	-0.012	0.371	GO:0031424
14	118	64	0.55268	0.39298	4.924e+03	0.077	0.459	GO:0009743
15	62	40	0.48647	0.43468	1.132e+03	0.162	0.46	GO:0031023
16	35	23	0.48196	0.28102	3.547e+02	0.114	0.46	GO:0001942
17	32	17	0.47579	0.27177	3.756e+02	0.043	0.421	GO:0008209
18	50	26	0.47325	0.41879	9.235e+02	-0.026	0.464	GO:0019362
19	22	12	0.45041	0.35312	1.759e+02	0.124	0.353	GO:0032728
20	50	31	0.41602	0.42438	7.789e+02	0.142	0.467	GO:0008630
21	72	35	0.41262	0.37321	1.996e+03	0.033	0.409	GO:0030810
22	85	48	0.4125	0.34964	2.474e+03	0.088	0.484	GO:0070507
23	45	24	0.37991	0.30138	7.349e+02	-0.016	0.457	GO:0007030
24	58	37	0.37933	0.42322	1.007e+03	0.172	0.443	GO:0051297
25	57	31	0.36748	0.36189	1.156e+03	-0.028	0.507	GO:0072524
26	121	61	0.33874	0.37357	5.469e+03	0.018	0.418	GO:0000086
27	63	31	0.31908	0.25391	1.519e+03	0.029	0.395	GO:0030819
28	27	12	0.3154	0.24792	3.047e+02	-0.003	0.303	GO:0030449
29	79	41	0.25439	0.23858	2.294e+03	0.029	0.466	GO:0009566
30	44	17	0.24798	0.2459	8.664e+02	-0.079	0.308	GO:0002920
31	100	53	0.23698	0.36782	3.609e+03	0.034	0.482	GO:0043524
32	106	58	0.1965	0.2985	3.948e+03	0.056	0.472	GO:1901215
33	34	22	0.18483	0.28453	3.427e+02	0.14	0.454	GO:0034121
34	81	42	0.17997	0.24978	2.413e+03	0.036	0.41	GO:0007093
35	34	16	0.1753	0.1899	4.614e+02	0.041	0.379	GO:0035115
