Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	111	81	1.0	0.0	2.890e+03	0.236	0.453	GO:0008544
2	84	58	1.0	0.0	1.857e+03	0.14	0.501	GO:0031099
3	75	41	0.99834	0.00497	1.985e+03	0.091	0.433	GO:0006892
4	69	59	0.9866	0.04019	6.455e+02	0.356	0.436	GO:0048514
5	91	50	0.95398	0.11576	2.904e+03	0.104	0.413	GO:0007162
6	104	60	0.93721	0.18836	3.620e+03	0.072	0.48	GO:0016049
7	66	33	0.90475	0.28576	1.647e+03	0.081	0.388	GO:0006304
8	139	87	0.9	0.3	5.882e+03	0.126	0.437	GO:0051656
9	176	89	0.80372	0.39264	1.151e+04	0.026	0.449	GO:0009617
10	49	30	0.80255	0.31477	7.600e+02	0.15	0.417	GO:0045740
11	43	28	0.76202	0.28334	5.404e+02	0.209	0.432	GO:0007270
12	89	47	0.67577	0.29668	2.870e+03	0.033	0.472	GO:0006814
13	72	36	0.6404	0.36387	1.958e+03	-0.005	0.432	GO:0051437
14	44	37	0.6201	0.44275	2.878e+02	0.436	0.372	GO:0051785
15	36	17	0.59119	0.38525	5.153e+02	0.026	0.308	GO:0022406
16	60	35	0.56591	0.46566	1.199e+03	0.186	0.327	GO:0055001
17	46	24	0.56069	0.33382	7.808e+02	0.08	0.32	GO:0002028
18	103	51	0.54042	0.41889	4.018e+03	0.013	0.394	GO:0032886
19	63	36	0.4833	0.48462	1.348e+03	0.082	0.448	GO:0006941
20	52	24	0.48063	0.38131	1.083e+03	0.023	0.377	GO:0043647
21	119	54	0.47965	0.36753	5.668e+03	-0.046	0.426	GO:0050851
22	83	42	0.45156	0.42689	2.577e+03	-0.006	0.458	GO:0046824
23	42	27	0.44959	0.33593	5.254e+02	0.121	0.495	GO:0023021
24	125	62	0.44542	0.32846	5.899e+03	0.006	0.461	GO:0098660
25	80	47	0.44092	0.36916	2.108e+03	0.076	0.424	GO:0001568
26	24	14	0.43634	0.33905	1.959e+02	0.057	0.42	GO:0042537
27	117	67	0.42061	0.4224	4.610e+03	0.096	0.422	GO:0001822
28	33	23	0.40132	0.41025	2.858e+02	0.218	0.357	GO:2000756
29	50	31	0.4	0.4899	7.789e+02	0.219	0.336	GO:0055002
30	45	29	0.36847	0.44316	6.003e+02	0.135	0.472	GO:0070252
31	39	25	0.34121	0.3154	4.555e+02	0.116	0.492	GO:0038032
32	31	23	0.31316	0.41272	2.209e+02	0.281	0.357	GO:0035065
33	24	12	0.30303	0.34634	2.228e+02	0.055	0.289	GO:0060334
34	34	28	0.30038	0.45801	1.899e+02	0.458	0.32	GO:0045840
35	46	23	0.27418	0.28409	8.047e+02	-0.067	0.414	GO:0042446
36	43	23	0.25609	0.29812	6.701e+02	0.054	0.341	GO:0045682
37	97	40	0.23377	0.24781	4.000e+03	-0.051	0.336	GO:0033559
38	26	12	0.23324	0.29651	2.757e+02	0.106	0.361	GO:0044060
