Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	40	33	1.0	0.0	2.599e+02	0.282	0.465	GO:0044273
2	51	33	0.97069	0.08794	7.650e+02	0.117	0.503	GO:0007200
3	52	27	0.95614	0.10053	9.993e+02	0.075	0.373	GO:0006888
4	20	17	0.76138	0.31219	5.798e+01	0.354	0.479	GO:0072337
5	110	75	0.7383	0.4118	3.248e+03	0.158	0.46	GO:0051384
6	34	18	0.7116	0.14473	4.245e+02	0.079	0.407	GO:0042254
7	104	67	0.7	0.45826	3.175e+03	0.193	0.416	GO:0016049
8	107	86	0.7	0.45826	2.035e+03	0.333	0.421	GO:0048469
9	58	50	0.69608	0.3837	4.367e+02	0.434	0.374	GO:0002705
10	130	67	0.69225	0.40415	6.212e+03	0.042	0.413	GO:0010951
11	65	29	0.68187	0.40847	1.723e+03	0.042	0.374	GO:0030816
12	89	56	0.61543	0.42732	2.404e+03	0.07	0.487	GO:0042451
13	81	55	0.5623	0.3883	1.779e+03	0.194	0.409	GO:0009128
14	174	119	0.5198	0.44984	8.055e+03	0.16	0.459	GO:0006956
15	24	18	0.50291	0.4	1.299e+02	0.265	0.467	GO:0016447
16	90	46	0.47613	0.35228	3.006e+03	0.041	0.478	GO:0007126
17	68	31	0.46084	0.38721	1.858e+03	0.0	0.333	GO:0045666
18	61	23	0.45223	0.33013	1.676e+03	-0.062	0.376	GO:0016525
19	161	115	0.37606	0.42914	6.351e+03	0.193	0.463	GO:0006958
20	60	32	0.348	0.34221	1.300e+03	0.022	0.478	GO:0006968
21	22	12	0.33722	0.22217	1.759e+02	0.066	0.323	GO:0010799
22	32	23	0.32671	0.36457	2.528e+02	0.229	0.472	GO:0016445
23	133	68	0.30775	0.40415	6.538e+03	0.035	0.42	GO:0010466
24	137	96	0.3	0.45826	4.784e+03	0.215	0.43	GO:0021700
25	49	38	0.3	0.45826	4.846e+02	0.325	0.365	GO:0048588
26	22	14	0.2847	0.17128	1.489e+02	0.204	0.349	GO:0090103
27	75	53	0.27253	0.38325	1.418e+03	0.216	0.417	GO:0006200
28	116	77	0.2617	0.4118	3.774e+03	0.132	0.467	GO:0031960
29	36	19	0.24834	0.28995	4.764e+02	0.045	0.399	GO:0042312
30	102	56	0.23416	0.18467	3.647e+03	0.022	0.519	GO:0007606
31	25	12	0.23144	0.18553	2.488e+02	0.062	0.333	GO:0036151
32	104	64	0.22469	0.29997	3.372e+03	0.063	0.503	GO:0042455
33	23	12	0.20956	0.17599	1.988e+02	0.092	0.331	GO:0036152
34	23	13	0.20625	0.13005	1.859e+02	0.064	0.382	GO:0006270
35	33	18	0.17628	0.28591	3.906e+02	0.06	0.489	GO:0032233
