Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	109	78	1.0	0.0	2.908e+03	0.218	0.461	GO:0016050
2	152	79	1.0	0.0	8.427e+03	0.031	0.436	GO:0022900
3	111	72	1.0	0.0	3.579e+03	0.114	0.501	GO:0045787
4	158	119	0.95168	0.14497	5.407e+03	0.211	0.516	GO:0090287
5	60	29	0.81085	0.37908	1.395e+03	-0.005	0.396	GO:0010976
6	169	127	0.8	0.4	6.219e+03	0.295	0.406	GO:0046822
7	175	92	0.68183	0.38737	1.106e+04	0.015	0.475	GO:0033673
8	91	41	0.66535	0.39628	3.340e+03	-0.046	0.411	GO:0034754
9	191	136	0.65236	0.42714	8.985e+03	0.226	0.44	GO:0038127
10	42	25	0.64502	0.37657	5.783e+02	0.132	0.498	GO:0031100
11	160	83	0.58364	0.37849	9.346e+03	0.052	0.385	GO:0007507
12	24	16	0.56371	0.40086	1.649e+02	0.277	0.344	GO:0032228
13	47	28	0.56293	0.39061	7.220e+02	0.111	0.432	GO:1901880
14	118	64	0.54022	0.30575	4.924e+03	0.081	0.392	GO:0007219
15	64	34	0.51157	0.3313	1.483e+03	-0.009	0.483	GO:0007586
16	138	65	0.50766	0.45991	7.431e+03	0.009	0.402	GO:0034728
17	43	29	0.49366	0.44596	5.115e+02	0.15	0.482	GO:0045682
18	151	73	0.49352	0.45877	8.739e+03	0.006	0.417	GO:0071824
19	175	82	0.46158	0.36532	1.196e+04	-0.017	0.434	GO:0000377
20	23	14	0.42758	0.37682	1.719e+02	0.227	0.373	GO:0021533
21	126	72	0.42215	0.40544	5.354e+03	0.101	0.408	GO:0050731
22	77	41	0.42102	0.43283	2.138e+03	0.098	0.413	GO:0021953
23	50	29	0.41683	0.40066	8.397e+02	0.085	0.45	GO:0043242
24	141	74	0.41644	0.4027	7.204e+03	0.052	0.468	GO:0051271
25	104	49	0.41372	0.33691	4.232e+03	0.024	0.4	GO:0006473
26	94	49	0.38834	0.33856	3.231e+03	-0.001	0.479	GO:0007163
27	29	18	0.35304	0.22679	2.648e+02	0.132	0.405	GO:0017156
28	190	135	0.34802	0.42727	8.931e+03	0.226	0.439	GO:0007173
29	94	52	0.31515	0.31184	3.079e+03	0.027	0.524	GO:0035023
30	182	85	0.3063	0.33919	1.296e+04	-0.022	0.434	GO:0000375
31	75	48	0.30276	0.26772	1.672e+03	0.106	0.482	GO:0002479
32	91	48	0.3	0.45826	3.002e+03	0.015	0.412	GO:0030856
33	24	19	0.27208	0.31926	1.110e+02	0.34	0.387	GO:0006361
34	56	35	0.24904	0.30843	9.655e+02	0.013	0.542	GO:0007272
35	25	20	0.24727	0.30084	1.160e+02	0.33	0.412	GO:0006360
36	35	21	0.22568	0.18756	3.996e+02	0.107	0.461	GO:0017144
37	74	49	0.21456	0.31343	1.548e+03	0.145	0.486	GO:0006289
38	89	43	0.20683	0.29171	3.054e+03	0.042	0.4	GO:0018394
39	30	21	0.195	0.33432	2.348e+02	0.187	0.452	GO:0045604
40	78	37	0.19293	0.24639	2.378e+03	-0.022	0.416	GO:0007623
41	142	71	0.18915	0.37908	7.562e+03	0.0	0.457	GO:0031346
42	94	47	0.18687	0.30812	3.327e+03	0.024	0.429	GO:0044236
43	40	19	0.18666	0.28546	6.321e+02	0.001	0.377	GO:0032890
44	41	24	0.17962	0.10825	5.613e+02	0.08	0.48	GO:0019748
45	21	14	0.17289	0.22284	1.269e+02	0.174	0.399	GO:0021522
46	88	45	0.17276	0.30546	2.874e+03	0.043	0.432	GO:0044259
47	85	45	0.16544	0.29123	2.614e+03	0.052	0.404	GO:0006354
48	89	47	0.16436	0.29558	2.870e+03	0.061	0.407	GO:0050707
49	32	19	0.15987	0.14808	3.387e+02	0.076	0.431	GO:0048706
50	101	63	0.15897	0.12143	3.128e+03	0.091	0.491	GO:0002474
51	137	68	0.14558	0.23118	7.076e+03	-0.012	0.449	GO:0007584
52	66	30	0.14496	0.17775	1.755e+03	-0.03	0.433	GO:0010506
53	66	42	0.14412	0.20301	1.307e+03	0.12	0.538	GO:2000117
54	51	26	0.12894	0.14406	9.743e+02	0.031	0.394	GO:0051952
55	79	50	0.12514	0.11742	1.882e+03	0.092	0.491	GO:0042590
56	22	11	0.12329	0.19639	1.878e+02	0.042	0.349	GO:0032862
57	83	48	0.12187	0.1933	2.305e+03	0.073	0.433	GO:0006353
58	99	51	0.11978	0.18583	3.613e+03	0.028	0.441	GO:0051168
59	58	34	0.1193	0.24522	1.115e+03	0.015	0.534	GO:2000648
60	27	15	0.10701	0.18699	2.588e+02	0.115	0.341	GO:0048738
61	84	63	0.10395	0.29892	1.553e+03	0.314	0.401	GO:0032387
62	183	109	0.1	0.3	1.079e+04	0.109	0.425	GO:0051222
63	140	107	0.1	0.3	4.083e+03	0.306	0.409	GO:1900180
64	136	71	0.09622	0.12367	6.731e+03	0.056	0.463	GO:2000146
65	29	16	0.09458	0.09411	2.997e+02	0.113	0.402	GO:0002275
66	82	42	0.0917	0.10403	2.494e+03	0.049	0.426	GO:0032963
67	47	36	0.08941	0.21618	4.626e+02	0.249	0.509	GO:0006283
68	26	15	0.08906	0.14674	2.318e+02	0.099	0.416	GO:0051350
69	26	16	0.08592	0.08944	2.158e+02	0.136	0.422	GO:0051602
70	27	13	0.08127	0.14396	2.887e+02	0.043	0.391	GO:0010508
71	40	22	0.08031	0.22168	5.673e+02	0.076	0.437	GO:1900543
72	133	69	0.07842	0.12757	6.469e+03	0.049	0.469	GO:0030336
73	65	43	0.07835	0.13741	1.198e+03	0.136	0.515	GO:0034146
74	96	50	0.07745	0.18886	3.371e+03	-0.005	0.487	GO:0032526
75	21	16	0.07679	0.14961	9.596e+01	0.297	0.398	GO:0006363
76	41	25	0.07423	0.10375	5.364e+02	0.212	0.351	GO:0032652
77	36	21	0.07302	0.1866	4.355e+02	0.129	0.373	GO:0021515
78	21	9	0.0728	0.07472	1.908e+02	0.023	0.279	GO:0046135
79	125	58	0.07233	0.1742	6.162e+03	0.01	0.415	GO:0043543
80	63	40	0.07202	0.12618	1.195e+03	0.116	0.539	GO:0043154
81	53	34	0.06931	0.10385	8.358e+02	0.022	0.557	GO:0042552
82	96	49	0.0662	0.1129	3.421e+03	0.022	0.432	GO:0043279
83	33	17	0.06415	0.09834	4.085e+02	0.017	0.463	GO:0042339
84	21	14	0.06387	0.08861	1.269e+02	0.162	0.406	GO:0019915
85	87	42	0.063	0.08867	2.921e+03	0.037	0.406	GO:0018393
86	39	22	0.05407	0.08735	5.274e+02	0.05	0.467	GO:0002260
87	47	26	0.05385	0.13281	7.768e+02	0.117	0.366	GO:0061097
88	24	17	0.053	0.04435	1.479e+02	0.302	0.362	GO:0006890
89	164	85	0.05182	0.12263	9.823e+03	0.012	0.473	GO:0006469
90	30	14	0.05145	0.06096	3.626e+02	-0.001	0.403	GO:0032856
91	114	63	0.05088	0.09457	4.524e+03	0.03	0.505	GO:0031331
92	31	17	0.04962	0.08999	3.437e+02	0.087	0.421	GO:0030803
93	67	52	0.04911	0.145	9.000e+02	0.235	0.521	GO:0030512
94	189	86	0.04823	0.0688	1.420e+04	-0.025	0.465	GO:0009203
95	53	27	0.04762	0.08174	1.052e+03	0.009	0.418	GO:0071300
96	120	61	0.04606	0.07789	5.349e+03	0.025	0.464	GO:0031175
97	30	17	0.04536	0.07278	3.127e+02	0.072	0.44	GO:0007040
98	58	34	0.0451	0.06534	1.115e+03	0.113	0.436	GO:0050715
99	22	9	0.04494	0.05233	2.148e+02	-0.054	0.343	GO:0017145
100	92	51	0.04404	0.08609	2.945e+03	0.063	0.453	GO:0071453
101	37	22	0.04173	0.0599	4.505e+02	0.213	0.319	GO:0032651
102	53	22	0.04155	0.05173	1.201e+03	-0.072	0.435	GO:0050807
103	23	15	0.04148	0.08493	1.569e+02	0.164	0.477	GO:0030316
104	84	47	0.03737	0.10779	2.437e+03	0.036	0.527	GO:0031099
105	85	46	0.03682	0.05004	2.568e+03	0.069	0.438	GO:0036294
106	22	12	0.03667	0.0422	1.759e+02	0.099	0.402	GO:1901532
107	20	8	0.03551	0.06088	1.808e+02	-0.037	0.384	GO:0051962
108	38	19	0.0354	0.04122	5.513e+02	-0.003	0.436	GO:0008156
109	33	16	0.03434	0.08617	4.265e+02	0.024	0.475	GO:0042220
110	68	35	0.03254	0.05008	1.713e+03	0.091	0.392	GO:0045666
111	28	12	0.03146	0.04489	3.346e+02	-0.034	0.342	GO:0031069
112	27	15	0.03083	0.03016	2.588e+02	0.044	0.482	GO:0006505
113	27	22	0.03053	0.08757	1.259e+02	0.306	0.501	GO:0030947
114	79	41	0.02992	0.05542	2.294e+03	0.008	0.436	GO:0014706
115	68	40	0.02981	0.04483	1.524e+03	0.059	0.489	GO:0072401
116	69	41	0.02755	0.04779	1.552e+03	0.06	0.498	GO:0072395
117	23	15	0.02737	0.03861	1.569e+02	0.32	0.285	GO:0032731
118	39	23	0.02733	0.04187	5.044e+02	0.097	0.481	GO:0035690
119	25	14	0.02508	0.03224	2.208e+02	0.083	0.415	GO:0031280
120	41	23	0.02468	0.06398	5.852e+02	0.073	0.477	GO:0043967
121	39	19	0.024	0.0314	5.912e+02	0.03	0.409	GO:0030199
122	26	17	0.024	0.04503	1.989e+02	0.15	0.488	GO:0044060
123	140	69	0.02398	0.07029	7.422e+03	-0.042	0.51	GO:0035966
124	22	9	0.02323	0.04964	2.148e+02	-0.031	0.396	GO:0044089
125	35	19	0.0232	0.04719	4.405e+02	0.069	0.42	GO:0030800
126	23	12	0.02311	0.03669	1.988e+02	0.034	0.468	GO:0006270
127	43	24	0.02291	0.03275	6.461e+02	0.092	0.435	GO:0045980
128	123	57	0.02229	0.04119	5.972e+03	-0.012	0.44	GO:0071229
129	22	18	0.02224	0.02972	8.297e+01	0.243	0.605	GO:0006297
130	22	13	0.0222	0.0414	1.629e+02	0.054	0.481	GO:0060071
131	80	39	0.02089	0.036	2.456e+03	0.015	0.43	GO:0022617
132	79	39	0.0207	0.02939	2.376e+03	0.033	0.426	GO:0044243
133	69	39	0.02025	0.04998	1.633e+03	0.056	0.442	GO:0042102
134	41	25	0.02014	0.05498	5.364e+02	0.086	0.46	GO:0008542
135	32	14	0.01994	0.03675	4.295e+02	-0.062	0.451	GO:0090003
136	93	44	0.01932	0.05796	3.380e+03	0.016	0.419	GO:0006475
137	195	89	0.01802	0.03789	1.508e+04	-0.026	0.465	GO:0009143
138	33	18	0.01694	0.03802	3.906e+02	0.073	0.442	GO:0030809
139	56	27	0.0166	0.03208	1.219e+03	-0.03	0.487	GO:0007033
140	114	54	0.01652	0.02435	5.063e+03	-0.008	0.47	GO:0006184
141	36	21	0.01602	0.02657	4.355e+02	0.007	0.516	GO:0002053
142	31	19	0.01512	0.02959	3.067e+02	0.025	0.496	GO:0035094
143	93	53	0.01488	0.03613	2.933e+03	0.08	0.483	GO:0031098
144	84	40	0.01461	0.04384	2.749e+03	0.039	0.401	GO:0016573
145	46	25	0.01457	0.01906	7.559e+02	0.055	0.377	GO:0042531
146	22	9	0.01446	0.02447	2.148e+02	-0.115	0.361	GO:0006829
147	100	57	0.01437	0.01723	3.388e+03	0.028	0.494	GO:0042770
148	191	87	0.01432	0.0261	1.449e+04	-0.021	0.462	GO:0009146
149	60	35	0.0142	0.0398	1.199e+03	0.049	0.484	GO:0008306
150	133	73	0.0141	0.04229	6.185e+03	0.034	0.513	GO:0010466
151	26	13	0.01405	0.02773	2.608e+02	0.128	0.397	GO:0043113
152	21	12	0.01388	0.02565	1.539e+02	0.024	0.554	GO:0043299
153	47	21	0.01379	0.0233	9.054e+02	-0.078	0.468	GO:0048814
154	23	13	0.0134	0.01373	1.859e+02	0.18	0.365	GO:0050927
155	54	32	0.01324	0.0254	9.565e+02	0.075	0.459	GO:0045665
156	30	16	0.01323	0.02844	3.297e+02	0.063	0.437	GO:0030818
157	25	20	0.01296	0.01865	1.160e+02	0.209	0.524	GO:0010226
158	54	27	0.01249	0.02502	1.106e+03	0.026	0.473	GO:0001649
159	29	12	0.01239	0.03718	3.666e+02	-0.102	0.3	GO:0022029
160	22	13	0.01212	0.01564	1.629e+02	0.129	0.419	GO:2000401
161	21	10	0.01118	0.02424	1.779e+02	0.142	0.32	GO:1901099
162	23	13	0.01105	0.01455	1.859e+02	0.072	0.488	GO:0006071
163	39	22	0.01094	0.02219	5.274e+02	0.106	0.384	GO:0048806
164	21	8	0.01086	0.02801	2.048e+02	-0.02	0.317	GO:0046173
165	71	38	0.01084	0.03253	1.812e+03	0.016	0.505	GO:0032355
166	50	29	0.0108	0.01514	8.397e+02	0.049	0.546	GO:0048489
167	25	9	0.01068	0.02785	2.967e+02	-0.156	0.378	GO:0060998
168	77	43	0.01058	0.02464	2.053e+03	0.027	0.515	GO:0072091
169	131	67	0.01053	0.03158	6.341e+03	-0.01	0.491	GO:0045165
170	20	10	0.01045	0.01383	1.559e+02	-0.019	0.4	GO:0001782
171	24	14	0.01043	0.01929	1.959e+02	0.045	0.513	GO:0043500
172	27	15	0.01042	0.02551	2.588e+02	0.017	0.37	GO:0042517
173	104	49	0.01023	0.01454	4.232e+03	-0.021	0.477	GO:0043393
174	41	18	0.0102	0.02028	6.989e+02	-0.001	0.36	GO:0008593
175	29	16	0.01009	0.02019	2.997e+02	0.032	0.519	GO:0043491
176	74	35	0.00997	0.02399	2.146e+03	-0.027	0.447	GO:0050773
177	22	17	0.00961	0.01515	1.010e+02	0.183	0.591	GO:0032201
178	103	48	0.00954	0.02861	4.181e+03	-0.062	0.418	GO:0032320
179	86	48	0.0095	0.01979	2.559e+03	0.048	0.505	GO:0051351
180	25	14	0.00949	0.02317	2.208e+02	0.024	0.532	GO:0030212
181	34	15	0.00947	0.02057	4.814e+02	-0.001	0.394	GO:0045668
182	39	22	0.00945	0.01573	5.274e+02	0.071	0.454	GO:0007041
183	35	18	0.00945	0.01892	4.594e+02	0.025	0.468	GO:0034308
184	30	16	0.0094	0.02289	3.297e+02	0.069	0.395	GO:0071333
185	24	13	0.00936	0.01693	2.098e+02	0.17	0.365	GO:0050926
186	28	13	0.00934	0.01698	3.177e+02	-0.039	0.458	GO:0018146
187	80	41	0.0093	0.01368	2.374e+03	0.075	0.447	GO:0010594
188	31	18	0.00911	0.02467	3.257e+02	0.033	0.506	GO:0000387
189	67	39	0.00891	0.01194	1.496e+03	0.046	0.5	GO:0006977
190	35	15	0.00881	0.01694	5.193e+02	-0.044	0.443	GO:0048871
191	72	42	0.00831	0.01745	1.722e+03	0.054	0.529	GO:0051437
192	34	18	0.00786	0.01849	4.245e+02	0.047	0.435	GO:0030815
193	50	28	0.0078	0.01776	8.686e+02	0.076	0.406	GO:0008630
194	46	28	0.00771	0.02126	6.751e+02	0.079	0.476	GO:0007632
195	88	50	0.00765	0.01745	2.635e+03	0.03	0.478	GO:0015850
196	34	19	0.00755	0.01396	4.056e+02	0.07	0.517	GO:0018107
197	26	13	0.00751	0.01003	2.608e+02	0.048	0.475	GO:0070373
198	24	18	0.0074	0.0181	1.299e+02	0.162	0.528	GO:0010712
199	32	17	0.00736	0.0104	3.756e+02	-0.002	0.48	GO:0016486
200	26	17	0.00735	0.02206	1.989e+02	0.193	0.461	GO:0034504
201	23	12	0.00733	0.01513	1.988e+02	0.108	0.321	GO:0007176
