Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	40	37	1.0	0.0	1.180e+02	0.449	0.45	GO:0006383
2	77	61	1.0	0.0	1.112e+03	0.237	0.523	GO:0010821
3	89	47	0.98861	0.03416	2.870e+03	0.001	0.468	GO:0006814
4	58	46	0.98099	0.05702	6.304e+02	0.325	0.459	GO:0010955
5	52	38	0.9119	0.26318	6.373e+02	0.221	0.415	GO:0060688
6	114	53	0.9075	0.1599	5.125e+03	-0.035	0.41	GO:0055076
7	75	45	0.84691	0.23897	1.812e+03	0.035	0.516	GO:0018958
8	50	38	0.81623	0.29734	5.345e+02	0.231	0.567	GO:0007498
9	58	43	0.77251	0.39472	7.652e+02	0.269	0.421	GO:0002526
10	21	13	0.76423	0.30686	1.409e+02	0.115	0.314	GO:0036230
11	31	20	0.75978	0.33484	2.868e+02	0.224	0.432	GO:0030901
12	138	67	0.63284	0.34051	7.286e+03	0.004	0.477	GO:0034728
13	47	33	0.63016	0.39457	5.674e+02	0.262	0.352	GO:0061097
14	153	77	0.58646	0.19287	8.735e+03	-0.015	0.451	GO:0007005
15	86	39	0.58633	0.39336	2.973e+03	-0.074	0.396	GO:0046467
16	38	20	0.58321	0.23135	5.313e+02	0.002	0.408	GO:0046365
17	73	44	0.53652	0.38025	1.709e+03	0.115	0.438	GO:2000241
18	67	35	0.52785	0.45617	1.645e+03	0.059	0.404	GO:1902106
19	66	54	0.497	0.4354	7.263e+02	0.312	0.451	GO:0007043
20	36	19	0.42578	0.33996	4.764e+02	0.039	0.39	GO:0030433
21	187	86	0.41391	0.38836	1.381e+04	-0.021	0.445	GO:0043161
22	35	19	0.40695	0.4838	4.405e+02	0.088	0.392	GO:0002762
23	58	32	0.40042	0.33115	1.182e+03	0.097	0.468	GO:2000648
24	148	92	0.39775	0.41733	6.723e+03	0.104	0.477	GO:0045216
25	26	14	0.38842	0.26689	2.468e+02	0.083	0.392	GO:0035384
26	40	19	0.38572	0.26776	6.321e+02	-0.03	0.413	GO:0016126
27	61	31	0.37048	0.25651	1.393e+03	-0.005	0.43	GO:0010631
28	26	23	0.36996	0.39463	7.598e+01	0.506	0.309	GO:0061098
29	51	30	0.28367	0.2362	8.607e+02	0.071	0.502	GO:0072655
30	49	29	0.27674	0.225	7.899e+02	0.082	0.486	GO:0006626
31	38	18	0.25303	0.26083	5.722e+02	0.041	0.35	GO:0070936
32	41	23	0.24839	0.17005	5.853e+02	0.076	0.477	GO:0051588
33	28	17	0.23651	0.23185	2.538e+02	0.126	0.395	GO:0043114
34	38	23	0.23237	0.26259	4.655e+02	0.076	0.506	GO:0050911
35	125	58	0.23169	0.23794	6.163e+03	-0.061	0.476	GO:0046488
36	33	17	0.22984	0.27074	4.085e+02	0.022	0.434	GO:0002753
37	40	31	0.22778	0.39476	3.248e+02	0.313	0.406	GO:0006953
38	34	17	0.21042	0.15409	4.425e+02	-0.005	0.412	GO:0006695
39	20	15	0.19384	0.21468	9.096e+01	0.245	0.452	GO:0045736
40	43	22	0.18779	0.3015	6.930e+02	0.082	0.394	GO:0043966
41	32	23	0.18065	0.20042	2.528e+02	0.204	0.444	GO:0032722
42	66	36	0.17276	0.17292	1.543e+03	0.016	0.477	GO:0006304
43	151	73	0.17096	0.25614	8.740e+03	-0.009	0.486	GO:0071824
44	72	36	0.16438	0.19072	1.958e+03	0.004	0.406	GO:0050688
45	40	18	0.16272	0.09075	6.550e+02	0.004	0.385	GO:0044273
46	60	33	0.15567	0.22859	1.268e+03	0.077	0.415	GO:0042108
47	126	63	0.15058	0.22055	5.961e+03	0.008	0.456	GO:0001667
48	46	23	0.15009	0.19831	8.047e+02	-0.035	0.397	GO:0042446
49	37	18	0.14828	0.18168	5.333e+02	-0.035	0.418	GO:0007292
50	42	20	0.14181	0.13413	6.950e+02	0.023	0.428	GO:0015918
51	62	36	0.14072	0.2302	1.286e+03	0.075	0.444	GO:0003014
52	135	61	0.13786	0.14821	7.304e+03	-0.026	0.447	GO:0006470
53	119	61	0.12889	0.25106	5.230e+03	0.0	0.442	GO:0050851
54	35	17	0.12738	0.12315	4.784e+02	0.084	0.336	GO:0050848
55	32	20	0.1168	0.19076	3.187e+02	0.136	0.439	GO:0050732
56	37	21	0.11488	0.13442	4.725e+02	0.112	0.429	GO:0061351
57	30	15	0.11056	0.13718	3.456e+02	0.058	0.414	GO:0048485
58	146	86	0.10527	0.29866	6.963e+03	0.071	0.484	GO:0034329
59	57	30	0.09537	0.14923	1.187e+03	0.026	0.46	GO:0002065
60	20	14	0.09199	0.15754	1.059e+02	0.274	0.365	GO:0030902
61	77	42	0.08852	0.14766	2.096e+03	0.069	0.495	GO:0072091
62	22	16	0.08816	0.26448	1.179e+02	0.288	0.326	GO:0090189
63	52	34	0.08346	0.1137	7.830e+02	0.11	0.488	GO:0032642
64	42	26	0.08178	0.09632	5.524e+02	0.113	0.437	GO:0045428
65	29	16	0.07832	0.13997	2.997e+02	0.054	0.398	GO:0046513
66	93	45	0.07403	0.12877	3.330e+03	-0.033	0.425	GO:0050852
67	88	51	0.07354	0.16463	2.584e+03	0.064	0.484	GO:0001959
68	22	14	0.06472	0.06189	1.489e+02	0.095	0.432	GO:0046688
69	100	49	0.06399	0.07836	3.815e+03	-0.049	0.507	GO:0050906
70	60	28	0.05881	0.09506	1.428e+03	-0.029	0.409	GO:0006672
71	20	9	0.05876	0.09439	1.679e+02	0.019	0.302	GO:0046949
72	27	13	0.05859	0.07293	2.887e+02	-0.024	0.335	GO:0046209
73	63	35	0.05786	0.16038	1.384e+03	0.081	0.412	GO:0042058
74	41	22	0.05361	0.08862	6.082e+02	0.062	0.451	GO:0060563
75	87	42	0.05223	0.15668	2.921e+03	-0.022	0.441	GO:0002761
76	77	42	0.05161	0.0676	2.096e+03	0.027	0.47	GO:0042594
77	23	14	0.05042	0.06906	1.719e+02	0.106	0.358	GO:0021533
78	33	16	0.04937	0.0653	4.265e+02	-0.056	0.417	GO:0019320
79	26	15	0.04918	0.08533	2.318e+02	0.146	0.37	GO:2000243
80	34	19	0.04759	0.10795	4.056e+02	0.119	0.42	GO:0002889
81	36	23	0.04753	0.07605	3.906e+02	0.13	0.491	GO:0002053
82	37	23	0.04461	0.0864	4.276e+02	0.128	0.484	GO:0060338
83	137	74	0.04453	0.06158	6.651e+03	0.044	0.448	GO:0050708
84	27	16	0.0441	0.07376	2.428e+02	0.126	0.405	GO:0021549
85	22	14	0.0434	0.04818	1.489e+02	0.209	0.397	GO:0018200
86	30	15	0.043	0.036	3.456e+02	-0.01	0.442	GO:0008038
87	21	8	0.04257	0.10628	2.048e+02	-0.073	0.257	GO:0046173
88	49	26	0.04237	0.03705	8.736e+02	-0.033	0.491	GO:0000724
89	62	32	0.04175	0.04784	1.423e+03	-0.025	0.493	GO:0050907
90	22	11	0.04156	0.08373	1.879e+02	0.015	0.364	GO:0051293
91	26	11	0.04152	0.06123	2.917e+02	-0.075	0.309	GO:0090218
92	36	15	0.04089	0.05861	5.582e+02	-0.022	0.39	GO:0006040
93	22	13	0.04075	0.07684	1.629e+02	0.054	0.442	GO:0035924
94	29	17	0.04055	0.05382	2.828e+02	0.054	0.418	GO:0050690
95	28	15	0.04026	0.07357	2.867e+02	0.088	0.408	GO:2000242
96	24	11	0.03948	0.03825	2.368e+02	0.111	0.268	GO:0050850
97	21	10	0.03837	0.05856	1.779e+02	-0.022	0.347	GO:0046834
98	67	39	0.03728	0.11183	1.496e+03	0.068	0.488	GO:0001570
99	38	18	0.03666	0.06874	5.722e+02	0.027	0.406	GO:0009311
100	85	40	0.03652	0.05562	2.837e+03	-0.078	0.492	GO:0006661
101	37	20	0.03633	0.05117	4.934e+02	0.061	0.433	GO:0006305
102	25	15	0.03584	0.05886	2.058e+02	0.124	0.37	GO:0045058
103	26	14	0.03531	0.04987	2.468e+02	0.096	0.433	GO:0048701
104	60	26	0.03468	0.05613	1.497e+03	-0.093	0.362	GO:0030148
105	22	11	0.0336	0.08137	1.879e+02	-0.008	0.364	GO:0042430
106	139	60	0.03344	0.09512	7.960e+03	-0.091	0.444	GO:1901617
107	128	69	0.03326	0.04558	5.819e+03	-0.001	0.461	GO:0000187
108	20	10	0.03259	0.06886	1.559e+02	0.07	0.321	GO:0008210
109	57	35	0.03176	0.07654	1.022e+03	0.059	0.472	GO:0045669
110	20	12	0.03128	0.05034	1.329e+02	0.155	0.38	GO:0030104
111	112	55	0.02814	0.0407	4.773e+03	-0.007	0.471	GO:0040029
112	87	45	0.02779	0.05711	2.786e+03	0.02	0.42	GO:1903362
113	20	10	0.02723	0.03901	1.559e+02	0.012	0.347	GO:0046854
114	23	12	0.02715	0.05622	1.988e+02	-0.049	0.414	GO:0043534
115	97	42	0.02693	0.06185	3.886e+03	-0.038	0.456	GO:0009108
116	44	24	0.02594	0.07781	6.900e+02	0.065	0.456	GO:0035872
117	52	27	0.02533	0.07598	9.993e+02	0.039	0.446	GO:0043010
118	57	26	0.02496	0.06989	1.309e+03	-0.013	0.454	GO:0055092
119	99	48	0.02449	0.07346	3.766e+03	-0.073	0.505	GO:0006302
120	41	27	0.02416	0.05454	4.835e+02	0.137	0.514	GO:0010464
121	35	18	0.02395	0.03779	4.595e+02	0.114	0.323	GO:0002637
122	22	15	0.0239	0.04666	1.339e+02	0.134	0.472	GO:0032728
123	20	10	0.02365	0.02505	1.559e+02	-0.008	0.376	GO:0048477
124	32	18	0.02303	0.04375	3.576e+02	0.059	0.44	GO:0045931
125	82	37	0.02288	0.03909	2.713e+03	-0.024	0.453	GO:0001676
126	117	56	0.02162	0.04479	5.296e+03	-0.002	0.461	GO:0034976
127	72	43	0.02146	0.02811	1.680e+03	0.109	0.445	GO:0050673
128	23	15	0.0212	0.03466	1.569e+02	0.176	0.399	GO:0044062
129	21	13	0.02098	0.04096	1.409e+02	0.176	0.378	GO:0032925
130	23	14	0.02031	0.02713	1.719e+02	0.168	0.383	GO:0000060
131	161	94	0.01901	0.05702	8.538e+03	0.051	0.51	GO:0070613
132	22	11	0.01886	0.03746	1.879e+02	-0.058	0.434	GO:0014065
133	32	17	0.01812	0.05243	3.756e+02	0.09	0.428	GO:0050931
134	24	11	0.0175	0.02935	2.368e+02	-0.079	0.479	GO:0008089
135	50	26	0.01714	0.03884	9.235e+02	-0.05	0.491	GO:0000725
136	33	12	0.01703	0.03353	5.083e+02	-0.09	0.311	GO:0042339
137	27	12	0.01693	0.05061	3.047e+02	-0.045	0.442	GO:0070423
138	187	93	0.01686	0.05057	1.313e+04	0.017	0.438	GO:0051091
139	22	11	0.01681	0.02607	1.879e+02	0.036	0.385	GO:0033344
140	30	20	0.01643	0.028	2.558e+02	0.15	0.435	GO:0045429
141	21	15	0.01636	0.02599	1.119e+02	0.235	0.399	GO:0035813
142	156	70	0.0163	0.03594	9.779e+03	-0.048	0.463	GO:0016311
143	44	19	0.01619	0.03842	8.116e+02	-0.027	0.435	GO:0031424
144	43	25	0.01564	0.04683	6.212e+02	0.087	0.466	GO:0032677
145	31	16	0.01536	0.04412	3.606e+02	0.118	0.36	GO:0035065
