Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	69	57	1.0	0.0	7.623e+02	0.362	0.42	GO:0051341
2	121	96	0.8876	0.24622	2.721e+03	0.289	0.477	GO:0010721
3	39	22	0.86201	0.30886	5.274e+02	0.136	0.326	GO:0001906
4	112	58	0.8334	0.31271	4.601e+03	0.024	0.41	GO:0042692
5	172	103	0.8	0.4	9.478e+03	0.093	0.453	GO:0019318
6	44	26	0.76738	0.35917	6.392e+02	0.162	0.413	GO:0060078
7	30	16	0.76088	0.28949	3.297e+02	0.093	0.325	GO:0000291
8	72	32	0.74002	0.37247	2.115e+03	-0.036	0.398	GO:0000077
9	142	82	0.64252	0.44204	6.724e+03	0.086	0.448	GO:0031346
10	44	20	0.6401	0.35966	7.857e+02	-0.012	0.37	GO:0031424
11	39	25	0.62062	0.44243	4.555e+02	0.149	0.447	GO:0038032
12	23	21	0.61908	0.40109	4.599e+01	0.393	0.485	GO:0045581
13	52	25	0.61066	0.29881	1.054e+03	0.007	0.45	GO:0006282
14	113	66	0.60152	0.35975	4.217e+03	0.038	0.526	GO:0010212
15	50	41	0.59081	0.42898	4.147e+02	0.307	0.439	GO:0034103
16	102	50	0.57275	0.42976	3.967e+03	0.027	0.393	GO:0006338
17	23	12	0.56715	0.35752	1.988e+02	0.062	0.325	GO:1901661
18	27	20	0.5335	0.41181	1.689e+02	0.274	0.362	GO:0019935
19	53	37	0.50288	0.49719	7.281e+02	0.245	0.41	GO:0044801
20	53	33	0.47575	0.27623	8.698e+02	0.045	0.481	GO:0051640
21	57	39	0.43716	0.47191	8.729e+02	0.225	0.42	GO:0061025
22	59	47	0.42869	0.47067	6.424e+02	0.293	0.461	GO:0032273
23	115	72	0.42865	0.45173	4.031e+03	0.129	0.462	GO:0032271
24	87	42	0.42565	0.41438	2.921e+03	-0.027	0.425	GO:1903046
25	68	36	0.41993	0.2905	1.677e+03	0.002	0.467	GO:0009100
26	163	89	0.40998	0.35637	9.316e+03	0.017	0.484	GO:0006869
27	36	31	0.40991	0.42978	1.709e+02	0.366	0.422	GO:0046850
28	22	15	0.38627	0.3667	1.339e+02	0.189	0.379	GO:0019933
29	69	39	0.34813	0.29278	1.633e+03	0.055	0.449	GO:0019217
30	31	18	0.32889	0.30355	3.257e+02	0.076	0.443	GO:0070192
31	66	37	0.28028	0.30015	1.506e+03	0.056	0.448	GO:0015749
32	64	28	0.27655	0.21166	1.691e+03	-0.029	0.38	GO:0006406
33	24	12	0.24845	0.20844	2.228e+02	0.054	0.367	GO:0008089
34	77	39	0.22297	0.17733	2.218e+03	0.02	0.438	GO:0042594
35	151	74	0.22062	0.3937	8.662e+03	-0.004	0.469	GO:0071824
36	111	56	0.2107	0.31632	4.604e+03	-0.007	0.447	GO:0008544
37	138	71	0.20982	0.3504	7.005e+03	0.02	0.481	GO:0034728
38	134	80	0.2	0.4	5.785e+03	0.087	0.46	GO:0006006
39	38	32	0.2	0.4	2.139e+02	0.382	0.411	GO:0046365
40	26	18	0.18682	0.26947	1.809e+02	0.215	0.379	GO:0043502
41	88	55	0.18178	0.20801	2.372e+03	0.064	0.502	GO:0015850
42	58	32	0.17697	0.3136	1.182e+03	0.058	0.442	GO:0045744
43	42	27	0.17024	0.3204	5.254e+02	0.153	0.461	GO:0023021
44	31	19	0.16809	0.17457	3.067e+02	0.12	0.451	GO:0015682
45	77	45	0.16558	0.29754	1.965e+03	0.084	0.464	GO:0008584
46	66	31	0.16326	0.22641	1.718e+03	0.035	0.41	GO:0034340
47	24	15	0.1595	0.2071	1.809e+02	0.137	0.47	GO:0051385
48	42	19	0.14991	0.22145	7.189e+02	0.018	0.355	GO:0031100
