Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	44	35	1.0	0.0	3.607e+02	0.321	0.385	GO:0031424
2	32	23	0.97124	0.08629	2.528e+02	0.281	0.407	GO:0016486
3	32	26	0.81801	0.20434	1.779e+02	0.291	0.49	GO:0045620
4	25	19	0.75689	0.2158	1.359e+02	0.15	0.52	GO:0051693
5	100	59	0.6791	0.36039	3.272e+03	0.07	0.465	GO:2001020
6	56	42	0.50173	0.42389	6.933e+02	0.319	0.377	GO:0046651
7	49	33	0.48296	0.42544	6.642e+02	0.193	0.371	GO:0019319
8	65	51	0.46361	0.29133	8.191e+02	0.3	0.408	GO:0030816
9	45	31	0.41741	0.41775	5.394e+02	0.214	0.365	GO:0006094
10	58	43	0.3948	0.4147	7.652e+02	0.3	0.384	GO:0032943
11	63	50	0.3812	0.29357	7.413e+02	0.32	0.399	GO:0030819
12	29	24	0.3393	0.35255	1.359e+02	0.303	0.502	GO:0014014
13	28	19	0.3291	0.25236	2.169e+02	0.231	0.438	GO:2001238
14	61	42	0.29365	0.33842	9.877e+02	0.152	0.517	GO:0014013
15	45	34	0.26351	0.36274	4.406e+02	0.187	0.556	GO:0045685
16	32	23	0.23102	0.16997	2.528e+02	0.217	0.474	GO:0016445
17	25	16	0.19816	0.16113	1.899e+02	0.141	0.401	GO:0061217
18	23	19	0.16404	0.19585	8.697e+01	0.301	0.475	GO:0045581
19	60	36	0.15755	0.14581	1.163e+03	0.066	0.497	GO:2001235
20	39	25	0.11872	0.16103	4.555e+02	0.075	0.548	GO:0030004
21	63	44	0.10349	0.29902	1.026e+03	0.258	0.379	GO:0070661
22	70	52	0.10226	0.15839	1.107e+03	0.261	0.412	GO:0030804
23	24	15	0.09912	0.0915	1.809e+02	0.218	0.396	GO:0043500
24	24	18	0.0975	0.16785	1.299e+02	0.292	0.449	GO:0016447
25	54	33	0.08335	0.25004	9.236e+02	0.134	0.371	GO:0046364
26	28	17	0.07543	0.10167	2.538e+02	0.169	0.382	GO:0032845
27	52	32	0.07283	0.17423	8.498e+02	0.055	0.515	GO:0006282
28	30	18	0.07194	0.08248	2.947e+02	0.169	0.41	GO:0045604
29	103	54	0.06606	0.17248	3.859e+03	0.04	0.446	GO:1901861
30	78	41	0.06488	0.07413	2.216e+03	0.084	0.402	GO:0008344
31	72	52	0.04542	0.13625	1.249e+03	0.238	0.412	GO:0030810
32	20	13	0.0433	0.02943	1.199e+02	0.135	0.476	GO:0015721
33	54	33	0.03693	0.03104	9.236e+02	0.081	0.523	GO:0006458
34	22	18	0.03512	0.07167	8.297e+01	0.307	0.507	GO:0045686
35	37	21	0.03034	0.04371	4.725e+02	0.045	0.471	GO:0031047
36	22	13	0.0303	0.05076	1.629e+02	0.087	0.4	GO:0090189
37	30	17	0.0288	0.03522	3.127e+02	0.123	0.39	GO:0071333
