Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	109	78	1.0	0.0	2.908e+03	0.218	0.461	GO:0016050
2	111	72	1.0	0.0	3.579e+03	0.114	0.501	GO:0045787
3	158	119	1.0	0.0	5.407e+03	0.211	0.516	GO:0090287
4	47	36	0.94338	0.16985	4.626e+02	0.249	0.509	GO:0006283
5	169	127	0.79964	0.33996	6.219e+03	0.295	0.406	GO:0046822
6	43	29	0.75123	0.32387	5.115e+02	0.15	0.482	GO:0045682
7	191	136	0.71285	0.2881	8.985e+03	0.226	0.44	GO:0038127
8	26	20	0.48939	0.33466	1.419e+02	0.167	0.623	GO:0006739
9	75	48	0.32944	0.23693	1.672e+03	0.106	0.482	GO:0002479
10	190	135	0.28812	0.28815	8.931e+03	0.226	0.439	GO:0007173
11	26	19	0.23723	0.19377	1.619e+02	0.122	0.597	GO:0014910
12	25	20	0.22441	0.11464	1.160e+02	0.209	0.524	GO:0010226
13	79	50	0.2211	0.26947	1.882e+03	0.092	0.491	GO:0042590
14	30	21	0.18892	0.30951	2.348e+02	0.187	0.452	GO:0045604
15	29	18	0.1823	0.15681	2.648e+02	0.132	0.405	GO:0017156
16	42	25	0.17258	0.08985	5.783e+02	0.132	0.498	GO:0031100
17	23	14	0.16632	0.12431	1.719e+02	0.227	0.373	GO:0021533
18	66	42	0.14162	0.09596	1.307e+03	0.12	0.538	GO:2000117
19	36	21	0.13271	0.14447	4.355e+02	0.129	0.373	GO:0021515
20	136	106	0.13205	0.26381	3.638e+03	0.328	0.406	GO:0042306
21	50	29	0.11864	0.10658	8.397e+02	0.085	0.45	GO:0043242
22	40	28	0.10486	0.1463	4.146e+02	0.271	0.402	GO:0010717
23	21	14	0.10444	0.0849	1.269e+02	0.174	0.399	GO:0021522
24	31	19	0.09748	0.08999	3.067e+02	0.025	0.496	GO:0035094
25	47	28	0.07435	0.08112	7.220e+02	0.111	0.432	GO:1901880
26	140	107	0.07117	0.20099	4.083e+03	0.306	0.409	GO:1900180
27	20	13	0.06976	0.10029	1.199e+02	0.126	0.465	GO:0090342
28	25	20	0.06783	0.09813	1.160e+02	0.33	0.412	GO:0006360
29	24	19	0.06717	0.08843	1.110e+02	0.34	0.387	GO:0006361
30	25	16	0.0665	0.10041	1.899e+02	0.054	0.485	GO:0045058
31	24	16	0.05971	0.05526	1.649e+02	0.277	0.344	GO:0032228
32	63	40	0.05934	0.09571	1.195e+03	0.116	0.539	GO:0043154
33	101	63	0.04894	0.11678	3.128e+03	0.091	0.491	GO:0002474
34	88	50	0.0486	0.05323	2.635e+03	0.03	0.478	GO:0015850
35	23	17	0.04632	0.05255	1.239e+02	0.086	0.675	GO:0000060
36	25	19	0.04383	0.08474	1.359e+02	0.242	0.543	GO:0031952
37	56	35	0.04346	0.08672	9.655e+02	0.013	0.542	GO:0007272
38	67	43	0.04209	0.06134	1.331e+03	0.069	0.532	GO:1902106
39	152	79	0.03777	0.05958	8.427e+03	0.031	0.436	GO:0022900
40	26	19	0.03726	0.03875	1.619e+02	0.238	0.509	GO:0097028
41	74	49	0.03376	0.10128	1.548e+03	0.145	0.486	GO:0006289
42	84	47	0.03224	0.05411	2.437e+03	0.036	0.527	GO:0031099
43	42	25	0.03203	0.04783	5.783e+02	0.092	0.423	GO:0001658
44	53	34	0.02717	0.05788	8.358e+02	0.022	0.557	GO:0042552
