Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	94	71	1.0	0.0	1.907e+03	0.316	0.377	GO:0045471
2	27	20	0.99021	0.02156	1.689e+02	0.393	0.31	GO:0045912
3	139	103	0.96861	0.07524	4.364e+03	0.274	0.435	GO:0032259
4	97	64	0.63602	0.42512	2.668e+03	0.153	0.484	GO:0034142
5	22	18	0.60759	0.30566	8.297e+01	0.324	0.402	GO:0002886
6	62	40	0.5484	0.40884	1.132e+03	0.162	0.46	GO:0031023
7	35	23	0.49716	0.26021	3.547e+02	0.114	0.46	GO:0001942
8	45	30	0.486	0.2639	5.704e+02	0.139	0.521	GO:0001704
9	72	40	0.35917	0.25126	1.805e+03	0.089	0.392	GO:0006308
10	58	37	0.35145	0.34493	1.007e+03	0.172	0.443	GO:0051297
11	50	31	0.25344	0.17493	7.789e+02	0.142	0.467	GO:0008630
12	83	46	0.22513	0.28009	2.400e+03	0.044	0.407	GO:0017157
13	23	15	0.2211	0.15261	1.569e+02	0.149	0.475	GO:0006536
14	55	37	0.13989	0.12977	8.369e+02	0.11	0.523	GO:0050806
15	21	17	0.13618	0.22125	7.897e+01	0.311	0.407	GO:0043300
16	65	46	0.1284	0.20418	1.064e+03	0.147	0.529	GO:0034146
17	32	20	0.1188	0.09298	3.187e+02	0.102	0.458	GO:0006312
18	20	13	0.10174	0.09078	1.199e+02	0.2	0.461	GO:0072337
19	29	18	0.09044	0.14462	2.648e+02	0.155	0.428	GO:0051402
20	28	16	0.08421	0.09045	2.708e+02	0.143	0.352	GO:0016925
21	38	26	0.0803	0.17285	3.907e+02	0.173	0.488	GO:0051225
22	34	22	0.07164	0.11826	3.427e+02	0.14	0.454	GO:0034121
23	26	17	0.06265	0.09645	1.989e+02	0.241	0.4	GO:0000188
24	55	33	0.05459	0.06637	9.785e+02	0.137	0.382	GO:0090277
25	82	54	0.05178	0.07998	1.915e+03	0.095	0.525	GO:0002755
26	71	50	0.05132	0.09443	1.280e+03	0.142	0.528	GO:0038123
27	33	18	0.05069	0.06693	3.906e+02	0.077	0.455	GO:0032648
28	30	17	0.04533	0.05803	3.127e+02	0.099	0.371	GO:0007190
29	34	22	0.04373	0.0358	3.427e+02	0.063	0.587	GO:0001707
30	137	80	0.0436	0.13079	6.190e+03	0.09	0.48	GO:0002758
31	36	22	0.04244	0.0551	4.136e+02	0.087	0.506	GO:0070997
32	45	27	0.04017	0.04658	6.572e+02	0.164	0.362	GO:0032024
33	20	13	0.03862	0.0475	1.199e+02	0.21	0.469	GO:0009268
34	47	27	0.03844	0.03626	7.499e+02	0.069	0.493	GO:0006283
35	57	31	0.036	0.04925	1.156e+03	-0.028	0.507	GO:0072524
36	21	13	0.03581	0.03926	1.409e+02	0.132	0.5	GO:0071312
37	23	15	0.03474	0.04478	1.569e+02	0.167	0.346	GO:0044773
38	73	51	0.03349	0.0663	1.374e+03	0.147	0.519	GO:0034134
39	26	15	0.03321	0.04576	2.318e+02	0.119	0.453	GO:0048013
40	126	94	0.03308	0.07603	3.529e+03	0.271	0.451	GO:0043414
41	21	14	0.03179	0.03414	1.269e+02	0.051	0.561	GO:1901099
42	25	17	0.03088	0.04473	1.729e+02	0.166	0.402	GO:0001836
43	27	18	0.03082	0.04896	2.079e+02	0.106	0.547	GO:0034453
44	32	20	0.02943	0.02397	3.187e+02	0.109	0.473	GO:0071331
45	25	14	0.02762	0.03377	2.208e+02	0.048	0.367	GO:0009065
46	31	17	0.02408	0.03321	3.437e+02	0.055	0.437	GO:0051966
