Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	30	23	0.9784	0.06479	1.899e+02	0.281	0.421	GO:0032653
2	28	23	0.91098	0.159	1.309e+02	0.221	0.511	GO:0035567
3	111	94	0.9	0.3	1.750e+03	0.396	0.394	GO:0060191
4	51	36	0.86826	0.16933	6.603e+02	0.198	0.456	GO:0051952
5	55	45	0.86642	0.30567	5.056e+02	0.278	0.489	GO:0030216
6	34	22	0.73981	0.27046	3.427e+02	0.133	0.369	GO:0009101
7	24	18	0.69747	0.18849	1.299e+02	0.263	0.443	GO:0008089
8	37	32	0.5478	0.46411	1.759e+02	0.352	0.477	GO:0010833
9	24	19	0.49384	0.28908	1.110e+02	0.339	0.409	GO:0042596
10	134	78	0.46248	0.37181	5.942e+03	0.057	0.471	GO:0002221
11	20	14	0.44065	0.25437	1.059e+02	0.214	0.378	GO:0006949
12	36	24	0.27494	0.16429	3.667e+02	0.103	0.599	GO:0022406
13	61	44	0.26448	0.41428	9.009e+02	0.206	0.459	GO:0000723
14	29	21	0.22377	0.16667	2.049e+02	0.238	0.477	GO:0014014
15	29	20	0.20568	0.2075	2.258e+02	0.21	0.412	GO:0051893
16	62	44	0.18772	0.33122	9.627e+02	0.195	0.459	GO:0032200
17	23	15	0.15822	0.11932	1.569e+02	0.239	0.285	GO:0060760
18	40	25	0.14876	0.18725	4.955e+02	0.066	0.474	GO:0050819
19	21	17	0.13757	0.12102	7.897e+01	0.384	0.408	GO:0001662
20	76	54	0.13392	0.30589	1.440e+03	0.188	0.475	GO:0009913
21	22	16	0.11039	0.1205	1.179e+02	0.241	0.47	GO:0045686
22	37	24	0.1026	0.10984	4.036e+02	0.172	0.409	GO:1901888
23	81	69	0.1	0.3	9.062e+02	0.408	0.408	GO:0010517
24	31	26	0.1	0.3	1.459e+02	0.34	0.394	GO:0051004
25	27	18	0.09768	0.13888	2.079e+02	0.216	0.348	GO:0048536
26	29	20	0.09403	0.09361	2.258e+02	0.083	0.643	GO:0048278
27	37	24	0.06915	0.08105	4.036e+02	0.197	0.452	GO:0003151
28	22	18	0.0582	0.09485	8.297e+01	0.178	0.559	GO:0060071
29	60	35	0.04873	0.05999	1.199e+03	0.101	0.456	GO:0030148
30	25	17	0.0468	0.04689	1.729e+02	0.087	0.594	GO:0048169
31	26	18	0.04257	0.0809	1.809e+02	0.117	0.622	GO:0006904
32	25	16	0.03719	0.06156	1.899e+02	0.16	0.377	GO:0030206
33	137	79	0.037	0.075	6.269e+03	0.053	0.468	GO:0002758
34	25	16	0.03691	0.06223	1.899e+02	0.126	0.501	GO:0006611
35	33	21	0.03568	0.07418	3.307e+02	0.106	0.432	GO:0002753
36	39	25	0.03301	0.08022	4.555e+02	0.162	0.501	GO:0008088
37	22	15	0.02477	0.03584	1.339e+02	0.205	0.481	GO:0034698
38	24	14	0.02332	0.04165	1.959e+02	0.115	0.331	GO:0042537
39	45	28	0.01946	0.05456	6.292e+02	0.09	0.516	GO:0045685
40	20	14	0.01851	0.03702	1.059e+02	0.175	0.526	GO:2000779
41	39	23	0.01816	0.04713	5.044e+02	0.144	0.383	GO:0060411
42	24	15	0.01535	0.02768	1.809e+02	0.126	0.477	GO:0043500
43	20	14	0.01515	0.02773	1.059e+02	0.121	0.489	GO:0043537
44	34	19	0.01433	0.03578	4.056e+02	0.105	0.381	GO:0055021
45	21	16	0.01211	0.03032	9.596e+01	0.147	0.579	GO:0035813
46	29	17	0.01079	0.01298	2.828e+02	0.13	0.385	GO:0060043
47	24	14	0.01034	0.02086	1.959e+02	0.073	0.45	GO:0006658
48	22	14	0.00908	0.019	1.489e+02	0.221	0.284	GO:0001961
49	22	13	0.00883	0.02035	1.629e+02	0.12	0.361	GO:0008207
50	31	20	0.00877	0.02116	2.868e+02	0.127	0.482	GO:0021954
51	94	51	0.00875	0.02388	3.131e+03	0.026	0.459	GO:0050768
52	34	21	0.00868	0.02603	3.647e+02	0.112	0.528	GO:0072659
53	46	28	0.00781	0.02	6.751e+02	0.059	0.525	GO:0002028
54	29	17	0.00765	0.01732	2.828e+02	0.02	0.485	GO:2000179
55	26	16	0.00702	0.01858	2.158e+02	0.095	0.393	GO:0030166
56	23	14	0.00702	0.01933	1.719e+02	0.17	0.432	GO:0009595
57	21	16	0.00682	0.02047	9.596e+01	0.296	0.488	GO:0043029
58	21	12	0.00644	0.01708	1.539e+02	0.085	0.438	GO:0032715
59	41	25	0.00621	0.01387	5.364e+02	0.089	0.531	GO:0048168
60	27	15	0.00614	0.01278	2.588e+02	0.076	0.352	GO:0055007
61	144	82	0.00577	0.01732	7.008e+03	0.05	0.465	GO:0002218
62	23	17	0.00575	0.01153	1.239e+02	0.147	0.552	GO:0044062
63	44	29	0.00522	0.01517	5.554e+02	0.114	0.5	GO:0000018
64	29	20	0.00517	0.01167	2.258e+02	0.159	0.488	GO:0045777
65	20	12	0.0051	0.01188	1.329e+02	0.073	0.394	GO:0045773
66	21	13	0.00501	0.00977	1.409e+02	0.163	0.369	GO:0042107
67	21	12	0.00494	0.01482	1.539e+02	0.026	0.607	GO:0009084
68	20	11	0.00484	0.01453	1.449e+02	0.061	0.455	GO:0050892
69	24	14	0.00462	0.01165	1.959e+02	0.049	0.571	GO:0051568
70	32	24	0.00448	0.01344	2.289e+02	0.264	0.418	GO:0006312
71	44	27	0.0044	0.00886	6.123e+02	0.109	0.462	GO:0035872
72	24	15	0.00434	0.00869	1.809e+02	0.039	0.499	GO:0045687
73	36	22	0.00425	0.00889	4.136e+02	0.058	0.477	GO:0030195
74	20	13	0.00396	0.01189	1.199e+02	0.132	0.458	GO:0051954
75	25	15	0.00385	0.00864	2.058e+02	0.076	0.532	GO:0051155
76	22	19	0.00365	0.0097	6.398e+01	0.394	0.426	GO:0032201
