Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	36	28	0.9939	0.01831	2.608e+02	0.274	0.46	GO:0042312
2	22	18	0.99304	0.02089	8.297e+01	0.343	0.397	GO:0090103
3	26	20	0.89436	0.13413	1.419e+02	0.292	0.389	GO:0043113
4	27	20	0.88482	0.13058	1.689e+02	0.318	0.399	GO:0043489
5	26	20	0.83316	0.1682	1.419e+02	0.262	0.457	GO:0070373
6	24	19	0.80531	0.31134	1.110e+02	0.312	0.357	GO:0070098
7	41	27	0.3817	0.24508	4.835e+02	0.129	0.535	GO:0008593
8	25	18	0.34662	0.30774	1.549e+02	0.198	0.446	GO:0050691
9	28	20	0.24916	0.30631	1.969e+02	0.154	0.528	GO:0060674
10	26	19	0.24456	0.24308	1.619e+02	0.21	0.447	GO:0044060
11	66	44	0.19773	0.29973	1.220e+03	0.141	0.496	GO:0002687
12	32	23	0.16273	0.13409	2.528e+02	0.168	0.548	GO:0032414
13	46	30	0.13308	0.19208	6.163e+02	0.106	0.499	GO:0042531
14	31	20	0.11329	0.131	2.868e+02	0.185	0.381	GO:0060325
15	22	17	0.06735	0.08126	1.010e+02	0.282	0.455	GO:2000401
16	53	34	0.06228	0.07675	8.359e+02	0.109	0.51	GO:0042509
17	44	27	0.05882	0.07212	6.123e+02	0.167	0.441	GO:0043487
18	25	16	0.04406	0.06738	1.899e+02	0.176	0.425	GO:0090311
19	26	17	0.04071	0.04842	1.989e+02	0.193	0.331	GO:0097028
20	22	14	0.03909	0.09115	1.489e+02	0.089	0.459	GO:0001702
21	53	31	0.03784	0.06303	9.346e+02	0.032	0.485	GO:0046427
22	43	24	0.0314	0.04647	6.462e+02	0.06	0.454	GO:0007369
23	32	20	0.02502	0.06105	3.187e+02	0.124	0.5	GO:0032722
24	45	26	0.02486	0.0393	6.841e+02	0.027	0.474	GO:0031110
25	39	24	0.01998	0.02327	4.805e+02	0.06	0.522	GO:0048806
26	26	15	0.01928	0.02592	2.318e+02	0.138	0.364	GO:0045806
27	46	27	0.01867	0.03581	7.031e+02	0.098	0.485	GO:0060041
28	98	55	0.01642	0.03535	3.303e+03	0.005	0.505	GO:0002831
29	26	17	0.01578	0.02868	1.989e+02	0.101	0.479	GO:0002286
30	28	18	0.01561	0.02277	2.358e+02	0.163	0.456	GO:0031663
31	89	56	0.01557	0.03824	2.405e+03	0.107	0.509	GO:0002685
32	29	19	0.01504	0.02242	2.458e+02	0.062	0.591	GO:0050853
33	74	40	0.0136	0.03453	1.952e+03	0.035	0.479	GO:0010518
34	22	14	0.01298	0.01782	1.489e+02	0.081	0.482	GO:0061337
35	89	54	0.01238	0.02808	2.515e+03	0.097	0.476	GO:0048520
36	23	16	0.01164	0.02051	1.409e+02	0.094	0.576	GO:0032731
37	20	12	0.01036	0.01821	1.329e+02	0.049	0.514	GO:0051881
38	63	34	0.01021	0.02622	1.419e+03	0.029	0.503	GO:0010863
39	93	53	0.01007	0.02387	2.933e+03	0.043	0.499	GO:0032412
40	26	17	0.01004	0.01695	1.989e+02	0.049	0.566	GO:0032732
41	36	20	0.0091	0.01105	4.565e+02	0.055	0.451	GO:0050909
42	39	25	0.00906	0.01814	4.555e+02	0.098	0.54	GO:0032411
43	38	22	0.00896	0.0251	4.885e+02	0.037	0.525	GO:0043392
44	25	14	0.00851	0.02295	2.208e+02	-0.058	0.562	GO:0060444
45	28	15	0.00835	0.01455	2.867e+02	0.029	0.42	GO:0045055
46	20	12	0.00817	0.01311	1.329e+02	0.08	0.453	GO:0050892
47	52	34	0.00796	0.01635	7.830e+02	0.114	0.496	GO:0002690
48	28	16	0.00796	0.01268	2.708e+02	0.034	0.514	GO:0035637
49	27	17	0.00745	0.01374	2.258e+02	0.082	0.476	GO:0048010
