Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	81	66	1.0	0.0	1.110e+03	0.311	0.484	GO:0002576
2	75	57	1.0	0.0	1.196e+03	0.196	0.519	GO:0006892
3	179	156	1.0	0.0	3.858e+03	0.43	0.375	GO:0050890
4	59	46	0.93102	0.20695	6.893e+02	0.313	0.39	GO:0006027
5	23	18	0.84177	0.16294	1.060e+02	0.25	0.512	GO:0051180
6	61	49	0.83492	0.22368	6.664e+02	0.336	0.404	GO:0000723
7	100	76	0.61076	0.41293	2.121e+03	0.274	0.389	GO:0050671
8	101	77	0.33558	0.37112	2.145e+03	0.274	0.392	GO:0032946
9	41	27	0.32946	0.25591	4.835e+02	0.13	0.531	GO:0019748
10	24	16	0.28883	0.23259	1.649e+02	0.22	0.409	GO:1900739
11	34	21	0.26572	0.24792	3.647e+02	0.168	0.404	GO:1901028
12	23	16	0.18379	0.31738	1.409e+02	0.107	0.552	GO:0045930
13	62	49	0.16676	0.22796	7.283e+02	0.326	0.404	GO:0032200
14	26	17	0.07964	0.1361	1.989e+02	0.126	0.446	GO:0045814
15	66	46	0.06898	0.20695	1.129e+03	0.239	0.39	GO:0006026
16	32	20	0.05915	0.12085	3.187e+02	0.144	0.459	GO:0006801
17	104	77	0.05476	0.12084	2.453e+03	0.25	0.392	GO:0070665
18	65	41	0.0435	0.10078	1.283e+03	0.121	0.455	GO:0045639
19	25	18	0.03698	0.07905	1.549e+02	0.153	0.476	GO:0001659
20	26	17	0.036	0.09343	1.989e+02	0.075	0.514	GO:0006739
21	23	15	0.02914	0.07682	1.569e+02	0.246	0.33	GO:0006692
22	27	18	0.02873	0.06522	2.079e+02	0.263	0.264	GO:0042517
23	21	14	0.02405	0.07214	1.269e+02	0.182	0.412	GO:0046320
24	22	15	0.01971	0.05601	1.339e+02	0.253	0.357	GO:1902229
25	27	17	0.01796	0.04283	2.258e+02	0.205	0.418	GO:0046209
26	29	17	0.01577	0.0473	2.828e+02	0.122	0.351	GO:0043588
27	21	13	0.01425	0.02466	1.409e+02	0.08	0.46	GO:0006342
28	20	15	0.01272	0.0199	9.096e+01	0.262	0.511	GO:0072337
29	33	20	0.01108	0.02061	3.517e+02	0.175	0.305	GO:0042516
30	24	17	0.00856	0.01766	1.479e+02	0.137	0.486	GO:0051385
31	20	12	0.0068	0.0204	1.329e+02	0.117	0.538	GO:0007140
32	50	31	0.00657	0.0116	7.789e+02	0.011	0.584	GO:0044728
33	72	64	0.00642	0.01097	5.486e+02	0.438	0.399	GO:0007613
34	28	18	0.0057	0.00962	2.358e+02	0.062	0.517	GO:1903309
35	26	18	0.00566	0.01132	1.809e+02	0.16	0.491	GO:0015807
36	54	31	0.00524	0.01137	9.884e+02	0.096	0.417	GO:0046364
37	27	14	0.00488	0.0121	2.737e+02	0.15	0.311	GO:0008625
38	25	16	0.00472	0.01417	1.899e+02	0.075	0.511	GO:0031057
39	26	16	0.0046	0.00714	2.158e+02	0.101	0.482	GO:0030166
40	21	12	0.00454	0.01213	1.539e+02	0.126	0.33	GO:0042107
41	21	13	0.00439	0.01166	1.409e+02	0.094	0.486	GO:0046135
42	22	13	0.00386	0.00675	1.629e+02	0.139	0.44	GO:0071384
43	35	29	0.00376	0.01127	1.959e+02	0.378	0.356	GO:0030890
44	29	16	0.00343	0.00715	2.997e+02	0.056	0.403	GO:0014014
45	20	12	0.00337	0.0101	1.329e+02	0.243	0.312	GO:0033574
46	25	18	0.00322	0.00967	1.549e+02	0.17	0.475	GO:0006893
47	20	11	0.00315	0.00946	1.449e+02	0.105	0.452	GO:0070271
48	24	15	0.00293	0.0088	1.809e+02	0.162	0.459	GO:0030857
49	23	13	0.00288	0.00865	1.859e+02	0.044	0.407	GO:0006270
50	26	23	0.00264	0.00792	7.598e+01	0.428	0.395	GO:0000722
51	23	13	0.00252	0.00727	1.859e+02	0.066	0.353	GO:0042346
52	31	18	0.00244	0.00731	3.257e+02	0.078	0.456	GO:0060325
53	22	20	0.00236	0.0069	4.399e+01	0.44	0.388	GO:0032201
54	22	19	0.00235	0.00682	6.398e+01	0.404	0.358	GO:0006297
55	60	55	0.00207	0.00516	2.909e+02	0.451	0.389	GO:0008306
56	47	29	0.00198	0.00594	6.931e+02	0.037	0.58	GO:0002449
57	24	15	0.00193	0.0033	1.809e+02	0.026	0.546	GO:0048147
58	35	22	0.00192	0.00575	3.776e+02	0.13	0.451	GO:0002637
59	32	19	0.00186	0.00455	3.387e+02	0.043	0.49	GO:0032722
60	41	38	0.0018	0.00541	1.210e+02	0.495	0.353	GO:0008542
61	20	13	0.00168	0.00462	1.199e+02	0.035	0.62	GO:0070371
62	29	17	0.00167	0.00502	2.828e+02	0.084	0.506	GO:0042168
63	63	39	0.0016	0.00463	1.235e+03	0.118	0.435	GO:0043154
64	20	11	0.00154	0.00463	1.449e+02	0.053	0.417	GO:0045940
65	37	32	0.0015	0.00401	1.759e+02	0.361	0.422	GO:0010833
66	31	17	0.00145	0.00434	3.437e+02	0.084	0.394	GO:0010977
67	20	12	0.00144	0.00432	1.329e+02	0.135	0.455	GO:0030879
68	36	20	0.00137	0.0041	4.565e+02	0.03	0.48	GO:0032330
69	22	12	0.0013	0.00389	1.759e+02	-0.022	0.479	GO:0060765
70	20	13	0.00121	0.00362	1.199e+02	0.066	0.517	GO:0045648
71	69	50	0.0012	0.0036	1.139e+03	0.211	0.422	GO:0042102
72	22	11	0.0012	0.00359	1.879e+02	0.006	0.419	GO:0061005
73	50	27	0.00112	0.00335	8.966e+02	-0.002	0.477	GO:0007498
74	39	23	0.00111	0.00332	5.044e+02	0.094	0.429	GO:0002763
75	53	31	0.00106	0.00318	9.346e+02	0.072	0.477	GO:0002460
76	34	21	0.00106	0.00239	3.647e+02	0.105	0.514	GO:0045646
77	21	13	0.00103	0.0031	1.409e+02	0.14	0.408	GO:0045987
78	46	27	0.00103	0.00308	7.031e+02	0.161	0.33	GO:0042531
79	60	36	0.00098	0.00294	1.163e+03	0.059	0.537	GO:0002443
80	37	21	0.00094	0.00281	4.725e+02	-0.015	0.56	GO:0006305
81	42	25	0.00083	0.00178	5.783e+02	0.168	0.406	GO:0033762
82	20	11	0.00082	0.00246	1.449e+02	0.05	0.478	GO:0009235
83	24	23	0.00082	0.00245	2.500e+01	0.453	0.462	GO:0007616
84	26	14	0.00077	0.00232	2.468e+02	-0.001	0.501	GO:0010862
85	34	18	0.00067	0.002	4.245e+02	0.044	0.409	GO:0051055
86	26	16	0.00063	0.00188	2.158e+02	0.091	0.496	GO:0032350
87	28	16	0.00061	0.00182	2.708e+02	0.028	0.47	GO:0018146
88	68	38	0.0006	0.00179	1.603e+03	0.026	0.454	GO:0019218
89	28	15	0.0006	0.00179	2.867e+02	0.049	0.445	GO:0051145
90	36	22	0.00058	0.00174	4.136e+02	0.174	0.426	GO:0050999
91	52	26	0.00054	0.00163	1.026e+03	0.037	0.375	GO:0097191
92	24	13	0.00054	0.00161	2.098e+02	-0.009	0.596	GO:0033003
93	22	11	0.00046	0.00137	1.879e+02	0.002	0.536	GO:0002886
94	22	13	0.00046	0.00137	1.629e+02	-0.005	0.534	GO:0010718
95	22	11	0.00042	0.00127	1.879e+02	-0.1	0.539	GO:0060968
96	46	26	0.00037	0.0011	7.300e+02	0.013	0.535	GO:0072164
97	26	13	0.00034	0.00102	2.608e+02	-0.036	0.623	GO:0006904
98	21	11	0.00034	0.00101	1.659e+02	-0.053	0.597	GO:0051354
99	28	15	0.00028	0.00084	2.867e+02	-0.032	0.473	GO:0043370
100	47	26	0.00028	0.00084	7.769e+02	0.072	0.435	GO:0046148
101	53	30	0.00024	0.00072	9.654e+02	0.141	0.334	GO:0046427
102	25	13	0.00021	0.00062	2.348e+02	-0.013	0.494	GO:0001836
103	21	13	0.00021	0.00062	1.409e+02	0.173	0.344	GO:0071897
104	22	13	0.0002	0.00061	1.629e+02	0.074	0.427	GO:0050829
105	23	16	0.00017	0.00052	1.409e+02	0.236	0.456	GO:0019098
106	22	13	0.00013	0.0004	1.629e+02	0.078	0.542	GO:0008207
107	38	20	0.00013	0.0004	5.313e+02	0.088	0.428	GO:0043392
108	31	18	0.00012	0.00037	3.257e+02	0.034	0.435	GO:0051057
109	20	12	0.00012	0.00036	1.329e+02	0.043	0.556	GO:0019724
110	34	22	0.00012	0.00036	3.427e+02	0.218	0.364	GO:0035176
111	22	12	0.0001	0.00029	1.759e+02	0.05	0.398	GO:0045686
112	28	14	9e-05	0.00028	3.017e+02	-0.014	0.455	GO:0031663
113	25	11	5e-05	0.00014	2.637e+02	-0.035	0.368	GO:0030206
114	31	15	5e-05	0.00014	3.776e+02	-0.074	0.492	GO:0031060
115	22	11	3e-05	8e-05	1.879e+02	0.063	0.298	GO:0010823
116	24	12	0.0	1e-05	2.228e+02	0.005	0.451	GO:0006658
