Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	163	132	1.0	0.0	4.578e+03	0.32	0.423	GO:0006869
2	44	37	1.0	0.0	2.878e+02	0.377	0.401	GO:0007585
3	80	61	1.0	0.0	1.348e+03	0.301	0.407	GO:0044848
4	94	80	1.0	0.0	1.225e+03	0.418	0.391	GO:0045471
5	86	64	1.0	0.0	1.659e+03	0.201	0.495	GO:0045995
6	64	48	0.99208	0.02377	9.039e+02	0.268	0.427	GO:0030509
7	94	68	0.92378	0.15568	2.116e+03	0.201	0.487	GO:0050768
8	138	85	0.76099	0.37411	5.915e+03	0.055	0.5	GO:1901068
9	28	21	0.62729	0.38308	1.759e+02	0.236	0.456	GO:0035637
10	30	24	0.58226	0.44169	1.659e+02	0.368	0.381	GO:0046638
11	33	23	0.53148	0.34844	2.858e+02	0.159	0.411	GO:0019320
12	41	30	0.26905	0.40937	3.967e+02	0.267	0.395	GO:0046637
13	22	16	0.26358	0.32252	1.179e+02	0.272	0.385	GO:0061337
14	20	13	0.19518	0.14591	1.199e+02	0.059	0.491	GO:0007031
15	20	17	0.18159	0.25801	5.798e+01	0.382	0.447	GO:0007029
16	117	71	0.16072	0.25123	4.334e+03	0.043	0.499	GO:1901069
17	26	18	0.1599	0.19252	1.809e+02	0.177	0.44	GO:0006739
18	38	24	0.13665	0.20237	4.415e+02	0.118	0.397	GO:0046365
19	28	20	0.12972	0.21893	1.969e+02	0.203	0.479	GO:0031069
20	28	22	0.09556	0.19184	1.539e+02	0.315	0.409	GO:0043370
21	22	17	0.08479	0.15557	1.010e+02	0.264	0.433	GO:0043576
22	48	29	0.07624	0.11445	7.410e+02	0.054	0.427	GO:0006073
23	121	81	0.07622	0.15568	4.049e+03	0.128	0.499	GO:0010721
24	114	69	0.05977	0.1191	4.128e+03	0.045	0.497	GO:0006184
25	30	22	0.04355	0.13064	2.129e+02	0.25	0.409	GO:2000514
26	41	25	0.03094	0.05704	5.364e+02	0.067	0.561	GO:0009247
27	25	16	0.02985	0.03156	1.899e+02	0.145	0.543	GO:0006501
28	20	12	0.01673	0.0335	1.329e+02	0.126	0.441	GO:0006949
29	20	12	0.01611	0.03179	1.329e+02	0.024	0.521	GO:0009208
30	22	13	0.01605	0.02928	1.629e+02	0.029	0.511	GO:0034105
31	129	78	0.01381	0.04144	5.286e+03	0.036	0.511	GO:0046039
32	67	43	0.0138	0.0414	1.331e+03	0.119	0.46	GO:0045621
33	27	15	0.01376	0.02724	2.588e+02	0.156	0.329	GO:0006775
34	63	40	0.01198	0.02018	1.195e+03	0.157	0.456	GO:0022404
35	27	15	0.0109	0.02289	2.588e+02	0.043	0.517	GO:0006505
36	32	20	0.01011	0.03018	3.187e+02	0.071	0.584	GO:0032720
37	45	27	0.00892	0.0243	6.571e+02	0.039	0.484	GO:0006635
38	21	14	0.00874	0.01821	1.269e+02	0.2	0.474	GO:0050832
39	22	13	0.00812	0.01739	1.629e+02	0.125	0.406	GO:0006699
40	28	18	0.00811	0.02297	2.358e+02	0.091	0.526	GO:0060348
41	28	17	0.00737	0.01447	2.538e+02	0.05	0.46	GO:0010453
42	21	15	0.007	0.021	1.119e+02	0.184	0.5	GO:0048665
43	26	17	0.00699	0.01175	1.989e+02	0.035	0.595	GO:0050710
44	46	34	0.00654	0.01961	4.866e+02	0.268	0.473	GO:0097306
45	30	18	0.00641	0.01475	2.947e+02	0.06	0.57	GO:0018410
46	31	18	0.006	0.01323	3.257e+02	0.063	0.52	GO:0043666
47	34	19	0.00552	0.01106	4.056e+02	0.024	0.515	GO:0045668
48	24	15	0.00551	0.01652	1.809e+02	0.08	0.517	GO:0006506
49	22	13	0.00528	0.01584	1.629e+02	0.184	0.451	GO:0015985
50	42	22	0.00528	0.01059	6.501e+02	-0.024	0.444	GO:0032092
51	20	13	0.005	0.01104	1.199e+02	0.123	0.52	GO:0045648
52	20	11	0.00477	0.01029	1.449e+02	0.139	0.387	GO:0046854
53	22	15	0.00475	0.01013	1.339e+02	0.147	0.422	GO:0061005
54	21	12	0.0045	0.01349	1.539e+02	0.094	0.395	GO:0002040
55	33	19	0.00443	0.00889	3.716e+02	0.081	0.443	GO:0065002
56	20	11	0.00432	0.01191	1.449e+02	0.049	0.35	GO:0051881
57	21	13	0.00419	0.00649	1.409e+02	0.211	0.347	GO:0043029
58	21	14	0.00385	0.00775	1.269e+02	0.146	0.547	GO:0071385
59	22	14	0.00372	0.01071	1.489e+02	0.13	0.547	GO:0071384
60	20	11	0.00366	0.01061	1.449e+02	0.091	0.421	GO:0031122
61	79	44	0.00365	0.00785	2.166e+03	0.005	0.452	GO:0072329
62	20	12	0.00343	0.0071	1.329e+02	0.043	0.499	GO:0060349
63	22	17	0.00334	0.01003	1.010e+02	0.221	0.465	GO:0033344
64	26	13	0.00327	0.0098	2.608e+02	-0.038	0.517	GO:0061098
65	21	14	0.00326	0.00621	1.269e+02	0.122	0.415	GO:0032925
66	48	28	0.00317	0.0095	7.699e+02	0.074	0.426	GO:0006939
67	42	34	0.00303	0.00908	3.088e+02	0.319	0.434	GO:0015908
68	34	27	0.00261	0.00784	2.179e+02	0.32	0.423	GO:0015909
69	26	15	0.00256	0.00768	2.318e+02	0.121	0.417	GO:0044774
70	24	16	0.00254	0.00632	1.649e+02	0.187	0.397	GO:0007616
71	32	18	0.00252	0.00515	3.576e+02	0.007	0.496	GO:0007528
72	32	19	0.00249	0.00748	3.387e+02	-0.008	0.534	GO:0006801
73	40	24	0.00244	0.00731	5.204e+02	0.022	0.547	GO:0007422
74	23	14	0.00241	0.00724	1.719e+02	0.118	0.524	GO:0043534
75	37	23	0.00233	0.00424	4.276e+02	0.136	0.416	GO:0030514
76	33	21	0.00226	0.00638	3.307e+02	0.164	0.482	GO:0009620
